object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm
36917,Nintendo Super Famicom,SFC,Joe & Mac Tatakae Genshijin,Joe & Mac Tatakae Genshijin,primary_ascii,ジョー＆マック 戦え原始人|Joe & Mac Caveman Ninja,NTSC-J,ja
36928,Nintendo Super Famicom,SFC,Teenage Mutant Ninja Turtles Turtles In Time,Teenage Mutant Ninja Turtles Turtles In Time,primary_ascii,ティーンエージ ミュータント ニンジャ タートルズ／タートルズ イン タイム|Teenage Mutant Ninja Turtles IV Turtles in Time|Teenage Mutant Hero Turtles IV Turtles in Time,NTSC-J,ja
36931,Nintendo Super Famicom,SFC,Sonic Blast Man,Sonic Blast Man,primary_ascii,ソニックブラストマン|Sonic Blastman,NTSC-J,ja
36937,Nintendo Super Famicom,SFC,Nosferatu,Nosferatu,primary_ascii,ノスフェラトゥ,NTSC-J,ja
36939,Nintendo Super Famicom,SFC,Super Turrican,Super Turrican,primary_ascii,スーパータリカン,NTSC-J,ja
36941,Nintendo Super Famicom,SFC,Hagane,Hagane,primary_ascii,鋼|Hagane The Final Conflict,NTSC-J,ja
36942,Nintendo Super Famicom,SFC,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,primary_ascii,超時空要塞マクロス スクランブルバルキリー,NTSC-J,ja
36944,Nintendo Super Famicom,SFC,Magic Sword,Magic Sword,primary_ascii,マジックソード,NTSC-J,ja
36945,Nintendo Super Famicom,SFC,Super Genjin 2,Super Genjin 2,primary_ascii,スーパー超原人2|Super Bonk 2,NTSC-J,ja
36946,Nintendo Super Famicom,SFC,Rockman 7 Shukumei no Taiketsu!,Rockman 7 Shukumei no Taiketsu!,primary_ascii,ロックマン7 宿命の対決！|Mega Man 7,NTSC-J,ja
36947,Nintendo Super Famicom,SFC,The Ninja Warriors Again,The Ninja Warriors Again,primary_ascii,ザ・ニンジャウォーリアーズ アゲイン|The Ninja Warriors,NTSC-J,ja
36948,Nintendo Super Famicom,SFC,Super Aleste,Super Aleste,primary_ascii,スーパーアレスタ|Space Megaforce,NTSC-J,ja
36949,Nintendo Super Famicom,SFC,Hook,Hook,primary_ascii,フック,NTSC-J,ja
36952,Nintendo Super Famicom,SFC,Kiki Kaikai Tsukiyo Soushi,Kiki Kaikai Tsukiyo Soushi,primary_ascii,奇々怪界 月夜草子|Pocky & Rocky 2,NTSC-J,ja
36954,Nintendo Super Famicom,SFC,Rushing Beat Ran Fukusei Toshi,Rushing Beat Ran Fukusei Toshi,primary_ascii,ラッシング・ビート乱 複製都市|Brawl Brothers|ラッシング・ビートRun 複製都市,NTSC-J,ja
36955,Nintendo Super Famicom,SFC,Magical Taruruuto-kun Magic Adventure,Magical Taruruuto-kun Magic Adventure,primary_ascii,まじかる☆タルるートくん Magic Adventure,NTSC-J,ja
36956,Nintendo Super Famicom,SFC,Smash T.V.,Smash T.V.,primary_ascii,スマッシュT.V.,NTSC-J,ja
36959,Nintendo Super Famicom,SFC,Captain Commando,Captain Commando,primary_ascii,キャプテンコマンドー,NTSC-J,ja
36961,Nintendo Super Famicom,SFC,Final Fight,Final Fight,primary_ascii,ファイナルファイト,NTSC-J,ja
36962,Nintendo Super Famicom,SFC,Super Mario Collection,Super Mario Collection,primary_ascii,スーパーマリオコレクション|Super Mario All-Stars,NTSC-J,ja
36963,Nintendo Super Famicom,SFC,Super Metroid,Super Metroid,primary_ascii,スーパーメトロイド,NTSC-J,ja
36966,Nintendo Super Famicom,SFC,Akumajou Dracula,Akumajou Dracula,primary_ascii,悪魔城ドラキュラ|Super Castlevania IV,NTSC-J,ja
36968,Nintendo Super Famicom,SFC,Phalanx The Enforce Fighter A-144,Phalanx The Enforce Fighter A-144,primary_ascii,ファランクス The Enforce Fighter A-144,NTSC-J,ja
36971,Nintendo Super Famicom,SFC,Batman Returns,Batman Returns,primary_ascii,バットマン リターンズ,NTSC-J,ja
37016,Nintendo Super Famicom,SFC,DoReMi Fantasy Milon's DokiDoki Adventure,DoReMi Fantasy Milon's DokiDoki Adventure,primary_ascii,ドレミファンタジー ミロンのドキドキ大冒険|Do-Re-Mi Fantasy Milon's DokiDoki Adventure,NTSC-J,ja
37017,Nintendo Super Famicom,SFC,The King of Dragons,The King of Dragons,primary_ascii,ザ・キングオブドラゴンズ,NTSC-J,ja
37018,Nintendo Super Famicom,SFC,Axelay,Axelay,primary_ascii,アクスレイ,NTSC-J,ja
37020,Nintendo Super Famicom,SFC,ActRaiser 2 Chinmoku heno Seisen,ActRaiser 2 Chinmoku heno Seisen,primary_ascii,アクトレイザー2 〜沈黙への聖戦〜|ActRaiser 2,NTSC-J,ja
37021,Nintendo Super Famicom,SFC,Alien 3,Alien 3,primary_ascii,エイリアン3,NTSC-J,ja
37022,Nintendo Super Famicom,SFC,Sparkster,Sparkster,primary_ascii,スパークスター,NTSC-J,ja
37025,Nintendo Super Famicom,SFC,Indiana Jones' Greatest Adventures,Indiana Jones' Greatest Adventures,primary_ascii,インディ・ジョーンズ Greatest Adventures,NTSC-J,ja
37026,Nintendo Super Famicom,SFC,Rockman X3,Rockman X3,primary_ascii,ロックマンエックス3|Mega Man X3,NTSC-J,ja
37028,Nintendo Super Famicom,SFC,Final Fight Guy,Final Fight Guy,primary_ascii,ファイナルファイト ガイ,NTSC-J,ja
37030,Nintendo Super Famicom,SFC,Dragon's Magic,Dragon's Magic,primary_ascii,ドラゴンズ マジック|Dragon's Lair,NTSC-J,ja
37058,Nintendo Super Famicom,SFC,Akumajou Dracula XX,Akumajou Dracula XX,primary_ascii,ダブルエックス 悪魔城ドラキュラXX|Castlevania Dracula X,NTSC-J,ja
37060,Nintendo Super Famicom,SFC,Super Genjin,Super Genjin,primary_ascii,スーパー超原人|Super Bonk|Super B.C. Kid,NTSC-J,ja
37062,Nintendo Super Famicom,SFC,Final Fight 2,Final Fight 2,primary_ascii,ファイナルファイト2,NTSC-J,ja
37063,Nintendo Super Famicom,SFC,Krusty's World,Krusty's World,primary_ascii,クリスティーワールド|Krusty's Super Fun House,NTSC-J,ja
37067,Nintendo Super Famicom,SFC,Märchen Adventure Cotton 100%,Märchen Adventure Cotton 100%,primary_fallback,Märchen Adventure コットン100%,NTSC-J,ja
37069,Nintendo Super Famicom,SFC,Rendering Ranger R2,Rendering Ranger R2,primary_ascii,リスティーワールド,NTSC-J,ja
37163,Nintendo Super Famicom,SFC,Funaki Masakatsu no Hybrid Wrestler Tougi Densho,Funaki Masakatsu no Hybrid Wrestler Tougi Densho,primary_ascii,船木誠勝 ハイブリッド・レスラー 闘技伝承,NTSC-J,ja
37166,Nintendo Super Famicom,SFC,Tales of Phantasia,Tales of Phantasia,primary_ascii,リスティーワールド,NTSC-J,ja
37171,Nintendo Super Famicom,SFC,David Crane's Amazing Tennis,David Crane's Amazing Tennis,primary_ascii,David Crane's アメージングテニス,NTSC-J,ja
37183,Nintendo Super Famicom,SFC,Card Master Rimusaria no Fuuin,Card Master Rimusaria no Fuuin,primary_ascii,カードマスター リムサリアの封印|Arcana,NTSC-J,ja
37188,Nintendo Super Famicom,SFC,Garou Densetsu 2 Commander,Garou Densetsu 2 Commander,primary_ascii,餓狼伝説2コマンダー,NTSC-J,ja
37189,Nintendo Super Famicom,SFC,Heian Fuuunden,Heian Fuuunden,primary_ascii,平安風雲伝,NTSC-J,ja
37190,Nintendo Super Famicom,SFC,Super Naxat Open Golf de Shoubu da! Dorabocchan,Super Naxat Open Golf de Shoubu da! Dorabocchan,primary_ascii,スーパーナグザットオープン ゴルフで勝負だ！どらぼっちゃん,NTSC-J,ja
37191,Nintendo Super Famicom,SFC,Tsuyoshi Shikkarai Shinasai Taisen Puzzle Dama,Tsuyoshi Shikkarai Shinasai Taisen Puzzle Dama,primary_ascii,ツヨシしっかりしなさい 対戦ぱずるだま,NTSC-J,ja
37192,Nintendo Super Famicom,SFC,Gekitotsu Dangan Jidousya Kessen Battle Mobile,Gekitotsu Dangan Jidousya Kessen Battle Mobile,primary_ascii,激突弾丸自動車決戦バトルモービル,NTSC-J,ja
37194,Nintendo Super Famicom,SFC,Human Grand Prix,Human Grand Prix,primary_ascii,ヒューマングランプリ|F1 Pole Position,NTSC-J,ja
37196,Nintendo Super Famicom,SFC,Super F1 Circus Limited,Super F1 Circus Limited,primary_ascii,スーパーエフワンサーカスリミテッド,NTSC-J,ja
37202,Nintendo Super Famicom,SFC,Kagakusha Harley no Haran Banjou,Kagakusha Harley no Haran Banjou,primary_ascii,化学者ハリーの波乱万丈|Harley's Humongous Adventure,NTSC-J,ja
37208,Nintendo Super Famicom,SFC,Jissen! Pachi-Slot Hisshouhou! 2,Jissen! Pachi-Slot Hisshouhou! 2,primary_ascii,実戦！パチスロ必勝法！2,NTSC-J,ja
37216,Nintendo Super Famicom,SFC,Shin Megami Tensei 2,Shin Megami Tensei 2,primary_ascii,真・女神転生II,NTSC-J,ja
37219,Nintendo Super Famicom,SFC,Super Robot Taisen EX,Super Robot Taisen EX,primary_ascii,スーパーロボット大戦EX,NTSC-J,ja
37220,Nintendo Super Famicom,SFC,Fighter's History,Fighter's History,primary_ascii,ファイターズヒストリー,NTSC-J,ja
37224,Nintendo Super Famicom,SFC,Super 3D Baseball,Super 3D Baseball,primary_ascii,スーパーロボット大戦EX|Super Bases Loaded 2,NTSC-J,ja
37227,Nintendo Super Famicom,SFC,Seijuu Maden Beasts & Blades,Seijuu Maden Beasts & Blades,primary_ascii,ファイターズヒストリー,NTSC-J,ja
37236,Nintendo Super Famicom,SFC,Human Grand Prix III F1 Triple Battle,Human Grand Prix III F1 Triple Battle,primary_ascii,ヒューマングランプリIII F1トリプルバトル|Human Grand Prix 3 F1 Triple Battle,NTSC-J,ja
37238,Nintendo Super Famicom,SFC,Go Go Ackman 2,Go Go Ackman 2,primary_ascii,ゴーゴー アックマン2,NTSC-J,ja
37244,Nintendo Super Famicom,SFC,Kidou Keisatsu Patlabor,Kidou Keisatsu Patlabor,primary_ascii,機動警察パトレイバー,NTSC-J,ja
37249,Nintendo Super Famicom,SFC,Captain Tsubasa IV Pro no Rival-tachi,Captain Tsubasa IV Pro no Rival-tachi,primary_ascii,キャプテン翼IV -プロのライバルたち-,NTSC-J,ja
37251,Nintendo Super Famicom,SFC,Doraemon 2 Nobita no Toys Land Daibouken,Doraemon 2 Nobita no Toys Land Daibouken,primary_ascii,ドラえもん2 のび太のトイズランド大冒険,NTSC-J,ja
37253,Nintendo Super Famicom,SFC,Super 4WD The Baja,Super 4WD The Baja,primary_ascii,スーパ4WDーザ・バハ|Super Off Road The Baja,NTSC-J,ja
37258,Nintendo Super Famicom,SFC,Lemmings 2 The Tribes,Lemmings 2 The Tribes,primary_ascii,レミングス2 The Tribes,NTSC-J,ja
37269,Nintendo Super Famicom,SFC,From TV Animation Slam Dunk Yonkyou Gekitotsu!!,From TV Animation Slam Dunk Yonkyou Gekitotsu!!,primary_ascii,テレビアニメ・スラムダンク 四強激突！！|From TV Animation Slam Dunk Shikyou Gekitotsu!!,NTSC-J,ja
37273,Nintendo Super Famicom,SFC,The Game of Life Super Jinsei Game,The Game of Life Super Jinsei Game,primary_ascii,The Game of Life Super 人生ゲーム,NTSC-J,ja
37277,Nintendo Super Famicom,SFC,Tsuri Tarou,Tsuri Tarou,primary_ascii,つり太郎,NTSC-J,ja
37282,Nintendo Super Famicom,SFC,J. League Excite Stage '95,J. League Excite Stage '95,primary_ascii,Jリーグエキサイトステージ'95,NTSC-J,ja
37292,Nintendo Super Famicom,SFC,Kousoku Shikou Shougiou,Kousoku Shikou Shougiou,primary_ascii,高速思考 将棋皇,NTSC-J,ja
37294,Nintendo Super Famicom,SFC,Heisei Shin Onigashima Zenpen,Heisei Shin Onigashima Zenpen,primary_ascii,平成新 鬼ヶ島前編,NTSC-J,ja
37297,Nintendo Super Famicom,SFC,Super Bomberman Panic Bomber World,Super Bomberman Panic Bomber World,primary_ascii,スーパーボンバーマン ぱにっくボンバーワールド,NTSC-J,ja
37298,Nintendo Super Famicom,SFC,Super Star Wars,Super Star Wars,primary_ascii,スーパー・スター・ウォーズ,NTSC-J,ja
37299,Nintendo Super Famicom,SFC,J League Soccer Prime Goal 2,J League Soccer Prime Goal 2,primary_ascii,Jリーグサッカー プライムゴール2,NTSC-J,ja
37301,Nintendo Super Famicom,SFC,Super!! Pachinko,Super!! Pachinko,primary_ascii,スーパー！！ パチンコ,NTSC-J,ja
37302,Nintendo Super Famicom,SFC,Disney's Aladdin,Disney's Aladdin,primary_ascii,Disney's アラジン,NTSC-J,ja
37303,Nintendo Super Famicom,SFC,Koushien 3,Koushien 3,primary_ascii,甲子園3,NTSC-J,ja
37304,Nintendo Super Famicom,SFC,Umi no Nushi Tsuri,Umi no Nushi Tsuri,primary_ascii,海のぬし釣り,NTSC-J,ja
37307,Nintendo Super Famicom,SFC,Street Fighter II Turbo Hyper Fighting,Street Fighter II Turbo Hyper Fighting,primary_ascii,ストリートファイターII ターボ Hyper Fighting,NTSC-J,ja
37308,Nintendo Super Famicom,SFC,Super Gomoku Narabe Renju,Super Gomoku Narabe Renju,primary_ascii,スーパー五目ならべ 連珠,NTSC-J,ja
37312,Nintendo Super Famicom,SFC,Mickey no Magical Adventure,Mickey no Magical Adventure,primary_ascii,ミッキーのマジカルアドベンチャー|The Magical Quest Starring Mickey Mouse,NTSC-J,ja
37316,Nintendo Super Famicom,SFC,Super Power League 4,Super Power League 4,primary_ascii,スーパーパワーリーグ4,NTSC-J,ja
37324,Nintendo Super Famicom,SFC,Sankyo Fever! Fever! Pachinko Jikki Simulation Game,Sankyo Fever! Fever! Pachinko Jikki Simulation Game,primary_ascii,Sankyo Fever! フィーバー！ パチンコ実機シミュレーションゲーム,NTSC-J,ja
37327,Nintendo Super Famicom,SFC,Super Chinese World 2 Uchuu Ichibuto Daikai,Super Chinese World 2 Uchuu Ichibuto Daikai,primary_ascii,スーパーチャイニーズワールド2 宇宙一武闘大会,NTSC-J,ja
37331,Nintendo Super Famicom,SFC,MVP Baseball,MVP Baseball,primary_ascii,MVPベースボール|Roger Clemens' MVP Baseball,NTSC-J,ja
37333,Nintendo Super Famicom,SFC,Virtual Wars,Virtual Wars,primary_ascii,バーチャルウォーズ|The Lawnmower Man,NTSC-J,ja
37335,Nintendo Super Famicom,SFC,Super Formation Soccer 94 World Cup Edition,Super Formation Soccer 94 World Cup Edition,primary_ascii,スーパーフォーメーションサッカー94 ワールドカップ・エディション,NTSC-J,ja
37354,Nintendo Super Famicom,SFC,Jungle Strike The Sequel to Desert Strike,Jungle Strike The Sequel to Desert Strike,primary_ascii,ジャングルストライク 受け継がれた狂気,NTSC-J,ja
37358,Nintendo Super Famicom,SFC,Pachiokun Special 3,Pachiokun Special 3,primary_ascii,パチ夫くん スペシャル3,NTSC-J,ja
37369,Nintendo Super Famicom,SFC,Shin Ikkaku Senkin,Shin Ikkaku Senkin,primary_ascii,真 一攫千金,NTSC-J,ja
37375,Nintendo Super Famicom,SFC,Pachi-Slot Monogatari PAL Kougyou Special,Pachi-Slot Monogatari PAL Kougyou Special,primary_ascii,パチスロ物語 パル工業スペシャル,NTSC-J,ja
37381,Nintendo Super Famicom,SFC,Hoshi no Kirby Super Deluxe,Hoshi no Kirby Super Deluxe,primary_ascii,星のカービィ スーパーデラックス|Kirby Super Star|Kirby's Fun Pak,NTSC-J,ja
37387,Nintendo Super Famicom,SFC,Hashire Hebereke,Hashire Hebereke,primary_ascii,はしれへべれけ,NTSC-J,ja
37390,Nintendo Super Famicom,SFC,T2 The Arcade Game,T2 The Arcade Game,primary_ascii,T2 ザ・アーケードゲーム,NTSC-J,ja
37395,Nintendo Super Famicom,SFC,Super Royal Blood,Super Royal Blood,primary_ascii,スーパーロイヤルブラッド|Gemfire,NTSC-J,ja
37397,Nintendo Super Famicom,SFC,Mickey Mania The Timeless Adventures of Mickey Mouse,Mickey Mania The Timeless Adventures of Mickey Mouse,primary_ascii,ミッキーマニア The Timeless Adventures of Mickey Mouse,NTSC-J,ja
37398,Nintendo Super Famicom,SFC,Dynamaite The Las Vegas,Dynamaite The Las Vegas,primary_ascii,ダイナマイト・ザ・ラスベガス,NTSC-J,ja
37400,Nintendo Super Famicom,SFC,Super Shougi 2,Super Shougi 2,primary_ascii,スーパー将棋2|スーパーしょうぎ2,NTSC-J,ja
37401,Nintendo Super Famicom,SFC,Choplifter III Rescue Survive,Choplifter III Rescue Survive,primary_ascii,チョップリフターIII Rescue Survive|Choplifter 3 Rescue Survive,NTSC-J,ja
37403,Nintendo Super Famicom,SFC,Panic in Nakayoshi World,Panic in Nakayoshi World,primary_ascii,パニック イン なかよしワールド,NTSC-J,ja
37404,Nintendo Super Famicom,SFC,Super Power League 2,Super Power League 2,primary_ascii,スーパーパワーリーグ2,NTSC-J,ja
37406,Nintendo Super Famicom,SFC,Parlor! Mini 5 Pachinko Jikki Simulation Game,Parlor! Mini 5 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ5 パチンコ実機シミュレーションゲーム,NTSC-J,ja
37415,Nintendo Super Famicom,SFC,Civilization Sekai Shichi Daibunmei,Civilization Sekai Shichi Daibunmei,primary_ascii,シヴィライゼーション 世界七大文明|Sid Meier's Civilization,NTSC-J,ja
37418,Nintendo Super Famicom,SFC,Super Air Diver,Super Air Diver,primary_ascii,スーパーエアダイバー|Lock On,NTSC-J,ja
37422,Nintendo Super Famicom,SFC,Nice de Shot World Course Selections,Nice de Shot World Course Selections,primary_ascii,ナイスDEショット,NTSC-J,ja
37965,Nintendo Super Nintendo Entertainment System,SNES,Lufia & the Fortress of Doom,Lufia & the Fortress of Doom,primary_ascii,,NTSC-U,unknown
37988,Nintendo Super Nintendo Entertainment System,SNES,Lufia II Rise of the Sinistrals,Lufia II Rise of the Sinistrals,primary_ascii,Lufia 2 Rise of the Sinistrals,NTSC-U,unknown
38250,Nintendo Super Famicom,SFC,Super Family Circuit,Super Family Circuit,primary_ascii,スーパーファミリーサーキット,NTSC-J,ja
38251,Nintendo Super Famicom,SFC,Champions World Class Soccer,Champions World Class Soccer,primary_ascii,チャンピオンズ ワールドクラスサッカー,NTSC-J,ja
38267,Nintendo Super Famicom,SFC,Gambler Jiko Chuushinha 2 Dorapon Quest,Gambler Jiko Chuushinha 2 Dorapon Quest,primary_ascii,ぎゅわんぶらあ自己中心派2 ドラポンクエスト,NTSC-J,ja
38268,Nintendo Super Famicom,SFC,Super Sangokushi,Super Sangokushi,primary_ascii,スーパー三国志,NTSC-J,ja
38269,Nintendo Super Famicom,SFC,Street Fighter II The World Warrior,Street Fighter II The World Warrior,primary_ascii,ストリートファイターII The World Warrior|Street Fighter 2 The World Warrior,NTSC-J,ja
38270,Nintendo Super Famicom,SFC,The Mahjong Touhaiden,The Mahjong Touhaiden,primary_ascii,The 麻雀 闘牌伝,NTSC-J,ja
38271,Nintendo Super Famicom,SFC,Space Ace,Space Ace,primary_ascii,スペースエース,NTSC-J,ja
38273,Nintendo Super Famicom,SFC,Shin Nekketsu Kouha Kunio Tachi no Banka,Shin Nekketsu Kouha Kunio Tachi no Banka,primary_ascii,新・熱血硬派 くにおたちの挽歌,NTSC-J,ja
38274,Nintendo Super Famicom,SFC,Nintama Rantarou 2,Nintama Rantarou 2,primary_ascii,忍たま乱太郎2,NTSC-J,ja
38275,Nintendo Super Famicom,SFC,Shuushoku Game Trendy Drama,Shuushoku Game Trendy Drama,primary_ascii,リクルートシミュレーション 就職ゲーム Trendy Drama,NTSC-J,ja
38276,Nintendo Super Famicom,SFC,Stardust Suplex,Stardust Suplex,primary_ascii,スターダストスープレックス,NTSC-J,ja
38277,Nintendo Super Famicom,SFC,Pachinko Challenger V,Pachinko Challenger V,primary_ascii,パチンコチャレンジャーV,NTSC-J,ja
38278,Nintendo Super Famicom,SFC,Super Bomberman 2,Super Bomberman 2,primary_ascii,スーパーボンバーマン2,NTSC-J,ja
38279,Nintendo Super Famicom,SFC,Populous,Populous,primary_ascii,ポピュラス,NTSC-J,ja
38280,Nintendo Super Famicom,SFC,Bombuzal,Bombuzal,primary_ascii,ボンバザル|Kablooey,NTSC-J,ja
38287,Nintendo Super Famicom,SFC,Derby Jockey Kishu Ou he no Michi,Derby Jockey Kishu Ou he no Michi,primary_ascii,ダービージョッキー 騎手王への道,NTSC-J,ja
38288,Nintendo Super Famicom,SFC,Dear Boys,Dear Boys,primary_ascii,ディア・ボーイズ,NTSC-J,ja
38290,Nintendo Super Famicom,SFC,Haou Taikei Ryuu Knight Lord of Paladin,Haou Taikei Ryuu Knight Lord of Paladin,primary_ascii,覇王大系リューナイト ロードオブパラディン,NTSC-J,ja
38291,Nintendo Super Famicom,SFC,Tokoro's Mahjong,Tokoro's Mahjong,primary_ascii,Tokoro's マージャン,NTSC-J,ja
38292,Nintendo Super Famicom,SFC,Super Dogfight F-14 Tomcat Air Combat Game,Super Dogfight F-14 Tomcat Air Combat Game,primary_ascii,スーパードッグファイト F-14 Tomcat Air Combat Game|Turn and Burn No-Fly Zone,NTSC-J,ja
38294,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon S Kurukku-rin,Bishoujo Senshi Sailor Moon S Kurukku-rin,primary_ascii,美少女戦士セーラームーンS くるっくりん,NTSC-J,ja
38295,Nintendo Super Famicom,SFC,Tecmo Super Baseball,Tecmo Super Baseball,primary_ascii,テクモスーパーベースボール,NTSC-J,ja
38296,Nintendo Super Famicom,SFC,Super Black Bass 2,Super Black Bass 2,primary_ascii,スーパーブラックバス2|Bassin's Black Bass,NTSC-J,ja
38297,Nintendo Super Famicom,SFC,Pro Mahjong Kiwame II,Pro Mahjong Kiwame II,primary_ascii,プロ麻雀 極II,NTSC-J,ja
38384,Nintendo Super Famicom,SFC,Yuu Yuu Hakusho 2 Kakutou no Shou,Yuu Yuu Hakusho 2 Kakutou no Shou,primary_ascii,幽☆遊☆白書2 格闘の章,NTSC-J,ja
38388,Nintendo Super Famicom,SFC,SD Gundam GX,SD Gundam GX,primary_ascii,SDガンダムGX,NTSC-J,ja
38396,Nintendo Super Famicom,SFC,Nakajima Satoru Super F-1 Hero,Nakajima Satoru Super F-1 Hero,primary_ascii,中嶋悟監修スーパーF-1ヒーロー,NTSC-J,ja
38402,Nintendo Super Famicom,SFC,Looney Tunes Road Runner vs Wily E Coyote,Looney Tunes Road Runner vs Wily E Coyote,primary_ascii,Looney Tunes ロードランナーvsワイリーコヨーテ|Road Runner's Death Valley Rally,NTSC-J,ja
38404,Nintendo Super Famicom,SFC,Chou Godzilla,Chou Godzilla,primary_ascii,超ゴジラ|Super Godzilla,NTSC-J,ja
38411,Nintendo Super Famicom,SFC,Bakukyu Rennpatsu!! Super B-Daman,Bakukyu Rennpatsu!! Super B-Daman,primary_ascii,爆球連発！！スーパービーダマン,NTSC-J,ja
38413,Nintendo Super Famicom,SFC,Super Pachi Slot Mahjong,Super Pachi Slot Mahjong,primary_ascii,スーパーパチスロマージャン,NTSC-J,ja
38416,Nintendo Super Famicom,SFC,Brandish,Brandish,primary_ascii,ブランディッシュ,NTSC-J,ja
38417,Nintendo Super Famicom,SFC,Crayon Shin-chan 2 Daimaou no Gyakushuu,Crayon Shin-chan 2 Daimaou no Gyakushuu,primary_ascii,クレヨンしんちゃん2 ゛大魔王の逆襲″,NTSC-J,ja
38418,Nintendo Super Famicom,SFC,Side Pocket,Side Pocket,primary_ascii,サイドポケット,NTSC-J,ja
38419,Nintendo Super Famicom,SFC,Shadowrun,Shadowrun,primary_ascii,シャドウラン,NTSC-J,ja
38423,Nintendo Super Famicom,SFC,Ugoku E Ver. 2.0 Aryol,Ugoku E Ver. 2.0 Aryol,primary_ascii,うごく絵 Ver2.0 アリョール,NTSC-J,ja
38425,Nintendo Super Famicom,SFC,Nontan to Issho Kuru Kuru Puzzle,Nontan to Issho Kuru Kuru Puzzle,primary_ascii,ノンタンといっしょ くるくるぱずる,NTSC-J,ja
38430,Nintendo Super Famicom,SFC,Dino Wars Kyouryuu Oukoku heno Daibouken,Dino Wars Kyouryuu Oukoku heno Daibouken,primary_ascii,ダイナウォーズ 恐竜王国への大冒険|Dino City,NTSC-J,ja
38432,Nintendo Super Famicom,SFC,WWF Royal Rumble,WWF Royal Rumble,primary_ascii,WWFロイヤルランブル,NTSC-J,ja
38434,Nintendo Super Famicom,SFC,Go Go Ackman 3,Go Go Ackman 3,primary_ascii,ゴーゴー アックマン3,NTSC-J,ja
38437,Nintendo Super Famicom,SFC,J League Soccer Prime Goal,J League Soccer Prime Goal,primary_ascii,Jリーグサッカー プライムゴール,NTSC-J,ja
38441,Nintendo Super Famicom,SFC,Namcot Open,Namcot Open,primary_ascii,ナムコットオープン,NTSC-J,ja
38493,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon S Jousai Rantou! Shuyaku Shudatsusen,Bishoujo Senshi Sailor Moon S Jousai Rantou! Shuyaku Shudatsusen,primary_ascii,美少女戦士セーラームーンS 場外乱闘！？主役争奪戦,NTSC-J,ja
38495,Nintendo Super Famicom,SFC,Super James Pond II,Super James Pond II,primary_ascii,スーパー・ジェームス ポンドII|James Pond 2 Codename RoboCod,NTSC-J,ja
38497,Nintendo Super Famicom,SFC,Down The World Mervil's Ambition,Down The World Mervil's Ambition,primary_ascii,ダウン・ザ・ワールド Mervil's Ambition,NTSC-J,ja
38499,Nintendo Super Famicom,SFC,Pachi-Slot Monogatari Universal Special,Pachi-Slot Monogatari Universal Special,primary_ascii,パチスロ物語 ユニバーサル・スペシャル,NTSC-J,ja
38504,Nintendo Super Famicom,SFC,Dolucky no A. League Soccer,Dolucky no A. League Soccer,primary_ascii,ドラッキーのAりーぐさっかー|Dolucky's A. League Soccer,NTSC-J,ja
38506,Nintendo Super Famicom,SFC,Might and Magic Book II,Might and Magic Book II,primary_ascii,マイト＆マジック Book II,NTSC-J,ja
38509,Nintendo Super Famicom,SFC,Super Shougi,Super Shougi,primary_ascii,スーパーしょうぎ|Super 将棋,NTSC-J,ja
38510,Nintendo Super Famicom,SFC,Super Pinball II The Amazing Odyssey,Super Pinball II The Amazing Odyssey,primary_ascii,スーパーピンボール2 ザ・アメイジング・オデッセイ,NTSC-J,ja
38513,Nintendo Super Famicom,SFC,The King of Rally Paris Moscow Beijing,The King of Rally Paris Moscow Beijing,primary_ascii,ザ・キング・オブ・ラリー パリ−モスクワ−北京,NTSC-J,ja
38514,Nintendo Super Famicom,SFC,Zool no Yume Bouken,Zool no Yume Bouken,primary_ascii,ズールのゆめぼうけん|Zool Ninja of the Nth Dimension,NTSC-J,ja
38520,Nintendo Super Famicom,SFC,Super Igo Go Ou,Super Igo Go Ou,primary_ascii,スーパー囲碁 碁王,NTSC-J,ja
38527,Nintendo Super Famicom,SFC,Jissen! Pachi-Slot Hisshouhou!,Jissen! Pachi-Slot Hisshouhou!,primary_ascii,実戦！パチスロ必勝法！,NTSC-J,ja
38529,Nintendo Super Famicom,SFC,Hakunetsu Pro Yakyuu '94 Ganba League 3,Hakunetsu Pro Yakyuu '94 Ganba League 3,primary_ascii,白熱プロ野球'94 ガンバリーグ3,NTSC-J,ja
38531,Nintendo Super Famicom,SFC,Libble Rabble,Libble Rabble,primary_ascii,リブルラブル,NTSC-J,ja
38536,Nintendo Super Famicom,SFC,Ossu!! Karate-bu,Ossu!! Karate-bu,primary_ascii,押忍！！空手部,NTSC-J,ja
38538,Nintendo Super Famicom,SFC,Spriggan Powered,Spriggan Powered,primary_ascii,スプリガン・パワード,NTSC-J,ja
38542,Nintendo Super Famicom,SFC,Kirby Bowl,Kirby Bowl,primary_ascii,カービィボウル|Kirby's Dream Course,NTSC-J,ja
38546,Nintendo Super Famicom,SFC,Hat Trick Hero 2,Hat Trick Hero 2,primary_ascii,ハットトリックヒーロー2,NTSC-J,ja
