object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm
21474,Nintendo Super Famicom,SFC,Earth Light Luna Strike,Earth Light Luna Strike,primary_ascii,アースライト ルナ・ストライク,NTSC-J,ja
21476,Nintendo Super Famicom,SFC,Popoitto Hebereke,Popoitto Hebereke,primary_ascii,ポポイっとへべれけ|Hebereke's Popoitto,NTSC-J,ja
21477,Nintendo Super Famicom,SFC,Jikkyou Power Pro Wrestling '96 Max Voltage,Jikkyou Power Pro Wrestling '96 Max Voltage,primary_ascii,実況パワープロレスリング'96 マックス ボルテージ,NTSC-J,ja
21496,Nintendo Super Famicom,SFC,Farland Story 2,Farland Story 2,primary_ascii,ファーランドストーリー2,NTSC-J,ja
21522,Nintendo Super Famicom,SFC,Mahoujin Guru Guru 2,Mahoujin Guru Guru 2,primary_ascii,魔法陣グルグル2,NTSC-J,ja
21523,Nintendo Super Famicom,SFC,VS. Collection,VS. Collection,primary_ascii,VS. コレクション,NTSC-J,ja
21526,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental,NTSC-J,ja
21527,Nintendo Super Famicom,SFC,Kidou Senshi Z Gundam Away to the New Type,Kidou Senshi Z Gundam Away to the New Type,primary_ascii,機動戦士Zガンダム Away to the New Type,NTSC-J,ja
21529,Nintendo Super Famicom,SFC,Game no Tetsujin The Shanghai,Game no Tetsujin The Shanghai,primary_ascii,ゲームの鉄人 The上海,NTSC-J,ja
21531,Nintendo Super Famicom,SFC,Wedding Peach,Wedding Peach,primary_ascii,ウェディングピーチ,NTSC-J,ja
21552,Nintendo Super Famicom,SFC,Parlor! Mini 4 Pachinko Jikki Simulation Game,Parlor! Mini 4 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ4 パチンコ実機シミュレーションゲーム,NTSC-J,ja
21555,Nintendo Super Famicom,SFC,Hi no Ouji Yamato Takeru,Hi no Ouji Yamato Takeru,primary_ascii,火の皇子 ヤマトタケル,NTSC-J,ja
21561,Nintendo Super Famicom,SFC,Clock Works,Clock Works,primary_ascii,クロックワークス,NTSC-J,ja
21573,Nintendo Super Famicom,SFC,Gokinjo Bouken Tai,Gokinjo Bouken Tai,primary_ascii,ごきんじょ冒険隊,NTSC-J,ja
21577,Nintendo Super Famicom,SFC,G.O.D Mezameyo to Yobu Koe ga Kikoe,G.O.D Mezameyo to Yobu Koe ga Kikoe,primary_ascii,G・O・D 目覚めよと呼ぶ声が聴こえ,NTSC-J,ja
21578,Nintendo Super Famicom,SFC,Sangokushi Eiketsuden,Sangokushi Eiketsuden,primary_ascii,三國志英傑伝,NTSC-J,ja
21579,Nintendo Super Famicom,SFC,Donald no Maui Mallard,Donald no Maui Mallard,primary_ascii,ドナルドダックのマウイマラード|Donald in Maui Mallard|Maui Mallard in Cold Shadow,NTSC-J,ja
21580,Nintendo Super Famicom,SFC,Honke Sankyo Fever 3 Jikki Simulation,Honke Sankyo Fever 3 Jikki Simulation,primary_ascii,本家Sankyo FEVER 3 実機シミュレーション,NTSC-J,ja
21581,Nintendo Super Famicom,SFC,Foreman for Real,Foreman for Real,primary_ascii,フォアマン フォーリアル,NTSC-J,ja
21582,Nintendo Super Famicom,SFC,Getsumen no Anubis,Getsumen no Anubis,primary_ascii,月面のアヌビス,NTSC-J,ja
21583,Nintendo Super Famicom,SFC,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,primary_ascii,実戦パチスロ必勝法！山佐伝説,NTSC-J,ja
21584,Nintendo Super Famicom,SFC,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,primary_ascii,一発逆転！！ 競馬・競輪・競艇,NTSC-J,ja
21585,Nintendo Super Famicom,SFC,Shounin yo Taishi wo Idake!!,Shounin yo Taishi wo Idake!!,primary_ascii,商人よ、大志を抱け！！,NTSC-J,ja
21586,Nintendo Super Famicom,SFC,Super Famista 5,Super Famista 5,primary_ascii,スーパーファミスタ5,NTSC-J,ja
21587,Nintendo Super Famicom,SFC,The Jungle Book,The Jungle Book,primary_ascii,ジャングルブック|Disney's The Jungle Book,NTSC-J,ja
21588,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen,Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen,primary_ascii,美少女戦士セーラームーン 全員参加！！主役争奪戦,NTSC-J,ja
21644,Nintendo Super Famicom,SFC,Winning Post 2 Program '96,Winning Post 2 Program '96,primary_ascii,ウイニングポスト2 プログラム'96,NTSC-J,ja
21645,Nintendo Super Famicom,SFC,Super Kyoutei,Super Kyoutei,primary_ascii,スーパー競艇,NTSC-J,ja
21646,Nintendo Super Famicom,SFC,Pebble Beach no Hatou New Tournament Edition,Pebble Beach no Hatou New Tournament Edition,primary_ascii,ペブルビーチ の波濤 New ～トーナメントエディション～,NTSC-J,ja
21647,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling X Premium,Super Fire Pro Wrestling X Premium,primary_ascii,スーパーファイヤープロレスリングX プレミアム,NTSC-J,ja
21648,Nintendo Super Famicom,SFC,Silva Saga II The Legend of Light & Darkness,Silva Saga II The Legend of Light & Darkness,primary_ascii,シルヴァ・サーガII The Legend of Light & Darkness,NTSC-J,ja
21649,Nintendo Super Famicom,SFC,Logos Panic GO.A.I.SA.TU,Logos Panic GO.A.I.SA.TU,primary_ascii,ロゴスパニックごあいさつ,NTSC-J,ja
21650,Nintendo Super Famicom,SFC,Nishijin Pachinko Monogatari 2,Nishijin Pachinko Monogatari 2,primary_ascii,西陣パチンコ物語2,NTSC-J,ja
21651,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu 3,Jikkyou Powerful Pro Yakyuu 3,primary_ascii,実況パワフルプロ野球3,NTSC-J,ja
21652,Nintendo Super Famicom,SFC,Treasure Hunter G,Treasure Hunter G,primary_ascii,トレジャーハンターG,NTSC-J,ja
21655,Nintendo Super Famicom,SFC,Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee,Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee,primary_ascii,タイムボカン･シリーズ NEWヤッターマン 難題かんだいヤジロベエ,NTSC-J,ja
21662,Nintendo Super Famicom,SFC,Yuujin Janjuu Gakuen 2,Yuujin Janjuu Gakuen 2,primary_ascii,遊人 雀獣学園2,NTSC-J,ja
21664,Nintendo Super Famicom,SFC,Nichibutsu Arcade Classics 2 Heiankyo Alien,Nichibutsu Arcade Classics 2 Heiankyo Alien,primary_ascii,ニチブツアーケードクラシックス2 平安京エイリアン,NTSC-J,ja
21666,Nintendo Super Famicom,SFC,Shiroi Ringu He Twinkle Little Star,Shiroi Ringu He Twinkle Little Star,primary_ascii,白いリングへ トゥインクル・リトル・スター,NTSC-J,ja
21667,Nintendo Super Famicom,SFC,Rise Of The Robots,Rise Of The Robots,primary_ascii,ライズ オブ ザ ロボッツ,NTSC-J,ja
21668,Nintendo Super Famicom,SFC,Stealth,Stealth,primary_ascii,ステルス,NTSC-J,ja
21669,Nintendo Super Famicom,SFC,Best Shot Pro Golf,Best Shot Pro Golf,primary_ascii,ベストショットプロゴルフ,NTSC-J,ja
21670,Nintendo Super Famicom,SFC,Granhistoria Genshi Sekaiki,Granhistoria Genshi Sekaiki,primary_ascii,グランヒストリア 〜幻史世界記〜,NTSC-J,ja
21671,Nintendo Super Famicom,SFC,Super Mario RPG,Super Mario RPG,primary_ascii,スーパーマリオRPG|Super Mario RPG Legend of the Seven Stars,NTSC-J,ja
21672,Nintendo Super Famicom,SFC,Magical Drop 2,Magical Drop 2,primary_ascii,マジカルドロップ2,NTSC-J,ja
21673,Nintendo Super Famicom,SFC,Super Formation Soccer 96 World Club Edition,Super Formation Soccer 96 World Club Edition,primary_ascii,スーパーフォーメーションサッカー96 ワールドクラブエディション,NTSC-J,ja
21674,Nintendo Super Famicom,SFC,MechWarrior 3050,MechWarrior 3050,primary_ascii,バトルテック3050,NTSC-J,ja
21675,Nintendo Super Famicom,SFC,Kamen Rider SD Shutsugeki!! Rider Machine,Kamen Rider SD Shutsugeki!! Rider Machine,primary_ascii,仮面ライダーSD 出撃！！ライダーマシン,NTSC-J,ja
21677,Nintendo Super Famicom,SFC,Bakumatsu Kourinden Oni,Bakumatsu Kourinden Oni,primary_ascii,幕末降臨伝 Oni,NTSC-J,ja
21678,Nintendo Super Famicom,SFC,Jissen Pachinko Hisshouhou! 2,Jissen Pachinko Hisshouhou! 2,primary_ascii,実戦パチンコ必勝法！2,NTSC-J,ja
21680,Nintendo Super Famicom,SFC,Sugoroku Ginga Senki,Sugoroku Ginga Senki,primary_ascii,すごろく銀河戦記,NTSC-J,ja
21681,Nintendo Super Famicom,SFC,Hissatsu Pachinko Collection 4,Hissatsu Pachinko Collection 4,primary_ascii,必殺パチンココレクション4,NTSC-J,ja
21682,Nintendo Super Famicom,SFC,Kidou Senshi Gundam F91 Formula Senki 0122,Kidou Senshi Gundam F91 Formula Senki 0122,primary_ascii,機動戦士ガンダムF91 フォーミュラー戦記0122,NTSC-J,ja
21683,Nintendo Super Famicom,SFC,Madou Monogatari Hanamaru Daiyouchienji,Madou Monogatari Hanamaru Daiyouchienji,primary_ascii,魔導物語 はなまる大幼稚園児,NTSC-J,ja
21684,Nintendo Super Famicom,SFC,Wagyan Paradise,Wagyan Paradise,primary_ascii,ワギャンパラダイス|Wagan Paradise,NTSC-J,ja
21685,Nintendo Super Famicom,SFC,Fortune Quest Dice wo Korogase,Fortune Quest Dice wo Korogase,primary_ascii,フォーチュンクエスト ダイスをころがせ,NTSC-J,ja
21689,Nintendo Super Famicom,SFC,Energy Breaker,Energy Breaker,primary_ascii,エナジーブレイカー,NTSC-J,ja
21691,Nintendo Super Famicom,SFC,Ouchan no Oekaki Logic,Ouchan no Oekaki Logic,primary_ascii,おーちゃんのお絵かきロジック,NTSC-J,ja
21693,Nintendo Super Famicom,SFC,Revolution X,Revolution X,primary_ascii,レボリューションX,NTSC-J,ja
21700,Nintendo Super Famicom,SFC,Super Tsume Shougi 1000,Super Tsume Shougi 1000,primary_ascii,スーパー詰将棋1000,NTSC-J,ja
21702,Nintendo Super Famicom,SFC,Star Ocean,Star Ocean,primary_ascii,スターオーシャン,NTSC-J,ja
21704,Nintendo Super Famicom,SFC,Casper,Casper,primary_ascii,キャスパー,NTSC-J,ja
21710,Nintendo Super Famicom,SFC,Iso Zuri Ritou Hen,Iso Zuri Ritou Hen,primary_ascii,磯釣り 離島篇,NTSC-J,ja
21713,Nintendo Super Famicom,SFC,Super Donkey Kong Nazo no Krems Shima,Super Donkey Kong Nazo no Krems Shima,primary_ascii,スーパードンキーコング3 謎のクレミス島|Donkey Kong Country 3 Dixie Kong's Double Trouble,NTSC-J,ja
21716,Nintendo Super Famicom,SFC,Nintama Rantarou Special,Nintama Rantarou Special,primary_ascii,忍たま乱太郎すぺしゃる,NTSC-J,ja
21717,Nintendo Super Famicom,SFC,Ghoul Patrol,Ghoul Patrol,primary_ascii,グールパトロール,NTSC-J,ja
21720,Nintendo Super Famicom,SFC,JB The Super Bass,JB The Super Bass,primary_ascii,JBザ・スーパーバス,NTSC-J,ja
21721,Nintendo Super Famicom,SFC,Miracle Girls Tomomi to mi Kage no Fushigi Sekai no Dai Bouken,Miracle Girls Tomomi to mi Kage no Fushigi Sekai no Dai Bouken,primary_ascii,ミラクルガールズ ともみとみかげの不思議世界の大冒険,NTSC-J,ja
21732,Nintendo Super Famicom,SFC,Herakles no Eikou IV Kamigami Kara no Okurimono,Herakles no Eikou IV Kamigami Kara no Okurimono,primary_ascii,ヘラクレスの栄光IV 神々からの贈り物,NTSC-J,ja
21753,Nintendo Super Famicom,SFC,Gan Gan Gan-Chan,Gan Gan Gan-Chan,primary_ascii,ガンガンガンチャン,NTSC-J,ja
21754,Nintendo Super Famicom,SFC,Daisenryaku Expert WWII War in Europe,Daisenryaku Expert WWII War in Europe,primary_ascii,大戦略エキスパートWW II War In Europe|Great Strategy Expert WWII,NTSC-J,ja
21755,Nintendo Super Famicom,SFC,Super Trump Collection 2,Super Trump Collection 2,primary_ascii,スーパートランプコレクション2,NTSC-J,ja
21756,Nintendo Super Famicom,SFC,Dokapon Gaiden Honoo no Audition,Dokapon Gaiden Honoo no Audition,primary_ascii,ドカポン外伝 炎のオーディション,NTSC-J,ja
21757,Nintendo Super Famicom,SFC,Super Pang,Super Pang,primary_ascii,スーパーパン,NTSC-J,ja
21758,Nintendo Super Famicom,SFC,Heiwa Parlor! Mini 8 Pachinko Jikki Simulation Game,Heiwa Parlor! Mini 8 Pachinko Jikki Simulation Game,primary_ascii,平和 パーラー！ミニ8 パチンコ実機シミュレーションゲーム,NTSC-J,ja
21759,Nintendo Super Famicom,SFC,Fire Emblem Seisen no Keifu,Fire Emblem Seisen no Keifu,primary_ascii,ファイアーエムブレム 聖戦の系譜|Fire Emblem Genealogy of the Holy War,NTSC-J,ja
21760,Nintendo Super Famicom,SFC,Dragon Knight 4,Dragon Knight 4,primary_ascii,ドラゴンナイトIV,NTSC-J,ja
21761,Nintendo Super Famicom,SFC,Super Nazo Puyo 2 Lulu no Tetsuwan Hanjouki,Super Nazo Puyo 2 Lulu no Tetsuwan Hanjouki,primary_ascii,す〜ぱ〜なぞぷよ通 ルルーの鉄腕繁盛記|Super Nazo Puyo Tsuu Lulu no Tetsuwan Hanjouki,NTSC-J,ja
21769,Nintendo Super Famicom,SFC,Super Black Bass 3,Super Black Bass 3,primary_ascii,スーパーブラックバス3,NTSC-J,ja
21789,Nintendo Super Famicom,SFC,Final Stretch Suzuki Aguri Kanshuu,Final Stretch Suzuki Aguri Kanshuu,primary_ascii,ファイナル・ストレッチ 鈴木亜久里監修|Final Stretch Supervised by Aguri Suzuki,NTSC-J,ja
21790,Nintendo Super Famicom,SFC,Numbers Paradise,Numbers Paradise,primary_ascii,ナンバーズパラダイス,NTSC-J,ja
21791,Nintendo Super Famicom,SFC,Battle Submarine,Battle Submarine,primary_ascii,バトルサブマリン,NTSC-J,ja
21792,Nintendo Super Famicom,SFC,Tower Dream,Tower Dream,primary_ascii,タワードリーム,NTSC-J,ja
21793,Nintendo Super Famicom,SFC,The Game of Life Super Jinsei Game 3,The Game of Life Super Jinsei Game 3,primary_ascii,The Game of Life スーパー人生ゲーム3,NTSC-J,ja
21794,Nintendo Super Famicom,SFC,Zelda no Densetsu Kamigami no Triforce,Zelda no Densetsu Kamigami no Triforce,primary_ascii,ゼルダの伝説 神々のトライフォース|The Legend of Zelda A Link to the Past,NTSC-J,ja
21795,Nintendo Super Famicom,SFC,Super Scope 6,Super Scope 6,primary_ascii,スーパースコープ6|Nintendo Scope 6,NTSC-J,ja
21798,Nintendo Super Famicom,SFC,SD Gundam GNext,SD Gundam GNext,primary_ascii,SDガンダム ジーネクスト,NTSC-J,ja
21802,Nintendo Super Famicom,SFC,Same Game,Same Game,primary_ascii,さめが|鮫亀,NTSC-J,ja
21803,Nintendo Super Famicom,SFC,Joushou Mahjong Tenpai,Joushou Mahjong Tenpai,primary_ascii,常勝麻雀 天牌,NTSC-J,ja
21804,Nintendo Super Famicom,SFC,Ongaku Tsukuru Kanadeeru,Ongaku Tsukuru Kanadeeru,primary_ascii,音楽ツクールかなでーる,NTSC-J,ja
21805,Nintendo Super Famicom,SFC,Sound Novel Tsukuru,Sound Novel Tsukuru,primary_ascii,サウンドノベルツクール,NTSC-J,ja
21806,Nintendo Super Famicom,SFC,RPG Tsukuru 2,RPG Tsukuru 2,primary_ascii,RPGツクール2|RPG Maker 2,NTSC-J,ja
21807,Nintendo Super Famicom,SFC,SD Ultra Battle Ultraman Densetsu,SD Ultra Battle Ultraman Densetsu,primary_ascii,SDウルトラバトル ウルトラマン伝説|D Ultra Battle Ultraman Legend,NTSC-J,ja
21808,Nintendo Super Famicom,SFC,SD Ultra Battle Seven Densetsu,SD Ultra Battle Seven Densetsu,primary_ascii,SDウルトラバトル セブン伝説|SD Ultra Battle Seven Legend,NTSC-J,ja
21809,Nintendo Super Famicom,SFC,Poi Poi Ninja World,Poi Poi Ninja World,primary_ascii,ぽいぽい忍者ワールド,NTSC-J,ja
21810,Nintendo Super Famicom,SFC,Gegege no Kitarou Youkai Donjara,Gegege no Kitarou Youkai Donjara,primary_ascii,ゲゲゲの鬼太郎 妖怪ドンジャラ,NTSC-J,ja
21811,Nintendo Super Famicom,SFC,SD Gundam Generation Ichinen Sensouki,SD Gundam Generation Ichinen Sensouki,primary_ascii,SDガンダムジェネレーション 一年戦争記|SD Gundam Generation 1,NTSC-J,ja
21812,Nintendo Super Famicom,SFC,SD Gundam Generation Gryps Senki,SD Gundam Generation Gryps Senki,primary_ascii,SDガンダムジェネレーション グリプス戦記|SD Gundam Generation 2,NTSC-J,ja
21813,Nintendo Super Famicom,SFC,SD Gundam Generation Axis Senki,SD Gundam Generation Axis Senki,primary_ascii,SDガンダムジェネレーション アクシズ戦記|SD Gundam Generation 3,NTSC-J,ja
21814,Nintendo Super Famicom,SFC,SD Gundam Generation Babylonia Kenkoku Senki,SD Gundam Generation Babylonia Kenkoku Senki,primary_ascii,SDガンダムジェネレーション バビロニア建国戦記|SD Gundam Generation 4,NTSC-J,ja
21815,Nintendo Super Famicom,SFC,SD Gundam Generation Zansukaaru Senki,SD Gundam Generation Zansukaaru Senki,primary_ascii,SDガンダムジェネレーション ザンスカール戦記|SD Gundam Generation 5,NTSC-J,ja
21816,Nintendo Super Famicom,SFC,SD Gundam Generation Colony Kakutouki,SD Gundam Generation Colony Kakutouki,primary_ascii,SDガンダムジェネレーション コロニー格闘記|SD Gundam Generation 6,NTSC-J,ja
21817,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Gentei Set,Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Gentei Set,primary_ascii,美少女戦士セーラームーン セーラースターズ 〜ふわふわパニック2 限定セット|Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Limited Edition,NTSC-J,ja
21818,Nintendo Super Famicom,SFC,Gekisou Sentai Carranger Zenkai! Racer Senshi,Gekisou Sentai Carranger Zenkai! Racer Senshi,primary_ascii,激走戦隊カーレンジャー 全開!レーサー戦士,NTSC-J,ja
21820,Nintendo Super Famicom,SFC,Crayon Shin-chan Nagagutsu Dobon!!,Crayon Shin-chan Nagagutsu Dobon!!,primary_ascii,クレヨンしんちゃん 長ぐつどぼん！！,NTSC-J,ja
21825,Nintendo Super Famicom,SFC,SD Gundam Generation Ichinen Sensouki Gentei Set,SD Gundam Generation Ichinen Sensouki Gentei Set,primary_ascii,SDガンダムジェネレーション 一年戦争記|SD Gundam Generation 1 Ichinen Sensouki Limited Edition,NTSC-J,ja
21830,Nintendo Super Famicom,SFC,Poi Poi Ninja World Gentei Set,Poi Poi Ninja World Gentei Set,primary_ascii,ぽいぽい忍者ワールド限定セット|Poi Poi Ninja World Limited Edition,NTSC-J,ja
21865,Nintendo Super Famicom,SFC,Angelique Voice Fantasy with Voicer-kun,Angelique Voice Fantasy with Voicer-kun,primary_ascii,アンジェリーク ヴォイス・ファンタジー with ボイサーくん,NTSC-J,ja
21867,Nintendo Super Famicom,SFC,Angelique Premium Box,Angelique Premium Box,primary_ascii,アンジェリーク プレミアムボックス,NTSC-J,ja
21868,Nintendo Super Famicom,SFC,Derby Stallion 96,Derby Stallion 96,primary_ascii,ダービースタリオン96,NTSC-J,ja
21869,Nintendo Super Famicom,SFC,Itoi Shigesato no Bass Tsuri No. 1,Itoi Shigesato no Bass Tsuri No. 1,primary_ascii,糸井重里のバス釣りNo.1,NTSC-J,ja
21873,Nintendo Super Famicom,SFC,SD Gundam GNext Senyou ROM Unit & Map Collection,SD Gundam GNext Senyou ROM Unit & Map Collection,primary_ascii,SDガンダムGNEXT 専用ROMパック ユニット＆マップコレクション|SD Gundam GNext Expansion ROM Unit & Map Collection,NTSC-J,ja
21874,Nintendo Super Famicom,SFC,Kishin Douji Zenki Tenchi Meidou,Kishin Douji Zenki Tenchi Meidou,primary_ascii,鬼神童子ZENKI 天地鳴動 ゼンキ てんちめいどう,NTSC-J,ja
21875,Nintendo Super Famicom,SFC,Mickey no Tokyo Disneyland Daibouken,Mickey no Tokyo Disneyland Daibouken,primary_ascii,ミッキーの東京ディズニーランド 大冒険,NTSC-J,ja
21876,Nintendo Super Famicom,SFC,J League '96 Dream Stadium,J League '96 Dream Stadium,primary_ascii,Jリーグ'96 ドリームスタジアム,NTSC-J,ja
21877,Nintendo Super Famicom,SFC,Cyber Knight II Chikyuu Teikoku no Yabou,Cyber Knight II Chikyuu Teikoku no Yabou,primary_ascii,サイバーナイトII 地球帝国の野望|Cyber Knight 2 Chikyuu Teikoku no Yabou,NTSC-J,ja
21878,Nintendo Super Famicom,SFC,Bike Daisuki Hashiri ya Tamashii,Bike Daisuki Hashiri ya Tamashii,primary_ascii,バイク大好き！走り屋 魂|Bike Daisuki Rider's-Spirit,NTSC-J,ja
21879,Nintendo Super Famicom,SFC,Super Bomberman,Super Bomberman,primary_ascii,スーパーボンバーマン,NTSC-J,ja
21881,Nintendo Super Famicom,SFC,Super Sangokushi II Fukkoku-ban,Super Sangokushi II Fukkoku-ban,primary_ascii,スーパー三国志II 復刻版|Super Sangokushi II Reprint Edition,NTSC-J,ja
21882,Nintendo Super Famicom,SFC,Kiteretsu Daihyakka Cho jikuu Sugoroku,Kiteretsu Daihyakka Cho jikuu Sugoroku,primary_ascii,キテレツ大百科 超時空すごろく,NTSC-J,ja
21884,Nintendo Super Famicom,SFC,Dai Bakushou Jinsei Gekijou Ooedo Nikki,Dai Bakushou Jinsei Gekijou Ooedo Nikki,primary_ascii,大爆笑 人生劇場 大江戸日記,NTSC-J,ja
21886,Nintendo Super Famicom,SFC,Gionbana,Gionbana,primary_ascii,祇園花,NTSC-J,ja
21887,Nintendo Super Famicom,SFC,Zen Nippon GT Senshuken Hyper Battle Game,Zen Nippon GT Senshuken Hyper Battle Game,primary_ascii,全日本GT選手権 Hyper Battle Game,NTSC-J,ja
21889,Nintendo Super Famicom,SFC,P-Man,P-Man,primary_ascii,P・マン|Prehistorik Man,NTSC-J,ja
21890,Nintendo Super Famicom,SFC,Godzilla Kaijuu Dai Kessen,Godzilla Kaijuu Dai Kessen,primary_ascii,ゴジラ 怪獣大決戦,NTSC-J,ja
21895,Nintendo Super Famicom,SFC,Kamaitachi no Yoru,Kamaitachi no Yoru,primary_ascii,かまいたちの夜|Banshee's Last Cry,NTSC-J,ja
21898,Nintendo Super Famicom,SFC,Big Ichigeki! Pachislot Daikouryaku,Big Ichigeki! Pachislot Daikouryaku,primary_ascii,ビッグ一撃！パチスロ大攻略,NTSC-J,ja
21902,Nintendo Super Famicom,SFC,Big Ichigeki! Pachislot Daikouryaku 2 Universal Collection,Big Ichigeki! Pachislot Daikouryaku 2 Universal Collection,primary_ascii,ビッグ一撃！パチスロ大攻略2 ユニバーサル・コレクション,NTSC-J,ja
21904,Nintendo Super Famicom,SFC,Kat's Run Zennihon K Car Senshuken,Kat's Run Zennihon K Car Senshuken,primary_ascii,キャッツ・ラン 全日本Kカー選手権,NTSC-J,ja
21905,Nintendo Super Famicom,SFC,Pro Mahjong Kiwame,Pro Mahjong Kiwame,primary_ascii,プロ麻雀 極,NTSC-J,ja
21906,Nintendo Super Famicom,SFC,Heiwa Pachinko World,Heiwa Pachinko World,primary_ascii,平和 パチンコワールド,NTSC-J,ja
21908,Nintendo Super Famicom,SFC,Umi Tsuri Meijin Suzuki Hen,Umi Tsuri Meijin Suzuki Hen,primary_ascii,海釣り名人 スズキ編,NTSC-J,ja
21910,Nintendo Super Famicom,SFC,Ushio to Tora,Ushio to Tora,primary_ascii,うしおととら,NTSC-J,ja
21913,Nintendo Super Famicom,SFC,Cacoma Knight,Cacoma Knight,primary_ascii,カコマ☆ナイト|Cacoma Knight in Bizyland,NTSC-J,ja
21949,Nintendo Super Famicom,SFC,Super Indy Champ,Super Indy Champ,primary_ascii,スーパーインディチャンプ,NTSC-J,ja
21950,Nintendo Super Famicom,SFC,Desert Fighter Suna no Arashi Sakusen,Desert Fighter Suna no Arashi Sakusen,primary_ascii,デザートファイター 砂の嵐作戦|A.S.P. Air Strike Patrol|Desert Fighter,NTSC-J,ja
21951,Nintendo Super Famicom,SFC,Super Nichibutsu Mahjong 3 Yoshimoto Gekijyo Hen,Super Nichibutsu Mahjong 3 Yoshimoto Gekijyo Hen,primary_ascii,スーパーニチブツマージャン3 吉本劇場篇,NTSC-J,ja
21952,Nintendo Super Famicom,SFC,Burai Hachigyoku no Yuushi Densetsu,Burai Hachigyoku no Yuushi Densetsu,primary_ascii,ブライ 「八玉の勇士伝説」,NTSC-J,ja
21953,Nintendo Super Famicom,SFC,Ultima Kyoryu Teikoku The Savage Empire,Ultima Kyoryu Teikoku The Savage Empire,primary_ascii,ウルティマ 恐竜帝国 ザ・サベージ・エンパイア|Worlds of Ultima The Savage Empire,NTSC-J,ja
21954,Nintendo Super Famicom,SFC,Top Management II,Top Management II,primary_ascii,トップマネジメントII|Top Management 2,NTSC-J,ja
21955,Nintendo Super Famicom,SFC,Leading Jockey 2,Leading Jockey 2,primary_ascii,リーディングジョッキー2,NTSC-J,ja
21956,Nintendo Super Famicom,SFC,Tecmo Super Bowl II Special Edition,Tecmo Super Bowl II Special Edition,primary_ascii,テクモスーパーボウルII スペシャルエディション|Tecmo Super Bowl 2 Special Edition,NTSC-J,ja
21957,Nintendo Super Famicom,SFC,Mazinger Z,Mazinger Z,primary_ascii,マジンガーZ,NTSC-J,ja
21958,Nintendo Super Famicom,SFC,Mickey & Minnie Magical Adventure 2 The Great Circus Mystery,Mickey & Minnie Magical Adventure 2 The Great Circus Mystery,primary_ascii,ミッキーとミニー マジカルアドベンチャー2 The Great Circus Mystery|Disney's Magical Quest 2 The Great Circus Mystery Starring Mickey & Minnie|The Great Circus Mystery Starring Mickey & Minnie,NTSC-J,ja
21962,Nintendo Super Famicom,SFC,Kikuni Masahiko no Jantoushi Dora Ou,Kikuni Masahiko no Jantoushi Dora Ou,primary_ascii,喜国雅彦の雀闘士 銅鑼王,NTSC-J,ja
21967,Nintendo Super Famicom,SFC,Super Castles,Super Castles,primary_ascii,スーパーキャッスルズ,NTSC-J,ja
22092,Nintendo Super Famicom,SFC,Sanrio World Smash Ball,Sanrio World Smash Ball,primary_ascii,サンリオワールド スマッシュボール,NTSC-J,ja
22183,Nintendo Super Famicom,SFC,World Class Rugby 2 Kokunai Gekitou Hen '93,World Class Rugby 2 Kokunai Gekitou Hen '93,primary_ascii,ワールドクラス ラグビー2 国内激闘編'93,NTSC-J,ja
22185,Nintendo Super Famicom,SFC,SD Gundam Gaiden 2 Entaku no Kishi,SD Gundam Gaiden 2 Entaku no Kishi,primary_ascii,SDガンダム外伝2 円卓の騎士,NTSC-J,ja
22189,Nintendo Super Famicom,SFC,Super Slap Shot,Super Slap Shot,primary_ascii,スーパースラップショット,NTSC-J,ja
22192,Nintendo Super Famicom,SFC,Magna Braban Henreki no Yusha,Magna Braban Henreki no Yusha,primary_ascii,マグナブラバン〜遍歴の勇者,NTSC-J,ja
22196,Nintendo Super Famicom,SFC,Donkey Kong Country 2 Dixie & Diddy,Donkey Kong Country 2 Dixie & Diddy,primary_ascii,スーパードンキーコング2 ディクシー ＆ ディディー|Donkey Kong Country 2 Diddy's Kong Quest,NTSC-J,ja
