edition_id,title_primary,platform,region
ED-9BB6686969,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,SFC,NTSC-J
ED-4C655905B4,Hokuto no Ken 6 Gekitou Denshou Ken Haou he no Michi,SFC,NTSC-J
ED-0020A3D616,Hokuto no Ken 6 Gekitou Denshouken Haou e no Michi,SFC,NTSC-J
ED-04F72DBC41,Hokuto no Ken 7 Seiken Retsuden Denshousha e no Michi,SFC,NTSC-J
ED-307EC22CAE,Hokuto no Ken 7 Seiken Retsuden Denshousha heno Michi,SFC,NTSC-J
ED-D44090BF2B,Holy Striker,SFC,NTSC-J
ED-28F8E67374,Holy Umbrella Dondera no Mubo!!,SFC,NTSC-J
ED-B3E0324665,Home Alone,SFC,NTSC-J
ED-C424EED490,Home Alone Kevin Allein zu Haus,SNES,PAL
ED-AD70AE775C,Home Alone Kevin Allein zu Haus,SNES,UNKNOWN
ED-7045A8EF97,Honkaku Mahjong Tetsuman,SFC,NTSC-J
ED-F99D93B73D,Honkaku Mahjong Tetsuman II,SFC,NTSC-J
ED-E917EEECC2,Honkaku Shougi Fuuunji Ryuuou,SFC,NTSC-J
ED-63E1C5A458,Honkakuha Igo Gosei,SFC,NTSC-J
ED-14D322314C,Honke Hanafuda,SFC,NTSC-J
ED-43E8CB55B3,Honke Sankyo Fever 3 Jikki Simulation,SFC,NTSC-J
ED-B6A7DDEDFA,Honke Sankyo Fever Jikki Simulation,SFC,NTSC-J
ED-F37F1C7C54,Honke Sankyo Fever Jikki Simulation 2,SFC,NTSC-J
ED-A853B11146,Honoo no Doukyuuji Dodge Danpei,SFC,NTSC-J
ED-F9AAC1398C,Honoo no Toukyuuji Dodge Danpei,SFC,NTSC-J
ED-FCAC45269A,Hook,SFC,NTSC-J
ED-15E75015ED,Hook,SNES,NTSC-U
ED-1899278B6D,Hook,SNES,PAL
ED-D122DE7ECE,Hook,SNES,UNKNOWN
ED-65EAAD2146,Hoshi no Kirby 3,SFC,NTSC-J
ED-93C61E52FD,Hoshi no Kirby Super Deluxe,SFC,NTSC-J
ED-8F9DD9BADD,Houkago in Beppin Jogakuin,SFC,NTSC-J
ED-6639C6F9AB,Hourai Gakuen no Bouken! Tenkousei Scramble,SFC,NTSC-J
ED-119B5CFB87,"Hudson Soft Super Multitap HC699, 4 player adapter",SNES,PAL
ED-4AD501BAEF,"Hudson Soft Super Multitap HC699, 4 player adapter",SNES,UNKNOWN
ED-C231A301FE,Human Baseball,SFC,NTSC-J
ED-C454BE53AB,Human Grand Prix,SFC,NTSC-J
ED-62F2043C0E,Human Grand Prix II,SFC,NTSC-J
ED-AED44E896F,Human Grand Prix III F1 Triple Battle,SFC,NTSC-J
ED-7DCAC40483,Human Grand Prix IV F1 Dream Battle,SFC,NTSC-J
ED-E64D3B37DD,Hyper Iria,SFC,NTSC-J
ED-F4F60F0084,Hyper Zone,SFC,NTSC-J
ED-AAC89E5DA4,HyperZone,SFC,NTSC-J
ED-3381DE08C1,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",SNES,UNKNOWN
ED-D51227F7C4,Idea no Hi,SFC,NTSC-J
ED-57FB64390B,Igo Club,SFC,NTSC-J
ED-0B394E413C,Ihatovo Monogatari,SFC,NTSC-J
ED-BAE02DA05D,Ikari no Yousai,SFC,NTSC-J
ED-E19B24CB3C,Illusion of Gaia,SNES,NTSC-U
ED-2C7E22DC63,Illusion of Gaia,SNES,UNKNOWN
ED-91633C05C7,Illusion of Time,SNES,PAL
ED-301A6E46CF,Illusion of Time,SNES,UNKNOWN
ED-45D9F96B05,Illusion of Time Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,PAL
ED-8EC8C28656,Illusion of Time Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,UNKNOWN
ED-0667F17CC3,Inazuma Serve da!! Super Beach Volley,SFC,NTSC-J
ED-3CAA2AA464,Indiana Jones Greatest Adventures,SNES,NTSC-U
ED-EA851FB429,Indiana Jones Greatest Adventures,SNES,UNKNOWN
ED-8184BE4ADD,Indiana Jones and the Last Crusade,AMIGA,UNKNOWN
ED-8584989671,Indiana Jones' Greatest Adventures,SFC,NTSC-J
ED-77E00FD633,Indiana Jones' Greatest Adventures,SNES,PAL
ED-C8491A420E,Indiana Jones' Greatest Adventures,SNES,UNKNOWN
ED-22A068CE17,Inindo Way of the Ninja,SNES,NTSC-U
ED-E22149D5C4,Inindo Way of the Ninja,SNES,UNKNOWN
ED-C9A98CC897,International Superstar Soccer,SNES,PAL
ED-A1408FE0C1,International Superstar Soccer,SNES,UNKNOWN
ED-E819E874F6,International Superstar Soccer Deluxe,SNES,PAL
ED-DBE7BF6403,International Superstar Soccer Deluxe,SNES,UNKNOWN
ED-5AF2554139,International Tennis Tour,SFC,NTSC-J
ED-E9C00A0FA3,International Tennis Tour,SNES,PAL
ED-6BD16ED9BD,International Tennis Tour,SNES,UNKNOWN
ED-86172E4D54,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,SFC,NTSC-J
ED-5D0E5CF4FC,Iron Commando Kotetsu no Senshi,SFC,NTSC-J
ED-753827505A,Iso Zuri Ritou Hen,SFC,NTSC-J
ED-B575DBBF51,Itadaki Street 2 Neon Sign ha Bara Iro ni,SFC,NTSC-J
ED-7ABF68A558,Itoi Shigesato no Bass Tsuri No. 1,SFC,NTSC-J
ED-2A3EBED4AC,Itou Hate Rokudan no Shougi Doujou,SFC,NTSC-J
ED-084983DDD3,Izzy's Quest for the Olympic Rings,SNES,PAL
ED-DB87E9171D,Izzy's Quest for the Olympic Rings,SNES,UNKNOWN
ED-FD5353777E,J League '96 Dream Stadium,SFC,NTSC-J
ED-8E801F6151,J League Soccer Prime Goal,SFC,NTSC-J
ED-3D8FF03A3D,J League Soccer Prime Goal 2,SFC,NTSC-J
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,NTSC-J
ED-5C23D67B50,J League Super Soccer,SFC,NTSC-J
ED-322FD708C1,J League Super Soccer '95 Jikkyou Stadium,SFC,NTSC-J
ED-FCD28932A5,J. League Excite Stage '94,SFC,NTSC-J
ED-F46063BEF8,J. League Excite Stage '95,SFC,NTSC-J
ED-1753A38FD4,J. League Excite Stage '96,SFC,NTSC-J
ED-A6C3388E23,J.League Super Soccer '95 Jikkyou Stadium,SFC,NTSC-J
ED-3B82A5EE61,J.R.R. Tolkien's Der Herr der Ringe Volume 1,SNES,PAL
ED-A11CB27D25,J.R.R. Tolkien's Der Herr der Ringe Volume 1,SNES,UNKNOWN
ED-6920C40B1A,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,NTSC-U
ED-05DF71290C,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,PAL
ED-7150F43145,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,UNKNOWN
ED-951ED44855,JB The Super Bass,SFC,NTSC-J
ED-6ED4FB1BE4,JWP Joshi Pro Wrestling Pure Wrestle Queens,SFC,NTSC-J
ED-BCB022383B,Jaleco Rally Big Run The Supreme 4WD Challenge,SFC,NTSC-J
ED-728A284F6E,James Bond Jr,SNES,PAL
ED-C64C079288,James Bond Jr,SNES,UNKNOWN
ED-1D99CF5161,Jammes,SFC,NTSC-J
ED-CFD8CB3F71,Janyuuki Gokuu Randa,SFC,NTSC-J
ED-1636D25BF4,Jerry Boy,SFC,NTSC-J
ED-74114E3898,Jester,SNES,NTSC-U
ED-44EF310194,Jester,SNES,UNKNOWN
ED-48E6A3ADC1,Jigsaw Party,SFC,NTSC-J
ED-2F12E8DDBE,Jikkyou Keiba Simulation Stable Star,SFC,NTSC-J
ED-64CE8725B8,Jikkyou Oshaberi Parodius Forever With Me,SFC,NTSC-J
ED-757FD05DF8,Jikkyou Power Pro Wrestling '96 Max Voltage,SFC,NTSC-J
ED-F642F46215,Jikkyou Powerful Pro Yakyuu '94,SFC,NTSC-J
ED-8B44961760,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,SFC,NTSC-J
ED-EF8121847E,Jikkyou Powerful Pro Yakyuu 2,SFC,NTSC-J
ED-B9E08C1D55,Jikkyou Powerful Pro Yakyuu 3,SFC,NTSC-J
ED-838419D597,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SFC,NTSC-J
ED-2F355005AD,Jikkyou Powerful Pro Yakyuu Basic Ban '98,SFC,NTSC-J
ED-DDD6C4502B,Jikkyou World Soccer 2 Fighting Eleven,SFC,NTSC-J
ED-646BE802B2,Jikkyou World Soccer Perfect Eleven,SFC,NTSC-J
ED-30D80ECE99,Jimmy Connors Pro Tennis Tour,SFC,NTSC-J
ED-F3AB2A4713,Jimmy Connors Pro Tennis Tour,SNES,PAL
ED-AC561F0360,Jimmy Connors Pro Tennis Tour,SNES,UNKNOWN
ED-4013559C09,Jissen Bass Fishing Hisshouhou in USA,SFC,NTSC-J
ED-45849D339F,Jissen Kyoutei,SFC,NTSC-J
ED-04DD8CB666,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,SFC,NTSC-J
ED-DB97AC72F0,Jissen Pachinko Hisshouhou! 2,SFC,NTSC-J
ED-F7E50A90FC,Jissen Pachislot Hisshouhou! Twin,SFC,NTSC-J
ED-CF79ADE2BF,Jissen! Mahjong Shinan,SFC,NTSC-J
ED-D0CCB8FD29,Jissen! Pachi-Slot Hisshouhou!,SFC,NTSC-J
ED-8310AFE44B,Jissen! Pachi-Slot Hisshouhou! 2,SFC,NTSC-J
ED-64AE123981,Jissen! Pachi-Slot Hisshouhou! Twin,SFC,NTSC-J
ED-D6D3ED4FD4,Jissen! Pachislot Hisshouhou Classic,SFC,NTSC-J
ED-32005519D8,Jissen! Pachislot Hisshouhou! 2,SFC,NTSC-J
ED-B75A2FBBB7,Jissen! Pachislot Hisshouhou! Twin Vol. 2,SFC,NTSC-J
ED-480B362A41,JoJo no Kimyou na Bouken,SFC,NTSC-J
ED-A006B2D6BE,Joe & Mac,SNES,NTSC-U
ED-DC43CA2D6F,Joe & Mac,SNES,UNKNOWN
ED-34A8C3EF32,Joe & Mac Caveman Ninja,SNES,PAL
ED-5B7949AC47,Joe & Mac Caveman Ninja,SNES,UNKNOWN
ED-22E1B6522C,Joe & Mac Tatakae Genshijin,SFC,NTSC-J
ED-76FBD0E3A1,Joe & Mac Ultimate Caveman Collection,SNES,UNKNOWN
ED-DE02B0C7C8,John Madden Football '93,SNES,PAL
ED-977093281A,John Madden Football '93,SNES,UNKNOWN
ED-FC4D9D9580,Joushou Mahjong Tenpai,SFC,NTSC-J
ED-A7BFAA3AFC,Joy Joy Kid,NEO-AES,UNKNOWN
ED-35ACC1E442,Judge Dredd,SFC,NTSC-J
ED-E4FF2A61FD,Judge Dredd,SNES,PAL
ED-2DC6F231AD,Judge Dredd,SNES,UNKNOWN
ED-5B80383483,Jumbo Ozaki no Hole In One,SFC,NTSC-J
ED-C9406EE8CA,Jumpin' Derby,SFC,NTSC-J
ED-7B89CDCF65,Jungle Strike The Sequel to Desert Strike,SFC,NTSC-J
ED-C396B25F09,Jungle Strike The Sequel to Desert Strike,SNES,PAL
ED-DDD62D2CA7,Jungle Strike The Sequel to Desert Strike,SNES,UNKNOWN
ED-05F28891A6,Jungle Wars 2 Kodai Mahou Atimos no Nazo,SFC,NTSC-J
ED-13B95B4512,Jungle no Ouja Taa-chan - Sekai Manyuu Dai Kakutou no Maki,SFC,NTSC-J
ED-DB4C33CC35,Jurassic Park,SFC,NTSC-J
ED-A2A76ADB50,Jurassic Park,SNES,PAL
ED-3CB0BFFD9A,Jurassic Park,SNES,UNKNOWN
ED-FD6CE58171,Jurassic Park Collector's Edition,SNES,UNKNOWN
ED-AF524F7462,Jurassic Park Part 2: The Chaos Continues,SNES,PAL
ED-4D8F9C140C,Jurassic Park Part 2: The Chaos Continues,SNES,UNKNOWN
ED-6371C92DAD,Jurassic Park Part 2: The Chaos Continues Collector's Edition,SNES,UNKNOWN
ED-591CB40153,Justice League Task Force,SFC,NTSC-J
ED-FB4FEA80FB,Jyutei Senki,SFC,NTSC-J
ED-AA33D63A62,"KCS Power PC Board, PC Emulator + RAM, Amiga 500 Trapdoor slot",AMIGA,UNKNOWN
ED-92B3A3A283,Kabuki Chou Reach Mahjong Toupuusen,SFC,NTSC-J
ED-6E039F7AA7,Kabuki Rocks,SFC,NTSC-J
ED-5A62E71BC8,Kachou Shima Kousaku Super Business Adventure,SFC,NTSC-J
ED-866BC6F6B9,Kagakusha Harley no Haran Banjou,SFC,NTSC-J
ED-B3DB4F103B,Kaite Tsukutte Asoberu Dezaemon,SFC,NTSC-J
ED-5B1895AC87,Kaizou Choujin Schbibinman Zero Shockman Zero Hardcover set,SNES,UNKNOWN
ED-0A148BC4E0,Kaizou Shubibinman Zero,SFC,NTSC-J
ED-CF55AE5B2A,Kakinoki Shougi,SFC,NTSC-J
ED-A25B273BC9,Kamai-tachi no Yoru,SFC,NTSC-J
ED-6777BAECA7,Kamaitachi no Yoru,SFC,NTSC-J
ED-9EBCCC18C6,Kamen Rider Kyoufu! Fukkatsu no Shokkaa Gundan!!,SFC,NTSC-J
ED-31315A3DEC,Kamen Rider SD Shutsugeki!! Rider Machine,SFC,NTSC-J
ED-BF274F75E3,Karaoke Studio,FAMICOM,UNKNOWN
ED-4765C13933,Karuraou,SFC,NTSC-J
ED-82F9F91185,Kat's Run Zennihon K Car Senshuken,SFC,NTSC-J
ED-6910D089A8,Katou Ichi-Ni-San Kudan Shougi Club,SFC,NTSC-J
ED-BF0BFD6D0A,Kawa no Nushi Tsuri 2,SFC,NTSC-J
ED-B922EEF2CA,Keeper,SFC,NTSC-J
ED-E3E0386A9B,Keiba Eight 8 Special Hi Baken Kounyuu Jutsu,SFC,NTSC-J
ED-B5FBF81D50,Keiba Eight Special 2 Hi Baken Kounyuu Jutsu,SFC,NTSC-J
ED-85138CDB89,Keiba Eight Special Hi Baken Kounyuu Jutsu,SFC,NTSC-J
ED-C5B478950C,Keiba Yosou Baken Renkinjutsu,SFC,NTSC-J
ED-33CA3E03B7,Kentou-Ou World Champion,SFC,NTSC-J
ED-C99EA7C703,Kenyuu Densetsu Yaiba,SFC,NTSC-J
ED-85714AC5C1,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu,SFC,NTSC-J
ED-02B23D3ACB,Kessen! Dokapon Okukoku IV Densetsu no Yuusha Tachi,SFC,NTSC-J
ED-95D48E91D6,Kevin Keegan's Player Manager,SNES,PAL
ED-E11167CF0E,Kevin Keegan's Player Manager,SNES,UNKNOWN
ED-22F06E6D56,Kick Off,SNES,PAL
ED-16F9B84D93,Kick Off,SNES,UNKNOWN
ED-A82D3DBA27,Kick Off 3,SNES,PAL
ED-EFDA0B2E51,Kick Off 3,SNES,UNKNOWN
ED-B0CF2E4606,Kick Off 3 European Challenge,SNES,PAL
ED-16BEE2F355,Kick Off 3 European Challenge,SNES,UNKNOWN
ED-69CD9682B9,Kid Klown in Crazy Chase,SFC,NTSC-J
ED-6E56FD9F1C,Kid Klown in Crazy Chase,SNES,PAL
ED-F2487299D6,Kid Klown in Crazy Chase,SNES,UNKNOWN
ED-636E3D299C,Kidou Butoden G Gundam,SFC,NTSC-J
ED-B95D9442EE,Kidou Keisatsu Patlabor,SFC,NTSC-J
ED-AAB067E95B,Kidou Senshi Gundam Cross Dimension 0079,SFC,NTSC-J
ED-6D0E982576,Kidou Senshi Gundam F91 Formula Senki 0122,SFC,NTSC-J
ED-5A3C357DE2,Kidou Senshi V Gundam,SFC,NTSC-J
ED-ED1A43480B,Kidou Senshi Z Gundam Away to the New Type,SFC,NTSC-J
ED-6E5CA3A1D3,Kidou Soukou Dion,SFC,NTSC-J
ED-5DE42116CD,Kiki Kaikai Nazo no Kuro Manto,SFC,NTSC-J
ED-97F230084A,Kiki Kaikai Tsukiyo Soushi,SFC,NTSC-J
ED-C2389A2F13,Kikou Keisatsu Metal Jack,SFC,NTSC-J
ED-A25BB1BF43,Kikuni Masahiko no Jantoushi Dora Ou,SFC,NTSC-J
ED-BDBB957EF2,Kikuni Masahiko no Jantoushi Dora Ou 2,SFC,NTSC-J
ED-6FD922942F,Killer Instinct,SNES,PAL
ED-CE7C0A1E4C,Killer Instinct,SNES,UNKNOWN
ED-54372A9408,Kindai Mahjong Special,SFC,NTSC-J
ED-34762064E9,King Arthur's World,SNES,PAL
ED-A662429DC3,King Arthur's World,SNES,UNKNOWN
ED-D2F617B065,King of The Monsters,SFC,NTSC-J
ED-D49A427D21,King of the Monsters,SFC,NTSC-J
ED-368F38029D,King of the Monsters 2,SFC,NTSC-J
ED-A1301E2918,King of the Monsters 2 The Next Thing,SFC,NTSC-J
ED-DDBC5FC1A0,Kingyo Chuihou! Tobidase Game Gakuen,SFC,NTSC-J
ED-6309D7BC46,Kinnikuman Dirty Challenger,SFC,NTSC-J
ED-BD386F18BD,Kirby Bowl,SFC,NTSC-J
ED-812EE34529,Kirby no Kirakira Kids,SFC,NTSC-J
ED-15916D1AF0,Kirby's Dream Course,SNES,PAL
ED-1C82B06363,Kirby's Dream Course,SNES,UNKNOWN
ED-A7E20B7A45,Kirby's Fun Pak,SNES,PAL
ED-8E72ED1C3B,Kirby's Fun Pak,SNES,UNKNOWN
ED-A2514BDFBD,Kishin Douji Zenki Battle Raiden,SFC,NTSC-J
ED-81C54B09AE,Kishin Douji Zenki Denei Raibu,SFC,NTSC-J
ED-CFEF64D7B1,Kishin Douji Zenki Tenchi Meidou,SFC,NTSC-J
ED-8D05831F31,Kiteretsu Daihyakka Cho jikuu Sugoroku,SFC,NTSC-J
ED-881B30422D,Knights of the Round,SFC,NTSC-J
ED-849A71EFDA,Konpeki no Kantai,SFC,NTSC-J
ED-9609CC7AD2,Kouryaku Casino Bar,SFC,NTSC-J
ED-E6ACF324B4,Kouryuu Densetsu Villgust Kieta Shoujo,SFC,NTSC-J
ED-4434C9AE8F,Kouryuu no Mimi,SFC,NTSC-J
ED-DF002B2352,Kouryuuki,SFC,NTSC-J
ED-69101F79D2,Koushien 2,SFC,NTSC-J
ED-E08BCBA3EC,Koushien 3,SFC,NTSC-J
ED-D850C143A8,Koushien 4,SFC,NTSC-J
ED-D399316E0D,Kousoku Shikou Shougiou,SFC,NTSC-J
ED-7D90FEADF4,Koutetsu no Kishi,SFC,NTSC-J
ED-D2F3A75A24,Koutetsu no Kishi 2 Sabaku no Rommel Shougun,SFC,NTSC-J
ED-88E3551CB7,Koutetsu no Kishi 3 Gekitotsu Europe Sensen,SFC,NTSC-J
ED-4A9A3228CC,Krusty's Super Fun House,SNES,PAL
ED-12CFE527EA,Krusty's Super Fun House,SNES,UNKNOWN
ED-619D0AE7F0,Krusty's World,SFC,NTSC-J
ED-A6BD248008,Kuifje in Tibet,SNES,PAL
ED-B16ABA6961,Kuifje in Tibet,SNES,UNKNOWN
ED-188B50DFFF,Kunio no Oden,SFC,NTSC-J
ED-69A7A991D9,Kunio-kun no Dodge Ball dayo Zenin Shuugou!,SFC,NTSC-J
ED-CEF109EE76,Kunio-kun no Dodge Ball dayo Zenin Shuugou! Tournament Special,SFC,NTSC-J
ED-41995E7205,Kuusou Kagaku Sekai Gulliver Boy,SFC,NTSC-J
ED-AB39A4783F,Kyoraku Sanyo Maruhon Parlor! Parlor! 5 Pachinko 3-sha Jikki Simulation Game,SFC,NTSC-J
ED-5D1E0B6FCF,Kyoraku Sanyo Toyomaru Daiichi Maruhon Parlor! Parlor! 2 Pachinko 5-sha Jikki Simulation Game,SFC,NTSC-J
ED-0A446754BB,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game,SFC,NTSC-J
ED-155101FF85,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game,SFC,NTSC-J
ED-16D7889B23,Kyoraku Sanyo Toyomaru Parlor! Parlor! Pachinko 3-sha Jikki Simulation Game,SFC,NTSC-J
ED-456B90B191,Kyuuyaku Megami Tensei,SFC,NTSC-J
ED-CF56205EE6,Kyuuyaku Megami Tensei Megami Tensei I · II,SFC,NTSC-J
ED-B2240AAB35,La Wares,SFC,NTSC-J
ED-955EE36C32,LaPlace no Ma,SFC,NTSC-J
ED-90C4EE8DE4,Lady Stalker Kako kara no Chousen,SFC,NTSC-J
ED-FEC724DB2F,Lagoon,SFC,NTSC-J
ED-F1390A48E9,Lagoon,SNES,PAL
ED-2CBFBDD161,Lagoon,SNES,UNKNOWN
ED-DF62DBE291,Lamborghini American Challenge,SNES,PAL
ED-BEAEE7EEFE,Lamborghini American Challenge,SNES,UNKNOWN
ED-B59A42E085,Laplace no Ma,SFC,NTSC-J
ED-5D4A9D5B93,Larry Nixon's Super Bass Fishing,SFC,NTSC-J
ED-B98EE350F8,Las Vegas Dream in Golden Paradise,SFC,NTSC-J
ED-F1FE6B9CEA,Last Action Hero,SNES,PAL
ED-E174076D86,Last Action Hero,SNES,UNKNOWN
ED-DB95733C86,Last Bible III,SFC,NTSC-J
ED-AF33E1C75A,Leading Company,SFC,NTSC-J
ED-87147C0E23,Leading Jockey,SFC,NTSC-J
ED-569E1FB5AE,Leading Jockey 2,SFC,NTSC-J
ED-621C1D78DE,"Leda LMP Gamester Arcade Video Game Control Centre, Console storage system",SNES,PAL
ED-B423FF51A4,"Leda LMP Gamester Arcade Video Game Control Centre, Console storage system",SNES,UNKNOWN
ED-5CB7100E0D,Legend,SNES,PAL
ED-5FB312E6D3,Legend,SNES,UNKNOWN
ED-9CCFF3E982,Lemmings,SFC,NTSC-J
ED-15A316B442,Lemmings,SNES,PAL
ED-95AFC8645D,Lemmings,SNES,UNKNOWN
ED-D2075EAA73,Lemmings 2 The Tribes,SFC,NTSC-J
ED-DE7A6F89D5,Lemmings 2 The Tribes,SNES,PAL
ED-73FDF63388,Lemmings 2 The Tribes,SNES,UNKNOWN
ED-05CFED14E1,Lennus II Fuuin no Shito,SFC,NTSC-J
ED-DEACC733C7,Lennus Kodai Kikai no Kioku,SFC,NTSC-J
ED-CB4847CA37,Les Gen D'or De Génération 4,AMIGA,UNKNOWN
ED-2EAD620E19,Les Schtroumpfs autour du monde,SNES,PAL
ED-C56A59A84F,Les Schtroumpfs autour du monde,SNES,UNKNOWN
ED-2413E760B4,Lethal Enforcers,SFC,NTSC-J
ED-5BB4376CD3,Libble Rabble,SFC,NTSC-J
ED-16E09A1C25,Light Fantasy,SFC,NTSC-J
ED-AF7691B42F,Light Fantasy II,SFC,NTSC-J
ED-3BD9D9377B,Little Magic,SFC,NTSC-J
ED-AF99F9174E,Little Master Niji Iro no Maseki,SFC,NTSC-J
ED-BA5E0DB11A,Little Master Nijiiro no Maseki,SFC,NTSC-J
ED-018994B24C,Little Medusa,SNES,NTSC-U
ED-9F3091ACCA,Little Medusa,SNES,UNKNOWN
ED-D656718610,Live A Live,SFC,NTSC-J
ED-EDE830767B,Lode Runner Twin Justy to Liberty no Daibouken,SFC,NTSC-J
ED-1679F9CF14,Lodoss Tou Senki,SFC,NTSC-J
ED-4A58833C3E,Logos Panic GO.A.I.SA.TU,SFC,NTSC-J
ED-17A6CB547F,Looney Toons Bugs Bunny Hachamecha Daibouken,SFC,NTSC-J
ED-11D128196F,Looney Tunes Road Runner,SNES,PAL
ED-8665D86042,Looney Tunes Road Runner,SNES,UNKNOWN
ED-1CBCA069C6,Looney Tunes Road Runner vs Wily E Coyote,SFC,NTSC-J
ED-51CBA335A7,Lord Monarch,SFC,NTSC-J
ED-08EECFD198,LoveQuest,SFC,NTSC-J
ED-F258D062B4,Lucky Luke,SNES,PAL
ED-3CD64CB21E,Lucky Luke,SNES,UNKNOWN
ED-34F00FE5B1,Lufia,SNES,PAL
ED-1CF9D1A9CE,Lufia,SNES,UNKNOWN
ED-5885BFFAE7,Lufia & the Fortress of Doom,SNES,NTSC-U
ED-ECAAE6638A,Lufia & the Fortress of Doom,SNES,UNKNOWN
ED-8E767DC948,Lufia II Rise of the Sinistrals,SNES,NTSC-U
ED-DFADCADD00,Lufia II Rise of the Sinistrals,SNES,UNKNOWN
ED-F252F9A5C6,Lupin Sansei Densetsu no Hihou o Oe,SFC,NTSC-J
ED-57455909DF,MVP Baseball,SFC,NTSC-J
ED-5FE429DE33,Madou Monogatari Hanamaru Daiyouchienji,SFC,NTSC-J
ED-8B4FED2E65,Magic Boy,SNES,PAL
ED-4A0021B0C0,Magic Boy,SNES,UNKNOWN
ED-B88EDCB9D8,Magic Johnson no Super Slam Dunk,SFC,NTSC-J
ED-6F21B2C865,Magic Knight Rayearth Mahou Kishi,SFC,NTSC-J
ED-E7B99697AB,Magic Sword,SFC,NTSC-J
ED-2AD44816C1,Magic Sword,SNES,PAL
ED-AFF3070F24,Magic Sword,SNES,UNKNOWN
ED-740E5A6910,Magical Drop,SFC,NTSC-J
ED-983F85A4BC,Magical Drop 2,SFC,NTSC-J
ED-37D6AFFFA5,Magical Pop'n,SFC,NTSC-J
ED-A269463FBB,Magical Taruruuto-kun Magic Adventure,SFC,NTSC-J
ED-DB0EF4F8D9,Magician Lord,NEO-AES,UNKNOWN
ED-32F388CE75,Magna Braban Henreki no Yusha,SFC,NTSC-J
ED-2DFF656B01,Magnum 4,AMIGA,UNKNOWN
ED-CCF5B49BD1,Mahjong Club,SFC,NTSC-J
ED-5656C1CFB4,Mahjong Gokuu Tenjiku,SFC,NTSC-J
ED-3A724D1089,Mahjong Hanjouki,SFC,NTSC-J
ED-6FEE729E73,Mahjong Hishouden Naki no Ryuu,SFC,NTSC-J
ED-C759D9AD92,Mahjong Sengoku Monogatari,SFC,NTSC-J
ED-189B1FB9EF,Mahjong Taikai 2,SFC,NTSC-J
ED-6F2E94AC89,Mahjong Taikai II,SFC,NTSC-J
ED-03D78333F5,Mahou Poi Poi Poitto!,SFC,NTSC-J
ED-02503A815A,Mahoujin Guru Guru,SFC,NTSC-J
ED-FDF9A8660F,Mahoujin Guru Guru 2,SFC,NTSC-J
ED-561E679354,Majin Tensei,SFC,NTSC-J
ED-714E6CCC05,Majin Tensei II Spiral Nemesis,SFC,NTSC-J
ED-DED08A881D,Major Title,SFC,NTSC-J
ED-1665280CAC,Major Title,SNES,PAL
ED-941B4F3B67,Major Title,SNES,UNKNOWN
ED-C994716823,Majuuou,SFC,NTSC-J
ED-B93ED35109,Majyuuou,SFC,NTSC-J
ED-2E1485E187,Maka Maka,SFC,NTSC-J
ED-2830948A9D,Makeruna! Makendou,SFC,NTSC-J
ED-F59E1A4C77,Makeruna! Makendou 2 Kimero Youkai Souri,SFC,NTSC-J
ED-725CB519C5,Mario & Wario,SFC,NTSC-J
ED-9491D02572,Mario Paint,SFC,NTSC-J
ED-6136C9FF6C,Mario Paint,SNES,PAL
ED-EA6B3755BE,Mario Paint,SNES,UNKNOWN
ED-7261025F74,Mario Paint Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,PAL
ED-AD3D7861EE,Mario Paint Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.,SNES,UNKNOWN
ED-A142F29A11,Mario is Missing,SNES,PAL
ED-63070D1460,Mario is Missing,SNES,UNKNOWN
ED-2E185DC38B,Mario is Missing!,SNES,PAL
ED-FD3829721C,Mario is Missing!,SNES,UNKNOWN
ED-A659F894F8,Mario no Super Picross,SFC,NTSC-J
ED-E63B4965D4,Marmalade Boy,SFC,NTSC-J
ED-AB25DA8FD9,Marvel Super Heroes War of the Gems,SFC,NTSC-J
ED-68F6CF6D33,Marvel Super Heroes in War of the Gems,SNES,PAL
ED-91A427177B,Marvel Super Heroes in War of the Gems,SNES,UNKNOWN
ED-57C996D98E,Marvelous Mouhitotsu no Takarajima,SFC,NTSC-J
ED-1F9FBA015C,Mask,SFC,NTSC-J
