object_id,parent_object,source_object,title_primary,platform_norm,object_category,is_virtual_child
20703,,20703,Bishin Densetsu Zoku,SFC,Game,False
20706,,20706,Derby Stallion II,SFC,Game,False
20708,,20708,Virtual Bart,SFC,Game,False
20726,,20726,Ultra Baseball Jitsumei Ban 2,SFC,Game,False
20863,,20863,Super Soukoban,SFC,Game,False
20869,,20869,Super Loopz,SFC,Game,False
20874,,20874,Pachi Slot Kenkyuu,SFC,Game,False
20878,,20878,Bishoujo Wrestler Retsuden Blizzard Yuki Rannyuu!!,SFC,Game,False
20880,,20880,Nigel Mansell's F-1 Challenge,SFC,Game,False
20881,,20881,Tetris Flash,SFC,Game,False
20882,,20882,Septentrion,SFC,Game,False
20883,,20883,The Shinri Game Akuma no Kokoroji,SFC,Game,False
20884,,20884,Itou Hate Rokudan no Shougi Doujou,SFC,Game,False
20885,,20885,Bastard!! Ankoku no Hakaishin,SFC,Game,False
20886,,20886,Super Family Tennis,SFC,Game,False
20887,,20887,Ranma ½ Bakuretsu Rantouhen,SFC,Game,False
20888,,20888,R.P.M.Racing,SFC,Game,False
20889,,20889,Fighting Baseball,SFC,Game,False
20890,,20890,Utopia,SFC,Game,False
20891,,20891,Metal Max 2,SFC,Game,False
20892,,20892,Pinball Pinball,SFC,Game,False
20893,,20893,NBA All-Star Challenge,SFC,Game,False
21054,,21054,Kabuki Chou Reach Mahjong Toupuusen,SFC,Game,False
21055,,21055,Ikari no Yousai,SFC,Game,False
21056,,21056,Yuujin Janjuu Gakuen,SFC,Game,False
21057,,21057,Thunderbirds Kokusai Kyuujotai Juudou Seyo!!,SFC,Game,False
21058,,21058,Koutetsu no Kishi 2 Sabaku no Rommel Shougun,SFC,Game,False
21067,,21067,Kunio no Oden,SFC,Game,False
21068,,21068,Battle Zeque Den,SFC,Game,False
21069,,21069,Hisshou 777 Fighter III Kokuryuu Ou no Fukkatsu,SFC,Game,False
21088,,21088,Super Uno,SFC,Game,False
21093,,21093,World Heroes 2,SFC,Game,False
21095,,21095,Space Bazooka,SFC,Game,False
21105,,21105,Keiba Eight 8 Special Hi Baken Kounyuu Jutsu,SFC,Game,False
21108,,21108,Tom to Jerry,SFC,Game,False
21110,,21110,Xak The Art of Visual Stage,SFC,Game,False
21112,,21112,Dai Bakushou Jinsei Gekijou Dokidoki Seishun Hen,SFC,Game,False
21116,,21116,Super Battletank,SFC,Game,False
21117,,21117,Jigsaw Party,SFC,Game,False
21123,,21123,Fire Pro Joshi All Star Dream Slam,SFC,Game,False
21125,,21125,Andre Agassi Tennis,SFC,Game,False
21137,,21137,Ganbare Daiku no Gensan,SFC,Game,False
21138,,21138,NBA Pro Basketball Bulls vs Blazers,SFC,Game,False
21139,,21139,Pachislot Land Pachi Pachi Coin no Densetsu,SFC,Game,False
21140,,21140,Battle Soccer Field no Hasha,SFC,Game,False
21141,,21141,Pachiokun Special,SFC,Game,False
21142,,21142,Yu Yu Hakusho,SFC,Game,False
21143,,21143,Majin Tensei,SFC,Game,False
21144,,21144,Pachi Slot Shoubushi,SFC,Game,False
21145,,21145,Mahou Poi Poi Poitto!,SFC,Game,False
21146,,21146,Daikoukai Jidai II,SFC,Game,False
21147,,21147,Mouryou Senki Madara 2,SFC,Game,False
21148,,21148,King of the Monsters 2,SFC,Game,False
21149,,21149,Super Black Bass,SFC,Game,False
21150,,21150,Jikkyou Powerful Pro Yakyuu '94,SFC,Game,False
21151,,21151,Sangokushi Seishi Tenbu Spirits,SFC,Game,False
21152,,21152,Heisei Gunjin Shougi,SFC,Game,False
21153,,21153,Naxat Super Pinball Jaki Hakai,SFC,Game,False
21154,,21154,Super Gomoku Shougi Jouseki Kenkyuu Hen,SFC,Game,False
21156,,21156,The Blue Crystal Rod,SFC,Game,False
21161,,21161,Hiouden Mamono-tachi Tono Chikai,SFC,Game,False
21162,,21162,Ys IV Mask of the Sun,SFC,Game,False
21164,,21164,Kessen! Dokapon Okukoku IV Densetsu no Yuusha Tachi,SFC,Game,False
21166,,21166,Bass Masters Classic,SFC,Game,False
21167,,21167,Yokoyama Mitsuteru Sangokushi 2,SFC,Game,False
21168,,21168,Full Power,SFC,Game,False
21171,,21171,Cosmo Police Galivan II Arrow of Justice,SFC,Game,False
21173,,21173,Idea no Hi,SFC,Game,False
21186,,21186,Super F1 Circus 3,SFC,Game,False
21192,,21192,Mortal Kombat Shinken Kourin Densetsu,SFC,Game,False
21196,,21196,Mahjong Hanjouki,SFC,Game,False
21200,,21200,Dragon Slayer Eiyuu Densetsu II,SFC,Game,False
21208,,21208,Drift King Keiichi Tsuchiya & Masaaki Bando Shutokou Battle '94,SFC,Game,False
21225,,21225,Super Mahjong 2 Honkaku 4 Nin Uchi!,SFC,Game,False
21228,,21228,Hayazashi Nidan Morita Shougi 2,SFC,Game,False
21229,,21229,NBA Jam,SFC,Game,False
21232,,21232,X Zone,SFC,Game,False
21235,,21235,Yamaneko Bubsy no Daibouken,SFC,Game,False
21239,,21239,Waratte Iitomo! Tamorin Pick,SFC,Game,False
21242,,21242,X-Men Mutant Apocalypse,SFC,Game,False
21251,,21251,Serizawa Nobuo no Birdie Try,SFC,Game,False
21253,,21253,Frank Thomas Big Hurt Baseball,SFC,Game,False
21290,,21290,Ryuu Kihei Dan Danzarubu,SFC,Game,False
21294,,21294,Super Ultra Baseball 2,SFC,Game,False
21295,,21295,Pinocchio,SFC,Game,False
21301,,21301,Super Kyousouba Kaze no Sylphid,SFC,Game,False
21302,,21302,Tecmo Super Bowl III Final Edition,SFC,Game,False
21304,,21304,Kouryaku Casino Bar,SFC,Game,False
21311,,21311,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game,SFC,Game,False
21319,,21319,NBA Jikkyou Basket Winning Dunk,SFC,Game,False
21327,,21327,Shin Kidou Senki Gundam W Wing Endless Duel,SFC,Game,False
21345,,21345,Nobunaga no Yabou Tenshouki,SFC,Game,False
21351,,21351,Bakutou Dodgers Bumps Shima wa Oosawagi,SFC,Game,False
21359,,21359,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,SFC,Game,False
21360,,21360,Super Rugby,SFC,Game,False
21372,,21372,Matsukata Hiroki no Super Trawling,SFC,Game,False
21375,,21375,Mahjong Hishouden Naki no Ryuu,SFC,Game,False
21418,,21418,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game,SFC,Game,False
21421,,21421,Marvelous Mouhitotsu no Takarajima,SFC,Game,False
21429,,21429,Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen,SFC,Game,False
21430,,21430,Ball Bullet Gun Survival Game Simulation,SFC,Game,False
21433,,21433,Sengoku no Hasha Tenka Nuno bu he no Michi,SFC,Game,False
21435,,21435,J. League Excite Stage '96,SFC,Game,False
21440,,21440,Nichibutsu Collection 2,SFC,Game,False
21443,,21443,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu,SFC,Game,False
21445,,21445,Daikaijuu Monogatari II,SFC,Game,False
21465,,21465,Traverse Starlight & Prairie,SFC,Game,False
21468,,21468,Gekitou Burning Pro Wrestling,SFC,Game,False
21471,,21471,Parlor! Mini Pachinko Jikki Simulation Game,SFC,Game,False
21473,,21473,Jissen Bass Fishing Hisshouhou in USA,SFC,Game,False
21474,,21474,Earth Light Luna Strike,SFC,Game,False
21476,,21476,Popoitto Hebereke,SFC,Game,False
21477,,21477,Jikkyou Power Pro Wrestling '96 Max Voltage,SFC,Game,False
21496,,21496,Farland Story 2,SFC,Game,False
21522,,21522,Mahoujin Guru Guru 2,SFC,Game,False
21523,,21523,VS. Collection,SFC,Game,False
21526,,21526,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,SFC,Game,False
21527,,21527,Kidou Senshi Z Gundam Away to the New Type,SFC,Game,False
21529,,21529,Game no Tetsujin The Shanghai,SFC,Game,False
21531,,21531,Wedding Peach,SFC,Game,False
21552,,21552,Parlor! Mini 4 Pachinko Jikki Simulation Game,SFC,Game,False
21555,,21555,Hi no Ouji Yamato Takeru,SFC,Game,False
21561,,21561,Clock Works,SFC,Game,False
21573,,21573,Gokinjo Bouken Tai,SFC,Game,False
21577,,21577,G.O.D Mezameyo to Yobu Koe ga Kikoe,SFC,Game,False
21578,,21578,Sangokushi Eiketsuden,SFC,Game,False
21579,,21579,Donald no Maui Mallard,SFC,Game,False
21580,,21580,Honke Sankyo Fever 3 Jikki Simulation,SFC,Game,False
21581,,21581,Foreman for Real,SFC,Game,False
21582,,21582,Getsumen no Anubis,SFC,Game,False
21583,,21583,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,SFC,Game,False
21584,,21584,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,SFC,Game,False
21585,,21585,Shounin yo Taishi wo Idake!!,SFC,Game,False
21586,,21586,Super Famista 5,SFC,Game,False
21587,,21587,The Jungle Book,SFC,Game,False
21588,,21588,Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen,SFC,Game,False
21645,,21645,Super Kyoutei,SFC,Game,False
21646,,21646,Pebble Beach no Hatou New Tournament Edition,SFC,Game,False
21647,,21647,Super Fire Pro Wrestling X Premium,SFC,Game,False
21648,,21648,Silva Saga II The Legend of Light & Darkness,SFC,Game,False
21649,,21649,Logos Panic GO.A.I.SA.TU,SFC,Game,False
21650,,21650,Nishijin Pachinko Monogatari 2,SFC,Game,False
21651,,21651,Jikkyou Powerful Pro Yakyuu 3,SFC,Game,False
21652,,21652,Treasure Hunter G,SFC,Game,False
21655,,21655,Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee,SFC,Game,False
21662,,21662,Yuujin Janjuu Gakuen 2,SFC,Game,False
21664,,21664,Nichibutsu Arcade Classics 2 Heiankyo Alien,SFC,Game,False
21666,,21666,Shiroi Ringu He Twinkle Little Star,SFC,Game,False
21667,,21667,Rise Of The Robots,SFC,Game,False
21668,,21668,Stealth,SFC,Game,False
21669,,21669,Best Shot Pro Golf,SFC,Game,False
21670,,21670,Granhistoria Genshi Sekaiki,SFC,Game,False
21671,,21671,Super Mario RPG,SFC,Game,False
21672,,21672,Magical Drop 2,SFC,Game,False
21673,,21673,Super Formation Soccer 96 World Club Edition,SFC,Game,False
21674,,21674,MechWarrior 3050,SFC,Game,False
21675,,21675,Kamen Rider SD Shutsugeki!! Rider Machine,SFC,Game,False
21677,,21677,Bakumatsu Kourinden Oni,SFC,Game,False
21678,,21678,Jissen Pachinko Hisshouhou! 2,SFC,Game,False
21680,,21680,Sugoroku Ginga Senki,SFC,Game,False
21681,,21681,Hissatsu Pachinko Collection 4,SFC,Game,False
21682,,21682,Kidou Senshi Gundam F91 Formula Senki 0122,SFC,Game,False
21683,,21683,Madou Monogatari Hanamaru Daiyouchienji,SFC,Game,False
21684,,21684,Wagyan Paradise,SFC,Game,False
21685,,21685,Fortune Quest Dice wo Korogase,SFC,Game,False
21689,,21689,Energy Breaker,SFC,Game,False
21691,,21691,Ouchan no Oekaki Logic,SFC,Game,False
21693,,21693,Revolution X,SFC,Game,False
21700,,21700,Super Tsume Shougi 1000,SFC,Game,False
21702,,21702,Star Ocean,SFC,Game,False
21704,,21704,Casper,SFC,Game,False
21710,,21710,Iso Zuri Ritou Hen,SFC,Game,False
21713,,21713,Super Donkey Kong Nazo no Krems Shima,SFC,Game,False
21716,,21716,Nintama Rantarou Special,SFC,Game,False
21717,,21717,Ghoul Patrol,SFC,Game,False
21720,,21720,JB The Super Bass,SFC,Game,False
21721,,21721,Miracle Girls Tomomi to mi Kage no Fushigi Sekai no Dai Bouken,SFC,Game,False
21732,,21732,Herakles no Eikou IV Kamigami Kara no Okurimono,SFC,Game,False
21753,,21753,Gan Gan Gan-Chan,SFC,Game,False
21755,,21755,Super Trump Collection 2,SFC,Game,False
21756,,21756,Dokapon Gaiden Honoo no Audition,SFC,Game,False
21757,,21757,Super Pang,SFC,Game,False
21758,,21758,Heiwa Parlor! Mini 8 Pachinko Jikki Simulation Game,SFC,Game,False
21759,,21759,Fire Emblem Seisen no Keifu,SFC,Game,False
21760,,21760,Dragon Knight 4,SFC,Game,False
21761,,21761,Super Nazo Puyo 2 Lulu no Tetsuwan Hanjouki,SFC,Game,False
21769,,21769,Super Black Bass 3,SFC,Game,False
21789,,21789,Final Stretch Suzuki Aguri Kanshuu,SFC,Game,False
21790,,21790,Numbers Paradise,SFC,Game,False
21791,,21791,Battle Submarine,SFC,Game,False
21792,,21792,Tower Dream,SFC,Game,False
21793,,21793,The Game of Life Super Jinsei Game 3,SFC,Game,False
21794,,21794,Zelda no Densetsu Kamigami no Triforce,SFC,Game,False
21795,,21795,Super Scope 6,SFC,Game,False
21798,,21798,SD Gundam GNext,SFC,Game,False
21802,,21802,Same Game,SFC,Game,False
21803,,21803,Joushou Mahjong Tenpai,SFC,Game,False
21804,,21804,Ongaku Tsukuru Kanadeeru,SFC,Game,False
21805,,21805,Sound Novel Tsukuru,SFC,Game,False
21806,,21806,RPG Tsukuru 2,SFC,Game,False
21807,,21807,SD Ultra Battle Ultraman Densetsu,SFC,Game,False
21808,,21808,SD Ultra Battle Seven Densetsu,SFC,Game,False
21809,,21809,Poi Poi Ninja World,SFC,Game,False
21810,,21810,Gegege no Kitarou Youkai Donjara,SFC,Game,False
21811,,21811,SD Gundam Generation Ichinen Sensouki,SFC,Game,False
21812,,21812,SD Gundam Generation Gryps Senki,SFC,Game,False
21813,,21813,SD Gundam Generation Axis Senki,SFC,Game,False
21814,,21814,SD Gundam Generation Babylonia Kenkoku Senki,SFC,Game,False
21815,,21815,SD Gundam Generation Zansukaaru Senki,SFC,Game,False
21816,,21816,SD Gundam Generation Colony Kakutouki,SFC,Game,False
21817,,21817,Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Gentei Set,SFC,Game,False
21818,,21818,Gekisou Sentai Carranger Zenkai! Racer Senshi,SFC,Game,False
21820,,21820,Crayon Shin-chan Nagagutsu Dobon!!,SFC,Game,False
21825,,21825,SD Gundam Generation Ichinen Sensouki Gentei Set,SFC,Game,False
21830,,21830,Poi Poi Ninja World Gentei Set,SFC,Game,False
21865,,21865,Angelique Voice Fantasy with Voicer-kun,SFC,Game,False
21867,,21867,Angelique Premium Box,SFC,Game,False
21868,,21868,Derby Stallion 96,SFC,Game,False
21869,,21869,Itoi Shigesato no Bass Tsuri No. 1,SFC,Game,False
21874,,21874,Kishin Douji Zenki Tenchi Meidou,SFC,Game,False
21875,,21875,Mickey no Tokyo Disneyland Daibouken,SFC,Game,False
21876,,21876,J League '96 Dream Stadium,SFC,Game,False
21877,,21877,Cyber Knight II Chikyuu Teikoku no Yabou,SFC,Game,False
21878,,21878,Bike Daisuki Hashiri ya Tamashii,SFC,Game,False
21879,,21879,Super Bomberman,SFC,Game,False
21881,,21881,Super Sangokushi II Fukkoku-ban,SFC,Game,False
21882,,21882,Kiteretsu Daihyakka Cho jikuu Sugoroku,SFC,Game,False
21884,,21884,Dai Bakushou Jinsei Gekijou Ooedo Nikki,SFC,Game,False
21886,,21886,Gionbana,SFC,Game,False
21887,,21887,Zen Nippon GT Senshuken Hyper Battle Game,SFC,Game,False
21889,,21889,P-Man,SFC,Game,False
21890,,21890,Godzilla Kaijuu Dai Kessen,SFC,Game,False
21895,,21895,Kamaitachi no Yoru,SFC,Game,False
21898,,21898,Big Ichigeki! Pachislot Daikouryaku,SFC,Game,False
21902,,21902,Big Ichigeki! Pachislot Daikouryaku 2 Universal Collection,SFC,Game,False
21904,,21904,Kat's Run Zennihon K Car Senshuken,SFC,Game,False
21905,,21905,Pro Mahjong Kiwame,SFC,Game,False
21906,,21906,Heiwa Pachinko World,SFC,Game,False
21908,,21908,Umi Tsuri Meijin Suzuki Hen,SFC,Game,False
21910,,21910,Ushio to Tora,SFC,Game,False
21913,,21913,Cacoma Knight,SFC,Game,False
21949,,21949,Super Indy Champ,SFC,Game,False
21950,,21950,Desert Fighter Suna no Arashi Sakusen,SFC,Game,False
21951,,21951,Super Nichibutsu Mahjong 3 Yoshimoto Gekijyo Hen,SFC,Game,False
21952,,21952,Burai Hachigyoku no Yuushi Densetsu,SFC,Game,False
21953,,21953,Ultima Kyoryu Teikoku The Savage Empire,SFC,Game,False
21954,,21954,Top Management II,SFC,Game,False
21955,,21955,Leading Jockey 2,SFC,Game,False
21956,,21956,Tecmo Super Bowl II Special Edition,SFC,Game,False
21957,,21957,Mazinger Z,SFC,Game,False
21958,,21958,Mickey & Minnie Magical Adventure 2 The Great Circus Mystery,SFC,Game,False
21962,,21962,Kikuni Masahiko no Jantoushi Dora Ou,SFC,Game,False
21967,,21967,Super Castles,SFC,Game,False
22092,,22092,Sanrio World Smash Ball,SFC,Game,False
22183,,22183,World Class Rugby 2 Kokunai Gekitou Hen '93,SFC,Game,False
22185,,22185,SD Gundam Gaiden 2 Entaku no Kishi,SFC,Game,False
22189,,22189,Super Slap Shot,SFC,Game,False
22192,,22192,Magna Braban Henreki no Yusha,SFC,Game,False
22196,,22196,Donkey Kong Country 2 Dixie & Diddy,SFC,Game,False
22197,,22197,Shichuusui Meigaku Nyuumon Shin Tougenkyou,SFC,Game,False
22198,,22198,Hana no Keiji Kumo no Kanata ni,SFC,Game,False
22199,,22199,Super Nichibutsu Mahjong,SFC,Game,False
22223,,22223,Super Nichibutsu Mahjong 4 Kiso Kenkyu Hen,SFC,Game,False
22315,,22315,Beware the Ultimate Evil of Warlock,SFC,Game,False
22318,,22318,Super Nichibutsu Mahjong 2 Zenkoku Seiha Hen,SFC,Game,False
22325,,22325,SimAnt,SFC,Game,False
22329,,22329,Taekwon-Do,SFC,Game,False
22330,,22330,Nomark Baku Haitou Shijou Saikyou no Jakushi Tatsu,SFC,Game,False
22337,,22337,Sangokushi IV,SFC,Game,False
22338,,22338,Blackthorne Fukushuu no Kuroki Kyoku,SFC,Game,False
22343,,22343,Sprinter Monogatari Mezase!! Ikkaku Senkin,SFC,Game,False
22349,,22349,Sugoro Quest++ Dicenics,SFC,Game,False
22375,,22375,Super Baken Ou '95,SFC,Game,False
22377,,22377,Waku Waku Ski Wonder Spur,SFC,Game,False
22396,,22396,World Cup USA 94,SFC,Game,False
22397,,22397,Looney Toons Bugs Bunny Hachamecha Daibouken,SFC,Game,False
22398,,22398,Holy Striker,SFC,Game,False
22399,,22399,Shinri Game 3,SFC,Game,False
22408,,22408,Shin Nippon Pro Wrestling '94 Battlefield in Toukyou Doumu,SFC,Game,False
22410,,22410,Front Mission,SFC,Game,False
22438,,22438,Oda Nobunaga Haou no Gundan,SFC,Game,False
22443,,22443,SD Hiryuu no Ken,SFC,Game,False
22446,,22446,NFL Quarterback Club '95,SFC,Game,False
22448,,22448,Estpolis Denki II,SFC,Game,False
22451,,22451,Brandish 2 The Planet Buster,SFC,Game,False
22461,,22461,Planet's Champ TG3000,SFC,Game,False
22462,,22462,Farland Story,SFC,Game,False
22464,,22464,Mahoujin Guru Guru,SFC,Game,False
22470,,22470,Eien no Filena,SFC,Game,False
22474,,22474,Hanafuda Ou,SFC,Game,False
22645,,22645,Nekketsu Tairiku Burning Heroes,SFC,Game,False
22854,,22854,Shigetaka Kashiwagi no Top Water Bassing,SFC,Game,False
22857,,22857,Miracle Casino Paradise,SFC,Game,False
22859,,22859,3 Jigen Kakutou Ballz,SFC,Game,False
22861,,22861,Battle Pinball,SFC,Game,False
22865,,22865,Kakinoki Shougi,SFC,Game,False
22871,,22871,Gourmet Sentai Bara Yarou,SFC,Game,False
22877,,22877,La Wares,SFC,Game,False
22881,,22881,Shanghai III,SFC,Game,False
22885,,22885,Crystal Beans From Dungeon Explorer,SFC,Game,False
22888,,22888,Mickey & Donald Magical Adventure 3,SFC,Game,False
22920,,22920,Clock Tower,SFC,Game,False
22923,,22923,Dragon Quest VI Maboroshi no Daichi,SFC,Game,False
22924,,22924,Trump Island,SFC,Game,False
22925,,22925,Mr. Nutz,SFC,Game,False
22926,,22926,Habu Meijin no Omoshiro Shougi,SFC,Game,False
22928,,22928,V.W Verne World,SFC,Game,False
22931,,22931,Tenchi Souzou,SFC,Game,False
22935,,22935,Dekitate High School,SFC,Game,False
22938,,22938,Kindai Mahjong Special,SFC,Game,False
22939,,22939,Honke Sankyo Fever Jikki Simulation,SFC,Game,False
23131,,23131,Kabuki Rocks,SFC,Game,False
23132,,23132,Bahamut Lagoon,SFC,Game,False
23133,,23133,Magical Drop,SFC,Game,False
23134,,23134,Monopoly Game 2,SFC,Game,False
23135,,23135,Aretha Gaiden Rejoice Aretha Oukoku no Kanata,SFC,Game,False
23136,,23136,Nage Libre Seijaku no Suishin,SFC,Game,False
23137,,23137,RPG Tsukuru Super Dante,SFC,Game,False
23138,,23138,Miyaji Shachou no Pachinko Fan Shouri Sengen 2,SFC,Game,False
23139,,23139,Super Air Diver 2,SFC,Game,False
23140,,23140,Appleseed Prometheus no Shintaku,SFC,Game,False
23141,,23141,Super Tekkyuu Fight!,SFC,Game,False
23142,,23142,Princess Minerva,SFC,Game,False
23143,,23143,Natsuki Crisis Battle,SFC,Game,False
23144,,23144,Gamera Gyaosu Gekimetsu Sakusen,SFC,Game,False
23145,,23145,Yuu Yuu Hakusho Final Makai Saikyou Retsuden,SFC,Game,False
23146,,23146,Ultra League Moero! Soccer Daikessen!,SFC,Game,False
23147,,23147,Take Yutaka GI Memory,SFC,Game,False
23148,,23148,Dun Quest Majin Fuuin no Densetsu,SFC,Game,False
23149,,23149,Dragon Ball Z Super Gokuu Den Totsugeki Hen,SFC,Game,False
23150,,23150,Caravan Shooting Collection,SFC,Game,False
23153,,23153,Der Langrisser,SFC,Game,False
23155,,23155,Inazuma Serve da!! Super Beach Volley,SFC,Game,False
23158,,23158,Jissen Kyoutei,SFC,Game,False
23160,,23160,Nichibutsu Arcade Classics,SFC,Game,False
23162,,23162,Magic Knight Rayearth Mahou Kishi,SFC,Game,False
23164,,23164,Super Fishing Bigfight,SFC,Game,False
23166,,23166,Timecop,SFC,Game,False
23167,,23167,Zenkoku Koukou Soccer,SFC,Game,False
23168,,23168,Super Momotarou Dentetsu 3,SFC,Game,False
23169,,23169,Goofy to Max Kaizoku Shima no Daibouken,SFC,Game,False
23170,,23170,SimCity 2000,SFC,Game,False
23171,,23171,Youkai Buster Ruka no Daibouken,SFC,Game,False
23172,,23172,Metal Max Returns,SFC,Game,False
23173,,23173,Super Real Mahjong PV Paradise All-Star 4 Nin Uchi,SFC,Game,False
23187,,23187,True Lies,SFC,Game,False
23188,,23188,Emerald Dragon,SFC,Game,False
23189,,23189,Shodankurai Nintei Shodan Pro Mahjong,SFC,Game,False
23190,,23190,Pachinko Maruhi Hisshouhou,SFC,Game,False
23191,,23191,Super Trump Collection,SFC,Game,False
23192,,23192,Dragon Ball Z Super Gokuu Den Totsugeki Hen,SFC,Game,False
23193,,23193,Hissatsu Pachinko Collection 2,SFC,Game,False
23194,,23194,Fire Fighting,SFC,Game,False
23195,,23195,Jissen! Pachislot Hisshouhou Classic,SFC,Game,False
23238,,23238,Parlor! Mini 2 Pachinko Jikki Simulation Game,SFC,Game,False
23239,,23239,Shin SD Sengokuden Daishougun Retsuden,SFC,Game,False
23242,,23242,Super Mario Yoshi Island,SFC,Game,False
23243,,23243,Marmalade Boy,SFC,Game,False
23244,,23244,Super Yakyuu Dou,SFC,Game,False
23246,,23246,Nishijin Pachinko Monogatari,SFC,Game,False
23252,,23252,Garou Densetsu Shukumei no Tatakai,SFC,Game,False
23254,,23254,Aretha,SFC,Game,False
23256,,23256,Ultimate Football Try Formation!,SFC,Game,False
23258,,23258,Nintama Rantarou Puzzle Ninjutsu Gakuen Puzzle no Maki,SFC,Game,False
23259,,23259,Albert Odyssey,SFC,Game,False
23260,,23260,Momotarou Dentetsu Happy,SFC,Game,False
23261,,23261,Pachislot Kanzen Kouryaku Universal Shindai Nyuuka Volume 1,SFC,Game,False
23263,,23263,Hoshi no Kirby 3,SFC,Game,False
23272,,23272,Tecmo Super Bowl,SFC,Game,False
23273,,23273,Kidou Butoden G Gundam,SFC,Game,False
23274,,23274,Battle Master Kyuukyoku no Senshitachi,SFC,Game,False
23336,,23336,Yakouchuu,SFC,Game,False
23351,,23351,Jissen Pachislot Hisshouhou! Twin,SFC,Game,False
23354,,23354,Parlor! Mini 3 Pachinko Jikki Simulation Game,SFC,Game,False
23367,,23367,Tsukikomori,SFC,Game,False
23706,,23706,Teitoku no Ketsudan II,SFC,Game,False
23707,,23707,Elfaria A Fantastic Theater,SFC,Game,False
23708,,23708,Sougou Kakutougi Astral Bout 2 The Total Fighters,SFC,Game,False
23709,,23709,Super Inindou Datou Nobunaga,SFC,Game,False
23710,,23710,J League Soccer Prime Goal 3,SFC,Game,False
23711,,23711,Karuraou,SFC,Game,False
23712,,23712,Carrier Aces,SFC,Game,False
23713,,23713,Honkaku Shougi Fuuunji Ryuuou,SFC,Game,False
23715,,23715,SimCity Jr.,SFC,Game,False
23717,,23717,Jumpin' Derby,SFC,Game,False
23718,,23718,Bokujou Monogatari,SFC,Game,False
23719,,23719,Super Puyo Puyo 2 Remix,SFC,Game,False
23721,,23721,Breath of Fire II Shimei no Ko,SFC,Game,False
23723,,23723,Nobuhiro Takeda no Super Cup Soccer,SFC,Game,False
23724,,23724,Leading Jockey,SFC,Game,False
23726,,23726,Simulation Pro Yakyuu,SFC,Game,False
23731,,23731,Shin Shougi Club,SFC,Game,False
23732,,23732,Bishoujo Senshi Sailor Moon Another Story,SFC,Game,False
23733,,23733,Kawa no Nushi Tsuri 2,SFC,Game,False
23734,,23734,Snoopy Concert,SFC,Game,False
23736,,23736,Light Fantasy II,SFC,Game,False
23741,,23741,Vortex The FX Robot Battle,SFC,Game,False
23743,,23743,Tottemo! Lucky Man Lucky Cookie Roulette de Totsugeki!!,SFC,Game,False
23745,,23745,The Game of Life Super Jinsei Game 2,SFC,Game,False
23784,,23784,King of The Monsters,SFC,Game,False
23785,,23785,Super F1 Circus Gaiden,SFC,Game,False
23788,,23788,Wizardry Gaiden IV Taima no Kodou,SFC,Game,False
23789,,23789,Larry Nixon's Super Bass Fishing,SFC,Game,False
23790,,23790,Brandish 2 Expert,SFC,Game,False
23797,,23797,Lady Stalker Kako kara no Chousen,SFC,Game,False
23801,,23801,Katou Ichi-Ni-San Kudan Shougi Club,SFC,Game,False
23805,,23805,Puzzle'n Desu!,SFC,Game,False
23806,,23806,Aretha II Ariel no Fushigi na Bouken,SFC,Game,False
23808,,23808,Battle Tycoon Flash Hiders SFX,SFC,Game,False
23811,,23811,Ys V Ushinawareta Suna no Miyako Kefin,SFC,Game,False
23828,,23828,Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou,SFC,Game,False
23829,,23829,Series Front Mission Gun Hazard,SFC,Game,False
23830,,23830,Touge Densetsu Saisoku Battle,SFC,Game,False
23831,,23831,Jikkyou Powerful Pro Yakyuu Basic Ban '98,SFC,Game,False
23835,,23835,Downtown Nekketsu Baseball Monogatari Yakyuu de Shoubu da! Kunio-kun,SFC,Game,False
23841,,23841,Final Fantasy USA Mystic Quest,SFC,Game,False
23842,,23842,Super Bombliss,SFC,Game,False
23843,,23843,SD Gundam Power Formation Puzzle,SFC,Game,False
23844,,23844,Final Set,SFC,Game,False
23845,,23845,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SFC,Game,False
23847,,23847,Saikousoku Shikou Shougi Mahjong,SFC,Game,False
23848,,23848,Res Arcana Diana Ray Uranai no Meikyuu,SFC,Game,False
23850,,23850,Super Formation Soccer 94 World Cup Final Data,SFC,Game,False
23852,,23852,Kyoraku Sanyo Toyomaru Parlor! Parlor! Pachinko 3-sha Jikki Simulation Game,SFC,Game,False
