edition_id,title_primary,platform,country,language,release_date,source_object
ED-1B7BCA17B5,Gionbana,SFC,JP,ja,,21886
ED-AB90FC734D,Go Go Ackman,SFC,JP,ja,,19362
ED-16FC473489,Go Go Ackman 2,SFC,JP,ja,,37238
ED-7F8859CF81,Go Go Ackman 3,SFC,JP,ja,,38434
ED-A1616818A8,Go! Go! Dodge League,SFC,JP,ja,,20212
ED-378B7E9DC1,Gods,SNES,EU,en,,19829
ED-378B7E9DC1,Gods,SNES,SE,sv,,27013
ED-DCC5C4677D,Gods,SNES,UNK,xx,,19829
ED-DCC5C4677D,Gods,SNES,UNK,xx,,27013
ED-AE437B311D,Godzilla Kaijuu Dai Kessen,SFC,JP,ja,,21890
ED-0CD2B41A4E,Gokinjo Bouken Tai,SFC,GB,ja,,21573
ED-0CD2B41A4E,Gokinjo Bouken Tai,SFC,JP,ja,,21573
ED-D92494B14E,Gokujou Parodius Kako no Eikou o Motomete,SFC,JP,ja,,35580
ED-8C17326547,Golden Axe,AMIGA,UNK,xx,,27483
ED-8C17326547,Golden Axe,AMIGA,UNK,xx,,31395#1
ED-3AD0C51CC8,Golden Axe,C64,UNK,xx,,61048
ED-3AD0C51CC8,Golden Axe,C64,UNK,xx,,61681
ED-3AD0C51CC8,Golden Axe,C64,UNK,xx,,62046
ED-3AD0C51CC8,Golden Axe,C64,UNK,xx,,62402
ED-8DFF11975B,Golden Axe,MD,EU,en,,2867
ED-8DFF11975B,Golden Axe,MD,EU,xx,,41809
ED-53A6AFDF3A,Golden Axe,MD,JP,ja,,56624
ED-13803D0281,Golden Axe,MD,UNK,xx,,35039
ED-13803D0281,Golden Axe,MD,UNK,xx,,58445
ED-92681366AA,Golden Axe,SMS,UNK,xx,,36638
ED-31472ACD2A,Golden Axe,SMS,US,xx,,34478
ED-32AAD90A15,Golden Axe,ZX,UNK,xx,,57654
ED-88DCC15806,Golden Axe Beast Rider,X360,EU,en,,7396
ED-3C37699924,Golden Axe Beast Rider,X360,US,en,,17280
ED-7996BCC3A7,Golden Axe II,GEN,UNK,xx,,62400
ED-8F9C7A403E,Golden Axe II,MD,EU,en,,2868
ED-8F9C7A403E,Golden Axe II,MD,EU,en,,4690
ED-8F9C7A403E,Golden Axe II,MD,EU,xx,,41853
ED-D193D2C517,Golden Axe II,MD,JP,ja,,49113
ED-9E7FF50CA8,Golden Axe II,MD,UNK,xx,,58446
ED-A991981EE9,Golden Axe III,MD,JP,ja,,49567
ED-A991981EE9,Golden Axe III,MD,JP,ja,,55626
ED-2793B25A0B,Golden Axe The Duel,SAT,UNK,xx,,35751
ED-7AF46380DB,Golden Axe Warrior,SMS,UNK,xx,,36628
ED-CB2D914D73,Golden Axe Warrior,SMS,US,xx,,34482
ED-24105D5CD9,Golden Axe: Beast Rider,PS3,EU,en,,9617
ED-A196BE6498,Golden Axe: Beast Rider,X360,UNK,xx,,41795
ED-522F676957,Goldrunner,AMIGA,UNK,xx,,29295#2
ED-720F8D3317,Gon,SFC,JP,ja,,36912
ED-B83956A3B1,Goof Troop,SNES,EU,en,,20324
ED-7BF60D600D,Goof Troop,SNES,UNK,xx,,20324
ED-10861AA7B9,Goofy to Max Kaizoku Shima no Daibouken,SFC,GB,ja,,23169
ED-10861AA7B9,Goofy to Max Kaizoku Shima no Daibouken,SFC,JP,ja,,23169
ED-6E0F7054A0,Gouketsuji Ichizoku,SFC,GB,ja,,9569
ED-6E0F7054A0,Gouketsuji Ichizoku,SFC,GB,ja,,35462
ED-6E0F7054A0,Gouketsuji Ichizoku,SFC,JP,ja,,9569
ED-6E0F7054A0,Gouketsuji Ichizoku,SFC,JP,ja,,35462
ED-6266E80F8A,Gourmet Sentai Bara Yarou,SFC,JP,ja,,22871
ED-6266E80F8A,Gourmet Sentai Bara Yarou,SFC,JP,ja,,35519
ED-94FD39F5E6,Gousou Jinrai Densetsu Musya,SFC,JP,ja,,35397
ED-F99FC64738,Gradius III,SFC,JP,ja,,35547
ED-26FD032079,Granhistoria Genshi Sekaiki,SFC,JP,ja,,21670
ED-E18E159F97,Gunforce Battle Fire Engulfed Terror Island,SFC,JP,en,,35370
ED-E18E159F97,Gunforce Battle Fire Engulfed Terror Island,SFC,JP,ja,,35370
ED-266681B1BA,Gunple Gunman's Proof,SFC,JP,ja,,35433
ED-6CC63C863F,Gyromite,FAMICOM,UNK,xx,,11772#2
ED-ECC2AB90BC,Habu Meijin no Omoshiro Shougi,SFC,JP,ja,,22926
ED-44C9494A46,Hagane,SFC,JP,ja,,36941
ED-DA54FF4611,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,SFC,JP,ja,,36942
ED-DA54FF4611,HaganeChoujikuu Yousai Macross Scrambled Valkyrie,SFC,US,ja,,36942
ED-BD04A627DE,Hai Toride,SFC,JP,ja,,38690
ED-0976DC63C3,Haisei Mahjong Ryouga,SFC,JP,ja,,19345
ED-95577668EC,Hakunetsu Pro Yakyuu '94 Ganba League 3,SFC,JP,ja,,38529
ED-95577668EC,Hakunetsu Pro Yakyuu '94 Ganba League 3,SFC,JP,ja,,38624
ED-E37D094FFC,Hakunetsu Pro Yakyuu Ganba League,SFC,JP,ja,,19489
ED-826920D49D,Hal's Hole in One Golf,SNES,EU,en,,19831
ED-8408F3E268,Hal's Hole in One Golf,SNES,UNK,xx,,19831
ED-42C3317029,Hamelin no Violin Hiki,SFC,JP,ja,,35575
ED-5DEBB7BBC7,Hana no Keiji Kumo no Kanata ni,SFC,JP,ja,,9482
ED-5DEBB7BBC7,Hana no Keiji Kumo no Kanata ni,SFC,JP,ja,,10358
ED-5DEBB7BBC7,Hana no Keiji Kumo no Kanata ni,SFC,JP,ja,,22198
ED-29C5E94940,Hanafuda Ou,SFC,JP,ja,,22474
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,GB,ja,,35444
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,GB,ja,,59604
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,GB,ja,,59627
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,JP,ja,,35444
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,JP,ja,,59604
ED-B14E3F1913,"Hanjuku Hero Hanjuku Eiyuu Aa, Sekai yo Hanjuku Nare...!!",SFC,JP,ja,,59627
ED-F9943B9EE7,Hansei Zaru Jirou-kun no Daibouken,SFC,GB,ja,,35411
ED-F9943B9EE7,Hansei Zaru Jirou-kun no Daibouken,SFC,JP,ja,,35411
ED-92A8ED3184,Haou Taikei Ryuu Knight Lord of Paladin,SFC,JP,ja,,38290
ED-A073D1F425,Harapeko Bakka,SFC,JP,ja,,20583
ED-9366458845,Harukanaru Augusta,SFC,GB,ja,,19445
ED-9366458845,Harukanaru Augusta,SFC,GB,ja,,55682
ED-9366458845,Harukanaru Augusta,SFC,JP,ja,,19445
ED-9366458845,Harukanaru Augusta,SFC,JP,ja,,55682
ED-18989EDAED,Harukanaru Augusta 2 Masters,SFC,GB,ja,,19343
ED-18989EDAED,Harukanaru Augusta 2 Masters,SFC,GB,ja,,55891
ED-18989EDAED,Harukanaru Augusta 2 Masters,SFC,JP,ja,,19343
ED-18989EDAED,Harukanaru Augusta 2 Masters,SFC,JP,ja,,55891
ED-145214F63E,Harukanaru Augusta 3 Masters New,SFC,GB,ja,,34602
ED-145214F63E,Harukanaru Augusta 3 Masters New,SFC,JP,ja,,34602
ED-244952928A,Harvest Moon,SNES,EU,en,,20409
ED-170C76480E,Harvest Moon,SNES,UNK,xx,,20409
ED-8D16D48A3B,Hashire Hebereke,SFC,JP,ja,,37387
ED-266B0FE77C,Hat Trick Hero,SFC,JP,ja,,9164
ED-266B0FE77C,Hat Trick Hero,SFC,JP,ja,,19361
ED-1E946C6B8D,Hat Trick Hero 2,SFC,JP,ja,,38546
ED-770166DDF3,Hatayama Hachi no Pro Yakyuu News! Jitsmeiban,SFC,JP,ja,,24022
ED-12E2C72C86,Hayashi Kaihou Kudan no Igo Oodou,SFC,JP,ja,,38604
ED-17A35D9C3B,Hayazashi Nidan Morita Shougi 2,SFC,JP,ja,,21228
ED-17A35D9C3B,Hayazashi Nidan Morita Shougi 2,SFC,JP,ja,,34603
ED-16B738047F,Hebereke no Oishii Puzzle wa Irimasenka,SFC,JP,ja,,38846
ED-C8AC9EFDE3,Hebereke no Popuun,SFC,JP,ja,,20691
ED-40C1B6D7B9,Heian Fuuunden,SFC,JP,ja,,37189
ED-B625773A8E,Heisei Gunjin Shougi,SFC,JP,ja,,21152
ED-45A020D0ED,Heisei Inu Monogatari Bow Pop'n Smash!!,SFC,JP,ja,,20208
ED-1BBF4EBAD9,Heisei Shin Oni Ga Shima Kouhen,SFC,JP,ja,,10328
ED-1BBF4EBAD9,Heisei Shin Oni Ga Shima Kouhen,SFC,JP,ja,,20568
ED-1BBF4EBAD9,Heisei Shin Oni Ga Shima Kouhen,SFC,JP,ja,,60504
ED-F5BEE267CA,Heisei Shin Oni Ga Shima Zenpen,SFC,JP,ja,,10659
ED-B97737946E,Heisei Shin Onigashima Zenpen,SFC,JP,ja,,37294
ED-523669D03C,Heiwa Pachinko World,SFC,JP,ja,,21906
ED-152033B506,Heiwa Pachinko World 2,SFC,JP,ja,,38764
ED-2D78D5853A,Heiwa Pachinko World 3,SFC,JP,ja,,34721
ED-C03ADE4B7D,Heiwa Parlor! Mini 8 Pachinko Jikki Simulation Game,SFC,JP,ja,,21758
ED-26D9592E6B,Hello! Pac-Man,SFC,JP,ja,,35422
ED-9B4F28AF1C,Heracles no Eikou III Kamigami no Chinmoku,SFC,JP,ja,,9246
ED-9B4F28AF1C,Heracles no Eikou III Kamigami no Chinmoku,SFC,JP,ja,,35387
ED-7D3DF0DBFF,Herakles no Eikou III Kamigami no Chinmoku,SFC,JP,ja,,59677
ED-192A2C344C,Herakles no Eikou IV Kamigami Kara no Okurimono,SFC,JP,ja,,21732
ED-905F35A50B,Hero Senki Project Olympus,SFC,JP,ja,,35427
ED-7180A5876E,Hi no Ouji Yamato Takeru,SFC,JP,ja,,21555
ED-9DFBA96CF2,Higashio Osamu Kanshuu Super Pro Yakyuu Stadium,SFC,JP,ja,,34748
ED-A2A119D10A,Highway Patrol 2,AMIGA,UNK,xx,,29315#4
ED-7964BDDC01,Hiouden Mamono-tachi Tono Chikai,SFC,JP,ja,,21161
ED-7964BDDC01,Hiouden Mamono-tachi Tono Chikai,SFC,JP,ja,,55330
ED-0CF87BAFED,Hiryu no Ken S Hyper Version,SFC,JP,ja,,9218
ED-0CF87BAFED,Hiryu no Ken S Hyper Version,SFC,JP,ja,,35551
ED-ED0B211151,Hiryuu no Ken S Golden Fighter,SFC,JP,ja,,35407
ED-1104D617B6,Hissatsu Pachinko Collection,SFC,JP,ja,,38971
ED-5AB8F90511,Hissatsu Pachinko Collection 2,SFC,JP,ja,,23193
ED-5AB8F90511,Hissatsu Pachinko Collection 2,SFC,JP,ja,,55204
ED-26861B9C40,Hissatsu Pachinko Collection 3,SFC,JP,ja,,34616
ED-56BAA7D52E,Hissatsu Pachinko Collection 4,SFC,JP,ja,,21681
ED-4F6AD7518E,Hisshou 777 Fighter 2 Pachislot Maruhi Jouhou,SFC,JP,ja,,20011
ED-6F67B8246C,Hisshou 777 Fighter III Kokuryuu Ou no Fukkatsu,SFC,GB,ja,,21069
ED-6F67B8246C,Hisshou 777 Fighter III Kokuryuu Ou no Fukkatsu,SFC,JP,ja,,21069
ED-6732F16FD0,Hisshou 777 Three Seven Fighter Pachi-Slot Ryuuguu Densetsu,SFC,JP,ja,,38744
ED-7EA3B56010,Hisshou Pachi-Slot Fun,SFC,JP,ja,,34788
ED-9BB6686969,Hokuto no Ken 5 Tenma Ryuuseiden Ai Zetsu Shou,SFC,JP,ja,,35485
ED-4C655905B4,Hokuto no Ken 6 Gekitou Denshou Ken Haou he no Michi,SFC,JP,ja,,35425
ED-0020A3D616,Hokuto no Ken 6 Gekitou Denshouken Haou e no Michi,SFC,GB,ja,,9203
ED-0020A3D616,Hokuto no Ken 6 Gekitou Denshouken Haou e no Michi,SFC,JP,ja,,9203
ED-04F72DBC41,Hokuto no Ken 7 Seiken Retsuden Denshousha e no Michi,SFC,JP,ja,,34401
ED-307EC22CAE,Hokuto no Ken 7 Seiken Retsuden Denshousha heno Michi,SFC,JP,ja,,9206
ED-D44090BF2B,Holy Striker,SFC,JP,ja,,22398
ED-28F8E67374,Holy Umbrella Dondera no Mubo!!,SFC,JP,ja,,35576
ED-B3E0324665,Home Alone,SFC,JP,ja,,35533
ED-C424EED490,Home Alone Kevin Allein zu Haus,SNES,EU,de,,26635
ED-AD70AE775C,Home Alone Kevin Allein zu Haus,SNES,UNK,xx,,26635
ED-7045A8EF97,Honkaku Mahjong Tetsuman,SFC,JP,ja,,19974
ED-F99D93B73D,Honkaku Mahjong Tetsuman II,SFC,JP,ja,,19973
ED-E917EEECC2,Honkaku Shougi Fuuunji Ryuuou,SFC,JP,ja,,23713
ED-63E1C5A458,Honkakuha Igo Gosei,SFC,JP,ja,,19444
ED-14D322314C,Honke Hanafuda,SFC,JP,ja,,38695
ED-43E8CB55B3,Honke Sankyo Fever 3 Jikki Simulation,SFC,JP,ja,,21580
ED-43E8CB55B3,Honke Sankyo Fever 3 Jikki Simulation,SFC,JP,ja,,55925
ED-B6A7DDEDFA,Honke Sankyo Fever Jikki Simulation,SFC,JP,ja,,22939
ED-B6A7DDEDFA,Honke Sankyo Fever Jikki Simulation,SFC,JP,ja,,55928
ED-F37F1C7C54,Honke Sankyo Fever Jikki Simulation 2,SFC,JP,ja,,35453
ED-A853B11146,Honoo no Doukyuuji Dodge Danpei,SFC,GB,ja,,35483
ED-A853B11146,Honoo no Doukyuuji Dodge Danpei,SFC,JP,ja,,35483
ED-F9AAC1398C,Honoo no Toukyuuji Dodge Danpei,SFC,GB,xx,,10508
ED-F9AAC1398C,Honoo no Toukyuuji Dodge Danpei,SFC,JP,xx,,10508
ED-FCAC45269A,Hook,SFC,JP,ja,,36949
ED-1899278B6D,Hook,SNES,EU,en,,20326
ED-D122DE7ECE,Hook,SNES,UNK,xx,,20326
ED-D122DE7ECE,Hook,SNES,UNK,xx,,26698
ED-15E75015ED,Hook,SNES,US,xx,,26698
ED-65EAAD2146,Hoshi no Kirby 3,SFC,JP,ja,,23263
ED-93C61E52FD,Hoshi no Kirby Super Deluxe,SFC,JP,ja,,37381
ED-8F9DD9BADD,Houkago in Beppin Jogakuin,SFC,GB,ja,,19398
ED-8F9DD9BADD,Houkago in Beppin Jogakuin,SFC,JP,ja,,19398
ED-6639C6F9AB,Hourai Gakuen no Bouken! Tenkousei Scramble,SFC,GB,ja,,20548
ED-6639C6F9AB,Hourai Gakuen no Bouken! Tenkousei Scramble,SFC,JP,ja,,20548
ED-119B5CFB87,"Hudson Soft Super Multitap HC699, 4 player adapter",SNES,EU,xx,,53318
ED-4AD501BAEF,"Hudson Soft Super Multitap HC699, 4 player adapter",SNES,UNK,xx,,53318
ED-C231A301FE,Human Baseball,SFC,JP,ja,,34795
ED-C454BE53AB,Human Grand Prix,SFC,JP,ja,,37194
ED-62F2043C0E,Human Grand Prix II,SFC,JP,ja,,23939
ED-AED44E896F,Human Grand Prix III F1 Triple Battle,SFC,JP,ja,,37236
ED-7DCAC40483,Human Grand Prix IV F1 Dream Battle,SFC,JP,ja,,34659
ED-E64D3B37DD,Hyper Iria,SFC,JP,ja,,38762
ED-F4F60F0084,Hyper Zone,SFC,JP,ja,,9221
ED-F4F60F0084,Hyper Zone,SFC,JP,ja,,34824
ED-AAC89E5DA4,HyperZone,SFC,JP,ja,,66458
ED-3381DE08C1,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",SNES,UNK,xx,,30939
ED-3381DE08C1,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",SNES,UNK,xx,,63172
ED-1836AFE71C,IK+,AMIGA,UNK,xx,,29375#1
ED-D51227F7C4,Idea no Hi,SFC,JP,ja,,21173
ED-57FB64390B,Igo Club,SFC,JP,ja,,34726
ED-0B394E413C,Ihatovo Monogatari,SFC,JP,ja,,19355
ED-BAE02DA05D,Ikari no Yousai,SFC,JP,ja,,21055
ED-BAE02DA05D,Ikari no Yousai,SFC,US,ja,,21055
ED-2C7E22DC63,Illusion of Gaia,SNES,UNK,xx,,37964
ED-E19B24CB3C,Illusion of Gaia,SNES,US,xx,,37964
ED-91633C05C7,Illusion of Time,SNES,EU,de,,53734#1
ED-301A6E46CF,Illusion of Time,SNES,EU,de,,53734#1
ED-91633C05C7,Illusion of Time,SNES,EU,en,,93
ED-91633C05C7,Illusion of Time,SNES,EU,en,,19885
ED-91633C05C7,Illusion of Time,SNES,GB,en,,1854
ED-91633C05C7,Illusion of Time,SNES,GB,xx,,26510
ED-301A6E46CF,Illusion of Time,SNES,GB,xx,,1854
ED-301A6E46CF,Illusion of Time,SNES,GB,xx,,26510
ED-301A6E46CF,Illusion of Time,SNES,UNK,xx,,93
ED-301A6E46CF,Illusion of Time,SNES,UNK,xx,,19885
ED-0667F17CC3,Inazuma Serve da!! Super Beach Volley,SFC,JP,ja,,23155
ED-3CAA2AA464,Indiana Jones Greatest Adventures,SNES,IN,xx,,41644
ED-EA851FB429,Indiana Jones Greatest Adventures,SNES,IN,xx,,41644
ED-3CAA2AA464,Indiana Jones Greatest Adventures,SNES,US,xx,,41644
ED-8184BE4ADD,Indiana Jones and the Last Crusade,AMIGA,IN,xx,,36393
ED-8184BE4ADD,Indiana Jones and the Last Crusade,AMIGA,IN,xx,,36394
ED-8184BE4ADD,Indiana Jones and the Last Crusade,AMIGA,US,xx,,36393
ED-8184BE4ADD,Indiana Jones and the Last Crusade,AMIGA,US,xx,,36394
ED-8584989671,Indiana Jones' Greatest Adventures,SFC,IN,ja,,37025
ED-8584989671,Indiana Jones' Greatest Adventures,SFC,JP,ja,,37025
ED-77E00FD633,Indiana Jones' Greatest Adventures,SNES,IN,en,,26679
ED-77E00FD633,Indiana Jones' Greatest Adventures,SNES,IN,en,,20362
ED-C8491A420E,Indiana Jones' Greatest Adventures,SNES,IN,xx,,20362
ED-C8491A420E,Indiana Jones' Greatest Adventures,SNES,IN,xx,,26679
ED-E22149D5C4,Inindo Way of the Ninja,SNES,UNK,xx,,37963
ED-22A068CE17,Inindo Way of the Ninja,SNES,US,xx,,37963
ED-C9A98CC897,International Superstar Soccer,SNES,WW,en,,26519
ED-C9A98CC897,International Superstar Soccer,SNES,WW,en,,20386
ED-C9A98CC897,International Superstar Soccer,SNES,WW,xx,,40683
ED-C9A98CC897,International Superstar Soccer,SNES,WW,xx,,42702
ED-A1408FE0C1,International Superstar Soccer,SNES,WW,xx,,20386
ED-A1408FE0C1,International Superstar Soccer,SNES,WW,xx,,26519
ED-A1408FE0C1,International Superstar Soccer,SNES,WW,xx,,40683
ED-A1408FE0C1,International Superstar Soccer,SNES,WW,xx,,42702
ED-E819E874F6,International Superstar Soccer Deluxe,SNES,WW,en,,20387
ED-E819E874F6,International Superstar Soccer Deluxe,SNES,WW,xx,,60686
ED-E819E874F6,International Superstar Soccer Deluxe,SNES,WW,xx,,42708
ED-DBE7BF6403,International Superstar Soccer Deluxe,SNES,WW,xx,,20387
ED-DBE7BF6403,International Superstar Soccer Deluxe,SNES,WW,xx,,42708
ED-DBE7BF6403,International Superstar Soccer Deluxe,SNES,WW,xx,,60686
ED-5AF2554139,International Tennis Tour,SFC,JP,ja,,10254
ED-5AF2554139,International Tennis Tour,SFC,JP,ja,,24004
ED-5AF2554139,International Tennis Tour,SFC,WW,ja,,10254
ED-5AF2554139,International Tennis Tour,SFC,WW,ja,,24004
ED-E9C00A0FA3,International Tennis Tour,SNES,WW,en,,26606
ED-6BD16ED9BD,International Tennis Tour,SNES,WW,xx,,26606
ED-86172E4D54,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,SFC,JP,ja,,21584
ED-5D0E5CF4FC,Iron Commando Kotetsu no Senshi,SFC,JP,ja,,35586
ED-753827505A,Iso Zuri Ritou Hen,SFC,JP,ja,,21710
ED-B575DBBF51,Itadaki Street 2 Neon Sign ha Bara Iro ni,SFC,JP,ja,,24247
ED-7ABF68A558,Itoi Shigesato no Bass Tsuri No. 1,SFC,JP,ja,,21869
ED-2A3EBED4AC,Itou Hate Rokudan no Shougi Doujou,SFC,JP,ja,,20884
ED-084983DDD3,Izzy's Quest for the Olympic Rings,SNES,EU,xx,,61149
ED-DB87E9171D,Izzy's Quest for the Olympic Rings,SNES,UNK,xx,,61149
ED-FD5353777E,J League '96 Dream Stadium,SFC,JP,ja,,21876
ED-8E801F6151,J League Soccer Prime Goal,SFC,JP,ja,,9820
ED-8E801F6151,J League Soccer Prime Goal,SFC,JP,ja,,38437
ED-8E801F6151,J League Soccer Prime Goal,SFC,JP,ja,,55671
ED-8E801F6151,J League Soccer Prime Goal,SFC,JP,ja,,55760
ED-3D8FF03A3D,J League Soccer Prime Goal 2,SFC,JP,ja,,10975
ED-3D8FF03A3D,J League Soccer Prime Goal 2,SFC,JP,ja,,37299
ED-3D8FF03A3D,J League Soccer Prime Goal 2,SFC,JP,ja,,55303
ED-3D8FF03A3D,J League Soccer Prime Goal 2,SFC,JP,ja,,59633
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,EU,ja,,10270
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,EU,ja,,10289
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,JP,ja,,10270
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,JP,ja,,10289
ED-32AF13E7A3,J League Soccer Prime Goal 3,SFC,JP,ja,,23710
ED-5C23D67B50,J League Super Soccer,SFC,JP,ja,,10827
ED-5C23D67B50,J League Super Soccer,SFC,JP,ja,,38849
ED-5C23D67B50,J League Super Soccer,SFC,JP,ja,,55748
ED-322FD708C1,J League Super Soccer '95 Jikkyou Stadium,SFC,JP,ja,,55859
ED-FCD28932A5,J. League Excite Stage '94,SFC,JP,ja,,38607
ED-FCD28932A5,J. League Excite Stage '94,SFC,JP,ja,,55248
ED-FCD28932A5,J. League Excite Stage '94,SFC,JP,ja,,55676
ED-F46063BEF8,J. League Excite Stage '95,SFC,JP,ja,,37282
ED-F46063BEF8,J. League Excite Stage '95,SFC,JP,ja,,55634
ED-F46063BEF8,J. League Excite Stage '95,SFC,JP,ja,,55822
ED-1753A38FD4,J. League Excite Stage '96,SFC,JP,ja,,21435
ED-A6C3388E23,J.League Super Soccer '95 Jikkyou Stadium,SFC,JP,ja,,20532
ED-3B82A5EE61,J.R.R. Tolkien's Der Herr der Ringe Volume 1,SNES,DE,de,,68957
ED-3B82A5EE61,J.R.R. Tolkien's Der Herr der Ringe Volume 1,SNES,DE,en,,68957
ED-A11CB27D25,J.R.R. Tolkien's Der Herr der Ringe Volume 1,SNES,UNK,xx,,68957
ED-05DF71290C,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,EU,xx,,300564
ED-7150F43145,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,UNK,xx,,68956
ED-7150F43145,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,UNK,xx,,300564
ED-6920C40B1A,J.R.R. Tolkien's The Lord of the Rings Volume 1,SNES,US,en,,68956
ED-951ED44855,JB The Super Bass,SFC,JP,ja,,21720
ED-6ED4FB1BE4,JWP Joshi Pro Wrestling Pure Wrestle Queens,SFC,JP,ja,,19404
ED-A43DFF3666,Jahangir Khan World Championship Squash,AMIGA,EU,xx,,29333#1
ED-BCB022383B,Jaleco Rally Big Run The Supreme 4WD Challenge,SFC,JP,en,,20059
ED-BCB022383B,Jaleco Rally Big Run The Supreme 4WD Challenge,SFC,JP,ja,,20059
ED-728A284F6E,James Bond Jr,SNES,EU,en,,26611
ED-C64C079288,James Bond Jr,SNES,UNK,xx,,26611
ED-1D99CF5161,Jammes,SFC,JP,ja,,20226
ED-CFD8CB3F71,Janyuuki Gokuu Randa,SFC,GB,ja,,38659
ED-CFD8CB3F71,Janyuuki Gokuu Randa,SFC,JP,ja,,38659
ED-1636D25BF4,Jerry Boy,SFC,JP,ja,,20187
ED-44EF310194,Jester,SNES,UNK,xx,,301597
ED-74114E3898,Jester,SNES,US,xx,,301597
ED-11036602ED,Jet Set Willy,C64,UNK,xx,,28876#3
ED-48E6A3ADC1,Jigsaw Party,SFC,JP,ja,,21117
ED-2F12E8DDBE,Jikkyou Keiba Simulation Stable Star,SFC,JP,ja,,38735
ED-64CE8725B8,Jikkyou Oshaberi Parodius Forever With Me,SFC,JP,ja,,35579
ED-757FD05DF8,Jikkyou Power Pro Wrestling '96 Max Voltage,SFC,JP,ja,,21477
ED-F642F46215,Jikkyou Powerful Pro Yakyuu '94,SFC,JP,ja,,21150
ED-8B44961760,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,SFC,JP,ja,,21359
ED-EF8121847E,Jikkyou Powerful Pro Yakyuu 2,SFC,JP,ja,,34817
ED-EF8121847E,Jikkyou Powerful Pro Yakyuu 2,SFC,JP,ja,,55192
ED-B9E08C1D55,Jikkyou Powerful Pro Yakyuu 3,SFC,JP,ja,,21651
ED-B9E08C1D55,Jikkyou Powerful Pro Yakyuu 3,SFC,JP,ja,,55921
ED-838419D597,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SFC,JP,ja,,23845
ED-2F355005AD,Jikkyou Powerful Pro Yakyuu Basic Ban '98,SFC,JP,ja,,23831
ED-DDD6C4502B,Jikkyou World Soccer 2 Fighting Eleven,SFC,JP,ja,,35517
ED-DDD6C4502B,Jikkyou World Soccer 2 Fighting Eleven,SFC,WW,ja,,35517
ED-646BE802B2,Jikkyou World Soccer Perfect Eleven,SFC,JP,ja,,9220
ED-646BE802B2,Jikkyou World Soccer Perfect Eleven,SFC,JP,ja,,35593
ED-646BE802B2,Jikkyou World Soccer Perfect Eleven,SFC,WW,ja,,9220
ED-646BE802B2,Jikkyou World Soccer Perfect Eleven,SFC,WW,ja,,35593
ED-30D80ECE99,Jimmy Connors Pro Tennis Tour,SFC,JP,ja,,10207
ED-30D80ECE99,Jimmy Connors Pro Tennis Tour,SFC,JP,ja,,34396
ED-F3AB2A4713,Jimmy Connors Pro Tennis Tour,SNES,EU,en,,19870
ED-F3AB2A4713,Jimmy Connors Pro Tennis Tour,SNES,EU,xx,,60672
ED-F3AB2A4713,Jimmy Connors Pro Tennis Tour,SNES,EU,xx,,42333
ED-AC561F0360,Jimmy Connors Pro Tennis Tour,SNES,UNK,xx,,19870
ED-AC561F0360,Jimmy Connors Pro Tennis Tour,SNES,UNK,xx,,42333
ED-AC561F0360,Jimmy Connors Pro Tennis Tour,SNES,UNK,xx,,60672
ED-4013559C09,Jissen Bass Fishing Hisshouhou in USA,SFC,JP,ja,,21473
ED-4013559C09,Jissen Bass Fishing Hisshouhou in USA,SFC,US,ja,,21473
ED-45849D339F,Jissen Kyoutei,SFC,JP,ja,,23158
ED-04DD8CB666,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,SFC,JP,ja,,21583
ED-DB97AC72F0,Jissen Pachinko Hisshouhou! 2,SFC,JP,ja,,21678
ED-F7E50A90FC,Jissen Pachislot Hisshouhou! Twin,SFC,JP,ja,,23351
ED-CF79ADE2BF,Jissen! Mahjong Shinan,SFC,JP,ja,,19439
ED-D0CCB8FD29,Jissen! Pachi-Slot Hisshouhou!,SFC,JP,ja,,38527
ED-D0CCB8FD29,Jissen! Pachi-Slot Hisshouhou!,SFC,JP,ja,,60529
