"edition_id","title_primary","platform"
"CAT-19895","Another World","Nintendo Super Nintendo Entertainment System"
"CAT-19897","Clayfighter","Nintendo Super Nintendo Entertainment System"
"CAT-19898","Lemmings","Nintendo Super Nintendo Entertainment System"
"CAT-19900","Sensible Soccer Europeans Champions","Nintendo Super Nintendo Entertainment System"
"CAT-19902","World Cup Striker","Nintendo Super Nintendo Entertainment System"
"CAT-19903","Stargate","Nintendo Super Nintendo Entertainment System"
"CAT-19904","Kick Off","Nintendo Super Nintendo Entertainment System"
"CAT-19906","Troy Aikman NFL Football","Nintendo Super Nintendo Entertainment System"
"CAT-19907","Nigel Mansell's World Championship","Nintendo Super Nintendo Entertainment System"
"CAT-19908","Daffy Duck The Marvin Missions","Nintendo Super Nintendo Entertainment System"
"CAT-19910","NBA Jam T.E.;NBA Jam: Tournament Edition","Nintendo Super Nintendo Entertainment System"
"CAT-19911","Dino Dini's Soccer","Nintendo Super Nintendo Entertainment System"
"CAT-19912","Puzzle Bobble Bust-A-Move","Nintendo Super Nintendo Entertainment System"
"CAT-19913","Brett Hull Hockey","Nintendo Super Nintendo Entertainment System"
"CAT-19914","Kirby's Fun Pak;Kirby Super Star","Nintendo Super Nintendo Entertainment System"
"CAT-19915","Super Off Road","Nintendo Super Nintendo Entertainment System"
"CAT-19916","Best of the Best Championship Karate","Nintendo Super Nintendo Entertainment System"
"CAT-19917","Donkey Kong Country 2 Diddy's Kong Quest","Nintendo Super Nintendo Entertainment System"
"CAT-19919","Donkey Kong Country 3 Dixie Kong's Double Trouble!","Nintendo Super Nintendo Entertainment System"
"CAT-19920","Legend","Nintendo Super Nintendo Entertainment System"
"CAT-19921","Spider-Man X-Men Arcade's Revenges;Spider-Man and the X-Men in Arcade's Revenge","Nintendo Super Nintendo Entertainment System"
"CAT-19922","Disney's Beauty and the Beast","Nintendo Super Nintendo Entertainment System"
"CAT-19923","Super R-Type","Nintendo Super Nintendo Entertainment System"
"CAT-19924","Super Bomberman","Nintendo Super Nintendo Entertainment System"
"CAT-19925","Disney's Aladdin","Nintendo Super Nintendo Entertainment System"
"CAT-19927","Disney Donald in Maui Mallard","Nintendo Super Nintendo Entertainment System"
"CAT-19928","F1 Pole Position 2","Nintendo Super Nintendo Entertainment System"
"CAT-19929","Lagoon","Nintendo Super Nintendo Entertainment System"
"CAT-19930","Secret of Evermore","Nintendo Super Nintendo Entertainment System"
"CAT-19932","Super Ghouls 'n Ghosts","Nintendo Super Nintendo Entertainment System"
"CAT-19933","Flashback","Nintendo Super Nintendo Entertainment System"
"CAT-19966","Pachinko Monogatari Pachi Slot mo Arudeyo!!;パチンコ物語 パチスロもあるでよ!!","Nintendo Super Famicom"
"CAT-19968","Shien The Blade Chaser;紫炎 ザ・ブレイドチェイサー;Shien's Revenge","Nintendo Super Famicom"
"CAT-19970","Sangokushi III;三國志III;Romance of the Three Kingdoms III Dragon of Destiny","Nintendo Super Famicom"
"CAT-19971","Major Title;メジャータイトル;The Irem Skins Game","Nintendo Super Famicom"
"CAT-19973","Honkaku Mahjong Tetsuman II;本格麻雀 徹萬II","Nintendo Super Famicom"
"CAT-19974","Honkaku Mahjong Tetsuman;本格麻雀 徹萬","Nintendo Super Famicom"
"CAT-19977","Pokonyan! Henpokorin Adventure;ポコニャン! へんぽこりんアドベンチャー","Nintendo Super Famicom"
"CAT-19981","Cameltry;キャメルトライ;On The Ball","Nintendo Super Famicom"
"CAT-19983","Solid Runner;ソリッドランナー","Nintendo Super Famicom"
"CAT-19986","Earth Light;アースライト","Nintendo Super Famicom"
"CAT-19989","First Samurai;ファーストサムライ","Nintendo Super Famicom"
"CAT-19992","JoJo no Kimyou na Bouken;ジョジョの奇妙な冒険;JoJo's Bizarre Adventure","Nintendo Super Famicom"
"CAT-19996","Densetsu no Ogre Battle;伝説のオウガバトル;Ogre Battle The March of the Black Queen","Nintendo Super Famicom"
"CAT-20000","Desert Strike Wangan Sakusen;デザートストライク 湾岸作戦;Desert Strike Return to the Gulf","Nintendo Super Famicom"
"CAT-20005","Mahjong Gokuu Tenjiku;麻雀悟空 天竺","Nintendo Super Famicom"
"CAT-20007","Super Keiba;スーパー競馬","Nintendo Super Famicom"
"CAT-20011","Hisshou 777 Fighter 2 Pachislot Maruhi Jouhou;必勝スリーセブンファイター2 パチスロ秘ヒ情報;必勝777ファイター2 パチスロ秘ヒ情報","Nintendo Super Famicom"
"CAT-20020","Tiny Toon Adventures Dotabata Daiundoukai;タイニー・トゥーン アドベンチャーズ ドタバタ大運動会;Tiny Toon Adventures Wacky Sports Challenge;Tiny Toon Adventures Wild & Wacky Sports","Nintendo Super Famicom"
"CAT-20021","Wizap! Ankoku no Ou;Wizap! ―ウィザップ ～暗黒の王―","Nintendo Super Famicom"
"CAT-20022","Super F1 Circus;スーパー エフワン サーカス","Nintendo Super Famicom"
"CAT-20023","Kouryuuki;項劉記;Rise of the Phoenix","Nintendo Super Famicom"
"CAT-20048","Takahashi Meijin no Daibouken Jima;高橋名人の大冒険島;Super Adventure Island","Nintendo Super Famicom"
"CAT-20049","Romancing SaGa;ロマンシング サ・ガ","Nintendo Super Famicom"
"CAT-20050","Q*bert 3;Qバート;Qbert 3;キューバート3","Nintendo Super Famicom"
"CAT-20051","Super Street Fighter II;スーパーストリートファイターII;Super Street Fighter II The New Challengers","Nintendo Super Famicom"
"CAT-20052","Super Ultra Baseball;スーパーウルトラベースボール;Super Baseball Simulator 1.000","Nintendo Super Famicom"
"CAT-20053","Milandra;ミランドラ","Nintendo Super Famicom"
"CAT-20055","Othello World;オセロワールド","Nintendo Super Famicom"
"CAT-20056","Super Stadium;スーパースタジアム;Nolan Ryan's Baseball","Nintendo Super Famicom"
"CAT-20059","Jaleco Rally Big Run The Supreme 4WD Challenge;Jaleco Rally ビッグラン The Supreme 4WD Challenge","Nintendo Super Famicom"
"CAT-20063","PGA Tour Golf;PGAツアーゴルフ","Nintendo Super Famicom"
"CAT-20094","Super Oozumou Nessen Ooichiban;スーパー大相撲 熱戦大一番","Nintendo Super Famicom"
"CAT-20095","Super Off Road;スーパーオフロード;Ivan ""Ironman"""" Stewart's Super Off Road""","Nintendo Super Famicom"
"CAT-20109","Super Tetris 2 + Bombliss;スーパーテトリス2+ボンブリス","Nintendo Super Famicom"
"CAT-20111","Super Volley 2;スーパーバレーII;Hyper V-Ball","Nintendo Super Famicom"
"CAT-20113","Dragon Ball Z Super Butouden;ドラゴンボールZ 超武闘伝","Nintendo Super Famicom"
"CAT-20114","USA Ice Hockey;ユーエスエーアイスホッケー;Pro Sport Hockey","Nintendo Super Famicom"
"CAT-20118","Dragon Ball Z Super Butouden 2;ドラゴンボールZ 超武闘伝2","Nintendo Super Famicom"
"CAT-20120","Super Famista 4;スーパーファミスタ4","Nintendo Super Famicom"
"CAT-20145","Tsuppari Oozumou Risshin Shusse Hen;つっぱり大相撲 立身出世編","Nintendo Super Famicom"
"CAT-20154","From TV Animation Slam Dunk 2 IH Yosen Kanzenban!!;テレビアニメ スラムダンク2 IH予選完全版!!;From TV Animation スラムダンク2 IH予選完全版!!","Nintendo Super Famicom"
"CAT-20155","Pro Football '93;プロフットボール'93;John Madden Football '93","Nintendo Super Famicom"
"CAT-20156","Uchuu Race Astro Go! Go!;宇宙レース アストロゴー！ゴー！","Nintendo Super Famicom"
"CAT-20157","Final Knockout;ファイナルノックアウト;Boxing Legends of the Ring;Chavez II","Nintendo Super Famicom"
"CAT-20158","Zan II Spirits;斬II スピリッツ","Nintendo Super Famicom"
"CAT-20159","Mahjong Hishouden Naki no Ryuu;麻雀飛翔伝 哭きの竜;Boxing Legends of the Ring;Chavez II","Nintendo Super Famicom"
"CAT-20160","Shodai Nekketsu Kouha Kunio-kun;初代 熱血硬派くにおくん","Nintendo Super Famicom"
"CAT-20163","Super Fire Pro Wrestling X;スーパーファイヤープロレスリングX","Nintendo Super Famicom"
"CAT-20166","Super H.Q. Criminal Chaser;スーパーH.Q. クリミナルチェイサー;Super Chase H.Q.","Nintendo Super Famicom"
"CAT-20171","Super Troll Islands Shiawase o Ageru ❤;スーパートロールアイランド 幸せをあげる❤;Super Troll Islands","Nintendo Super Famicom"
"CAT-20175","Power Soukoban;パワー倉庫番;Power Sokoban","Nintendo Super Famicom"
"CAT-20178","Jungle Wars 2 Kodai Mahou Atimos no Nazo;ジャングルウォーズ2 古代魔法アティモスの謎","Nintendo Super Famicom"
"CAT-20183","Chou Makai Taisen! Dorabotchan;超魔界大戦！どらぼっちゃん;The Twisted Tales of Spike McFang","Nintendo Super Famicom"
"CAT-20184","Aqutallion;アクタリオン;Secret of the Stars","Nintendo Super Famicom"
"CAT-20185","Super Professional Baseball;スーパープロフェッショナルベースボール;Super Bases Loaded","Nintendo Super Famicom"
"CAT-20187","Jerry Boy;ジェリーボーイ;Smart Ball","Nintendo Super Famicom"
"CAT-20188","F-1 Grand Prix Part III;F-1グランプリ Part III","Nintendo Super Famicom"
"CAT-20189","Ashita no Joe;あしたのジョー","Nintendo Super Famicom"
"CAT-20190","Pachinko Wars;パチンコウォーズ","Nintendo Super Famicom"
"CAT-20191","Light Fantasy;ライトファンタジー","Nintendo Super Famicom"
"CAT-20203","Air Management Oozora ni Kakeru;エアーマネジメント 大空に賭ける;Aerobiz","Nintendo Super Famicom"
"CAT-20204","Mutant Fighters Death Brade;Mutant Fighters デスブレイド;Mutant Fighter","Nintendo Super Famicom"
"CAT-20205","F-1 Grand Prix;F-1グランプリ","Nintendo Super Famicom"
"CAT-20208","Heisei Inu Monogatari Bow Pop'n Smash!!;平成イヌ物語バウ ポップンスマッシュ!!","Nintendo Super Famicom"
"CAT-20209","Super Formation Soccer;スーパーフォーメーションサッカー;Super Soccer","Nintendo Super Famicom"
"CAT-20212","Go! Go! Dodge League;ゴー！ゴー！ ドッジリーグ","Nintendo Super Famicom"
"CAT-20217","Battle Commander Hachibushuu Shura no Heihou;バトルコマンダー 八武衆、修羅の兵法","Nintendo Super Famicom"
"CAT-20218","Top Racer;トップレーサー;Top Gear","Nintendo Super Famicom"
"CAT-20219","Super Tennis World Circuit;スーパーテニス ワールドサーキット;Super Tennis","Nintendo Super Famicom"
"CAT-20221","Ranma ½ Chougi Rambuhen;らんま1/2 超技乱舞篇","Nintendo Super Famicom"
"CAT-20226","Jammes;ジャムズ","Nintendo Super Famicom"
"CAT-20229","Arabian Nights Sabaku no Seirei Ou;アラビアンナイト 〜砂漠の精霊王〜","Nintendo Super Famicom"
"CAT-20231","The Flintstones The Treasure of Sierra Madrock;ザ・フリントストーン トレジャー オブ シェラマッドロック","Nintendo Super Famicom"
"CAT-20236","Onizuka Katsuya Super Virtual Boxing ma Kentou Ou Densetsu;鬼塚勝也スーパーヴァーチャルボクシング 〜真拳闘王伝説〜","Nintendo Super Famicom"
"CAT-20237","Neugier Umi to Kaze no Kodou;ノイギーア〜海と風の鼓動〜","Nintendo Super Famicom"
"CAT-20238","Dynamic Stadium;ダイナミック スタジアム","Nintendo Super Famicom"
"CAT-20241","Populous II Trials of the Olympian Gods;ポピュラスII Trials of the Olympoan Gods;ポピュラス2;Populous 2 Trials of the Olympian Gods","Nintendo Super Famicom"
"CAT-20242","Psycho Dream;サイコドリーム","Nintendo Super Famicom"
"CAT-20246","Super Bowling;スーパーボウリング","Nintendo Super Famicom"
"CAT-20280","Daibakushou Jinsei Gekijou;大爆笑　人生劇場","Nintendo Super Famicom"
"CAT-20281","SimCity ;シムシティ","Nintendo Super Famicom"
"CAT-20282","Asameshimae Nyanko;あさめしまえにゃんこ","Nintendo Super Famicom"
"CAT-20283","Yuuyu no Quiz de Go! Go!;ゆうゆのクイズでＧＯ！ＧＯ！","Nintendo Super Famicom"
"CAT-20284","Ultima VI Itsuwari no Yogensha;ウルティマ VI 〜偽りの予言者〜;Ultima VI The False Prophet;Ultima 6","Nintendo Super Famicom"
"CAT-20285","Europe Sensen;ヨーロッパ戦線;Operation Europe Path to Victory","Nintendo Super Famicom"
"CAT-20286","Daisenryaku Expert;大戦略エキスパート;Great Strategy Expert","Nintendo Super Famicom"
"CAT-20287","Pro Football;プロフットボール;John Madden Football","Nintendo Super Famicom"
"CAT-20288","Dungeon Master;ダンジョンマスター","Nintendo Super Famicom"
"CAT-20289","Dream Maze Yume Meikyuu Kigurumi Daibouken;どりいむめいず 夢迷宮きぐるみ大冒険","Nintendo Super Famicom"
"CAT-20290","Super Hanafuda;スーパー花札","Nintendo Super Famicom"
"CAT-20309","NBA Live 97","Nintendo Super Nintendo Entertainment System"
"CAT-20310","FIFA 97","Nintendo Super Nintendo Entertainment System"
"CAT-20312","FIFA Soccer 96","Nintendo Super Nintendo Entertainment System"
"CAT-20313","FIFA Road to World Cup 98","Nintendo Super Nintendo Entertainment System"
"CAT-20314","NBA Live 96","Nintendo Super Nintendo Entertainment System"
"CAT-20316","NBA Jam","Nintendo Super Nintendo Entertainment System"
"CAT-20317","NHLPA Hockey '93","Nintendo Super Nintendo Entertainment System"
"CAT-20319","NHL Hockey '94;NHL '94","Nintendo Super Nintendo Entertainment System"
"CAT-20321","NHL 95","Nintendo Super Nintendo Entertainment System"
"CAT-20322","NHL 96","Nintendo Super Nintendo Entertainment System"
"CAT-20323","NHL 97","Nintendo Super Nintendo Entertainment System"
"CAT-20324","Goof Troop","Nintendo Super Nintendo Entertainment System"
"CAT-20325","Young Merlin","Nintendo Super Nintendo Entertainment System"
"CAT-20326","Hook","Nintendo Super Nintendo Entertainment System"
"CAT-20327","Skyblazer","Nintendo Super Nintendo Entertainment System"
"CAT-20328","Seaquest DSV","Nintendo Super Nintendo Entertainment System"
"CAT-20329","Rise of the Robots","Nintendo Super Nintendo Entertainment System"
"CAT-20330","World League Basketball;NCAA Basketball","Nintendo Super Nintendo Entertainment System"
"CAT-20331","Realm","Nintendo Super Nintendo Entertainment System"
"CAT-20332","Val d'Isere Championship","Nintendo Super Nintendo Entertainment System"
"CAT-20334","The Adventures of Mighty Max","Nintendo Super Nintendo Entertainment System"
"CAT-20337","Barkley Shut Up and Jam!","Nintendo Super Nintendo Entertainment System"
"CAT-20339","Clay Fighter 2 Judgment Clay","Nintendo Super Nintendo Entertainment System"
"CAT-20340","Ultimate Mortal Kombat 3","Nintendo Super Nintendo Entertainment System"
"CAT-20342","Battletoads in Battlemaniacs","Nintendo Super Nintendo Entertainment System"
"CAT-20347","Power Rangers","Nintendo Super Nintendo Entertainment System"
"CAT-20349","Bugs Bunny Rabbit Rampage","Nintendo Super Nintendo Entertainment System"
"CAT-20350","Super SWIV","Nintendo Super Nintendo Entertainment System"
"CAT-20351","Final Fight","Nintendo Super Nintendo Entertainment System"
"CAT-20352","Tetris Attack","Nintendo Super Nintendo Entertainment System"
"CAT-20353","Judge Dredd","Nintendo Super Nintendo Entertainment System"
"CAT-20355","Exhaust Heat","Nintendo Super Nintendo Entertainment System"
"CAT-20357","Tiny Toon Adventures Buster Busts Loose!","Nintendo Super Nintendo Entertainment System"
"CAT-20358","Axelay","Nintendo Super Nintendo Entertainment System"
"CAT-20359","Taikyoku Igo Goliath;対局囲碁ゴライアス","Nintendo Super Famicom"
"CAT-20360","Astérix","Nintendo Super Nintendo Entertainment System"
"CAT-20362","Indiana Jones' Greatest Adventures","Nintendo Super Nintendo Entertainment System"
"CAT-20363","Tecmo Super NBA Basketball;テクモスーパーNBAバスケットボール","Nintendo Super Famicom"
"CAT-20364","Super Putty","Nintendo Super Nintendo Entertainment System"
"CAT-20365","Darius Twin","Nintendo Super Nintendo Entertainment System"
"CAT-20367","Marvel Super Heroes in War of the Gems","Nintendo Super Nintendo Entertainment System"
"CAT-20370","The Addams Family","Nintendo Super Nintendo Entertainment System"
"CAT-20371","Accele Brid;アクセルブリッド","Nintendo Super Famicom"
"CAT-20373","Ms. Pac-Man","Nintendo Super Nintendo Entertainment System"
"CAT-20374","Alien 3","Nintendo Super Nintendo Entertainment System"
"CAT-20375","Trinea;トリネア","Nintendo Super Famicom"
"CAT-20376","The Smurfs","Nintendo Super Nintendo Entertainment System"
"CAT-20377","Super Mario World 2 Yoshi's Island","Nintendo Super Nintendo Entertainment System"
"CAT-20379","Mortal Kombat","Nintendo Super Nintendo Entertainment System"
"CAT-20380","Mortal Kombat II;Mortal Kombat 2","Nintendo Super Nintendo Entertainment System"
"CAT-20381","Mortal Kombat 3;Mortal Kombat III","Nintendo Super Nintendo Entertainment System"
"CAT-20382","Blazing Skies","Nintendo Super Nintendo Entertainment System"
"CAT-20383","X-Kaliber 2097","Nintendo Super Nintendo Entertainment System"
"CAT-20384","Takeda Nobuhiro no Super League Soccer;武田修宏のスーパーリーグサッカー","Nintendo Super Famicom"
"CAT-20385","Winter Gold","Nintendo Super Nintendo Entertainment System"
"CAT-20386","International Superstar Soccer","Nintendo Super Nintendo Entertainment System"
"CAT-20387","International Superstar Soccer Deluxe","Nintendo Super Nintendo Entertainment System"
"CAT-20388","Soul Blazer","Nintendo Super Nintendo Entertainment System"
"CAT-20390","Mega Man X","Nintendo Super Nintendo Entertainment System"
"CAT-20391","NBA Pro Basketball '94 Bulls vs Suns;NBAプロバスケットボール'94 ブルズVSサンズ;NBA Showdown","Nintendo Super Famicom"
"CAT-20392","Super Bomberman 2","Nintendo Super Nintendo Entertainment System"
"CAT-20394","Super Castlevania IV","Nintendo Super Nintendo Entertainment System"
"CAT-20395","Castlevania Vampire's Kiss","Nintendo Super Nintendo Entertainment System"
"CAT-20397","FIFA International Soccer;FIFA インターナショナル・サッカー","Nintendo Super Famicom"
"CAT-20398","Super Probotector Alien Rebels;Contra III: The Alien Wars","Nintendo Super Nintendo Entertainment System"
"CAT-20399","X Zone;X-Zone","Nintendo Super Nintendo Entertainment System"
"CAT-20403","The Pink Panther;ザピンクパンサー;Pink Goes to Hollywood;The Pink Panther in Pink Goes to Hollywood","Nintendo Super Famicom"
"CAT-20404","Venom • Spider-Man Separation Anxiety;Venom/Spider-Man: Separation Anxiety","Nintendo Super Nintendo Entertainment System"
"CAT-20405","Araiguma Rascal;あらいぐまラスカル;Rascal the Raccoon","Nintendo Super Famicom"
"CAT-20406","Teenage Mutant Hero Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles IV: Turtles in Time","Nintendo Super Nintendo Entertainment System"
"CAT-20407","Shadowrun","Nintendo Super Nintendo Entertainment System"
"CAT-20408","Street Fighter II","Nintendo Super Nintendo Entertainment System"
"CAT-20409","Harvest Moon","Nintendo Super Nintendo Entertainment System"
"CAT-20410","Breath of Fire II","Nintendo Super Nintendo Entertainment System"
"CAT-20411","Super Smash T.V.;Smash TV","Nintendo Super Nintendo Entertainment System"
"CAT-20412","Secret of Mana","Nintendo Super Nintendo Entertainment System"
"CAT-20413","Pocky & Rocky","Nintendo Super Nintendo Entertainment System"
"CAT-20414","Demolition Man","Nintendo Super Nintendo Entertainment System"
"CAT-20415","Jurassic Park Part 2: The Chaos Continues;Jurassic Park 2: The Chaos Continues","Nintendo Super Nintendo Entertainment System"
"CAT-20416","Tiny Toon Adventures Wild & Wacky Sports;Tiny Toon Adventures: Wacky Sports Challenge","Nintendo Super Nintendo Entertainment System"
"CAT-20417","Ardy Lightfoot","Nintendo Super Nintendo Entertainment System"
"CAT-20418","Starwing;Star Fox","Nintendo Super Nintendo Entertainment System"
"CAT-20431","Midway Presents Arcade's Greatest Hits The Atari Collection 1","Nintendo Super Nintendo Entertainment System"
"CAT-20434","Battletoads Double Dragon;Battletoads & Double Dragon","Nintendo Super Nintendo Entertainment System"
"CAT-20436","Tintin in Tibet","Nintendo Super Nintendo Entertainment System"
"CAT-20438","Yogi Bear's Cartoon Capers;Adventures of Yogi Bear","Nintendo Super Nintendo Entertainment System"
"CAT-20521","2020 Nen Super Baseball;2020年スーパーベースボール;Super Baseball 2020","Nintendo Super Famicom"
"CAT-20523","Lennus Kodai Kikai no Kioku;レナス 古代機械の記憶;Paladin's Quest","Nintendo Super Famicom"
"CAT-20525","Dimension Force;ディメンションフォース;D-Force","Nintendo Super Famicom"
"CAT-20528","Battle Dodgeball;バトルドッジボール","Nintendo Super Famicom"
"CAT-20532","J.League Super Soccer '95 Jikkyou Stadium;Jリーグスーパーサッカー'95 実況スタジアム","Nintendo Super Famicom"
"CAT-20535","Leading Company;リーディングカンパニー","Nintendo Super Famicom"
"CAT-20541","SimEarth The Living Planet;シムアース The Living Planet","Nintendo Super Famicom"
"CAT-20544","Makeruna! Makendou;負けるな!魔剣道;Kendo Rage","Nintendo Super Famicom"
"CAT-20547","Exhaust Heat II;エキゾースト・ヒートII;F1-ROC II Race of Champions","Nintendo Super Famicom"
"CAT-20548","Hourai Gakuen no Bouken! Tenkousei Scramble;蓬莱学園の冒険！転校生スクランブル;The Adventure of Hourai High School","Nintendo Super Famicom"
"CAT-20563","Yokoyama Mitsuteru Sangokushi;横山光輝三国志","Nintendo Super Famicom"
"CAT-20564","Kikou Keisatsu Metal Jack;機甲警察メタルジャック;Armored Police Metal Jack","Nintendo Super Famicom"
"CAT-20566","NHL Pro Hockey '94;NHLプロホッケー'94;NHL '94","Nintendo Super Famicom"
"CAT-20567","Air Management II Koukuu Ou o Mezase;エアーマネジメントII 航空王をめざせ;Aerobiz Supersonic","Nintendo Super Famicom"
"CAT-20568","Heisei Shin Oni Ga Shima Kouhen;平成 新・鬼ヶ島 後編;Heisei Shin Oni Ga Shima Part 2","Nintendo Super Famicom"
"CAT-20569","Final Fantasy IV Easy Type;ファイナルファンタジーIV イージータイプ;Final Fantasy II","Nintendo Super Famicom"
"CAT-20570","Super Fire Pro Wrestling;スーパーファイヤープロレスリング","Nintendo Super Famicom"
"CAT-20571","Super Dunk Shot;スーパーダンクショット;NCAA Basketball;World League Basketball","Nintendo Super Famicom"
"CAT-20572","Gdleen;ガデュリン;Gadurin;Gadyurin;GD Leen","Nintendo Super Famicom"
"CAT-20578","F-1 Grand Prix Part II;F-1 グランプリ パート Part II;F-1 Grand Prix Part 2","Nintendo Super Famicom"
"CAT-20580","Takemiya Masaki Kudan no Igo Taishou;武宮正樹九段の囲碁大将","Nintendo Super Famicom"
"CAT-20583","Harapeko Bakka;はらぺこバッカ;Hungry Dinosaurs","Nintendo Super Famicom"
"CAT-20585","Super Dunk Star;スーパーダンクスター","Nintendo Super Famicom"
"CAT-20592","Zico Soccer;ジーコ サッカー","Nintendo Super Famicom"
"CAT-20594","The Combatribes;ザ・コンバットライブス","Nintendo Super Famicom"
"CAT-20596","Wondrous Magic;ワンダラスマジック","Nintendo Super Famicom"
"CAT-20613","Super Koukou Yakyuu Ichikyuu Jikkon;スーパー高校野球 一球入魂;Super Koukou Baseball Ichikyuu Jikkon","Nintendo Super Famicom"
"CAT-20616","Dark Kingdom;ダークキングダム","Nintendo Super Famicom"
"CAT-20620","Taiketsu!! Brass Numbers;対決！！ブラスナンバーズ;Doomsday Warrior","Nintendo Super Famicom"
"CAT-20691","Hebereke no Popuun;へべれけのぽぷーん;Hebereke's Popoon","Nintendo Super Famicom"
"CAT-20702","Magic Johnson no Super Slam Dunk;マジックジョンソンのノスーパースラムダンク;Super Slam Dunk","Nintendo Super Famicom"
"CAT-20703","Bishin Densetsu Zoku;美神伝説 Ｚｏｋｕ;Zoku The Legend of Bishin","Nintendo Super Famicom"
"CAT-20706","Derby Stallion II;ダービースタリオンII","Nintendo Super Famicom"
"CAT-20708","Virtual Bart;バーチャルバート","Nintendo Super Famicom"
"CAT-20726","Ultra Baseball Jitsumei Ban 2;ウルトラベースボール実名版2","Nintendo Super Famicom"
"CAT-20863","Super Soukoban;スーパー倉庫番;Super Sokoban","Nintendo Super Famicom"
"CAT-20869","Super Loopz;スーパーループス","Nintendo Super Famicom"
"CAT-20874","Pachi Slot Kenkyuu;パチスロ 研究","Nintendo Super Famicom"
"CAT-20878","Bishoujo Wrestler Retsuden Blizzard Yuki Rannyuu!!;美少女レスラー列伝ブリザードYuki乱入!!","Nintendo Super Famicom"
"CAT-20880","Nigel Mansell's F-1 Challenge;ナイジェル・マンセル Ｆ１チャレンジ;Nigel Mansell's World Championship Racing;Nigel Mansell's World Championship","Nintendo Super Famicom"
"CAT-20881","Tetris Flash;テトリスフラッシュ;Tetris 2","Nintendo Super Famicom"
"CAT-20882","Septentrion;セプテントリオン;SOS","Nintendo Super Famicom"
"CAT-20883","The Shinri Game Akuma no Kokoroji;The 心理ゲーム 悪魔のココロジー","Nintendo Super Famicom"
"CAT-20884","Itou Hate Rokudan no Shougi Doujou;伊藤果六段の将棋道場","Nintendo Super Famicom"
"CAT-20885","Bastard!! Ankoku no Hakaishin;バスタード!! -暗黒の破壊神-","Nintendo Super Famicom"
"CAT-20886","Super Family Tennis;スーパーファミリーテニス;Smash Tennis","Nintendo Super Famicom"
"CAT-20887","Ranma ½ Bakuretsu Rantouhen;らんま1/2 爆烈乱闘篇;Ranma ½ Hard Battle","Nintendo Super Famicom"
"CAT-20888","R.P.M.Racing;アールピーエムレーシング;RPM Racing;Radical Psycho Machine Racing","Nintendo Super Famicom"
"CAT-20889","Fighting Baseball;ファイティングベースボール;MLBPA Baseball","Nintendo Super Famicom"
"CAT-20890","Utopia;ユートピア;Utopia The Creation of a Nation","Nintendo Super Famicom"
"CAT-20891","Metal Max 2;メタルマックス2","Nintendo Super Famicom"
"CAT-20892","Pinball Pinball;ピンボール ピンボール;Pinball Dreams","Nintendo Super Famicom"
"CAT-20893","NBA All-Star Challenge;NBAオールスターチャレンジ","Nintendo Super Famicom"
"CAT-21054","Kabuki Chou Reach Mahjong Toupuusen;歌舞伎町 リーチ麻雀 東風戦","Nintendo Super Famicom"
"CAT-21055","Ikari no Yousai;怒りの要塞;Operation Logic Bomb The Ultimate Search & Destroy","Nintendo Super Famicom"
"CAT-21056","Yuujin Janjuu Gakuen;遊人 雀獣学園","Nintendo Super Famicom"
"CAT-21057","Thunderbirds Kokusai Kyuujotai Juudou Seyo!!;サンダーバード 国際救助隊出撃せよ！！;Gerry Anderson's Thunderbirds","Nintendo Super Famicom"
"CAT-21058","Koutetsu no Kishi 2 Sabaku no Rommel Shougun;鋼鉄の騎士2 砂漠のロンメル軍団","Nintendo Super Famicom"
"CAT-21067","Kunio no Oden;くにおのおでん","Nintendo Super Famicom"
"CAT-21068","Battle Zeque Den;バトル ゼクウ 伝;バトル Zeque 伝","Nintendo Super Famicom"
"CAT-21069","Hisshou 777 Fighter III Kokuryuu Ou no Fukkatsu;必勝777 FIGHTER III 黒竜王の復活","Nintendo Super Famicom"
"CAT-21088","Super Uno;スーパーUNO","Nintendo Super Famicom"
"CAT-21093","World Heroes 2;ワールドヒーローズ2","Nintendo Super Famicom"
"CAT-21095","Space Bazooka;スペースバズーカ;Battle Clash","Nintendo Super Famicom"
"CAT-21102","Super Puyo Puyo;す〜ぱ〜ぷよぷよ;Kirby's Avalanche;Kirby's Ghost Trap","Nintendo Super Famicom"
"CAT-21105","Keiba Eight 8 Special Hi Baken Kounyuu Jutsu;競馬エイト8スペシャル 秘 馬券購入術","Nintendo Super Famicom"
"CAT-21108","Tom to Jerry;トムとジェリー;Tom and Jerry;Tom & Jerry","Nintendo Super Famicom"
"CAT-21110","Xak The Art of Visual Stage;サーク The Art of Visual Stage","Nintendo Super Famicom"
"CAT-21112","Dai Bakushou Jinsei Gekijou Dokidoki Seishun Hen;大爆笑 人生劇場 〜ドキドキ青春編〜","Nintendo Super Famicom"
"CAT-21116","Super Battletank;スーパーバトルタンク;Garry Kitchen's Super Battletank War in the Gulf","Nintendo Super Famicom"
"CAT-21117","Jigsaw Party;ジグソーパ〜ティ〜;Pieces","Nintendo Super Famicom"
"CAT-21123","Fire Pro Joshi All Star Dream Slam;ファイプロ女子 オールスタードリームスラム","Nintendo Super Famicom"
"CAT-21125","Andre Agassi Tennis;アンドレ・アガシ テニス","Nintendo Super Famicom"
