"edition_id","title_primary","platform"
"CAT-26689","Best of the Best Championship Karate;Super Kick Boxing","Nintendo Super Nintendo Entertainment System"
"CAT-26692","RoboCop 3","Nintendo Super Nintendo Entertainment System"
"CAT-26693","World Heroes","Nintendo Super Nintendo Entertainment System"
"CAT-26695","Chuck Rock","Nintendo Super Nintendo Entertainment System"
"CAT-26696","Bram Stoker's Dracula","Nintendo Super Nintendo Entertainment System"
"CAT-26698","Hook","Nintendo Super Nintendo Entertainment System"
"CAT-26700","F-Zero","Nintendo Super Nintendo Entertainment System"
"CAT-26702","Super Smash T.V.;Super Smash TV","Nintendo Super Nintendo Entertainment System"
"CAT-26705","Joe & Mac;Joe & Mac Caveman Ninja;Joe and Mac","Nintendo Super Nintendo Entertainment System"
"CAT-26706","Chrono Trigger","Nintendo Super Nintendo Entertainment System"
"CAT-26707","Darius Twin","Nintendo Super Nintendo Entertainment System"
"CAT-26737","Fatal Fury","Nintendo Super Nintendo Entertainment System"
"CAT-26738","Cyber Spin","Nintendo Super Nintendo Entertainment System"
"CAT-26739","Cool World","Nintendo Super Nintendo Entertainment System"
"CAT-26740","The Lion King","Nintendo Super Nintendo Entertainment System"
"CAT-26741","The Rocketeer","Nintendo Super Nintendo Entertainment System"
"CAT-26742","Alien 3;Alien³","Nintendo Super Nintendo Entertainment System"
"CAT-26743","Mega Man & Bass;Mega Man and Bass","Nintendo Super Nintendo Entertainment System"
"CAT-26744","Retro City Rampage DX","Nintendo Super Nintendo Entertainment System"
"CAT-26954","NBA Live 96","Nintendo Super Nintendo Entertainment System"
"CAT-26955","Foreman for Real","Nintendo Super Nintendo Entertainment System"
"CAT-26957","Super Tennis;Super Tennis World Circuit","Nintendo Super Nintendo Entertainment System"
"CAT-26958","Super Castlevania IV;Super Castlevania 4","Nintendo Super Nintendo Entertainment System"
"CAT-26959","Cliffhanger","Nintendo Super Nintendo Entertainment System"
"CAT-26960","Astérix & Obélix;Astérix and Obélix","Nintendo Super Nintendo Entertainment System"
"CAT-26961","Super Mario All-Stars","Nintendo Super Nintendo Entertainment System"
"CAT-26962","Secret of Mana","Nintendo Super Nintendo Entertainment System"
"CAT-26963","Super SWIV","Nintendo Super Nintendo Entertainment System"
"CAT-26964","Krusty's Super Fun House;Krusty World","Nintendo Super Nintendo Entertainment System"
"CAT-26965","Sullivan Bluth Presents Dragon's Lair","Nintendo Super Nintendo Entertainment System"
"CAT-26966","Vortex","Nintendo Super Nintendo Entertainment System"
"CAT-26967","Star Trek Starfleet Academy Starship Bridge Simulator","Nintendo Super Nintendo Entertainment System"
"CAT-26968","The Legend of Zelda A Link to the Past","Nintendo Super Nintendo Entertainment System"
"CAT-26969","Blazing Skies;Wings 2 Aces High","Nintendo Super Nintendo Entertainment System"
"CAT-26970","U.N. Squadron;UN Squadron","Nintendo Super Nintendo Entertainment System"
"CAT-26971","The Simpsons Bart's Nightmare","Nintendo Super Nintendo Entertainment System"
"CAT-26972","Mario Paint","Nintendo Super Nintendo Entertainment System"
"CAT-26973","Street Fighter II;Street Fighter II The World Warrior;Street Fighter 2 The World Warrior","Nintendo Super Nintendo Entertainment System"
"CAT-26975","Desert Strike Return to the Gulf","Nintendo Super Nintendo Entertainment System"
"CAT-26976","Yogi Bear's Cartoon Capers;Adventures of Yogi Bear","Nintendo Super Nintendo Entertainment System"
"CAT-26977","Mortal Kombat","Nintendo Super Nintendo Entertainment System"
"CAT-26978","Daffy Duck The Marvin Missions","Nintendo Super Nintendo Entertainment System"
"CAT-26979","The Flintstones The Treasure of Sierra Madrock","Nintendo Super Nintendo Entertainment System"
"CAT-26980","True Lies","Nintendo Super Nintendo Entertainment System"
"CAT-26981","Killer Instinct","Nintendo Super Nintendo Entertainment System"
"CAT-26982","Cutthroat Island","Nintendo Super Nintendo Entertainment System"
"CAT-26983","Lagoon","Nintendo Super Nintendo Entertainment System"
"CAT-26984","RoboCop Versus The Terminator;RoboCop vs The Terminator;RoboCop vs. The Terminator","Nintendo Super Nintendo Entertainment System"
"CAT-26985","SeaQuest DSV;Sea Quest DSV","Nintendo Super Nintendo Entertainment System"
"CAT-26986","King Arthur's World","Nintendo Super Nintendo Entertainment System"
"CAT-26987","Another World;Out of This World;Outer World","Nintendo Super Nintendo Entertainment System"
"CAT-26990","Disney's Aladdin;Aladdin","Nintendo Super Nintendo Entertainment System"
"CAT-26991","Young Merlin","Nintendo Super Nintendo Entertainment System"
"CAT-26992","NHL 95","Nintendo Super Nintendo Entertainment System"
"CAT-26993","Blackhawk;Blackthorne","Nintendo Super Nintendo Entertainment System"
"CAT-26994","Mighty Morphin Power Rangers","Nintendo Super Nintendo Entertainment System"
"CAT-27012","The Lost Vikings","Nintendo Super Nintendo Entertainment System"
"CAT-27013","Gods","Nintendo Super Nintendo Entertainment System"
"CAT-27014","World Cup USA 94;World Cup USA '94","Nintendo Super Nintendo Entertainment System"
"CAT-27015","Best of the Best Championship Karate;Super Kick Boxing","Nintendo Super Nintendo Entertainment System"
"CAT-27017","Tintin i Tibet;Tintin in Tibet","Nintendo Super Nintendo Entertainment System"
"CAT-27018","Super Bomberman 2","Nintendo Super Nintendo Entertainment System"
"CAT-27019","Val d'Isere Championship;Tommy Moe's Winter Extreme Skiing and Snowboarding","Nintendo Super Nintendo Entertainment System"
"CAT-27020","Axelay","Nintendo Super Nintendo Entertainment System"
"CAT-27021","Dragon The Bruce Lee Story","Nintendo Super Nintendo Entertainment System"
"CAT-27022","The Pagemaster","Nintendo Super Nintendo Entertainment System"
"CAT-27023","Stargate","Nintendo Super Nintendo Entertainment System"
"CAT-27026","Disney's The Jungle Book","Nintendo Super Nintendo Entertainment System"
"CAT-29365","Power Piggs of the Dark Age","Nintendo Super Nintendo Entertainment System"
"CAT-30481","Super Hydorah","Nintendo Super Nintendo Entertainment System"
"CAT-34379","Super Hockey '94;スーパーホッケー '94;Super Ice Hockey","Nintendo Super Famicom"
"CAT-34380","The Great Battle Gaiden 2 Matsuri da Wasshoi;ザ・グレイトバトル外伝2 祭りだワッショイ","Nintendo Super Famicom"
"CAT-34381","Super Formation Soccer 95 della Serie A;スーパーフォーメーションサッカー95 della セリエA","Nintendo Super Famicom"
"CAT-34382","Nitropunks Mightheads;ニトロパンクス マイトヘッズ;Rocky Rodent","Nintendo Super Famicom"
"CAT-34383","Cool Spot;クールスポット","Nintendo Super Famicom"
"CAT-34384","Dokuritsu Sensou Liberty Or Death;独立戦争リバティ・オア・デス;Liberty or Death","Nintendo Super Famicom"
"CAT-34385","Super Famista 2;スーパーファミスタ2","Nintendo Super Famicom"
"CAT-34386","Ancient Magic Bazoo! Mahou Sekai;Ancient Magic バズー! 魔法世界","Nintendo Super Famicom"
"CAT-34387","Crayon Shin-chan Arashi wo Yobu Enji;クレヨンしんちゃん ""嵐を呼ぶ園児""""""","Nintendo Super Famicom"
"CAT-34388","Plok!;プロック","Nintendo Super Famicom"
"CAT-34389","SD Kidou Senshi Gundam 2;SD機動戦士ガンダム2","Nintendo Super Famicom"
"CAT-34390","Dharma Doujou;だるま道場;Daruma Doujou","Nintendo Super Famicom"
"CAT-34391","Bakumatsu Kourinden Oni;幕末降臨伝 Oni","Nintendo Super Famicom"
"CAT-34392","The Great Battle 3;ザ・グレイトバトルIII","Nintendo Super Famicom"
"CAT-34393","New 3D Golf Simulation Devil's Course;New 3D Golf Simulation デビルズコース;True Golf Classics Wicked 18","Nintendo Super Famicom"
"CAT-34394","Monster Maker III Hikari no Majyutsushi;モンスターメーカーIII 光の魔術士;Monster Maker 3 Hikari no Majyutsushi","Nintendo Super Famicom"
"CAT-34395","Brain Lord;ブレインロード","Nintendo Super Famicom"
"CAT-34396","Jimmy Connors Pro Tennis Tour;ジミーコナーズのプロテニスツアー","Nintendo Super Famicom"
"CAT-34397","Alcahest;アルカエスト","Nintendo Super Famicom"
"CAT-34398","Dolucky no Kusayakiu;ドラッキーの草やきう","Nintendo Super Famicom"
"CAT-34399","Sword World SFC 2 Inishie no Kyojin Densetsu;ソードワールドSFC2 いにしえの巨人伝説","Nintendo Super Famicom"
"CAT-34400","First Queen Ornic Senki;ファーストクイーン オルニック戦記","Nintendo Super Famicom"
"CAT-34401","Hokuto no Ken 7 Seiken Retsuden Denshousha e no Michi;北斗の拳７ 聖拳列伝 伝承者への道","Nintendo Super Famicom"
"CAT-34404","Bing Bing! Bingo;ビンビン！ビンゴ","Nintendo Super Famicom"
"CAT-34405","Kikuni Masahiko no Jantoushi Dora Ou 2;喜国雅彦の雀闘士 銅鑼王2","Nintendo Super Famicom"
"CAT-34406","Street Fighter II","Nintendo Super Nintendo Entertainment System"
"CAT-34407","Kamen Rider Kyoufu! Fukkatsu no Shokkaa Gundan!!;仮面ライダー 恐怖！復活のショッカー軍団！！","Nintendo Super Famicom"
"CAT-34408","Space Funky B.O.B.;スペースファンキーB.O.B.;B.O.B.","Nintendo Super Famicom"
"CAT-34409","Super Gussun Oyoyo 2;すーぱーぐっすんおよよ2","Nintendo Super Famicom"
"CAT-34410","Super Kyuukyoku Harikiri Stadium 2;スーパー究極ハリキリスタジアム2","Nintendo Super Famicom"
"CAT-34411","Slap Stick;スラップスティック","Nintendo Super Famicom"
"CAT-34412","Sugoi Hebereke;すごいへべれけ","Nintendo Super Famicom"
"CAT-34413","Cyber Knight;サイバーナイト","Nintendo Super Famicom"
"CAT-34414","Dual Orb II;デュアルオーブII;Dual Orb 2","Nintendo Super Famicom"
"CAT-34415","Super Fire Pro Wrestling Queen's Special;スーパーファイヤープロレスリング クイーンズスペシャル","Nintendo Super Famicom"
"CAT-34416","Table Game Daisyugo!! Shougi Mahjong Hanafuda;テーブルゲーム大集合！！ 将棋・麻雀・花札・トゥーサイド","Nintendo Super Famicom"
"CAT-34417","Mario no Super Picross;マリオのスーパーピクロス","Nintendo Super Famicom"
"CAT-34418","Kyoraku Sanyo Toyomaru Daiichi Maruhon Parlor! Parlor! 2 Pachinko 5-sha Jikki Simulation Game;京楽 三洋 豊丸 大一 マルホン Parlor ! パーラー！2 パチンコ5社・実機シミュレーションゲーム","Nintendo Super Famicom"
"CAT-34419","Kid Klown in Crazy Chase;キッドクラウンのクレイジーチェイス","Nintendo Super Famicom"
"CAT-34420","St. Andrews - Eikou to Rekishi no Old Course;セント・アンドリュース 〜栄光と歴史のオールドコース〜","Nintendo Super Famicom"
"CAT-34421","Game no Tatsujin;ゲームの達人","Nintendo Super Famicom"
"CAT-34422","Super Jangou;スーパー雀豪","Nintendo Super Famicom"
"CAT-34423","Pro Yakyuu Star;プロ野球スター","Nintendo Super Famicom"
"CAT-34424","Pro Mahjong Tsuwamono;プロ麻雀 兵 つわもの","Nintendo Super Famicom"
"CAT-34425","Ryuuko no Ken 2;龍虎の拳2;Art of Fighting 2","Nintendo Super Famicom"
"CAT-34426","Super Zugan 2 Tsukanpo Fighter Akina Collection;スーパーヅガン 2 ツカンポファイター 〜明菜アキナコレクション〜","Nintendo Super Famicom"
"CAT-34427","Lodoss Tou Senki;ロードス島戦記;Record of Lodoss War","Nintendo Super Famicom"
"CAT-34428","Ultra Baseball Jitsumei Ban 3;ウルトラベースボール 実名版3","Nintendo Super Famicom"
"CAT-34429","Theme Park;テーマパーク","Nintendo Super Famicom"
"CAT-34430","Furuta Atsuya no Simulation Pro Yakyuu 2;古田敦也のシミュレーションプロ野球2","Nintendo Super Famicom"
"CAT-34431","Super Variable Geo;スーパーヴァリアブル・ジオ;Super V.G.","Nintendo Super Famicom"
"CAT-34432","Bishoujo Senshi Sailor Moon Super S Fuwa Fuwa Panic;美少女戦士セーラームーンSuper S ふわふわパニック","Nintendo Super Famicom"
"CAT-34433","Shougi Saikyou;将棋最強","Nintendo Super Famicom"
"CAT-34434","Monstania;モンスタニア","Nintendo Super Famicom"
"CAT-34435","Bounty Sword;バウンティ・ソード","Nintendo Super Famicom"
"CAT-34436","Akazukin Cha Cha;赤ずきんチャチャ","Nintendo Super Famicom"
"CAT-34437","3x3 Eyes Sazanaizu Jyumahoukan;3x3 EYES 〜獣魔奉還〜;サザンアイズ 〜獣魔奉還〜","Nintendo Super Famicom"
"CAT-34438","Shanghai Banri no Choujou;上海 万里の長城;Shanghai The Great Wall","Nintendo Super Famicom"
"CAT-34439","Stone Protectors;ストーンプロテクターズ","Nintendo Super Famicom"
"CAT-34591","Gakkou de Atta Kowai Hanashi;学校であった怖い話","Nintendo Super Famicom"
"CAT-34592","Tenchi Muyou! Game Hen;天地無用！ げーむ編","Nintendo Super Famicom"
"CAT-34593","Cu On Pa;クオンパ;Cu-On-Pa","Nintendo Super Famicom"
"CAT-34594","Mujintou Monogatari;無人島物語","Nintendo Super Famicom"
"CAT-34595","Computer Nouryoku Kaiseki Ultra Baken;コンピューター能力解析 ウルトラ馬券","Nintendo Super Famicom"
"CAT-34596","The Great Battle 5;ザ・グレイトバトルV","Nintendo Super Famicom"
"CAT-34597","Motteke Oh! Dorobou;もってけ Oh ! ドロボー","Nintendo Super Famicom"
"CAT-34598","Pachinko Renchan Tengoku Super CR Special;パチンコ 連チャン天国 スーパーCRスペシャル","Nintendo Super Famicom"
"CAT-34599","Fushigi no Dungeon 2 Furai no Shiren;不思議のダンジョン2 風来のシレン","Nintendo Super Famicom"
"CAT-34600","Far East Of Eden Tengai Makyou Zero;Far East of Eden 天外魔境ＺＥＲＯ","Nintendo Super Famicom"
"CAT-34601","Mini Yonku Let's & Go!! Power WGP 2;ミニ四駆 レッツ＆ゴー！！ POWER WGP2","Nintendo Super Famicom"
"CAT-34602","Harukanaru Augusta 3 Masters New;遥かなるオーガスタ3 マスターズ ニュー","Nintendo Super Famicom"
"CAT-34603","Hayazashi Nidan Morita Shougi 2;早指し 二段 森田将棋2","Nintendo Super Famicom"
"CAT-34604","Chaos Seed Fuusui Kairouki;カオスシード 風水回廊記","Nintendo Super Famicom"
"CAT-34605","Shin Nippon Pro Wrestling Kounin '95 Tokyo Dome Battle 7;新日本プロレスリング'95 闘強導夢 とうきょうどうむ バトルセブン","Nintendo Super Famicom"
"CAT-34606","Last Bible III;ラストバイブルIII","Nintendo Super Famicom"
"CAT-34607","Animaniacs;アニマニアクス","Nintendo Super Famicom"
"CAT-34608","Super Hanafuda 2;スーパー花札 弐;スーパーはなふだ2","Nintendo Super Famicom"
"CAT-34609","Chou Mahou Tairiku Wozz;超魔法大陸WOZZ;ウォズ","Nintendo Super Famicom"
"CAT-34610","Taikyoku Igo Idaten;対局囲碁 韋駄天","Nintendo Super Famicom"
"CAT-34611","Zero 4 Champ RR-Z;ゼロヨンチャンプ ダブルアール・ヅィー","Nintendo Super Famicom"
"CAT-34612","Kyoraku Sanyo Maruhon Parlor! Parlor! 5 Pachinko 3-sha Jikki Simulation Game;京楽 三洋 マルホン Parlor ! パーラー！ 5 パチンコ3社・実機シミュレーションゲーム","Nintendo Super Famicom"
"CAT-34613","Kishin Douji Zenki Battle Raiden;鬼神童子ZENKI 烈闘雷伝;Kishin Douji Zenki Rettou Raiden","Nintendo Super Famicom"
"CAT-34614","Nichibutsu Collection 1;ニチブツコレクション1","Nintendo Super Famicom"
"CAT-34615","Kouryuu no Mimi;黄龍の耳","Nintendo Super Famicom"
"CAT-34616","Hissatsu Pachinko Collection 3;必殺パチンココレクション3","Nintendo Super Famicom"
"CAT-34617","Super Keirin;スーパー競輪","Nintendo Super Famicom"
"CAT-34618","Romancing SaGa 3;ロマンシング サ·ガ3","Nintendo Super Famicom"
"CAT-34619","LaPlace no Ma;ラプラスの魔","Nintendo Super Famicom"
"CAT-34620","Donald Duck Mahou no Boushi;ドナルドダックの魔法のぼうし","Nintendo Super Famicom"
"CAT-34621","Little Master Niji Iro no Maseki;リトルマスター〜虹色の魔石〜","Nintendo Super Famicom"
"CAT-34622","Ohmono Black Bass Fishing Jinzouko Hen;大物ブラックバスフィッシング 人造湖編","Nintendo Super Famicom"
"CAT-34623","NFL Quarterback Club '96;NFLクォーターバッククラブ'96","Nintendo Super Famicom"
"CAT-34624","Super F1 Circus 2;スーパーエフワン サーカス2","Nintendo Super Famicom"
"CAT-34625","Pac-In-Time;パックインタイム","Nintendo Super Famicom"
"CAT-34646","Tenchi wo Kurau Sangokushi Gunyuuden;天地を喰らう 三国志群雄伝","Nintendo Super Famicom"
"CAT-34657","Rudra no Hihou;ルドラの秘宝;Treasure of the Rudras","Nintendo Super Famicom"
"CAT-34659","Human Grand Prix IV F1 Dream Battle;ヒューマングランプリ4 F1ドリームバトル","Nintendo Super Famicom"
"CAT-34666","Asahi Shinbun Rensai Katou Ichi-Ni-San Shougi Shingiryuu;朝日新聞連載 加藤一二三九段将棋 心技流","Nintendo Super Famicom"
"CAT-34671","Nintama Rantarou 3;忍たま乱太郎3","Nintendo Super Famicom"
"CAT-34674","Nintama Rantarou;忍たま乱太郎","Nintendo Super Famicom"
"CAT-34679","Pro Mahjong Kiwame 3;プロ麻雀 極III","Nintendo Super Famicom"
"CAT-34683","Okamoto Ayako to Match Play Golf Ko Olina Golf Club In Hawaii;岡本綾子とマッチプレイゴルフ コ・オリナゴルフクラブ in ハワイ","Nintendo Super Famicom"
"CAT-34686","The Atlas Renaissance Voyager;ジ・アトラス Renaissance Voyager","Nintendo Super Famicom"
"CAT-34687","Super Shougi 3 Kitaihei;スーパー将棋3 棋太平","Nintendo Super Famicom"
"CAT-34688","Mystic Ark;ミスティック・アーク","Nintendo Super Famicom"
"CAT-34706","Zenkoku Jyudan Ultra Shinri Game;全国縦断ウルトラ心理ゲーム","Nintendo Super Famicom"
"CAT-34707","Seiken Densetsu 3;聖剣伝説3","Nintendo Super Famicom"
"CAT-34708","Arkanoid Doh It Again;アルカノイド Doh It Again","Nintendo Super Famicom"
"CAT-34709","Zenkoku Koukou Soccer 2;全国高校サッカー2","Nintendo Super Famicom"
"CAT-34710","Super Chinese World 3 Chou Jigen Dai Sakusen;スーパーチャイニーズワールド3 〜超次元大作戦〜","Nintendo Super Famicom"
"CAT-34711","Panel de Pon;パネルでポン","Nintendo Super Famicom"
"CAT-34712","AIII S.V. A Ressha de Ikou 3 Super Version;A III S.V. A列車で行こう3 スーパーバージョン","Nintendo Super Famicom"
"CAT-34713","Akagawa Jirou Majotachi no Nemuri;赤川次郎 魔女たちの眠り","Nintendo Super Famicom"
"CAT-34714","Mortal Kombat 2 Kyuukyoku Shinken;モータルコンバットII 究極神拳","Nintendo Super Famicom"
"CAT-34715","4 Nin Shougi;4人将棋","Nintendo Super Famicom"
"CAT-34716","WWF WrestleMania The Arcade Game;レッスルマニア・ジ・アーケードゲーム","Nintendo Super Famicom"
"CAT-34717","Derby Jockey 2;ダービージョッキー2","Nintendo Super Famicom"
"CAT-34718","Chibi Maruko Chan Mezase! Minami no Island!!;ちびまる子ちゃん めざせ！南のアイランド！！","Nintendo Super Famicom"
"CAT-34719","Ruin Arm;ルインアーム","Nintendo Super Famicom"
"CAT-34720","Bushi Seiryuuden Futari no Yuusha;Bushi 青龍伝 〜二人の勇者〜","Nintendo Super Famicom"
"CAT-34721","Heiwa Pachinko World 3;平和 パチンコワールド3","Nintendo Super Famicom"
"CAT-34722","Fire Emblem Thracia 776;ファイアーエムブレム トラキア776","Nintendo Super Famicom"
"CAT-34723","'96 Zenkoku Koukou Soccer Senshuken;'96全国高校サッカー選手権","Nintendo Super Famicom"
"CAT-34724","Super Momotarou Dentetsu DX;スーパーデラックス 桃太郎電鉄DX","Nintendo Super Famicom"
"CAT-34725","Super Okuman Chouja Game The Game of Billionaire;スーパー億万長者ゲーム The Game of Billionaire","Nintendo Super Famicom"
"CAT-34726","Igo Club;囲碁倶楽部","Nintendo Super Famicom"
"CAT-34727","Fishing Koushien;フィッシング甲子園","Nintendo Super Famicom"
"CAT-34728","Block Kuzushi;ブロックくずし","Nintendo Super Famicom"
"CAT-34729","Super Chinese Fighter;スーパーチャイニーズファイター","Nintendo Super Famicom"
"CAT-34730","Supapoon;すぱぽーん","Nintendo Super Famicom"
"CAT-34731","Super Nazo Puyo Lulu no Luu;す〜ぱ〜なぞぷよ ルルーのルー","Nintendo Super Famicom"
"CAT-34732","Sargeant Saunder's Combat!;サージェント・サンダース・コンバット！","Nintendo Super Famicom"
"CAT-34733","The Pro-Wrestling Saikyou Takada Nobuhiko;ザ・プロレスリング 最強 高田延彦","Nintendo Super Famicom"
"CAT-34734","Pro Kishi Jinsei Simulation Shougi no Hanamichi;プロ棋士人生シミュレーション 将棋の花道","Nintendo Super Famicom"
"CAT-34735","Konpeki no Kantai;紺碧の艦隊","Nintendo Super Famicom"
"CAT-34736","Kishin Douji Zenki Denei Raibu;鬼神童子ZENKI 電影雷舞","Nintendo Super Famicom"
"CAT-34737","Parlor! Mini 7 Pachinko Jikki Simulation;パーラー！ミニ7 パチンコ実機シミュレーションゲーム","Nintendo Super Famicom"
"CAT-34738","Super Kyoutei 2;スーパー競艇2","Nintendo Super Famicom"
"CAT-34739","Thoroughbred Breeder III;サラブレッドブリーダーIII","Nintendo Super Famicom"
"CAT-34740","Wizardry VI Kindan no Mahitsu;ウィザードリィVI 禁断の魔筆;Wizardry VI Bane of the Cosmic Forge","Nintendo Super Famicom"
"CAT-34741","The Incredible Crash Dummies Dr. Sabu o Sukuidase;クラッシュ・ダミー 〜Dr.サブを救い出せ〜;The Incredible Crash Dummies","Nintendo Super Famicom"
"CAT-34742","Doraemon 4 Nobita to Tsuki no Oukoku;ドラえもん4 のび太と月の王国","Nintendo Super Famicom"
"CAT-34743","Dragon Quest III Soshite Densetsu he...;ドラゴンクエストIII そして伝説へ…;Dragon Quest III The Seeds of Salvation;Dragon Warrior III","Nintendo Super Famicom"
"CAT-34744","Super Puyo Puyo 2;す〜ぱ〜ぷよぷよ通;Super Puyo Puyo Tsuu","Nintendo Super Famicom"
"CAT-34745","Mario & Wario;マリオとワリオ","Nintendo Super Famicom"
"CAT-34747","Jyutei Senki;樹帝戦紀","Nintendo Super Famicom"
"CAT-34748","Higashio Osamu Kanshuu Super Pro Yakyuu Stadium;東尾 修 監修 スーパープロ野球スタジアム","Nintendo Super Famicom"
"CAT-34750","Disney's Bonkers Hollywood Daisakusen!;Disney's ボンカーズ ハリウッド大作戦！;Bonkers","Nintendo Super Famicom"
"CAT-34752","Disney's The Lion King;ライオンキング","Nintendo Super Famicom"
"CAT-34753","Galaxy Wars;ギャラクシーウォーズ","Nintendo Super Famicom"
"CAT-34757","Toruneko no Daibouken Fushigi no Dungeon;トルネコの大冒険 不思議のダンジョン;Torneko's Great Adventure","Nintendo Super Famicom"
"CAT-34758","Wolverine;ウルヴァリン;Wolverine Adamantium Rage","Nintendo Super Famicom"
"CAT-34759","Winning Post;ウイニングポスト","Nintendo Super Famicom"
"CAT-34769","StarFox;スターフォックス;Star Fox;Starwing","Nintendo Super Famicom"
"CAT-34775","Kachou Shima Kousaku Super Business Adventure;課長 島 耕作 スーパービジネスアドベンチャー","Nintendo Super Famicom"
"CAT-34779","Kunio-kun no Dodge Ball dayo Zenin Shuugou!;くにおくんのドッジボールだよ 全員集合！","Nintendo Super Famicom"
"CAT-34780","Lode Runner Twin Justy to Liberty no Daibouken;ツイン ロードランナー Twin ジャスティとリバティの大冒険","Nintendo Super Famicom"
"CAT-34781","Sanrio Shanghai;サンリオ上海","Nintendo Super Famicom"
"CAT-34782","Doraemon 3 Nobita to Toki no Hougyoku;ドラえもん3 のび太と時の宝玉","Nintendo Super Famicom"
"CAT-34783","Dossun! Ganseki Battle;どっすん！岩石バトル","Nintendo Super Famicom"
"CAT-34784","Monster Maker Kids Ousama ni Naritai;モンスターメーカーキッズ 王様になりたい","Nintendo Super Famicom"
"CAT-34785","Saibara Reiko no Mahjong Hourouki;さいばらりえこの まあじゃんほうろうき","Nintendo Super Famicom"
"CAT-34786","Kentou-Ou World Champion;拳闘王 ワールドチャンピオン;TKO Super Championship Boxing","Nintendo Super Famicom"
"CAT-34787","Sotsugyou Bangai Hen Nee Mahjong Shiyo!;卒業番外篇 ねぇ麻雀しよ！","Nintendo Super Famicom"
"CAT-34788","Hisshou Pachi-Slot Fun;必勝パチスロファン","Nintendo Super Famicom"
"CAT-34792","Takahashi Meijin no Daibouken Shima II;高橋名人の大冒険島II;Super Adventure Island II","Nintendo Super Famicom"
"CAT-34793","Pachi-Slot Love Story;ラブストーリー パチスロ","Nintendo Super Famicom"
"CAT-34794","Dai 3 Ji Super Robot Taisen;第3次 スーパーロボット大戦","Nintendo Super Famicom"
"CAT-34795","Human Baseball;ヒューマンベースボール","Nintendo Super Famicom"
"CAT-34796","World Heroes;ワールドヒーローズ","Nintendo Super Famicom"
"CAT-34797","Ruins of Illvanian Illvanian no Shiro;Ruins of Illvanian イルバニアンの城","Nintendo Super Famicom"
"CAT-34800","Bishoujo Janshi Suchii-Pie;美少女雀士スーチーパイ","Nintendo Super Famicom"
"CAT-34801","Wakataka Oozumo Yume no Kyoudai Taiketsu;若貴大相撲 夢の兄弟対決","Nintendo Super Famicom"
"CAT-34803","F-15 Super Strike Eagle;F-15 スパーストライクイーグル;Super Strike Eagle","Nintendo Super Famicom"
"CAT-34804","Thoroughbred Breeder;サラブレッドブリーダー","Nintendo Super Famicom"
"CAT-34806","Mother 2 Giigu no Gyakushuu;マザー2 ギーグの逆襲;EarthBound","Nintendo Super Famicom"
"CAT-34807","Dragon Ball Z Super Butouden 3;ドラゴンボールZ 超武闘伝3","Nintendo Super Famicom"
"CAT-34808","Suzuka 8 Hours;スズカエイトアワーズ","Nintendo Super Famicom"
"CAT-34810","Super Nobunaga no Yabou Zen Koku Ban;スーパー信長の野望 全・国・版;Nobunaga's Ambition","Nintendo Super Famicom"
"CAT-34817","Jikkyou Powerful Pro Yakyuu 2;実況パワフルプロ野球2","Nintendo Super Famicom"
"CAT-34818","Super Drakkhen;スーパードラッケン","Nintendo Super Famicom"
"CAT-34819","Ranma 1/2 Akanekodan Teki Hihou;らんま1/2 朱猫団的秘宝","Nintendo Super Famicom"
"CAT-34820","Daikaijuu Monogatari;大貝獣物語","Nintendo Super Famicom"
"CAT-34821","Super Valis Akaki Tsuki no Otome;スーパーヴァリス 赤き月の乙女","Nintendo Super Famicom"
"CAT-34822","Popful Mail;ぽっぷるメイル;Popful Mail Magical Fantasy Adventure","Nintendo Super Famicom"
"CAT-34823","Final Fantasy V;ファイナルファンタジーV;Final Fantasy 5","Nintendo Super Famicom"
"CAT-34824","Hyper Zone;ハイパーゾーン","Nintendo Super Famicom"
"CAT-34825","Ys Wanderers from Ys;ワンダラーズ フロム イース;Ys III Wanderers from Ys;Ys 3 Wanderers from Ys","Nintendo Super Famicom"
"CAT-34826","GP-1 RS Rapid Stream;GP-1 Part II","Nintendo Super Famicom"
"CAT-34827","Ultra Seven;ウルトラセブン","Nintendo Super Famicom"
"CAT-34829","Pro Yakyuu Nettou Puzzle Stadium;プロ野球熱闘ぱずるスタジアム","Nintendo Super Famicom"
"CAT-34830","Ranma 1/2 Chounai Gekitou Hen;らんま1/2 町内激闘篇","Nintendo Super Famicom"
"CAT-34833","Shin Nippon Pro Wrestling Chou Senshi in Tokyo Dome Fantastic Story;新日本プロレスリング 超戦士 IN 闘強導夢 Fantastic Story","Nintendo Super Famicom"
"CAT-34834","Destructive;デストラクティブ;Bazooka Blitzkrieg","Nintendo Super Famicom"
"CAT-34835","Yam Yam;ヤムヤム;Yamu Yamu","Nintendo Super Famicom"
"CAT-34836","Lethal Enforcers;リーサルエンフォーサーズ","Nintendo Super Famicom"
"CAT-34837","Mario Paint;マリオペイント","Nintendo Super Famicom"
"CAT-34838","Mini Yonku Shining Scorpion Ready & Go!!;ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！ / 限定","Nintendo Super Famicom"
"CAT-35370","Gunforce Battle Fire Engulfed Terror Island;ガンフォース","Nintendo Super Famicom"
