edition_id,igdb_game_id,gb_game_id,score,note
CAT-37216,,,,no-match
CAT-37219,,,,no-match
CAT-37220,8564,,0.800,
CAT-37224,,,,no-match
CAT-37227,,,,no-match
CAT-37236,,,,no-match
CAT-37238,,,,no-match
CAT-37244,,,,no-match
CAT-37249,,,,no-match
CAT-37251,,,,no-match
CAT-37253,,,,no-match
CAT-37258,,,,no-match
CAT-37269,,,,no-match
CAT-37273,,,,no-match
CAT-37277,,,,no-match
CAT-37282,,,,no-match
CAT-37292,,,,no-match
CAT-37294,,,,no-match
CAT-37297,,,,no-match
CAT-37298,,,,no-match
CAT-37299,,,,no-match
CAT-37301,,,,no-match
CAT-37302,,,,no-match
CAT-37303,,,,no-match
CAT-37304,,,,no-match
CAT-37307,,,,no-match
CAT-37308,37832,,0.800,
CAT-37312,,,,no-match
CAT-37316,,,,no-match
CAT-37324,,,,no-match
CAT-37327,,,,no-match
CAT-37331,,,,no-match
CAT-37333,,,,no-match
CAT-37335,,,,no-match
CAT-37354,,,,no-match
CAT-37358,,,,no-match
CAT-37369,,,,no-match
CAT-37375,,,,no-match
CAT-37381,,,,no-match
CAT-37387,,,,no-match
CAT-37390,,,,no-match
CAT-37395,,,,no-match
CAT-37397,,,,no-match
CAT-37398,,,,no-match
CAT-37400,,,,no-match
CAT-37401,,,,no-match
CAT-37403,,,,no-match
CAT-37404,,,,no-match
CAT-37406,,,,no-match
CAT-37415,,,,no-match
CAT-37418,,,,no-match
CAT-37422,,,,no-match
CAT-37928,,,,no-match
CAT-37930,,,,no-match
CAT-37931,1073,,0.900,
CAT-37935,,,,no-match
CAT-37937,,,,no-match
CAT-37940,,,,no-match
CAT-37942,1720,,0.900,
CAT-37946,55092,,0.600,
CAT-37948,,,,no-match
CAT-37951,,,,no-match
CAT-37953,276017,,0.600,
CAT-37955,18067,,0.650,
CAT-37956,7704,,0.900,
CAT-37957,,,,no-match
CAT-37958,,,,no-match
CAT-37959,,,,no-match
CAT-37960,1092,,0.900,
CAT-37962,,,,no-match
CAT-37963,47498,,0.900,
CAT-37964,,,,no-match
CAT-37965,,,,no-match
CAT-37967,,,,no-match
CAT-37968,,,,no-match
CAT-37970,1026,,0.900,
CAT-37972,,,,no-match
CAT-37973,,,,no-match
CAT-37974,,,,no-match
CAT-37976,,,,no-match
CAT-37978,,,,no-match
CAT-37981,,,,no-match
CAT-37988,,,,no-match
CAT-38250,,,,no-match
CAT-38251,,,,no-match
CAT-38267,,,,no-match
CAT-38268,,,,no-match
CAT-38269,,,,no-match
CAT-38270,,,,no-match
CAT-38271,,,,no-match
CAT-38273,,,,no-match
CAT-38274,,,,no-match
CAT-38275,,,,no-match
CAT-38276,,,,no-match
CAT-38277,,,,no-match
CAT-38278,,,,no-match
CAT-38279,353713,,0.600,
CAT-38280,,,,no-match
CAT-38287,,,,no-match
CAT-38288,,,,no-match
CAT-38290,,,,no-match
CAT-38291,,,,no-match
CAT-38292,,,,no-match
CAT-38294,,,,no-match
CAT-38295,,,,no-match
CAT-38296,,,,no-match
CAT-38297,,,,no-match
CAT-38384,,,,no-match
CAT-38388,,,,no-match
CAT-38396,,,,no-match
CAT-38402,,,,no-match
CAT-38404,,,,no-match
CAT-38411,,,,no-match
CAT-38413,,,,no-match
CAT-38416,,,,no-match
CAT-38417,,,,no-match
CAT-38418,,,,no-match
CAT-38419,,,,no-match
CAT-38423,,,,no-match
CAT-38425,,,,no-match
CAT-38430,,,,no-match
CAT-38432,,,,no-match
CAT-38434,,,,no-match
CAT-38437,,,,no-match
CAT-38441,,,,no-match
CAT-38493,,,,no-match
CAT-38495,,,,no-match
CAT-38497,,,,no-match
CAT-38499,,,,no-match
CAT-38504,,,,no-match
CAT-38506,,,,no-match
CAT-38509,,,,no-match
CAT-38510,,,,no-match
CAT-38513,,,,no-match
CAT-38514,,,,no-match
CAT-38520,,,,no-match
CAT-38527,,,,no-match
CAT-38529,,,,no-match
CAT-38531,,,,no-match
CAT-38536,,,,no-match
CAT-38538,,,,no-match
CAT-38542,,,,no-match
CAT-38546,,,,no-match
CAT-38552,,,,no-match
CAT-38560,,,,no-match
CAT-38562,49447,,0.800,
CAT-38566,,,,no-match
CAT-38589,,,,no-match
CAT-38594,,,,no-match
CAT-38595,,,,no-match
CAT-38600,,,,no-match
CAT-38601,,,,no-match
CAT-38602,,,,no-match
CAT-38603,,,,no-match
CAT-38604,,,,no-match
CAT-38605,,,,no-match
CAT-38606,,,,no-match
CAT-38607,,,,no-match
CAT-38608,,,,no-match
CAT-38609,,,,no-match
CAT-38610,,,,no-match
CAT-38611,,,,no-match
CAT-38612,,,,no-match
CAT-38613,,,,no-match
CAT-38614,,,,no-match
CAT-38615,,,,no-match
CAT-38616,,,,no-match
CAT-38617,,,,no-match
CAT-38618,,,,no-match
CAT-38619,,,,no-match
CAT-38620,,,,no-match
CAT-38621,,,,no-match
CAT-38622,,,,no-match
CAT-38623,,,,no-match
CAT-38624,,,,no-match
CAT-38625,,,,no-match
CAT-38626,,,,no-match
CAT-38627,,,,no-match
CAT-38628,,,,no-match
CAT-38629,,,,no-match
CAT-38630,,,,no-match
CAT-38631,,,,no-match
CAT-38632,,,,no-match
CAT-38633,,,,no-match
CAT-38634,,,,no-match
CAT-38636,,,,no-match
CAT-38637,,,,no-match
CAT-38643,,,,no-match
CAT-38644,,,,no-match
CAT-38645,,,,no-match
CAT-38646,,,,no-match
CAT-38647,,,,no-match
CAT-38649,,,,no-match
CAT-38651,,,,no-match
CAT-38653,,,,no-match
CAT-38659,,,,no-match
CAT-38661,,,,no-match
CAT-38662,,,,no-match
CAT-38663,,,,no-match
CAT-38664,,,,no-match
CAT-38667,,,,no-match
CAT-38668,,,,no-match
CAT-38671,,,,no-match
CAT-38672,,,,no-match
CAT-38674,,,,no-match
CAT-38676,,,,no-match
CAT-38683,,,,no-match
CAT-38687,,,,no-match
CAT-38690,,,,no-match
CAT-38695,,,,no-match
CAT-38735,,,,no-match
CAT-38736,,,,no-match
CAT-38737,,,,no-match
CAT-38738,,,,no-match
CAT-38739,38130,,0.800,
CAT-38740,,,,no-match
CAT-38741,,,,no-match
CAT-38742,,,,no-match
CAT-38743,,,,no-match
CAT-38744,,,,no-match
CAT-38745,,,,no-match
CAT-38746,,,,no-match
CAT-38752,,,,no-match
CAT-38757,,,,no-match
CAT-38759,,,,no-match
CAT-38762,,,,no-match
CAT-38764,,,,no-match
CAT-38768,,,,no-match
CAT-38776,,,,no-match
CAT-38811,,,,no-match
CAT-38819,,,,no-match
CAT-38830,,,,no-match
CAT-38835,,,,no-match
CAT-38839,,,,no-match
CAT-38843,,,,no-match
CAT-38846,,,,no-match
CAT-38849,,,,no-match
CAT-38851,,,,no-match
CAT-38852,,,,no-match
CAT-38856,,,,no-match
CAT-38857,,,,no-match
CAT-38859,,,,no-match
CAT-38860,,,,no-match
CAT-38862,,,,no-match
CAT-38880,,,,no-match
CAT-38886,,,,no-match
CAT-38899,,,,no-match
CAT-38902,,,,no-match
CAT-38908,,,,no-match
CAT-38913,,,,no-match
CAT-38915,,,,no-match
CAT-38918,,,,no-match
CAT-38923,,,,no-match
CAT-38926,,,,no-match
CAT-38928,,,,no-match
CAT-38930,,,,no-match
CAT-38932,,,,no-match
CAT-38934,,,,no-match
CAT-38941,,,,no-match
CAT-38944,,,,no-match
CAT-38956,,,,no-match
CAT-38958,,,,no-match
CAT-38960,,,,no-match
CAT-38967,,,,no-match
CAT-38970,,,,no-match
CAT-38971,,,,no-match
CAT-38972,,,,no-match
CAT-39005,,,,no-match
CAT-39006,,,,no-match
CAT-39007,,,,no-match
CAT-39008,,,,no-match
CAT-39009,,,,no-match
CAT-39010,,,,no-match
CAT-39011,,,,no-match
CAT-39012,,,,no-match
CAT-39013,,,,no-match
CAT-39014,,,,no-match
CAT-39015,,,,no-match
CAT-39016,,,,no-match
CAT-39017,,,,no-match
CAT-39018,,,,no-match
CAT-40343,,,,no-match
CAT-40354,,,,no-match
CAT-40361,,,,no-match
CAT-40364,,,,no-match
CAT-40407,8050,,0.817,
CAT-40415,42506,,0.900,
CAT-40466,,,,no-match
CAT-40471,,,,no-match
CAT-40534,,,,no-match
CAT-40554,,,,no-match
CAT-40568,42479,,0.900,
CAT-40586,,,,no-match
CAT-40592,5339,,0.900,
CAT-40593,,,,no-match
CAT-40664,42479,,0.900,
CAT-40683,9861,,0.900,
CAT-40693,,,,no-match
CAT-40723,,,,no-match
CAT-41413,,,,no-match
CAT-41496,,,,no-match
CAT-41497,,,,no-match
CAT-41498,,,,no-match
CAT-41548,,,,no-match
CAT-41576,,,,no-match
CAT-41578,42612,,0.900,
CAT-41579,42612,,0.900,
CAT-41580,42612,,0.720,
CAT-41642,48939,,0.900,
CAT-41644,10843,,0.900,
CAT-41649,,,,no-match
CAT-42278,,,,no-match
CAT-42279,,,,no-match
CAT-42287,,,,no-match
CAT-42289,,,,no-match
CAT-42295,,,,no-match
CAT-42301,,,,no-match
CAT-42307,,,,no-match
CAT-42312,10354,,0.600,
CAT-42316,280811,,0.825,
CAT-42318,,,,no-match
CAT-42319,,,,no-match
CAT-42320,,,,no-match
CAT-42321,242310,,0.600,
CAT-42322,,,,no-match
CAT-42323,,,,no-match
CAT-42324,,,,no-match
CAT-42325,,,,no-match
CAT-42326,,,,no-match
CAT-42327,282484,,0.600,
CAT-42328,,,,no-match
CAT-42329,,,,no-match
CAT-42330,,,,no-match
CAT-42331,,,,no-match
CAT-42332,45566,,0.900,
CAT-42333,153771,,0.900,
CAT-42334,,,,no-match
CAT-42335,,,,no-match
CAT-42344,,,,no-match
CAT-42345,,,,no-match
CAT-42346,,,,no-match
CAT-42347,,,,no-match
CAT-42348,,,,no-match
CAT-42349,228792,,0.600,
CAT-42350,,,,no-match
CAT-42351,,,,no-match
CAT-42361,,,,no-match
CAT-42363,223018,,0.600,
CAT-42365,,,,no-match
CAT-42366,,,,no-match
CAT-42374,,,,no-match
CAT-42375,,,,no-match
CAT-42376,,,,no-match
CAT-42377,,,,no-match
CAT-42378,,,,no-match
CAT-42379,242310,,0.600,
CAT-42380,,,,no-match
CAT-42381,,,,no-match
CAT-42382,,,,no-match
CAT-42383,,,,no-match
CAT-42384,,,,no-match
CAT-42385,,,,no-match
CAT-42386,38425,,0.900,
CAT-42387,,,,no-match
CAT-42388,,,,no-match
CAT-42389,42613,,0.900,
CAT-42390,,,,no-match
CAT-42391,,,,no-match
CAT-42392,14531,,0.900,
CAT-42647,,,,no-match
CAT-42653,133313,,0.600,
CAT-42655,,,,no-match
CAT-42657,28509,,0.900,
CAT-42659,,,,no-match
CAT-42663,,,,no-match
CAT-42665,284101,,0.600,
CAT-42682,,,,no-match
CAT-42686,,,,no-match
CAT-42694,,,,no-match
CAT-42697,4259,,0.900,
CAT-42702,9861,,0.900,
CAT-42708,,,,no-match
CAT-42711,4546,,0.900,
CAT-42714,42623,,0.900,
CAT-42715,11665,,0.900,
CAT-42763,23091,,0.660,
CAT-42769,284101,,0.600,
CAT-42771,,,,no-match
CAT-42775,280811,,0.825,
CAT-42777,,,,no-match
CAT-42780,223018,,0.600,
CAT-42782,,,,no-match
CAT-42786,,,,no-match
CAT-42791,,,,no-match
CAT-42807,,,,no-match
CAT-42810,,,,no-match
CAT-42813,,,,no-match
CAT-42814,,,,no-match
CAT-42817,,,,no-match
CAT-42820,7351,,0.600,
CAT-42821,42623,,0.900,
CAT-42825,,,,no-match
CAT-42831,,,,no-match
CAT-42836,,,,no-match
CAT-42838,,,,no-match
CAT-42840,,,,no-match
CAT-42842,,,,no-match
CAT-42845,38425,,0.900,
CAT-42850,,,,no-match
CAT-42853,208990,,0.600,
CAT-42869,,,,no-match
CAT-42876,,,,no-match
CAT-42915,,,,no-match
CAT-42918,1124,,0.900,
CAT-42919,81523,,0.900,
CAT-42921,,,,no-match
CAT-42926,243453,,0.900,
CAT-42934,,,,no-match
CAT-42936,,,,no-match
CAT-42940,243989,,0.600,
CAT-42941,,,,no-match
CAT-42943,,,,no-match
CAT-42946,1026,,0.900,
CAT-42951,28509,,0.900,
CAT-42952,,,,no-match
CAT-42954,,,,no-match
CAT-42966,,,,no-match
CAT-42968,,,,no-match
CAT-42983,,,,no-match
CAT-42991,,,,no-match
CAT-42996,,,,no-match
CAT-42999,39039,,0.900,
CAT-43001,284101,,0.600,
CAT-43004,,,,no-match
CAT-43005,231006,,0.637,
CAT-43008,,,,no-match
CAT-43013,1092,,0.900,
CAT-43014,,,,no-match
CAT-43017,1073,,0.900,
CAT-45586,,,,no-match
CAT-54708,,,,no-match
CAT-55192,,,,no-match
CAT-55202,,,,no-match
CAT-55204,,,,no-match
CAT-55208,,,,no-match
CAT-55211,,,,no-match
CAT-55213,,,,no-match
CAT-55222,,,,no-match
CAT-55226,,,,no-match
CAT-55229,,,,no-match
CAT-55232,,,,no-match
CAT-55236,,,,no-match
CAT-55240,,,,no-match
CAT-55244,,,,no-match
CAT-55247,270346,,0.600,
CAT-55248,,,,no-match
CAT-55249,,,,no-match
CAT-55251,,,,no-match
CAT-55253,,,,no-match
CAT-55257,,,,no-match
CAT-55259,,,,no-match
CAT-55262,,,,no-match
CAT-55265,,,,no-match
CAT-55266,,,,no-match
CAT-55267,,,,no-match
CAT-55268,,,,no-match
CAT-55269,,,,no-match
CAT-55270,,,,no-match
CAT-55271,,,,no-match
CAT-55272,,,,no-match
CAT-55273,,,,no-match
CAT-55274,,,,no-match
CAT-55277,,,,no-match
CAT-55280,,,,no-match
CAT-55284,,,,no-match
CAT-55287,,,,no-match
CAT-55290,,,,no-match
CAT-55292,,,,no-match
CAT-55296,,,,no-match
CAT-55299,,,,no-match
CAT-55303,,,,no-match
CAT-55305,,,,no-match
CAT-55315,,,,no-match
CAT-55319,,,,no-match
CAT-55323,,,,no-match
CAT-55325,,,,no-match
CAT-55330,,,,no-match
CAT-55335,,,,no-match
CAT-55341,,,,no-match
CAT-55347,,,,no-match
CAT-55361,,,,no-match
CAT-55365,42406,,0.800,
CAT-55368,,,,no-match
CAT-55370,,,,no-match
CAT-55371,,,,no-match
CAT-55373,,,,no-match
CAT-55375,42406,,0.800,
CAT-55378,,,,no-match
CAT-55382,,,,no-match
CAT-55386,,,,no-match
CAT-55388,,,,no-match
CAT-55392,,,,no-match
CAT-55393,,,,no-match
CAT-55474,,,,no-match
CAT-55634,,,,no-match
CAT-55643,,,,no-match
CAT-55647,,,,no-match
CAT-55648,,,,no-match
CAT-55649,,,,no-match
CAT-55652,,,,no-match
CAT-55656,,,,no-match
CAT-55667,,,,no-match
CAT-55671,,,,no-match
CAT-55673,,,,no-match
CAT-55676,,,,no-match
CAT-55679,,,,no-match
CAT-55682,,,,no-match
CAT-55683,,,,no-match
CAT-55685,,,,no-match
CAT-55686,,,,no-match
CAT-55688,,,,no-match
CAT-55691,,,,no-match
CAT-55693,,,,no-match
CAT-55696,,,,no-match
CAT-55698,,,,no-match
CAT-55721,,,,no-match
CAT-55722,,,,no-match
CAT-55724,,,,no-match
CAT-55725,,,,no-match
CAT-55728,,,,no-match
CAT-55731,,,,no-match
CAT-55733,,,,no-match
CAT-55734,,,,no-match
CAT-55735,,,,no-match
CAT-55737,,,,no-match
CAT-55740,,,,no-match
CAT-55743,,,,no-match
CAT-55744,,,,no-match
CAT-55746,,,,no-match
CAT-55748,,,,no-match
CAT-55749,,,,no-match
CAT-55751,,,,no-match
CAT-55753,42484,,0.800,
CAT-55754,,,,no-match
CAT-55755,,,,no-match
CAT-55757,,,,no-match
CAT-55760,,,,no-match
CAT-55765,42254,,0.800,
CAT-55766,,,,no-match
CAT-55773,,,,no-match
CAT-55774,42348,,0.800,
CAT-55777,,,,no-match
CAT-55782,,,,no-match
CAT-55787,,,,no-match
CAT-55790,,,,no-match
CAT-55795,,,,no-match
CAT-55799,,,,no-match
CAT-55801,,,,no-match
CAT-55806,,,,no-match
CAT-55811,,,,no-match
CAT-55816,,,,no-match
CAT-55822,,,,no-match
CAT-55824,,,,no-match
CAT-55826,,,,no-match
CAT-55827,,,,no-match
CAT-55829,,,,no-match
CAT-55855,,,,no-match
CAT-55859,,,,no-match
CAT-55861,,,,no-match
CAT-55864,,,,no-match
CAT-55869,353713,,0.600,
CAT-55871,,,,no-match
CAT-55875,,,,no-match
CAT-55878,,,,no-match
CAT-55879,,,,no-match
CAT-55880,,,,no-match
CAT-55882,,,,no-match
CAT-55887,,,,no-match
CAT-55889,,,,no-match
CAT-55891,,,,no-match
CAT-55913,,,,no-match
CAT-55914,,,,no-match
CAT-55915,,,,no-match
CAT-55917,,,,no-match
CAT-55918,,,,no-match
CAT-55920,,,,no-match
CAT-55921,,,,no-match
CAT-55922,49447,,0.800,
CAT-55923,,,,no-match
CAT-55924,,,,no-match
CAT-55925,,,,no-match
CAT-55926,,,,no-match
CAT-55928,,,,no-match
CAT-55929,,,,no-match
CAT-56408,,,,no-match
CAT-56409,,,,no-match
CAT-56410,,,,no-match
CAT-58814,,,,no-match
CAT-58822,,,,no-match
CAT-58831,,,,no-match
CAT-58843,,,,no-match
CAT-58850,,,,no-match
CAT-58851,,,,no-match
CAT-58854,,,,no-match
CAT-58864,,,,no-match
CAT-58868,,,,no-match
CAT-58869,,,,no-match
CAT-58870,,,,no-match
CAT-58871,,,,no-match
CAT-58872,,,,no-match
CAT-58873,,,,no-match
CAT-58874,,,,no-match
CAT-58875,,,,no-match
CAT-58876,,,,no-match
CAT-58877,,,,no-match
CAT-59589,,,,no-match
CAT-59590,,,,no-match
CAT-59591,,,,no-match
CAT-59592,,,,no-match
CAT-59599,,,,no-match
CAT-59600,,,,no-match
CAT-59601,,,,no-match
CAT-59602,,,,no-match
CAT-59603,42242,,0.800,
CAT-59604,,,,no-match
CAT-59605,,,,no-match
CAT-59606,,,,no-match
CAT-59607,,,,no-match
CAT-59627,,,,no-match
CAT-59629,,,,no-match
CAT-59633,,,,no-match
CAT-59634,,,,no-match
CAT-59635,,,,no-match
CAT-59636,,,,no-match
CAT-59637,198028,,0.600,
CAT-59638,,,,no-match
CAT-59639,,,,no-match
CAT-59640,,,,no-match
CAT-59642,,,,no-match
CAT-59645,,,,no-match
CAT-59648,,,,no-match
CAT-59650,,,,no-match
CAT-59652,,,,no-match
CAT-59655,,,,no-match
CAT-59656,,,,no-match
CAT-59657,,,,no-match
CAT-59658,,,,no-match
CAT-59659,,,,no-match
CAT-59660,,,,no-match
CAT-59662,,,,no-match
CAT-59664,,,,no-match
CAT-59667,,,,no-match
CAT-59671,,,,no-match
CAT-59672,,,,no-match
CAT-59673,,,,no-match
CAT-59674,,,,no-match
CAT-59675,,,,no-match
CAT-59676,,,,no-match
CAT-59677,,,,no-match
CAT-59686,,,,no-match
CAT-59689,,,,no-match
CAT-59690,,,,no-match
CAT-59691,,,,no-match
CAT-59694,1498,,0.800,
CAT-59699,,,,no-match
CAT-59700,,,,no-match
CAT-59701,,,,no-match
CAT-59703,,,,no-match
CAT-59704,,,,no-match
CAT-59705,,,,no-match
CAT-59706,,,,no-match
CAT-59709,,,,no-match
CAT-59710,,,,no-match
CAT-59712,,,,no-match
CAT-59713,,,,no-match
CAT-59715,353713,,0.600,
CAT-59718,,,,no-match
CAT-59723,,,,no-match
CAT-59727,,,,no-match
CAT-59732,,,,no-match
CAT-59733,,,,no-match
CAT-59736,,,,no-match
CAT-59744,,,,no-match
CAT-59753,,,,no-match
CAT-60433,,,,no-match
CAT-60435,,,,no-match
CAT-60437,,,,no-match
CAT-60438,,,,no-match
CAT-60440,,,,no-match
CAT-60441,,,,no-match
CAT-60447,,,,no-match
CAT-60450,,,,no-match
CAT-60453,,,,no-match
CAT-60454,,,,no-match
CAT-60455,,,,no-match
CAT-60456,,,,no-match
CAT-60458,,,,no-match
CAT-60459,,,,no-match
CAT-60465,,,,no-match
CAT-60467,,,,no-match
CAT-60468,,,,no-match
CAT-60470,,,,no-match
CAT-60491,,,,no-match
CAT-60493,23091,,0.675,
CAT-60496,,,,no-match
CAT-60497,,,,no-match
CAT-60504,,,,no-match
CAT-60508,,,,no-match
CAT-60511,,,,no-match
CAT-60514,,,,no-match
CAT-60519,,,,no-match
CAT-60521,,,,no-match
CAT-60522,,,,no-match
CAT-60526,,,,no-match
CAT-60529,,,,no-match
CAT-60530,,,,no-match
CAT-60533,,,,no-match
CAT-60534,353713,,0.600,
CAT-60538,,,,no-match
CAT-60546,,,,no-match
CAT-60550,,,,no-match
CAT-60555,,,,no-match
CAT-60556,37843,,0.800,
CAT-60557,,,,no-match
CAT-60559,,,,no-match
CAT-60560,,,,no-match
CAT-60561,,,,no-match
CAT-60565,,,,no-match
CAT-60567,,,,no-match
CAT-60570,,,,no-match
CAT-60572,,,,no-match
CAT-60576,,,,no-match
CAT-60579,,,,no-match
CAT-60581,,,,no-match
CAT-60588,,,,no-match
CAT-60591,,,,no-match
CAT-60594,,,,no-match
CAT-60599,28509,,0.900,
CAT-60645,174910,,0.900,
CAT-60646,,,,no-match
CAT-60647,42637,,0.900,
CAT-60648,,,,no-match
CAT-60650,,,,no-match
CAT-60652,,,,no-match
CAT-60658,,,,no-match
CAT-60667,,,,no-match
CAT-60668,81523,,0.900,
CAT-60669,,,,no-match
CAT-60670,28509,,0.900,
CAT-60671,,,,no-match
CAT-60672,153771,,0.900,
CAT-60673,,,,no-match
CAT-60674,,,,no-match
CAT-60675,45708,,0.733,
CAT-60676,4450,,0.900,
CAT-60677,,,,no-match
CAT-60678,,,,no-match
CAT-60679,,,,no-match
CAT-60680,20134,,0.900,
CAT-60681,,,,no-match
CAT-60682,210342,,0.600,
CAT-60683,174910,,0.900,
CAT-60684,27525,,0.900,
CAT-60685,,,,no-match
CAT-60686,,,,no-match
CAT-60687,,,,no-match
CAT-60688,49256,,0.600,
CAT-61143,,,,no-match
CAT-61145,,,,no-match
CAT-61148,,,,no-match
CAT-61149,4455,,0.900,
CAT-61150,,,,no-match
CAT-61151,,,,no-match
CAT-61152,11603,,0.900,
CAT-61153,,,,no-match
CAT-61154,6621,,0.900,
CAT-61155,270346,,0.600,
CAT-61156,,,,no-match
CAT-61158,,,,no-match
CAT-64576,,,,no-match
CAT-64694,,,,no-match
CAT-66453,,,,no-match
CAT-66454,,,,no-match
CAT-66455,,,,no-match
CAT-66456,,,,no-match
CAT-66457,,,,no-match
CAT-66458,,,,no-match
CAT-66459,,,,no-match
CAT-66946,,,,no-match
CAT-68906,210342,,0.600,
CAT-68910,,,,no-match
CAT-68911,,,,no-match
CAT-68912,,,,no-match
CAT-68913,,,,no-match
CAT-68956,,,,no-match
CAT-68957,,,,no-match
CAT-69611,270346,,0.600,
CAT-69626,1103,,0.900,
CAT-69636,1103,,0.900,
CAT-69678,270346,,0.600,
CAT-300564,,,,no-match
CAT-70755,,,,no-match
CAT-70954,217956,,0.600,
CAT-70956,,,,no-match
CAT-300398,,,,no-match
CAT-300399,,,,no-match
CAT-300400,,,,no-match
CAT-300401,,,,no-match
CAT-300425,,,,no-match
CAT-78070,9633,,0.900,
CAT-78071,,,,no-match
CAT-300537,,,,no-match
CAT-300538,,,,no-match
CAT-301597,,,,no-match
CAT-301598,,,,no-match
CAT-301599,,,,no-match
CAT-301589,,,,no-match
CAT-301590,,,,no-match
CAT-78694,,,,no-match
CAT-79150,,,,no-match
CAT-79160,,,,no-match
CAT-79161,,,,no-match
CAT-79168,,,,no-match
CAT-79210,,,,no-match
CAT-79211,,,,no-match
CAT-79413,9633,,0.900,
CAT-79719,49256,,0.600,
