edition_id,igdb_game_id,gb_game_id,score,note
CAT-21804,,,,no-match
CAT-21805,,,,no-match
CAT-21806,,,,no-match
CAT-21807,,,,no-match
CAT-21808,,,,no-match
CAT-21809,,,,no-match
CAT-21810,,,,no-match
CAT-21811,,,,no-match
CAT-21812,,,,no-match
CAT-21813,,,,no-match
CAT-21814,,,,no-match
CAT-21815,,,,no-match
CAT-21816,,,,no-match
CAT-21817,,,,no-match
CAT-21818,3285,42210,0.800,
CAT-21820,,,,no-match
CAT-21825,,,,no-match
CAT-21830,,,,no-match
CAT-21865,,,,no-match
CAT-21867,,,,no-match
CAT-21868,,,,no-match
CAT-21869,,,,no-match
CAT-21873,,,,no-match
CAT-21874,,,,no-match
CAT-21875,,,,no-match
CAT-21876,,,,no-match
CAT-21877,,,,no-match
CAT-21878,,,,no-match
CAT-21879,198028,11992,0.600,
CAT-21881,,,,no-match
CAT-21882,,,,no-match
CAT-21884,,,,no-match
CAT-21886,,,,no-match
CAT-21887,,,,no-match
CAT-21889,,,,no-match
CAT-21890,,,,no-match
CAT-21895,,,,no-match
CAT-21898,,,,no-match
CAT-21902,,,,no-match
CAT-21904,,,,no-match
CAT-21905,,,,no-match
CAT-21906,,,,no-match
CAT-21908,,,,no-match
CAT-21910,,,,no-match
CAT-21913,,,,no-match
CAT-21949,,,,no-match
CAT-21950,,,,no-match
CAT-21951,,,,no-match
CAT-21952,,,,no-match
CAT-21953,,,,no-match
CAT-21954,,,,no-match
CAT-21955,,,,no-match
CAT-21956,,,,no-match
CAT-21957,,,,no-match
CAT-21958,,,,no-match
CAT-21962,,,,no-match
CAT-21967,,,,no-match
CAT-22092,,,,no-match
CAT-22183,,,,no-match
CAT-22185,,,,no-match
CAT-22189,,,,no-match
CAT-22192,,,,no-match
CAT-22196,,,,no-match
CAT-22197,,,,no-match
CAT-22198,,,,no-match
CAT-22199,,,,no-match
CAT-22223,,,,no-match
CAT-22315,,,,no-match
CAT-22318,,,,no-match
CAT-22325,,,,no-match
CAT-22329,,,,no-match
CAT-22330,,,,no-match
CAT-22337,,,,no-match
CAT-22338,,,,no-match
CAT-22343,,,,no-match
CAT-22349,,,,no-match
CAT-22375,,,,no-match
CAT-22377,,,,no-match
CAT-22396,,,,no-match
CAT-22397,,,,no-match
CAT-22398,,,,no-match
CAT-22399,,,,no-match
CAT-22408,,,,no-match
CAT-22410,1498,6052,0.800,
CAT-22438,,,,no-match
CAT-22443,,,,no-match
CAT-22446,,,,no-match
CAT-22448,,,,no-match
CAT-22451,,,,no-match
CAT-22461,,,,no-match
CAT-22462,,,,no-match
CAT-22464,,,,no-match
CAT-22470,,,,no-match
CAT-22474,,,,no-match
CAT-22645,15935,11461,0.800,
CAT-22854,,,,no-match
CAT-22857,,,,no-match
CAT-22859,,,,no-match
CAT-22861,174187,37946,0.600,
CAT-22865,,,,no-match
CAT-22871,,,,no-match
CAT-22877,,,,no-match
CAT-22881,,,,no-match
CAT-22885,,,,no-match
CAT-22888,,,,no-match
CAT-22920,,,,no-match
CAT-22923,,,,no-match
CAT-22924,,,,no-match
CAT-22925,,,,no-match
CAT-22926,,,,no-match
CAT-22927,,,,no-match
CAT-22928,,,,no-match
CAT-22931,,,,no-match
CAT-22935,44418,46822,0.800,
CAT-22938,,,,no-match
CAT-22939,,,,no-match
CAT-23131,,,,no-match
CAT-23132,15843,15117,0.800,
CAT-23133,,,,no-match
CAT-23134,,,,no-match
CAT-23135,,,,no-match
CAT-23136,,,,no-match
CAT-23137,,,,no-match
CAT-23138,,,,no-match
CAT-23139,,,,no-match
CAT-23140,,,,no-match
CAT-23141,,,,no-match
CAT-23142,,,,no-match
CAT-23143,38210,28375,0.800,
CAT-23144,,,,no-match
CAT-23145,,,,no-match
CAT-23146,,,,no-match
CAT-23147,,,,no-match
CAT-23148,,,,no-match
CAT-23149,,,,no-match
CAT-23150,,,,no-match
CAT-23153,77634,8375,0.800,
CAT-23155,,,,no-match
CAT-23158,,,,no-match
CAT-23160,,,,no-match
CAT-23162,,,,no-match
CAT-23164,,,,no-match
CAT-23166,,,,no-match
CAT-23167,,,,no-match
CAT-23168,,,,no-match
CAT-23169,,,,no-match
CAT-23170,,,,no-match
CAT-23171,,,,no-match
CAT-23172,,,,no-match
CAT-23173,,,,no-match
CAT-23187,282484,1815,0.600,
CAT-23188,15834,640,0.800,
CAT-23189,,,,no-match
CAT-23190,,,,no-match
CAT-23191,42221,53407,0.800,
CAT-23192,,,,no-match
CAT-23193,,,,no-match
CAT-23194,,,,no-match
CAT-23195,,,,no-match
CAT-23238,,,,no-match
CAT-23239,,,,no-match
CAT-23242,,,,no-match
CAT-23243,202585,28337,0.600,
CAT-23244,,,,no-match
CAT-23246,,,,no-match
CAT-23252,,,,no-match
CAT-23254,222820,1791,0.600,
CAT-23256,,,,no-match
CAT-23258,,,,no-match
CAT-23259,15889,33881,0.800,
CAT-23260,,,,no-match
CAT-23261,,,,no-match
CAT-23263,,,,no-match
CAT-23272,,,,no-match
CAT-23273,,,,no-match
CAT-23274,,,,no-match
CAT-23336,,,,no-match
CAT-23351,,,,no-match
CAT-23354,,,,no-match
CAT-23367,,,,no-match
CAT-23706,,,,no-match
CAT-23707,,,,no-match
CAT-23708,,,,no-match
CAT-23709,,,,no-match
CAT-23710,,,,no-match
CAT-23711,,,,no-match
CAT-23712,,,,no-match
CAT-23713,,,,no-match
CAT-23715,,,,no-match
CAT-23717,,,,no-match
CAT-23718,,,,no-match
CAT-23719,,,,no-match
CAT-23721,,,,no-match
CAT-23723,,,,no-match
CAT-23724,,,,no-match
CAT-23726,,,,no-match
CAT-23731,,,,no-match
CAT-23732,,,,no-match
CAT-23733,,,,no-match
CAT-23734,42383,34569,0.800,
CAT-23736,,,,no-match
CAT-23741,,,,no-match
CAT-23743,,,,no-match
CAT-23745,,,,no-match
CAT-23784,,,,no-match
CAT-23785,,,,no-match
CAT-23788,,,,no-match
CAT-23789,,,,no-match
CAT-23790,,,,no-match
CAT-23797,,,,no-match
CAT-23801,,,,no-match
CAT-23805,,,,no-match
CAT-23806,,,,no-match
CAT-23808,,,,no-match
CAT-23811,,,,no-match
CAT-23828,,,,no-match
CAT-23829,,,,no-match
CAT-23830,38125,57853,0.800,
CAT-23831,,,,no-match
CAT-23835,,,,no-match
CAT-23841,,,,no-match
CAT-23842,,,,no-match
CAT-23843,,,,no-match
CAT-23844,,,,no-match
CAT-23845,,,,no-match
CAT-23847,,,,no-match
CAT-23848,,,,no-match
CAT-23850,,,,no-match
CAT-23852,,,,no-match
CAT-23853,,,,no-match
CAT-23854,,,,no-match
CAT-23855,,,,no-match
CAT-23856,,,,no-match
CAT-23857,,,,no-match
CAT-23858,,,,no-match
CAT-23870,,,,no-match
CAT-23872,,,,no-match
CAT-23875,,,,no-match
CAT-23876,,,,no-match
CAT-23877,,,,no-match
CAT-23878,,,,no-match
CAT-23879,,,,no-match
CAT-23880,38320,9288,0.800,
CAT-23881,,,,no-match
CAT-23882,,,,no-match
CAT-23883,38019,60077,0.800,
CAT-23884,,,,no-match
CAT-23885,,,,no-match
CAT-23886,,,,no-match
CAT-23887,,,,no-match
CAT-23888,9151,6029,0.800,
CAT-23889,,,,no-match
CAT-23891,,,,no-match
CAT-23897,,,,no-match
CAT-23900,,,,no-match
CAT-23904,,,,no-match
CAT-23906,,,,no-match
CAT-23910,,,,no-match
CAT-23911,,,,no-match
CAT-23912,,,,no-match
CAT-23913,,,,no-match
CAT-23914,,,,no-match
CAT-23915,,,,no-match
CAT-23916,,,,no-match
CAT-23923,7351,20654,0.600,
CAT-23924,,,,no-match
CAT-23926,,,,no-match
CAT-23930,,,,no-match
CAT-23932,,,,no-match
CAT-23933,,,,no-match
CAT-23934,,,,no-match
CAT-23935,37791,57552,0.800,
CAT-23936,,,,no-match
CAT-23937,,,,no-match
CAT-23939,,,,no-match
CAT-23940,,,,no-match
CAT-23941,,,,no-match
CAT-23942,,,,no-match
CAT-23944,,,,no-match
CAT-23946,,,,no-match
CAT-23947,,,,no-match
CAT-23948,,,,no-match
CAT-23959,,,,no-match
CAT-23960,,,,no-match
CAT-23961,,,,no-match
CAT-23962,,,,no-match
CAT-23963,,,,no-match
CAT-23964,,,,no-match
CAT-23965,,,,no-match
CAT-23966,,,,no-match
CAT-23967,,,,no-match
CAT-23968,,,,no-match
CAT-23970,,,,no-match
CAT-23971,,,,no-match
CAT-23973,,,,no-match
CAT-23975,,,,no-match
CAT-23976,,,,no-match
CAT-23977,,,,no-match
CAT-23980,,,,no-match
CAT-23983,,,,no-match
CAT-23985,,,,no-match
CAT-23989,38389,28373,0.800,
CAT-23990,,,,no-match
CAT-23993,,,,no-match
CAT-24003,,,,no-match
CAT-24004,,,,no-match
CAT-24005,,,,no-match
CAT-24007,,,,no-match
CAT-24011,,,,no-match
CAT-24013,42462,8998,0.800,
CAT-24014,,,,no-match
CAT-24016,,,,no-match
CAT-24018,,,,no-match
CAT-24019,,,,no-match
CAT-24021,,,,no-match
CAT-24022,,,,no-match
CAT-24023,,,,no-match
CAT-24026,,,,no-match
CAT-24027,,,,no-match
CAT-24028,,,,no-match
CAT-24029,,,,no-match
CAT-24030,,,,no-match
CAT-24031,,,,no-match
CAT-24033,,,,no-match
CAT-24068,95412,37539,0.800,
CAT-24070,,,,no-match
CAT-24072,,,,no-match
CAT-24209,,,,no-match
CAT-24210,,,,no-match
CAT-24237,,,,no-match
CAT-24239,,,,no-match
CAT-24242,,,,no-match
CAT-24244,,,,no-match
CAT-24246,,,,no-match
CAT-24247,,,,no-match
CAT-24250,18613,36333,0.720,
CAT-24305,,,,no-match
CAT-24310,38371,30673,0.800,
CAT-24337,42455,17398,0.800,
CAT-24379,,,,no-match
CAT-26506,9633,13828,0.900,
CAT-26509,,,,no-match
CAT-26510,,,,no-match
CAT-26512,,,,no-match
CAT-26513,,,,no-match
CAT-26514,,,,no-match
CAT-26516,,,,no-match
CAT-26517,,,,no-match
CAT-26518,,,,no-match
CAT-26519,,,,no-match
CAT-26526,8050,9441,0.817,
CAT-26527,,,,no-match
CAT-26528,,,,no-match
CAT-26529,,,,no-match
CAT-26545,174910,810,0.900,
CAT-26546,,,,no-match
CAT-26547,,,,no-match
CAT-26549,,,,no-match
CAT-26550,,,,no-match
CAT-26551,,,,no-match
CAT-26552,,,,no-match
CAT-26553,4259,9847,0.900,
CAT-26554,8121,3680,0.900,
CAT-26555,42612,16760,0.900,
CAT-26556,,,,no-match
CAT-26557,,,,no-match
CAT-26558,4509,15126,0.900,
CAT-26559,,,,no-match
CAT-26560,,,,no-match
CAT-26561,,,,no-match
CAT-26562,,,,no-match
CAT-26563,,,,no-match
CAT-26565,,,,no-match
CAT-26566,,,,no-match
CAT-26567,,,,no-match
CAT-26568,,,,no-match
CAT-26569,,,,no-match
CAT-26570,,,,no-match
CAT-26571,,,,no-match
CAT-26573,,,,no-match
CAT-26574,217942,5498,0.475,
CAT-26581,,,,no-match
CAT-26582,,,,no-match
CAT-26583,,,,no-match
CAT-26584,,,,no-match
CAT-26585,,,,no-match
CAT-26586,,,,no-match
CAT-26587,11665,14108,0.900,
CAT-26588,,,,no-match
CAT-26589,,,,no-match
CAT-26590,,,,no-match
CAT-26592,4492,9336,0.900,
CAT-26593,,,,no-match
CAT-26594,,,,no-match
CAT-26603,198801,9186,0.600,
CAT-26604,284101,1434,0.600,
CAT-26606,,,,no-match
CAT-26607,,,,no-match
CAT-26608,1103,8292,0.900,
CAT-26609,,,,no-match
CAT-26610,,,,no-match
CAT-26611,,,,no-match
CAT-26613,,,,no-match
CAT-26614,,,,no-match
CAT-26617,,,,no-match
CAT-26618,,,,no-match
CAT-26622,,,,no-match
CAT-26623,,,,no-match
CAT-26624,,,,no-match
CAT-26625,9151,6029,0.900,
CAT-26626,1073,2866,0.900,
CAT-26628,,,,no-match
CAT-26629,,,,no-match
CAT-26631,,,,no-match
CAT-26632,,,,no-match
CAT-26633,,,,no-match
CAT-26635,,,,no-match
CAT-26638,,,,no-match
CAT-26639,,,,no-match
CAT-26641,,,,no-match
CAT-26642,,,,no-match
CAT-26644,,,,no-match
CAT-26646,,,,no-match
CAT-26648,,,,no-match
CAT-26651,,,,no-match
CAT-26653,,,,no-match
CAT-26655,,,,no-match
CAT-26657,,,,no-match
CAT-26659,,,,no-match
CAT-26660,,,,no-match
CAT-26663,,,,no-match
CAT-26665,,,,no-match
CAT-26667,,,,no-match
CAT-26670,20298,12829,0.900,
CAT-26673,,,,no-match
CAT-26676,,,,no-match
CAT-26677,,,,no-match
CAT-26679,10843,6329,0.900,
CAT-26680,,,,no-match
CAT-26681,,,,no-match
CAT-26683,243989,18818,0.600,
CAT-26688,,,,no-match
CAT-26689,,,,no-match
CAT-26692,217684,3173,0.600,
CAT-26693,,,,no-match
CAT-26695,,,,no-match
CAT-26696,,,,no-match
CAT-26698,,,,no-match
CAT-26700,,,,no-match
CAT-26702,,,,no-match
CAT-26705,,,,no-match
CAT-26706,,,,no-match
CAT-26707,,,,no-match
CAT-26737,71128,2396,0.900,
CAT-26738,,,,no-match
CAT-26739,,,,no-match
CAT-26740,,,,no-match
CAT-26741,,,,no-match
CAT-26742,,,,no-match
CAT-26743,,,,no-match
CAT-26744,,,,no-match
CAT-26954,,,,no-match
CAT-26955,,,,no-match
CAT-26957,,,,no-match
CAT-26958,,,,no-match
CAT-26959,346267,4616,0.600,
CAT-26960,,,,no-match
CAT-26961,,,,no-match
CAT-26962,55092,19507,0.600,
CAT-26963,,,,no-match
CAT-26964,,,,no-match
CAT-26965,,,,no-match
CAT-26966,210342,9146,0.600,
CAT-26967,45878,,0.900,
CAT-26968,1026,,0.900,
CAT-26969,,,,no-match
CAT-26970,,,,no-match
CAT-26971,,,,no-match
CAT-26972,,,,no-match
CAT-26973,,,,no-match
CAT-26975,,,,no-match
CAT-26976,,,,no-match
CAT-26977,,,,no-match
CAT-26978,,,,no-match
CAT-26979,,,,no-match
CAT-26980,282484,,0.600,
CAT-26981,10354,,0.600,
CAT-26982,7828,,0.900,
CAT-26983,42617,,0.900,
CAT-26984,,,,no-match
CAT-26985,,,,no-match
CAT-26986,42506,,0.900,
CAT-26987,,,,no-match
CAT-26990,,,,no-match
CAT-26991,11665,,0.900,
CAT-26992,4509,,0.900,
CAT-26993,,,,no-match
CAT-26994,,,,no-match
CAT-27012,,,,no-match
CAT-27013,,,,no-match
CAT-27014,,,,no-match
CAT-27015,,,,no-match
CAT-27017,,,,no-match
CAT-27018,,,,no-match
CAT-27019,,,,no-match
CAT-27020,,,,no-match
CAT-27021,,,,no-match
CAT-27022,,,,no-match
CAT-27023,10162,,0.900,
CAT-27026,204616,,0.900,
CAT-29365,,,,no-match
CAT-30481,,,,no-match
CAT-34379,,,,no-match
CAT-34380,,,,no-match
CAT-34381,,,,no-match
CAT-34382,,,,no-match
CAT-34383,,,,no-match
CAT-34384,,,,no-match
CAT-34385,,,,no-match
CAT-34386,,,,no-match
CAT-34387,,,,no-match
CAT-34388,28389,,0.800,
CAT-34389,,,,no-match
CAT-34390,,,,no-match
CAT-34391,,,,no-match
CAT-34392,,,,no-match
CAT-34393,,,,no-match
CAT-34394,,,,no-match
CAT-34395,,,,no-match
CAT-34396,153771,,0.800,
CAT-34397,,,,no-match
CAT-34398,,,,no-match
CAT-34399,,,,no-match
CAT-34400,,,,no-match
CAT-34401,,,,no-match
CAT-34404,,,,no-match
CAT-34405,,,,no-match
CAT-34406,231006,,0.637,
CAT-34407,,,,no-match
CAT-34408,,,,no-match
CAT-34409,,,,no-match
CAT-34410,,,,no-match
CAT-34411,,,,no-match
CAT-34412,,,,no-match
CAT-34413,,,,no-match
CAT-34414,,,,no-match
CAT-34415,,,,no-match
CAT-34416,,,,no-match
CAT-34417,,,,no-match
CAT-34418,,,,no-match
CAT-34419,6349,,0.800,
CAT-34420,,,,no-match
CAT-34421,,,,no-match
CAT-34422,,,,no-match
CAT-34423,,,,no-match
CAT-34424,,,,no-match
CAT-34425,,,,no-match
CAT-34426,,,,no-match
CAT-34427,,,,no-match
CAT-34428,,,,no-match
CAT-34429,23091,,0.675,
CAT-34430,,,,no-match
CAT-34431,,,,no-match
CAT-34432,,,,no-match
CAT-34433,,,,no-match
CAT-34434,,,,no-match
CAT-34435,,,,no-match
CAT-34436,,,,no-match
CAT-34437,,,,no-match
CAT-34438,,,,no-match
CAT-34439,,,,no-match
CAT-34591,,,,no-match
CAT-34592,,,,no-match
CAT-34593,,,,no-match
CAT-34594,,,,no-match
CAT-34595,,,,no-match
CAT-34596,,,,no-match
CAT-34597,,,,no-match
CAT-34598,,,,no-match
CAT-34599,,,,no-match
CAT-34600,,,,no-match
CAT-34601,,,,no-match
CAT-34602,,,,no-match
CAT-34603,,,,no-match
CAT-34604,,,,no-match
CAT-34605,,,,no-match
CAT-34606,,,,no-match
CAT-34607,,,,no-match
CAT-34608,,,,no-match
CAT-34609,,,,no-match
CAT-34610,,,,no-match
CAT-34611,,,,no-match
CAT-34612,,,,no-match
CAT-34613,,,,no-match
CAT-34614,,,,no-match
CAT-34615,,,,no-match
CAT-34616,,,,no-match
CAT-34617,37820,,0.800,
CAT-34618,,,,no-match
CAT-34619,,,,no-match
CAT-34620,,,,no-match
CAT-34621,,,,no-match
CAT-34622,,,,no-match
CAT-34623,,,,no-match
CAT-34624,,,,no-match
CAT-34625,18380,,0.600,
CAT-34646,,,,no-match
CAT-34657,,,,no-match
CAT-34659,,,,no-match
CAT-34666,,,,no-match
CAT-34671,,,,no-match
CAT-34674,,,,no-match
CAT-34679,,,,no-match
CAT-34683,,,,no-match
CAT-34686,,,,no-match
CAT-34687,,,,no-match
CAT-34688,42484,,0.800,
CAT-34706,,,,no-match
CAT-34707,,,,no-match
CAT-34708,,,,no-match
CAT-34709,,,,no-match
CAT-34710,,,,no-match
CAT-34711,,,,no-match
CAT-34712,,,,no-match
CAT-34713,,,,no-match
CAT-34714,,,,no-match
CAT-34715,,,,no-match
CAT-34716,4546,,0.720,
CAT-34717,,,,no-match
CAT-34718,,,,no-match
CAT-34719,,,,no-match
CAT-34720,,,,no-match
CAT-34721,,,,no-match
CAT-34722,,,,no-match
CAT-34723,,,,no-match
CAT-34724,,,,no-match
CAT-34725,,,,no-match
CAT-34726,,,,no-match
CAT-34727,,,,no-match
CAT-34728,,,,no-match
CAT-34729,,,,no-match
CAT-34730,,,,no-match
CAT-34731,,,,no-match
CAT-34732,,,,no-match
CAT-34733,,,,no-match
CAT-34734,,,,no-match
CAT-34735,,,,no-match
CAT-34736,,,,no-match
CAT-34737,,,,no-match
CAT-34738,,,,no-match
CAT-34739,,,,no-match
CAT-34740,,,,no-match
CAT-34741,,,,no-match
CAT-34742,,,,no-match
CAT-34743,,,,no-match
CAT-34744,,,,no-match
CAT-34745,1709,,0.800,
CAT-34747,,,,no-match
CAT-34748,,,,no-match
CAT-34750,,,,no-match
CAT-34752,198801,,0.600,
CAT-34753,,,,no-match
CAT-34757,,,,no-match
CAT-34758,,,,no-match
CAT-34759,,,,no-match
CAT-34769,,,,no-match
CAT-34775,,,,no-match
CAT-34779,,,,no-match
CAT-34780,,,,no-match
CAT-34781,,,,no-match
CAT-34782,,,,no-match
CAT-34783,,,,no-match
CAT-34784,,,,no-match
CAT-34785,,,,no-match
CAT-34786,,,,no-match
CAT-34787,,,,no-match
CAT-34788,,,,no-match
CAT-34792,,,,no-match
CAT-34793,,,,no-match
CAT-34794,,,,no-match
CAT-34795,,,,no-match
CAT-34796,,,,no-match
CAT-34797,,,,no-match
CAT-34800,,,,no-match
CAT-34801,,,,no-match
CAT-34803,,,,no-match
CAT-34804,,,,no-match
CAT-34806,,,,no-match
CAT-34807,,,,no-match
CAT-34808,40451,,0.800,
CAT-34810,,,,no-match
CAT-34817,,,,no-match
CAT-34818,,,,no-match
CAT-34819,,,,no-match
CAT-34820,,,,no-match
CAT-34821,,,,no-match
CAT-34822,,,,no-match
CAT-34823,,,,no-match
CAT-34824,,,,no-match
CAT-34825,,,,no-match
CAT-34826,,,,no-match
CAT-34827,,,,no-match
CAT-34829,,,,no-match
CAT-34830,,,,no-match
CAT-34833,,,,no-match
CAT-34834,,,,no-match
CAT-34835,,,,no-match
CAT-34836,,,,no-match
CAT-34837,,,,no-match
CAT-34838,,,,no-match
CAT-35370,,,,no-match
CAT-35371,,,,no-match
CAT-35372,,,,no-match
CAT-35373,,,,no-match
CAT-35374,,,,no-match
CAT-35375,,,,no-match
CAT-35376,,,,no-match
CAT-35377,,,,no-match
CAT-35378,,,,no-match
CAT-35379,,,,no-match
CAT-35380,,,,no-match
CAT-35381,,,,no-match
CAT-35382,,,,no-match
CAT-35383,,,,no-match
CAT-35384,37811,,0.800,
CAT-35385,,,,no-match
CAT-35386,,,,no-match
CAT-35387,,,,no-match
CAT-35388,,,,no-match
CAT-35389,37843,,0.800,
CAT-35390,,,,no-match
CAT-35391,,,,no-match
CAT-35392,,,,no-match
CAT-35393,,,,no-match
CAT-35394,,,,no-match
CAT-35395,,,,no-match
CAT-35396,,,,no-match
CAT-35397,,,,no-match
CAT-35398,,,,no-match
CAT-35399,,,,no-match
CAT-35400,,,,no-match
CAT-35401,,,,no-match
CAT-35402,,,,no-match
CAT-35403,,,,no-match
CAT-35404,,,,no-match
CAT-35405,42617,,0.800,
CAT-35406,,,,no-match
CAT-35407,,,,no-match
CAT-35408,,,,no-match
CAT-35409,,,,no-match
CAT-35410,38352,,0.800,
CAT-35411,,,,no-match
CAT-35412,,,,no-match
CAT-35413,,,,no-match
CAT-35414,,,,no-match
CAT-35415,,,,no-match
CAT-35416,,,,no-match
CAT-35417,,,,no-match
CAT-35418,,,,no-match
CAT-35419,,,,no-match
CAT-35420,42254,,0.800,
CAT-35421,,,,no-match
CAT-35422,,,,no-match
CAT-35423,,,,no-match
CAT-35424,,,,no-match
CAT-35425,,,,no-match
CAT-35426,,,,no-match
CAT-35427,,,,no-match
CAT-35428,,,,no-match
CAT-35429,,,,no-match
CAT-35430,,,,no-match
CAT-35431,217956,,0.600,
CAT-35432,,,,no-match
CAT-35433,,,,no-match
CAT-35434,,,,no-match
CAT-35435,,,,no-match
CAT-35436,,,,no-match
CAT-35437,,,,no-match
CAT-35438,,,,no-match
CAT-35439,,,,no-match
CAT-35440,,,,no-match
CAT-35441,,,,no-match
CAT-35442,10162,,0.800,
CAT-35443,,,,no-match
CAT-35444,,,,no-match
CAT-35447,,,,no-match
CAT-35449,,,,no-match
CAT-35450,,,,no-match
CAT-35451,9619,,0.800,
CAT-35452,,,,no-match
CAT-35453,,,,no-match
CAT-35456,,,,no-match
CAT-35458,,,,no-match
CAT-35462,,,,no-match
CAT-35463,,,,no-match
CAT-35465,,,,no-match
CAT-35467,,,,no-match
CAT-35469,,,,no-match
CAT-35470,,,,no-match
CAT-35471,46770,,0.800,
CAT-35473,,,,no-match
CAT-35477,,,,no-match
CAT-35478,,,,no-match
CAT-35479,,,,no-match
CAT-35480,,,,no-match
CAT-35482,,,,no-match
CAT-35483,,,,no-match
CAT-35485,,,,no-match
CAT-35486,,,,no-match
CAT-35488,15374,,0.720,
CAT-35489,,,,no-match
CAT-35490,,,,no-match
CAT-35491,,,,no-match
CAT-35492,,,,no-match
CAT-35495,,,,no-match
CAT-35496,,,,no-match
CAT-35497,265033,,0.660,
CAT-35499,,,,no-match
CAT-35500,,,,no-match
CAT-35501,,,,no-match
CAT-35502,,,,no-match
CAT-35503,,,,no-match
CAT-35504,,,,no-match
CAT-35505,,,,no-match
CAT-35506,,,,no-match
CAT-35507,,,,no-match
CAT-35508,,,,no-match
CAT-35509,,,,no-match
CAT-35510,,,,no-match
CAT-35513,,,,no-match
CAT-35514,198998,,0.600,
CAT-35515,,,,no-match
CAT-35516,,,,no-match
CAT-35517,,,,no-match
CAT-35519,,,,no-match
CAT-35522,,,,no-match
CAT-35523,,,,no-match
CAT-35524,42736,,0.800,
CAT-35525,,,,no-match
CAT-35526,,,,no-match
CAT-35527,,,,no-match
CAT-35528,,,,no-match
CAT-35529,,,,no-match
CAT-35530,,,,no-match
CAT-35531,,,,no-match
CAT-35532,,,,no-match
CAT-35533,,,,no-match
CAT-35542,,,,no-match
CAT-35543,,,,no-match
CAT-35544,,,,no-match
CAT-35546,,,,no-match
CAT-35547,,,,no-match
CAT-35548,,,,no-match
CAT-35550,,,,no-match
CAT-35551,,,,no-match
CAT-35552,,,,no-match
CAT-35553,280811,,0.660,
CAT-35554,,,,no-match
CAT-35556,,,,no-match
CAT-35557,8050,,0.717,
CAT-35558,,,,no-match
CAT-35560,,,,no-match
CAT-35561,,,,no-match
CAT-35562,,,,no-match
CAT-35563,,,,no-match
CAT-35564,,,,no-match
CAT-35566,,,,no-match
CAT-35567,,,,no-match
CAT-35568,,,,no-match
CAT-35569,,,,no-match
CAT-35570,,,,no-match
CAT-35571,42621,,0.800,
CAT-35572,,,,no-match
CAT-35573,,,,no-match
CAT-35575,,,,no-match
CAT-35576,,,,no-match
CAT-35577,,,,no-match
CAT-35578,,,,no-match
CAT-35579,,,,no-match
CAT-35580,,,,no-match
CAT-35581,,,,no-match
CAT-35582,,,,no-match
CAT-35583,,,,no-match
CAT-35584,,,,no-match
CAT-35585,,,,no-match
CAT-35586,,,,no-match
CAT-35587,,,,no-match
CAT-35588,,,,no-match
CAT-35593,,,,no-match
CAT-35601,,,,no-match
CAT-35602,,,,no-match
CAT-35604,,,,no-match
CAT-35605,,,,no-match
CAT-35606,,,,no-match
CAT-35614,,,,no-match
CAT-35616,,,,no-match
CAT-35617,,,,no-match
CAT-35622,,,,no-match
CAT-35625,,,,no-match
CAT-35627,,,,no-match
CAT-35628,42555,,0.800,
CAT-35629,,,,no-match
CAT-35631,,,,no-match
CAT-35632,,,,no-match
CAT-35634,,,,no-match
CAT-35637,,,,no-match
CAT-35645,,,,no-match
CAT-35647,,,,no-match
CAT-35648,,,,no-match
CAT-35649,,,,no-match
CAT-36839,,,,no-match
CAT-36840,,,,no-match
CAT-36841,,,,no-match
CAT-36842,,,,no-match
CAT-36843,23597,,0.600,
CAT-36844,,,,no-match
CAT-36845,,,,no-match
CAT-36863,,,,no-match
CAT-36871,,,,no-match
CAT-36900,,,,no-match
CAT-36912,97118,,0.800,
CAT-36917,,,,no-match
CAT-36928,,,,no-match
CAT-36931,,,,no-match
CAT-36937,,,,no-match
CAT-36939,,,,no-match
CAT-36941,,,,no-match
CAT-36942,,,,no-match
CAT-36944,,,,no-match
CAT-36945,,,,no-match
CAT-36946,,,,no-match
CAT-36947,,,,no-match
CAT-36948,,,,no-match
CAT-36949,,,,no-match
CAT-36952,,,,no-match
CAT-36954,,,,no-match
CAT-36955,,,,no-match
CAT-36956,,,,no-match
CAT-36959,,,,no-match
CAT-36961,,,,no-match
CAT-36962,,,,no-match
CAT-36963,1103,,0.800,
CAT-36966,,,,no-match
CAT-36968,,,,no-match
CAT-36971,,,,no-match
CAT-36979,,,,no-match
CAT-36982,,,,no-match
CAT-36998,,,,no-match
CAT-37016,,,,no-match
CAT-37017,,,,no-match
CAT-37018,,,,no-match
CAT-37020,,,,no-match
CAT-37021,,,,no-match
CAT-37022,,,,no-match
CAT-37025,,,,no-match
CAT-37026,,,,no-match
CAT-37028,,,,no-match
CAT-37030,,,,no-match
CAT-37038,242267,,0.900,
CAT-37058,,,,no-match
CAT-37060,,,,no-match
CAT-37062,,,,no-match
CAT-37063,,,,no-match
CAT-37067,,,,no-match
CAT-37069,,,,no-match
CAT-37163,,,,no-match
CAT-37166,,,,no-match
CAT-37171,,,,no-match
CAT-37183,,,,no-match
CAT-37189,,,,no-match
CAT-37190,,,,no-match
CAT-37191,,,,no-match
CAT-37192,,,,no-match
CAT-37194,,,,no-match
CAT-37196,,,,no-match
CAT-37202,,,,no-match
CAT-37208,,,,no-match
