object_number,platform_raw_first,platform_norm,title_primary,alt_titles,title_norm,title_norm_source,title_aliases
23173,Nintendo Super Famicom,SFC,Super Real Mahjong PV Paradise All-Star 4 Nin Uchi,スーパーリアル麻雀PV パラダイス オールスター4人打ち,Super Real Mahjong PV Paradise All-Star 4 Nin Uchi,primary_ascii,スーパーリアル麻雀PV パラダイス オールスター4人打ち
23187,Nintendo Super Famicom,SFC,True Lies,トゥルーライズ,True Lies,primary_ascii,トゥルーライズ
23188,Nintendo Super Famicom,SFC,Emerald Dragon,エメラルドドラゴン,Emerald Dragon,primary_ascii,エメラルドドラゴン
23189,Nintendo Super Famicom,SFC,Shodankurai Nintei Shodan Pro Mahjong,初段位認定 初段プロ麻雀,Shodankurai Nintei Shodan Pro Mahjong,primary_ascii,初段位認定 初段プロ麻雀
23190,Nintendo Super Famicom,SFC,Pachinko Maruhi Hisshouhou,パチンコ 秘必勝法,Pachinko Maruhi Hisshouhou,primary_ascii,パチンコ 秘必勝法
23191,Nintendo Super Famicom,SFC,Super Trump Collection,スーパートランプコレクション,Super Trump Collection,primary_ascii,スーパートランプコレクション
23192,Nintendo Super Famicom,SFC,Dragon Ball Z Super Gokuu Den Totsugeki Hen,ドラゴンボールZ 超悟空伝 突撃編,Dragon Ball Z Super Gokuu Den Totsugeki Hen,primary_ascii,ドラゴンボールZ 超悟空伝 突撃編
23193,Nintendo Super Famicom,SFC,Hissatsu Pachinko Collection 2,必殺パチンココレクション2,Hissatsu Pachinko Collection 2,primary_ascii,必殺パチンココレクション2
23194,Nintendo Super Famicom,SFC,Fire Fighting,ファイヤー・ファイティング|The Ignition Factor,Fire Fighting,primary_ascii,ファイヤー・ファイティング|The Ignition Factor
23195,Nintendo Super Famicom,SFC,Jissen! Pachislot Hisshouhou Classic,実戦！パチスロ必勝法！ クラシック,Jissen! Pachislot Hisshouhou Classic,primary_ascii,実戦！パチスロ必勝法！ クラシック
23238,Nintendo Super Famicom,SFC,Parlor! Mini 2 Pachinko Jikki Simulation Game,パーラー！ミニ2 パチンコ実機シミュレーションゲーム,Parlor! Mini 2 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ2 パチンコ実機シミュレーションゲーム
23239,Nintendo Super Famicom,SFC,Shin SD Sengokuden Daishougun Retsuden,新SD戦国伝 大将軍列伝,Shin SD Sengokuden Daishougun Retsuden,primary_ascii,新SD戦国伝 大将軍列伝
23242,Nintendo Super Famicom,SFC,Super Mario Yoshi Island,スーパーマリオ ヨッシーアイランド|Super Mario World 2 Yoshi's Island,Super Mario Yoshi Island,primary_ascii,スーパーマリオ ヨッシーアイランド|Super Mario World 2 Yoshi's Island
23243,Nintendo Super Famicom,SFC,Marmalade Boy,ママレード・ボーイ,Marmalade Boy,primary_ascii,ママレード・ボーイ
23244,Nintendo Super Famicom,SFC,Super Yakyuu Dou,スーパー野球道|Super Yakyuu Michi,Super Yakyuu Dou,primary_ascii,スーパー野球道|Super Yakyuu Michi
23246,Nintendo Super Famicom,SFC,Nishijin Pachinko Monogatari,西陣パチンコ物語,Nishijin Pachinko Monogatari,primary_ascii,西陣パチンコ物語
23252,Nintendo Super Famicom,SFC,Garou Densetsu Shukumei no Tatakai,餓狼伝説 宿命の闘い|Fatal Fury King of Fighters,Garou Densetsu Shukumei no Tatakai,primary_ascii,餓狼伝説 宿命の闘い|Fatal Fury King of Fighters
23254,Nintendo Super Famicom,SFC,Aretha,アレサ,Aretha,primary_ascii,アレサ
23256,Nintendo Super Famicom,SFC,Ultimate Football Try Formation!,ウルティメイト フットボール Try Formation!|Football Fury,Ultimate Football Try Formation!,primary_ascii,ウルティメイト フットボール Try Formation!|Football Fury
23258,Nintendo Super Famicom,SFC,Nintama Rantarou Puzzle Ninjutsu Gakuen Puzzle no Maki,パズル忍たま乱太郎 〜忍術学園パズル大会の段〜,Nintama Rantarou Puzzle Ninjutsu Gakuen Puzzle no Maki,primary_ascii,パズル忍たま乱太郎 〜忍術学園パズル大会の段〜
23259,Nintendo Super Famicom,SFC,Albert Odyssey,アルバートオデッセイ,Albert Odyssey,primary_ascii,アルバートオデッセイ
23260,Nintendo Super Famicom,SFC,Momotarou Dentetsu Happy,桃太郎電鉄 ハッピー,Momotarou Dentetsu Happy,primary_ascii,桃太郎電鉄 ハッピー
23261,Nintendo Super Famicom,SFC,Pachislot Kanzen Kouryaku Universal Shindai Nyuuka Volume 1,パチスロ完全攻略 ユニバーサル新台入荷 Volume 1,Pachislot Kanzen Kouryaku Universal Shindai Nyuuka Volume 1,primary_ascii,パチスロ完全攻略 ユニバーサル新台入荷 Volume 1
23263,Nintendo Super Famicom,SFC,Hoshi no Kirby 3,星のカービィ3|Kirby's Dream Land 3,Hoshi no Kirby 3,primary_ascii,星のカービィ3|Kirby's Dream Land 3
23272,Nintendo Super Famicom,SFC,Tecmo Super Bowl,テクモスーパーボウル,Tecmo Super Bowl,primary_ascii,テクモスーパーボウル
23273,Nintendo Super Famicom,SFC,Kidou Butoden G Gundam,機動武闘伝Gガンダム,Kidou Butoden G Gundam,primary_ascii,機動武闘伝Gガンダム
23274,Nintendo Super Famicom,SFC,Battle Master Kyuukyoku no Senshitachi,バトル・マスター 究極の戦士たち,Battle Master Kyuukyoku no Senshitachi,primary_ascii,バトル・マスター 究極の戦士たち
23336,Nintendo Super Famicom,SFC,Yakouchuu,夜光虫,Yakouchuu,primary_ascii,夜光虫
23351,Nintendo Super Famicom,SFC,Jissen Pachislot Hisshouhou! Twin,実戦パチスロ必勝法！ツイン,Jissen Pachislot Hisshouhou! Twin,primary_ascii,実戦パチスロ必勝法！ツイン
23354,Nintendo Super Famicom,SFC,Parlor! Mini 3 Pachinko Jikki Simulation Game,パーラー！ミニ3 パチンコ実機シミュレーションゲーム,Parlor! Mini 3 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ3 パチンコ実機シミュレーションゲーム
23367,Nintendo Super Famicom,SFC,Tsukikomori,晦|つきこもり,Tsukikomori,primary_ascii,晦|つきこもり
23706,Nintendo Super Famicom,SFC,Teitoku no Ketsudan II,提督の決断II晦|P.T.O. Pacific Theater of Operations II,Teitoku no Ketsudan II,primary_ascii,提督の決断II晦|P.T.O. Pacific Theater of Operations II
23707,Nintendo Super Famicom,SFC,Elfaria A Fantastic Theater,エルファリア A Fantastic Theater,Elfaria A Fantastic Theater,primary_ascii,エルファリア A Fantastic Theater
23708,Nintendo Super Famicom,SFC,Sougou Kakutougi Astral Bout 2 The Total Fighters,総合格闘技 アストラルバウト2 The Total Fighters,Sougou Kakutougi Astral Bout 2 The Total Fighters,primary_ascii,総合格闘技 アストラルバウト2 The Total Fighters
23709,Nintendo Super Famicom,SFC,Super Inindou Datou Nobunaga,スーパー伊忍道 打倒信長,Super Inindou Datou Nobunaga,primary_ascii,スーパー伊忍道 打倒信長
23710,Nintendo Super Famicom,SFC,J League Soccer Prime Goal 3,Jリーグサッカー プライムゴール3,J League Soccer Prime Goal 3,primary_ascii,Jリーグサッカー プライムゴール3
23711,Nintendo Super Famicom,SFC,Karuraou,迦楼羅王|カルラオウ,Karuraou,primary_ascii,迦楼羅王|カルラオウ
23712,Nintendo Super Famicom,SFC,Carrier Aces,キャリアエース,Carrier Aces,primary_ascii,キャリアエース
23713,Nintendo Super Famicom,SFC,Honkaku Shougi Fuuunji Ryuuou,本格将棋 風雲児 龍王,Honkaku Shougi Fuuunji Ryuuou,primary_ascii,本格将棋 風雲児 龍王
23715,Nintendo Super Famicom,SFC,SimCity Jr.,シムシティーJr.|SimTown|Sim City Jr.,SimCity Jr.,primary_ascii,シムシティーJr.|SimTown|Sim City Jr.
23717,Nintendo Super Famicom,SFC,Jumpin' Derby,ジャンピンダービー,Jumpin' Derby,primary_ascii,ジャンピンダービー
23718,Nintendo Super Famicom,SFC,Bokujou Monogatari,牧場物語|Harvest Moon,Bokujou Monogatari,primary_ascii,牧場物語|Harvest Moon
23719,Nintendo Super Famicom,SFC,Super Puyo Puyo 2 Remix,す〜ぱ〜ぷよぷよ通リミックス,Super Puyo Puyo 2 Remix,primary_ascii,す〜ぱ〜ぷよぷよ通リミックス
23721,Nintendo Super Famicom,SFC,Breath of Fire II Shimei no Ko,ブレス オブ ファイアII -使命の子-|Breath of Fire 2,Breath of Fire II Shimei no Ko,primary_ascii,ブレス オブ ファイアII -使命の子-|Breath of Fire 2
23723,Nintendo Super Famicom,SFC,Nobuhiro Takeda no Super Cup Soccer,武田修宏のスーパーカップサッカー,Nobuhiro Takeda no Super Cup Soccer,primary_ascii,武田修宏のスーパーカップサッカー
23724,Nintendo Super Famicom,SFC,Leading Jockey,リーディングジョッキー,Leading Jockey,primary_ascii,リーディングジョッキー
23726,Nintendo Super Famicom,SFC,Simulation Pro Yakyuu,シミュレーション プロ野球,Simulation Pro Yakyuu,primary_ascii,シミュレーション プロ野球
23731,Nintendo Super Famicom,SFC,Shin Shougi Club,新・将棋倶楽部,Shin Shougi Club,primary_ascii,新・将棋倶楽部
23732,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon Another Story,美少女戦士セーラームーン アナザーストーリー,Bishoujo Senshi Sailor Moon Another Story,primary_ascii,美少女戦士セーラームーン アナザーストーリー
23733,Nintendo Super Famicom,SFC,Kawa no Nushi Tsuri 2,川のぬし釣り2,Kawa no Nushi Tsuri 2,primary_ascii,川のぬし釣り2
23734,Nintendo Super Famicom,SFC,Snoopy Concert,スヌーピーコンサート,Snoopy Concert,primary_ascii,スヌーピーコンサート
23736,Nintendo Super Famicom,SFC,Light Fantasy II,ライトファンタジーII,Light Fantasy II,primary_ascii,ライトファンタジーII
23741,Nintendo Super Famicom,SFC,Vortex The FX Robot Battle,ヴォルテックス ザ・FXロボットバトル|Vortex,Vortex The FX Robot Battle,primary_ascii,ヴォルテックス ザ・FXロボットバトル|Vortex
23743,Nintendo Super Famicom,SFC,Tottemo! Lucky Man Lucky Cookie Roulette de Totsugeki!!,とっても! ラッキーマン ラッキークッキールーレットで突撃ー!!,Tottemo! Lucky Man Lucky Cookie Roulette de Totsugeki!!,primary_ascii,とっても! ラッキーマン ラッキークッキールーレットで突撃ー!!
23745,Nintendo Super Famicom,SFC,The Game of Life Super Jinsei Game 2,The Game of Life Super 人生ゲーム2,The Game of Life Super Jinsei Game 2,primary_ascii,The Game of Life Super 人生ゲーム2
23784,Nintendo Super Famicom,SFC,King of The Monsters,キング・オブ・ザ・モンスターズ,King of The Monsters,primary_ascii,キング・オブ・ザ・モンスターズ
23785,Nintendo Super Famicom,SFC,Super F1 Circus Gaiden,スーパーエフワンサーカス外伝,Super F1 Circus Gaiden,primary_ascii,スーパーエフワンサーカス外伝
23788,Nintendo Super Famicom,SFC,Wizardry Gaiden IV Taima no Kodou,ウィザードリィ・外伝IV 〜胎魔の鼓動〜|Wizardry Gaiden 4 Throb of the Demon's Heart,Wizardry Gaiden IV Taima no Kodou,primary_ascii,ウィザードリィ・外伝IV 〜胎魔の鼓動〜|Wizardry Gaiden 4 Throb of the Demon's Heart
23789,Nintendo Super Famicom,SFC,Larry Nixon's Super Bass Fishing,ラリー・ニクソン スーパー・バス・フィッシング|TNN Bass Tournament of Champions,Larry Nixon's Super Bass Fishing,primary_ascii,ラリー・ニクソン スーパー・バス・フィッシング|TNN Bass Tournament of Champions
23790,Nintendo Super Famicom,SFC,Brandish 2 Expert,ブランディッシュ2 エキスパート,Brandish 2 Expert,primary_ascii,ブランディッシュ2 エキスパート
23797,Nintendo Super Famicom,SFC,Lady Stalker Kako kara no Chousen,レディストーカー 〜過去からの挑戦〜,Lady Stalker Kako kara no Chousen,primary_ascii,レディストーカー 〜過去からの挑戦〜
23801,Nintendo Super Famicom,SFC,Katou Ichi-Ni-San Kudan Shougi Club,加藤一二三 九段 将棋倶楽部,Katou Ichi-Ni-San Kudan Shougi Club,primary_ascii,加藤一二三 九段 将棋倶楽部
23805,Nintendo Super Famicom,SFC,Puzzle'n Desu!,ぱずるんでス！|Puzerudesu!,Puzzle'n Desu!,primary_ascii,ぱずるんでス！|Puzerudesu!
23806,Nintendo Super Famicom,SFC,Aretha II Ariel no Fushigi na Bouken,アレサII アリエルの不思議な旅|Aretha 2 Ariel no Fushigi na Bouken,Aretha II Ariel no Fushigi na Bouken,primary_ascii,アレサII アリエルの不思議な旅|Aretha 2 Ariel no Fushigi na Bouken
23808,Nintendo Super Famicom,SFC,Battle Tycoon Flash Hiders SFX,バトルタイクーン Flash Hiders SFX,Battle Tycoon Flash Hiders SFX,primary_ascii,バトルタイクーン Flash Hiders SFX
23811,Nintendo Super Famicom,SFC,Ys V Ushinawareta Suna no Miyako Kefin,イースV 失われた砂の都ケフィン|Ys 5 Ushinawareta Suna no Miyako Kefin,Ys V Ushinawareta Suna no Miyako Kefin,primary_ascii,イースV 失われた砂の都ケフィン|Ys 5 Ushinawareta Suna no Miyako Kefin
23828,Nintendo Super Famicom,SFC,Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou,桜井章一の雀鬼流麻雀必勝法,Sakurai Shouichi no Jankiryuu Mahjong Hisshouhou,primary_ascii,桜井章一の雀鬼流麻雀必勝法
23829,Nintendo Super Famicom,SFC,Series Front Mission Gun Hazard,フロントミッションシリーズ ガンハザード,Series Front Mission Gun Hazard,primary_ascii,フロントミッションシリーズ ガンハザード
23830,Nintendo Super Famicom,SFC,Touge Densetsu Saisoku Battle,峠・伝説 最速バトル,Touge Densetsu Saisoku Battle,primary_ascii,峠・伝説 最速バトル
23831,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu Basic Ban '98,実況パワフルプロ野球ベーシック版 '98,Jikkyou Powerful Pro Yakyuu Basic Ban '98,primary_ascii,実況パワフルプロ野球ベーシック版 '98
23835,Nintendo Super Famicom,SFC,Downtown Nekketsu Baseball Monogatari Yakyuu de Shoubu da! Kunio-kun,ダウンタウン熱血べーすぼーる物語 野球で勝負だ！くにおくん,Downtown Nekketsu Baseball Monogatari Yakyuu de Shoubu da! Kunio-kun,primary_ascii,ダウンタウン熱血べーすぼーる物語 野球で勝負だ！くにおくん
23841,Nintendo Super Famicom,SFC,Final Fantasy USA Mystic Quest,ファイナルファンタジーUSA ミスティッククエスト|Mystic Quest Legend|Final Fantasy Mystic Quest,Final Fantasy USA Mystic Quest,primary_ascii,ファイナルファンタジーUSA ミスティッククエスト|Mystic Quest Legend|Final Fantasy Mystic Quest
23842,Nintendo Super Famicom,SFC,Super Bombliss,スーパーボンブリス,Super Bombliss,primary_ascii,スーパーボンブリス
23843,Nintendo Super Famicom,SFC,SD Gundam Power Formation Puzzle,SD ガンダム パワー フォーメーション パズル,SD Gundam Power Formation Puzzle,primary_ascii,SD ガンダム パワー フォーメーション パズル
23844,Nintendo Super Famicom,SFC,Final Set,ファイナルセット,Final Set,primary_ascii,ファイナルセット
23845,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,実況パワフルプロ野球3 '97春,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,primary_ascii,実況パワフルプロ野球3 '97春
23847,Nintendo Super Famicom,SFC,Saikousoku Shikou Shougi Mahjong,最高速思考 将棋麻雀,Saikousoku Shikou Shougi Mahjong,primary_ascii,最高速思考 将棋麻雀
23848,Nintendo Super Famicom,SFC,Res Arcana Diana Ray Uranai no Meikyuu,レース アルカーナ ディアーナ・レイ 占いの迷宮,Res Arcana Diana Ray Uranai no Meikyuu,primary_ascii,レース アルカーナ ディアーナ・レイ 占いの迷宮
23850,Nintendo Super Famicom,SFC,Super Formation Soccer 94 World Cup Final Data,スーパーフォーメーションサッカー94 ワールドカップファイ,Super Formation Soccer 94 World Cup Final Data,primary_ascii,スーパーフォーメーションサッカー94 ワールドカップファイ
23852,Nintendo Super Famicom,SFC,Kyoraku Sanyo Toyomaru Parlor! Parlor! Pachinko 3-sha Jikki Simulation Game,京楽 三洋 豊丸 Parlor ! パーラー！ パチンコ3社・実機シミュレーションゲーム,Kyoraku Sanyo Toyomaru Parlor! Parlor! Pachinko 3-sha Jikki Simulation Game,primary_ascii,京楽 三洋 豊丸 Parlor ! パーラー！ パチンコ3社・実機シミュレーションゲーム
23853,Nintendo Super Famicom,SFC,Fune Tarou,ふね太郎,Fune Tarou,primary_ascii,ふね太郎
23854,Nintendo Super Famicom,SFC,Parlor! Mini 6 Pachinko Jikki Simulation,パーラー！ミニ6 パチンコ実機シミュレーションゲーム,Parlor! Mini 6 Pachinko Jikki Simulation,primary_ascii,パーラー！ミニ6 パチンコ実機シミュレーションゲーム
23855,Nintendo Super Famicom,SFC,Shougi Saikyou II Jissen Taikyoku Hen,将棋最強II 実戦対局編,Shougi Saikyou II Jissen Taikyoku Hen,primary_ascii,将棋最強II 実戦対局編
23856,Nintendo Super Famicom,SFC,NBA Jam Tournament Edition,NBA ジャム トーナメントエディション,NBA Jam Tournament Edition,primary_ascii,NBA ジャム トーナメントエディション
23857,Nintendo Super Famicom,SFC,Bomberman B-Daman,ボンバーマン ビーダマン,Bomberman B-Daman,primary_ascii,ボンバーマン ビーダマン
23858,Nintendo Super Famicom,SFC,Super Family Gerende,スーパーファミリーゲレンデ,Super Family Gerende,primary_ascii,スーパーファミリーゲレンデ
23870,Nintendo Super Famicom,SFC,Picross NP Vol. 7,Picross NP Vol. 8|Oekaki Logic 2|ピクロスNP Vol.7|ピクロスNP Vol.8|お絵かきロジック2,Picross NP Vol. 7,primary_ascii,Picross NP Vol. 8|Oekaki Logic 2|ピクロスNP Vol.7|ピクロスNP Vol.8|お絵かきロジック2
