release_id,edition_id,title_primary,platform,country,language,release_date
RL-41261419E9,ED-A7BFAA3AFC,Joy Joy Kid,NEO-AES,UNK,xx,
RL-D6E9599A57,ED-2DC6F231AD,Judge Dredd,SNES,UNK,xx,
RL-6EC61CD8FB,ED-DDD62D2CA7,Jungle Strike The Sequel to Desert Strike,SNES,UNK,xx,
RL-4B16EAF9B9,ED-83F5E44D62,Jupiter Probe,AMIGA,UNK,xx,
RL-B6B4DC46A3,ED-3CB0BFFD9A,Jurassic Park,SNES,UNK,xx,
RL-0D61023327,ED-4D8F9C140C,Jurassic Park Part 2: The Chaos Continues,SNES,UNK,xx,
RL-BBC511EDDF,ED-AA33D63A62,"KCS Power PC Board, PC Emulator + RAM, Amiga 500 Trapdoor slot",AMIGA,UNK,xx,
RL-E7CDB09349,ED-07C0BAF390,Kaizou Choujin Schbibinman Zero Shockman Zero,SNES,UNK,xx,
RL-343F5EC1B0,ED-E11167CF0E,Kevin Keegan's Player Manager,SNES,UNK,xx,
RL-69836058E7,ED-16F9B84D93,Kick Off,SNES,UNK,xx,
RL-10B465BCAA,ED-EFDA0B2E51,Kick Off 3,SNES,UNK,xx,
RL-60810BAA15,ED-F2487299D6,Kid Klown in Crazy Chase,SNES,UNK,xx,
RL-F91A8AF7B0,ED-CE7C0A1E4C,Killer Instinct,SNES,UNK,xx,
RL-38DD457184,ED-A662429DC3,King Arthur's World,SNES,UNK,xx,
RL-94885F610D,ED-1C82B06363,Kirby's Dream Course,SNES,UNK,xx,
RL-A396A1B99F,ED-8E72ED1C3B,Kirby's Fun Pak,SNES,UNK,xx,
RL-9A7DC59875,ED-12CFE527EA,Krusty's Super Fun House,SNES,UNK,xx,
RL-8F61821334,ED-B16ABA6961,Kuifje in Tibet,SNES,UNK,xx,
RL-8E25F19717,ED-2CBFBDD161,Lagoon,SNES,UNK,xx,
RL-BF64A5A3E8,ED-E174076D86,Last Action Hero,SNES,UNK,xx,
RL-7C6F6D5A90,ED-B423FF51A4,"Leda LMP Gamester Arcade Video Game Control Centre, Console storage system",SNES,UNK,xx,
RL-A2A8A66CF5,ED-5FB312E6D3,Legend,SNES,UNK,xx,
RL-6D5027B51D,ED-95AFC8645D,Lemmings,SNES,UNK,xx,
RL-C4C0AD137A,ED-73FDF63388,Lemmings 2 The Tribes,SNES,UNK,xx,
RL-59502BDACE,ED-C56A59A84F,Les Schtroumpfs autour du monde,SNES,UNK,xx,
RL-2DA7783C4E,ED-8665D86042,Looney Tunes Road Runner,SNES,UNK,xx,
RL-FDB71ED684,ED-1CF9D1A9CE,Lufia,SNES,UNK,xx,
RL-4FD8D6AEDC,ED-ECAAE6638A,Lufia & the Fortress of Doom,SNES,UNK,xx,
RL-92A8546C02,ED-DFADCADD00,Lufia II Rise of the Sinistrals,SNES,UNK,xx,
RL-95F1C0CE12,ED-4A0021B0C0,Magic Boy,SNES,UNK,xx,
RL-678DBC3018,ED-AFF3070F24,Magic Sword,SNES,UNK,xx,
RL-5CC74CFA4C,ED-DB0EF4F8D9,Magician Lord,NEO-AES,UNK,xx,
RL-039F7EF70F,ED-941B4F3B67,Major Title,SNES,UNK,xx,
RL-2290A3921A,ED-EA6B3755BE,Mario Paint,SNES,UNK,xx,
RL-D86F6F7D26,ED-63070D1460,Mario is Missing,SNES,UNK,xx,
RL-9939CFA674,ED-FD3829721C,Mario is Missing!,SNES,UNK,xx,
RL-14ECBD4E3A,ED-91A427177B,Marvel Super Heroes in War of the Gems,SNES,UNK,xx,
RL-DAE8934EB4,ED-1C3A99E360,Mega Man & Bass,SNES,UNK,xx,
RL-71BB1079E8,ED-CEE9725DA3,Mega Man 7,SNES,UNK,xx,
RL-7524367993,ED-9FFA5C8F8E,Mega Man X,SNES,UNK,xx,
RL-C1BB322A40,ED-C2D5334739,Mega-Lo-Mania,SNES,UNK,xx,
RL-2E298ECFCA,ED-0144297234,Michael Jordan Chaos in the Windy City,SNES,UNK,xx,
RL-956FD13673,ED-652E69E06B,Mickey Mania,SNES,UNK,xx,
RL-5C6C4C0106,ED-A506850724,Micro Machine,SNES,UNK,xx,
RL-1F86958197,ED-FCF5D6FAEE,Micro Machines,SNES,UNK,xx,
RL-F749A03D0B,ED-BC6A847F19,Micro Machines 2 Turbo Tournament,SNES,UNK,xx,
RL-917059A86D,ED-9658211EFA,Midway Presents Arcade's Greatest Hits The Atari Collection 1,SNES,UNK,xx,
RL-79A84DEB33,ED-148FFCDA43,Mighty Morphin Power Rangers,SNES,UNK,xx,
RL-A8D37E5BC3,ED-7364795AFC,Mighty Morphin Power Rangers The Fighting Edition,SNES,UNK,xx,
RL-94AA60D87C,ED-5835DC89B7,Mohawk & Headphone Jack,SNES,UNK,xx,
RL-B4BCC7ACF8,ED-D5AB0A2BA7,Mortal Kombat,SNES,UNK,xx,
RL-7B41BF679E,ED-7F4AB696F3,Mortal Kombat 3,SNES,UNK,xx,
RL-025639AEF6,ED-CF61B6F660,Mortal Kombat II,SNES,UNK,xx,
RL-3A8E575DBB,ED-F8A39CDC23,Mr. Do!,SNES,UNK,xx,
RL-296613F08A,ED-FCEFEC084C,Ms. Pac-Man,SNES,UNK,xx,
RL-1D4B00FFA3,ED-625248F693,NBA All-Star Challenge,SNES,UNK,en,
RL-6110225C32,ED-88D288C7FA,NBA Jam,SNES,UNK,xx,
