igdb_id,category_id,url
5565,,http://www.sega.com
5565,,https://en.wikipedia.org/wiki/Golden_Axe_(video_game)
5565,,https://www.twitch.tv/directory/game/Golden%20Axe
5565,,https://goldenaxe.fandom.com/wiki/Golden_Axe
270346,,https://en.wikipedia.org/wiki/Super_Mario_World
270346,,https://www.mariowiki.com/Super_Mario_World:_Super_Mario_Advance_2
