edition_id,title_primary,platform,igdb_game_id,gb_game_id,genres,developers_for_platform,publishers_for_platform,release_date_for_platform,region_for_platform,platforms_all,release_dates_all,cover_url,primary_source
CAT-01828,Wario's Woods,Nintendo Super Nintendo Entertainment System,190013,2582,Puzzle; Strategy,Nintendo,Nintendo,1994-02-19,,Nintendo 3DS; Wii; Family Computer; Wii U; Nintendo Entertainment System,"Dec 10, 1994 <Nintendo Entertainment System> | Feb 19, 1994 <Family Computer> | 1995 <Nintendo Entertainment System> | Dec 07, 2006 <Wii> | Dec 08, 2006 <Wii> | Dec 12, 2006 <Wii> | Nov 19, 2006 <Wii> | May 29, 2013 <Nintendo 3DS> | Nov 07, 2013 <Nintendo 3DS> | Nov 07, 2013 <Wii U> | Oct 24, 2013 <Nintendo 3DS> | Feb 27, 2014 <Wii U> | Jan 29, 2014 <Wii U> | Jul 20, 2016 <Nintendo 3DS>",https://images.igdb.com/igdb/image/upload/t_cover_big/co1wqb.jpg,igdb
CAT-42763,Theme Park,Nintendo Super Nintendo Entertainment System,23091,6562,,,,,,,,,igdb
CAT-42769,Mortal Kombat 3,Nintendo Super Nintendo Entertainment System,284101,1434,,,,,,,,,igdb
CAT-37963,Inindo Way of the Ninja,Nintendo Super Nintendo Entertainment System,47498,4729,,,,,,,,,igdb
CAT-26959,Cliffhanger,Nintendo Super Nintendo Entertainment System,346267,4616,,,,,,,,,igdb
CAT-60556,Super Birdie Rush;スーパーバーディラッシュ,Nintendo Super Famicom,37843,40040,,,,,,,,,igdb
CAT-34388,Plok!;プロック,Nintendo Super Famicom,28389,4182,,,,,,,,,igdb
CAT-23880,Super Famicom Wars;スーパーファミコンウォーズ,Nintendo Super Famicom,38320,9288,,,,,,,,,igdb
CAT-21803,Joushou Mahjong Tenpai;常勝麻雀 天牌,Nintendo Super Famicom,42423,28208,,"Game Arts Co., Ltd.",Enix Corporation,,,,,,igdb
CAT-21818,Gekisou Sentai Carranger Zenkai! Racer Senshi;激走戦隊カーレンジャー 全開!レーサー戦士,Nintendo Super Famicom,3285,42210,,Natsume,"Bandai Co., Ltd.",,,,,,igdb
CAT-26592,Urban Strike The Sequel to Jungle Strike,Nintendo Super Nintendo Entertainment System,4492,9336,,,,,,,,,igdb
CAT-60493,Theme Park;テーマパーク,Nintendo Super Famicom,23091,6562,,,,,,,,,igdb
CAT-09305,Super Puyo Puyo;す〜ぱ〜ぷよぷよ,Nintendo Super Famicom,42406,,,,,,,,,,igdb
CAT-21667,Rise Of The Robots;ライズ オブ ザ ロボッツ,Nintendo Super Famicom,4259,9847,,Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",,,,,,igdb
CAT-01803,Lucky Luke,Nintendo Super Nintendo Entertainment System,265060,52893,Platform,Infogrames,Nintendo,1996-12-31,,Game Boy,1996 <Game Boy>,https://images.igdb.com/igdb/image/upload/t_cover_big/co5pkv.jpg,igdb
CAT-19744,Actraiser,Nintendo Super Nintendo Entertainment System,23597,7274,,"Quintet Co., Ltd.",Enix Corporation; Square Enix,,,,,,igdb
CAT-34716,WWF WrestleMania The Arcade Game;レッスルマニア・ジ・アーケードゲーム,Nintendo Super Famicom,4546,8027,,,,,,,,,igdb
CAT-26603,Disney's The Lion King,Nintendo Super Nintendo Entertainment System,198801,9186,,,,,,,,,igdb
CAT-34625,Pac-In-Time;パックインタイム,Nintendo Super Famicom,18380,11100,,,,,,,,,igdb
CAT-35553,Disney's Beauty and The Beast;美女と野獣,Nintendo Super Famicom,280811,30534,,,,,,,,,igdb
CAT-19887,Lucky Luke,Nintendo Super Nintendo Entertainment System,265060,52893,,Atari SA,Atari SA,,,,,,igdb
CAT-26967,Star Trek Starfleet Academy Starship Bridge Simulator,Nintendo Super Nintendo Entertainment System,45878,19745,,,,,,,,,igdb
CAT-42775,Disney's Beauty and the Beast,Nintendo Super Nintendo Entertainment System,280811,30534,,,,,,,,,igdb
CAT-20585,Super Dunk Star;スーパーダンクスター,Nintendo Super Famicom,42270,38745,,C-Lab,Sammy Corporation,,,,,,igdb
CAT-59715,Populous;ポピュラス,Nintendo Super Famicom,353713,6210,,,,,,,,,igdb
CAT-20329,Rise of the Robots,Nintendo Super Nintendo Entertainment System,4259,9847,,Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",,,,,,igdb
CAT-00094,Soul Blazer,Nintendo Super Nintendo Entertainment System,11616,13986,Role-playing (RPG); Adventure,Quintet,Enix Corporation; St. GIGA,1992-01-31,Korea,Satellaview; Super Nintendo Entertainment System; Super Famicom,"Jan 31, 1992 <Super Famicom> | Nov 27, 1992 [Korea] <Super Nintendo Entertainment System> | Jan 27, 1994 <Super Nintendo Entertainment System> | Jan 27, 1994 [Europe] <Super Nintendo Entertainment System> | Jan 27, 1994 [Japan] <Super Nintendo Entertainment System> | TBD <Satellaview>",https://images.igdb.com/igdb/image/upload/t_cover_big/co8kzd.jpg,igdb
CAT-09009,Natsuki Crisis Battle;なつきクライシスバトル,Nintendo Super Famicom,38210,28375,,"TOSE Co., Ltd.",Angel,,,,,,igdb
CAT-42657,Stunt Race FX,Nintendo Super Nintendo Entertainment System,28509,19991,,,,,,,,,igdb
CAT-20325,Young Merlin,Nintendo Super Nintendo Entertainment System,11665,14108,,"Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",,,,,,igdb
CAT-01798,Super Star Wars Return of the Jedi,Nintendo Super Nintendo Entertainment System,48939,4692,Adventure,Sculptured Software,Black Pearl Software,1995-12-31,,Sega Game Gear,1995 <Sega Game Gear>,https://images.igdb.com/igdb/image/upload/t_cover_big/co8jer.jpg,igdb
CAT-26683,Lemmings 2 The Tribes,Nintendo Super Nintendo Entertainment System,243989,18818,,,,,,,,,igdb
CAT-26983,Lagoon,Nintendo Super Nintendo Entertainment System,42617,12945,,,,,,,,,igdb
CAT-42919,Super Tennis,Nintendo Super Nintendo Entertainment System,81523,18664,,,,,,,,,igdb
CAT-26991,Young Merlin,Nintendo Super Nintendo Entertainment System,11665,14108,,,,,,,,,igdb
CAT-35405,Lagoon;ラグーン,Nintendo Super Famicom,42617,12945,,,,,,,,,igdb
CAT-35488,Spindizzy Worlds;スピンディジーワールド,Nintendo Super Famicom,15374,4385,,,,,,,,,igdb
CAT-69678,Super Mario World,Nintendo Super Nintendo Entertainment System,270346,1334,,,,,,,,,igdb
CAT-42926,Street Fighter Alpha 2,Nintendo Super Nintendo Entertainment System,243453,19134,,,,,,,,,igdb
CAT-09101,Super Mahjong Taikai;スーパー麻雀大会,Nintendo Super Famicom,37811,38768,Sport; Quiz/Trivia; Card & Board Game,Chat Noir; Koei,Koei; St. GIGA,1992-09-12,,Satellaview; Super Famicom,"Sep 12, 1992 <Super Famicom> | Aug 31, 1997 <Satellaview> | Jun 29, 1997 <Satellaview> | Feb 01, 1998 <Satellaview>",https://images.igdb.com/igdb/image/upload/t_cover_big/co4cli.jpg,igdb
CAT-19760,Killer Instinct,Nintendo Super Nintendo Entertainment System,10354,18484,,"Code Mystics; Rare, Ltd.",Midway Games; Nintendo; Xbox Game Studios,,,,,,igdb
CAT-26670,Revolution X,Nintendo Super Nintendo Entertainment System,20298,12829,,,,,,,,,igdb
CAT-20592,Zico Soccer;ジーコ サッカー,Nintendo Super Famicom,42348,37604,,Electronic Arts Victor,Electronic Arts Victor,,,,,,igdb
CAT-19779,Theme Park,Nintendo Super Nintendo Entertainment System,23091,6562,,"Bullfrog Productions, Ltd.; Digital Hearts Co., Ltd. ; EA Studios Japan; Krisalis Software Ltd.",Domark Software; Electronic Arts; Electronic Arts Victor; Ocean Software Ltd.,,,,,,igdb
CAT-19864,Super Battletank 2,Nintendo Super Nintendo Entertainment System,38425,32829,,Imagineering Inc.,"Absolute Entertainment; Pack-In-Video Co., Ltd",,,,,,igdb
CAT-34406,Street Fighter II,Nintendo Super Nintendo Entertainment System,231006,6665,,,,,,,,,igdb
CAT-61149,Izzy's Quest for the Olympic Rings,Nintendo Super Nintendo Entertainment System,4455,13750,,,,,,,,,igdb
CAT-59603,Fortune Quest Dice wo Korogase;フォーチュンクエスト ダイスをころがせ,Nintendo Super Famicom,42242,46746,,,,,,,,,igdb
CAT-55365,Super Puyo Puyo;す〜ぱ〜ぷよぷよ,Nintendo Super Famicom,42406,,,,,,,,,,igdb
CAT-08985,Angelique;アンジェリーク,Nintendo Super Famicom,49447,23452,Simulator; Visual Novel,Koei,NCS Corporation,1995-12-22,,PC (Microsoft Windows); PC-FX; TurboGrafx-16/PC Engine; Sega Saturn; PlayStation,"Dec 22, 1995 <PC-FX> | Mar 29, 1996 <PC (Microsoft Windows)> | Mar 29, 1996 <PlayStation> | Mar 29, 1996 <Sega Saturn>",https://images.igdb.com/igdb/image/upload/t_cover_big/co6xcn.jpg,igdb
CAT-42321,Pinball Fantasies,Nintendo Super Nintendo Entertainment System,242310,12347,,,,,,,,,igdb
CAT-34752,Disney's The Lion King;ライオンキング,Nintendo Super Famicom,198801,19921,,,,,,,,,igdb
CAT-19747,Urban Strike The Sequel to Jungle Strike,Nintendo Super Nintendo Entertainment System,4492,9336,,Edge Games; Electronic Arts; Foley Hi-Tech Systems; Roklan Corporation; Solid Software,Black Pearl Software; THQ,,,,,,igdb
CAT-19928,F1 Pole Position 2,Nintendo Super Nintendo Entertainment System,42557,38982,,"Human Entertainment, Inc.","Human Entertainment, Inc.; Ubisoft Entertainment",,,,,,igdb
CAT-34745,Mario & Wario;マリオとワリオ,Nintendo Super Famicom,1709,22862,,,,,,,,,igdb
CAT-19888,Pilotwings,Nintendo Super Nintendo Entertainment System,9619,14727,,Nintendo EAD,Nintendo,,,,,,igdb
CAT-19764,Williams Arcade's Greatest Hits,Nintendo Super Nintendo Entertainment System,287084,2851,,"Digital Eclipse Software, Inc.","Midway Games; Williams Electronic Games, Inc.",,,,,,igdb
CAT-79413,Terranigma,Nintendo Super Nintendo Entertainment System,9633,13828,,,,,,,,,igdb
CAT-40592,Aaahh!!! Real Monsters,Nintendo Super Nintendo Entertainment System,5339,17044,,,,,,,,,igdb
CAT-26506,Terranigma,Nintendo Super Nintendo Entertainment System,9633,13828,,,,,,,,,igdb
CAT-20317,NHLPA Hockey '93,Nintendo Super Nintendo Entertainment System,42479,5450,,Park Place Productions,EA Sports; Electronic Arts,,,,,,igdb
CAT-09227,Super Birdie Rush;スーパーバーディラッシュ,Nintendo Super Famicom,37843,40040,,Data East Corporation,Data East Corporation,,,,,,igdb
CAT-22861,Battle Pinball;バトルピンボール,Nintendo Super Famicom,174187,37946,,"Banpresto Co., Ltd.","Banpresto Co., Ltd.",,,,,,igdb
CAT-38562,Angelique;アンジェリーク,Nintendo Super Famicom,49447,23452,,,,,,,,,igdb
CAT-42333,Jimmy Connors Pro Tennis Tour,Nintendo Super Nintendo Entertainment System,153771,5740,,,,,,,,,igdb
CAT-19743,Terranigma,Nintendo Super Nintendo Entertainment System,9633,13828,,"Quintet Co., Ltd.",Enix Corporation; Nintendo,,,,,,igdb
CAT-37946,Secret of Mana,Nintendo Super Nintendo Entertainment System,55092,19507,,,,,,,,,igdb
CAT-43013,Donkey Kong Country 2 Diddy's Kong Quest,Nintendo Super Nintendo Entertainment System,1092,16889,,,,,,,,,igdb
CAT-21685,Fortune Quest Dice wo Korogase;フォーチュンクエスト ダイスをころがせ,Nintendo Super Famicom,42242,46746,,Natsume,Zamuse,,,,,,igdb
CAT-60599,Stunt Race FX,Nintendo Super Nintendo Entertainment System,28509,19991,,,,,,,,,igdb
CAT-19772,Super Tennis,Nintendo Super Nintendo Entertainment System,81523,18664,,"Tokyo Shoseki Co., Ltd.",Nintendo,,,,,,igdb
CAT-20357,Tiny Toon Adventures Buster Busts Loose!,Nintendo Super Nintendo Entertainment System,8050,9441,,Konami,Konami,,,,,,igdb
CAT-19917,Donkey Kong Country 2 Diddy's Kong Quest,Nintendo Super Nintendo Entertainment System,1092,16889,,"Rare, Ltd.",Nintendo,,,,,,igdb
CAT-09257,Albert Odyssey;アルバートオデッセイ,Nintendo Super Famicom,15889,33881,,Sunsoft; Tokai Engineering,Sunsoft,,,,,,igdb
CAT-20321,NHL 95,Nintendo Super Nintendo Entertainment System,4509,15126,,EA Sports; High Score Productions; Visual Concepts,Electronic Arts,,,,,,igdb
CAT-01835,Plok,Nintendo Super Nintendo Entertainment System,28389,4182,Platform,Software Creations,Activision; Nintendo of Europe; Tradewest Inc,1993-09-01,Korea,Super Nintendo Entertainment System; Super Famicom,"1993 <Super Nintendo Entertainment System> | Dec 10, 1993 <Super Famicom> | Sep 1993 [Korea] <Super Nintendo Entertainment System>",https://images.igdb.com/igdb/image/upload/t_cover_big/co2eta.jpg,igdb
CAT-42332,WWF Super Wrestlemania,Nintendo Super Nintendo Entertainment System,45566,3826,,,,,,,,,igdb
CAT-19787,Stunt Race FX,Nintendo Super Nintendo Entertainment System,28509,19991,,Argonaut Games; Nintendo EAD,Nintendo,,,,,,igdb
CAT-42714,Claymates,Nintendo Super Nintendo Entertainment System,42623,1607,,,,,,,,,igdb
CAT-37931,Super Mario World 2 Yoshi's island,Nintendo Super Nintendo Entertainment System,1073,2866,,,,,,,,,igdb
CAT-35431,Jurassic Park;ジュラシック・パーク,Nintendo Super Famicom,217956,5721,,,,,,,,,igdb
CAT-36843,ActRaiser;アクトレイザー,Nintendo Super Famicom,23597,7274,,,,,,,,,igdb
CAT-19925,Disney's Aladdin,Nintendo Super Nintendo Entertainment System,198669,19944,,"Capcom; NMS Software Ltd.; SIMS; Virgin Interactive Entertainment, Inc.","Capcom; Sega; Virgin Interactive Entertainment, Inc.; iam8bit",,,,,,igdb
CAT-35514,Batman Forever;バットマン フォーエヴァー,Nintendo Super Famicom,198998,10020,,,,,,,,,igdb
CAT-19812,Super Punch-Out!!,Nintendo Super Nintendo Entertainment System,9151,6029,,Nintendo R&D3,Nintendo,,,,,,igdb
CAT-26587,Young Merlin,Nintendo Super Nintendo Entertainment System,11665,14108,,,,,,,,,igdb
CAT-59637,Super Bomberman;スーパーボンバーマン,Nintendo Super Famicom,198028,11992,,,,,,,,,igdb
CAT-01802,Total Carnage,Nintendo Super Nintendo Entertainment System,196441,11061,Shooter; Arcade,Midway Games,Midway Games,1991-12-31,,Arcade; Amiga CD32; Super Nintendo Entertainment System; DOS; Amiga; Atari Jaguar,1991 <Arcade> | 1994 <Amiga CD32> | 1994 <Amiga> | 1994 <Atari Jaguar> | 1994 <DOS> | 1994 <Super Nintendo Entertainment System>,https://images.igdb.com/igdb/image/upload/t_cover_big/co7qrb.jpg,igdb
CAT-60534,Populous;ポピュラス,Nintendo Super Famicom,353713,6210,,,,,,,,,igdb
CAT-35628,Feda The Emblem Of Justice;フェーダ エンブレム・オブ・ジャスティス,Nintendo Super Famicom,42555,35998,,,,,,,,,igdb
CAT-43017,Super Mario World 2 Yoshi's Island,Nintendo Super Nintendo Entertainment System,1073,2866,,,,,,,,,igdb
CAT-26558,NHL 95,Nintendo Super Nintendo Entertainment System,4509,15126,,,,,,,,,igdb
CAT-24250,GP-1,Nintendo Super Famicom,18613,36333,,,,,,,,,igdb
CAT-26604,Mortal Kombat 3,Nintendo Super Nintendo Entertainment System,284101,1434,,,,,,,,,igdb
CAT-00085,Terranigma,Nintendo Super Nintendo Entertainment System,9633,13828,Role-playing (RPG); Adventure,Quintet,Enix Corporation; Nintendo; St. GIGA,1995-10-11,,Satellaview; Super Nintendo Entertainment System; Super Famicom,"Oct 11, 1995 <Satellaview> | Oct 20, 1995 <Super Famicom> | Dec 19, 1996 <Super Nintendo Entertainment System>",https://images.igdb.com/igdb/image/upload/t_cover_big/co26g4.jpg,igdb
CAT-40407,Tiny Toon Adventures Buster Busts Loose!,Nintendo Super Nintendo Entertainment System,8050,9441,,,,,,,,,igdb
CAT-20334,The Adventures of Mighty Max,Nintendo Super Nintendo Entertainment System,8121,3680,,WJS Design,Ocean Software Ltd.; Sony Electronic Publishing Ltd.,,,,,,igdb
CAT-42349,Micro Machines 2 Turbo Tournament,Nintendo Super Nintendo Entertainment System,228792,20350,,,,,,,,,igdb
CAT-35420,Dragon's Earth;ドラゴンズ・アース,Nintendo Super Famicom,42254,46015,,,,,,,,,igdb
CAT-23191,Super Trump Collection;スーパートランプコレクション,Nintendo Super Famicom,42221,53407,,,Bottom Up,,,,,,igdb
CAT-55869,Populous;ポピュラス,Nintendo Super Famicom,353713,6210,,,,,,,,,igdb
CAT-20281,SimCity ;シムシティ,Nintendo Super Famicom,208990,37620,,Maxis Software,Electronic Arts,,,,,,igdb
CAT-26545,Parodius,Nintendo Super Nintendo Entertainment System,174910,810,,,,,,,,,igdb
CAT-19922,Disney's Beauty and the Beast,Nintendo Super Nintendo Entertainment System,280811,30534,,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",,,,,,igdb
CAT-42653,Tetris Attack,Nintendo Super Nintendo Entertainment System,133313,13130,,,,,,,,,igdb
CAT-22935,Dekitate High School;できたてハイスクール,Nintendo Super Famicom,44418,46822,,C-Lab,"Bullet-Proof Software, Inc.",,,,,,igdb
CAT-60682,Vortex,Nintendo Super Nintendo Entertainment System,210342,9146,,,,,,,,,igdb
CAT-01830,SimCity,Nintendo Super Nintendo Entertainment System,208990,15035,Simulator; Strategy,Maxis,Electronic Arts,2013-03-05,,PC (Microsoft Windows); Mac,"Aug 2013 <Mac> | Mar 05, 2013 <PC (Microsoft Windows)>",https://images.igdb.com/igdb/image/upload/t_cover_big/co1y6x.jpg,igdb
CAT-19869,Tetris & Dr Mario,Nintendo Super Nintendo Entertainment System,14531,6805,,"Nintendo R&D1; TOSE Co., Ltd.",Nintendo,,,,,,igdb
CAT-69626,Super Metroid,Nintendo Super Nintendo Entertainment System,1103,8292,,,,,,,,,igdb
CAT-26981,Killer Instinct,Nintendo Super Nintendo Entertainment System,10354,18484,,,,,,,,,igdb
CAT-01821,Cutthroat Island,Nintendo Super Nintendo Entertainment System,7828,15775,Platform; Adventure,Software Creations,Acclaim Entertainment,1995-12-31,,Sega Game Gear,1995 <Sega Game Gear>,https://images.igdb.com/igdb/image/upload/t_cover_big/co6ykl.jpg,igdb
CAT-69636,Super Metroid,Nintendo Super Nintendo Entertainment System,1103,8292,,,,,,,,,igdb
CAT-19768,Bubsy In: Claws Encounters of the Furred Kind,Nintendo Super Nintendo Entertainment System,7804,20205,,"ATI Technologies, Inc.; Accolade, Inc.; Al Baker & Associates; Solid Software","Accolade, Inc.; Pack-In-Video Co., Ltd",,,,,,igdb
CAT-26555,Ghoul Patrol,Nintendo Super Nintendo Entertainment System,42612,16760,,,,,,,,,igdb
CAT-24310,Tetris Battle Gaiden;テトリスバトル 武闘外伝,Nintendo Super Famicom,38371,30673,,,,,,,,,igdb
CAT-19875,Kirby's Dream Course,Nintendo Super Nintendo Entertainment System,3656,9316,,"HAL Laboratory, Inc.",Nintendo,,,,,,igdb
CAT-09207,Fortune Quest Dice wo Korogase;フォーチュンクエスト ダイスをころがせ,Nintendo Super Famicom,42242,46746,,Natsume,Zamuse,,,,,,igdb
CAT-34419,Kid Klown in Crazy Chase;キッドクラウンのクレイジーチェイス,Nintendo Super Famicom,6349,14982,,,,,,,,,igdb
CAT-23923,Doom;ドゥーム,Nintendo Super Famicom,7351,20654,,,,,,,,,igdb
CAT-35471,Acrobat Mission;アクロバットミッション,Nintendo Super Famicom,46770,37841,,,,,,,,,igdb
CAT-20313,FIFA Road to World Cup 98,Nintendo Super Nintendo Entertainment System,705,11207,,EA Canada; Extended Play Productions,Electronic Arts,,,,,,igdb
CAT-01842,The Incredible Hulk,Nintendo Super Nintendo Entertainment System,368893,10622,Adventure,Edge of Reality,Sega,2008-06-05,,PlayStation 3; Wii; PC (Microsoft Windows); Xbox 360; Nintendo DS; PlayStation 2,"Jul 03, 2008 <PC (Microsoft Windows)> | Jul 03, 2008 <Wii> | Jul 04, 2008 <Wii> | Jul 17, 2008 <PlayStation 2> | Jul 18, 2008 <PlayStation 2> | Jun 05, 2008 <Nintendo DS> | Jun 05, 2008 <PlayStation 2> | Jun 05, 2008 <PlayStation 3> | Jun 05, 2008 <Wii> | Jun 05, 2008 <Xbox 360> | Jun 10, 2008 <PC (Microsoft Windows)> | Jun 12, 2008 <Nintendo DS> | Jun 12, 2008 <Xbox 360> | Jun 13, 2008 <Nintendo DS> | Jun 13, 2008 <Xbox 360> | Jun 20, 2008 <PlayStation 3> | Jun 20, 2008 <Xbox 360> | Jun 26, 2008 <PlayStation 3> | Jun 27, 2008 <PC (Microsoft Windows)>",https://images.igdb.com/igdb/image/upload/t_cover_big/co2d20.jpg,igdb
CAT-42853,SimCity,Nintendo Super Nintendo Entertainment System,208990,15035,,,,,,,,,igdb
CAT-09311,Nekketsu Tairiku Burning Heroes;熱血大陸 バーニング ヒーローズ,Nintendo Super Famicom,15935,11461,,J-Force,Enix Corporation,,,,,,igdb
CAT-19856,Lamborghini American Challenge,Nintendo Super Nintendo Entertainment System,27525,45818,,Starfish,Starfish; Ubisoft Entertainment,,,,,,igdb
CAT-19932,Super Ghouls 'n Ghosts,Nintendo Super Nintendo Entertainment System,6621,7450,,Capcom,Capcom,,,,,,igdb
CAT-55774,Zico Soccer;ジーコ サッカー,Nintendo Super Famicom,42348,37604,,,,,,,,,igdb
CAT-37220,Fighter's History;ファイターズヒストリー,Nintendo Super Famicom,8564,10486,,,,,,,,,igdb
CAT-01800,The Blues Brothers,Nintendo Super Nintendo Entertainment System,265033,8498,Platform,Titus France,Titus France; Titus Software,1991-12-31,,Commodore C64/128/MAX; Atari ST/STE; DOS; Amiga; Amstrad CPC,1991 <Amiga> | 1991 <Amstrad CPC> | 1991 <Atari ST/STE> | 1991 <Commodore C64/128/MAX> | 1991 <DOS>,https://images.igdb.com/igdb/image/upload/t_cover_big/co5ago.jpg,igdb
CAT-35384,Super Mahjong Taikai;スーパー麻雀大会,Nintendo Super Famicom,37811,38768,,,,,,,,,igdb
CAT-20394,Super Castlevania IV,Nintendo Super Nintendo Entertainment System,1124,11443,,Konami,Konami,,,,,,igdb
CAT-00088,Actraiser,Nintendo Super Nintendo Entertainment System,23597,7274,Platform,"Quintet Co., Ltd.",Macrospace,2004-09-01,,Legacy Mobile Device,"Sep 01, 2004 <Legacy Mobile Device>",https://images.igdb.com/igdb/image/upload/t_cover_big/co8i5i.jpg,igdb
CAT-21717,Ghoul Patrol;グールパトロール,Nintendo Super Famicom,42612,16760,,LucasArts Entertainment Company LLC,"JVC Musical Industries, Inc.; Victor Entertainment",,,,,,igdb
CAT-19796,Doom,Nintendo Super Nintendo Entertainment System,7351,7326,,"David A. Palmer Productions; Infinity Co., Ltd.; Nerve Software, LLC; Zenimax Media Inc; id Software",Bethesda Softworks; Softbank Corp.; id Software,,,,,,igdb
CAT-23132,Bahamut Lagoon;バハムート ラグーン,Nintendo Super Famicom,15843,15117,,Squaresoft,Square Enix; Squaresoft,,,,,,igdb
CAT-79719,Aero the Acro-Bat,Nintendo Super Nintendo Entertainment System,49256,19337,,,,,,,,,igdb
CAT-35451,Pilotwings;パイロットウイングス,Nintendo Super Famicom,9619,14727,,,,,,,,,igdb
CAT-19876,WWF Super Wrestlemania,Nintendo Super Nintendo Entertainment System,45566,3826,,"Acclaim Entertainment, Inc.; Acclaim Studios Salt Lake City","Acclaim Entertainment, Inc.; Flying Edge; LJN",,,,,,igdb
CAT-59694,Front Mission;フロントミッション,Nintendo Super Famicom,1498,6052,,,,,,,,,igdb
CAT-42918,Super Castlevania IV,Nintendo Super Nintendo Entertainment System,1124,11443,,,,,,,,,igdb
CAT-68906,Vortex,Nintendo Super Nintendo Entertainment System,210342,9146,,,,,,,,,igdb
CAT-23243,Marmalade Boy;ママレード・ボーイ,Nintendo Super Famicom,202585,28337,,Kuusou Kagaku,"Bandai Co., Ltd.",,,,,,igdb
CAT-19872,Equinox,Nintendo Super Nintendo Entertainment System,329147,13849,,Acclaim Studios Manchester,"989 Studios; Sony Music Entertainment (Japan), Inc.",,,,,,igdb
CAT-08988,Super Pinball Behind The Mask;スーパー・ピンボール ビハインド・ザ・マスク,Nintendo Super Famicom,42455,17398,,"KAZe Co., Ltd.",Meldac of Japan; Nintendo,,,,,,igdb
CAT-19846,Disney's Timon & Pumbaa's Jungle Games,Nintendo Super Nintendo Entertainment System,72032,6921,,"7th Level, Inc.; Tiertex Design Studios",Disney Interactive; THQ,,,,,,igdb
CAT-23259,Albert Odyssey;アルバートオデッセイ,Nintendo Super Famicom,15889,33881,,Sunsoft; Tokai Engineering,Sunsoft,,,,,,igdb
CAT-20388,Soul Blazer,Nintendo Super Nintendo Entertainment System,11616,13986,,"Quintet Co., Ltd.",Enix Corporation; Ubisoft Entertainment,,,,,,igdb
CAT-01869,Last Action Hero,Nintendo Super Nintendo Entertainment System,262153,5717,Hack and slash/Beat 'em up,Bits Studios; The Dome,Psygnosis; Sony Imagesoft; Tec Toy,1993-10-01,Korea,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; DOS; Amiga,"1993 <Sega Mega Drive/Genesis> | 1993 [Korea] <Sega Mega Drive/Genesis> | Dec 10, 1993 <Super Nintendo Entertainment System> | Oct 1993 [Korea] <Super Nintendo Entertainment System> | 1994 [Korea] <Amiga> | 1994 [Korea] <DOS>",https://images.igdb.com/igdb/image/upload/t_cover_big/co4odq.jpg,igdb
CAT-09208,Namco Open;ナムコットオープン,Nintendo Super Famicom,84332,28372,,"TOSE Co., Ltd.",Namco,,,,,,igdb
CAT-19989,First Samurai;ファーストサムライ,Nintendo Super Famicom,71214,1371,,Vivid Image,Image Works; Kemco; Ubisoft Entertainment,,,,,,igdb
CAT-40683,International Superstar Soccer,Nintendo Super Nintendo Entertainment System,9861,6106,,,,,,,,,igdb
CAT-42951,Stunt Race FX,Nintendo Super Nintendo Entertainment System,28509,19991,,,,,,,,,igdb
CAT-19929,Lagoon,Nintendo Super Nintendo Entertainment System,42617,12945,,"Zoom, Inc.",Kemco,,,,,,igdb
CAT-37956,ActRaiser 2,Nintendo Super Nintendo Entertainment System,7704,17123,,,,,,,,,igdb
CAT-42940,Lemmings 2 The Tribes,Nintendo Super Nintendo Entertainment System,243989,18818,,,,,,,,,igdb
CAT-20371,Accele Brid;アクセルブリッド,Nintendo Super Famicom,38353,2607,,"Genki Co., Ltd.",Tomy,,,,,,igdb
CAT-20377,Super Mario World 2 Yoshi's Island,Nintendo Super Nintendo Entertainment System,1073,2866,,Nintendo EAD; SRD Co. Ltd.,Nintendo,,,,,,igdb
CAT-09016,Mystic Ark;ミスティック・アーク,Nintendo Super Famicom,42484,168,,"Produce Co., Ltd.",Enix Corporation,,,,,,igdb
CAT-36912,Gon;ゴン,Nintendo Super Famicom,97118,23077,,,,,,,,,igdb
CAT-09182,Wagyan Paradise;ワギャンパラダイス,Nintendo Super Famicom,42425,50664,Platform; Puzzle; Adventure,Namco,Namco,1994-12-16,,Super Famicom,"Dec 16, 1994 <Super Famicom>",https://images.igdb.com/igdb/image/upload/t_cover_big/co3sow.jpg,igdb
CAT-40415,King Arthur's World,Nintendo Super Nintendo Entertainment System,42506,12248,,,,,,,,,igdb
CAT-55247,Super Mario World;スーパーマリオワールド,Nintendo Super Famicom,270346,42931,,,,,,,,,igdb
CAT-20352,Tetris Attack,Nintendo Super Nintendo Entertainment System,133313,13130,,Intelligent Systems; Nintendo R&D1,Nintendo,,,,,,igdb
