edition_id,title_primary,platform,igdb_game_id,gb_game_id,genres,developers_for_platform,publishers_for_platform,release_date_for_platform,region_for_platform,platforms_all,release_dates_all,cover_url,primary_source
CAT-01822,Vortex,Nintendo Super Nintendo Entertainment System,210342,9146,Shooter; Arcade,Argonaut Games,Datamost,1982-12-31,,Apple II,1982 <Apple II>,https://images.igdb.com/igdb/image/upload/t_cover_big/co7quo.jpg,igdb
CAT-00091,Secret of Mana,Nintendo Super Nintendo Entertainment System,55092,19507,Role-playing (RPG); Adventure,Q Studios; Square Enix Business Division 8,Square Enix,2018-02-15,,PlayStation 4; PC (Microsoft Windows); PlayStation Vita,"Feb 15, 2018 <PC (Microsoft Windows)> | Feb 15, 2018 <PlayStation 4> | Feb 15, 2018 <PlayStation Vita>",https://images.igdb.com/igdb/image/upload/t_cover_big/co9a7h.jpg,igdb
CAT-60670,Stunt Race FX,Nintendo Super Nintendo Entertainment System,28509,19991,,,,,,,,,igdb
CAT-01874,Doom,Nintendo Super Nintendo Entertainment System,7351,7326,Shooter; Puzzle,id Software,Bethesda Softworks,2016-05-12,,PlayStation 4; PC (Microsoft Windows); Xbox One,"May 12, 2016 <PC (Microsoft Windows)> | May 13, 2016 <PlayStation 4> | May 13, 2016 <Xbox One>",https://images.igdb.com/igdb/image/upload/t_cover_big/co1nc7.jpg,igdb
CAT-01813,NBA All-Star Challenge,Nintendo Super Nintendo Entertainment System,49011,13862,Sport,Beam Software,LJN,1991-03-01,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; Game Boy,"Mar 01, 1991 <Game Boy> | 1992 <Sega Mega Drive/Genesis> | 1992 <Super Nintendo Entertainment System>",https://images.igdb.com/igdb/image/upload/t_cover_big/co2do5.jpg,igdb
CAT-35389,Super Birdie Rush;スーパーバーディラッシュ,Nintendo Super Famicom,37843,40040,,,,,,,,,igdb
CAT-35571,The Firemen;ザ・ファイヤーメン,Nintendo Super Famicom,42621,1160,,,,,,,,,igdb
CAT-34808,Suzuka 8 Hours;スズカエイトアワーズ,Nintendo Super Famicom,40451,12299,,,,,,,,,igdb
CAT-26982,Cutthroat Island,Nintendo Super Nintendo Entertainment System,7828,15775,,,,,,,,,igdb
CAT-20390,Mega Man X,Nintendo Super Nintendo Entertainment System,1741,9463,,Capcom,Capcom; Nintendo; iam8bit,,,,,,igdb
CAT-09202,Tetris Battle Gaiden;テトリスバトル 武闘外伝,Nintendo Super Famicom,38371,30673,,"Bullet-Proof Software, Inc.","Bullet-Proof Software, Inc.",,,,,,igdb
CAT-22645,Nekketsu Tairiku Burning Heroes;熱血大陸 バーニング ヒーローズ,Nintendo Super Famicom,15935,11461,,J-Force,Enix Corporation,,,,,,igdb
CAT-09323,Spindizzy Worlds;スピンディジーワールド,Nintendo Super Famicom,15374,4385,,ASCII Corporation; Codemasters; Electric Dreams Software,"ASCII Corporation; Activision; Arsys Software, Inc.; Codemasters; Electric Dreams Software",,,,,,igdb
CAT-61154,Super Ghouls 'n Ghosts,Nintendo Super Nintendo Entertainment System,6621,7450,,,,,,,,,igdb
CAT-23734,Snoopy Concert;スヌーピーコンサート,Nintendo Super Famicom,42383,34569,,,,,,,,,igdb
CAT-37955,Demon's Crest,Nintendo Super Nintendo Entertainment System,18067,791,,,,,,,,,igdb
CAT-09330,Slayers;スレイヤーズ,Nintendo Super Famicom,42462,8998,,"BEC Co., Ltd.","Banpresto Co., Ltd.",,,,,,igdb
CAT-55753,Mystic Ark;ミスティック・アーク,Nintendo Super Famicom,42484,168,,,,,,,,,igdb
CAT-19861,Lemmings 2 The Tribes,Nintendo Super Nintendo Entertainment System,243989,18818,,Rockstar North,SCEE Studio Liverpool; Sunsoft,,,,,,igdb
CAT-24013,Slayers;スレイヤーズ,Nintendo Super Famicom,42462,8998,,,,,,,,,igdb
CAT-09015,Ultraman;ウルトラマン,Nintendo Super Famicom,131387,40740,Fighting,"Allumer, Ltd.",Bandai,2004-05-20,,PlayStation 2,"May 20, 2004 <PlayStation 2>",https://images.igdb.com/igdb/image/upload/t_cover_big/co2fj0.jpg,igdb
CAT-19870,Jimmy Connors Pro Tennis Tour,Nintendo Super Nintendo Entertainment System,153771,5740,,Ubisoft Blue Byte,"Misawa Entertainment Co.,Ltd.; The Hit Squad; Ubisoft Entertainment",,,,,,igdb
CAT-26992,NHL 95,Nintendo Super Nintendo Entertainment System,4509,15126,,,,,,,,,igdb
CAT-60675,Kick Off 3 European Challenge,Nintendo Super Nintendo Entertainment System,45708,19591,,,,,,,,,igdb
CAT-41644,Indiana Jones Greatest Adventures,Nintendo Super Nintendo Entertainment System,10843,6329,,,,,,,,,igdb
CAT-55922,Angelique;アンジェリーク,Nintendo Super Famicom,49447,23452,,,,,,,,,igdb
CAT-40568,NHLPA Hockey '93,Nintendo Super Nintendo Entertainment System,42479,5450,,,,,,,,,igdb
CAT-19819,Jurassic Park,Nintendo Super Nintendo Entertainment System,217956,5721,,Limited Run Games; Ocean Software Ltd.,Jaleco Ltd.; Limited Run Games; Ocean Software Ltd.,,,,,,igdb
CAT-37960,Donkey Kong Country 2 Diddy's Kong Quest,Nintendo Super Nintendo Entertainment System,1092,16889,,,,,,,,,igdb
CAT-60647,Archer Maclean's Super Dropzone,Nintendo Super Nintendo Entertainment System,42637,54900,,,,,,,,,igdb
CAT-01849,Pushover,Nintendo Super Nintendo Entertainment System,327781,16767,Platform; Puzzle; Strategy; Adventure,Red Rat Software,Ocean Software; Piko Interactive,1992-12-31,,Super Nintendo Entertainment System; Atari ST/STE; PC (Microsoft Windows); DOS; Amiga,"1992 <Amiga> | 1992 <Atari ST/STE> | 1992 <DOS> | 1992 <Super Nintendo Entertainment System> | Apr 13, 2018 <PC (Microsoft Windows)>",https://images.igdb.com/igdb/image/upload/t_cover_big/co5z4a.jpg,igdb
CAT-26554,The Adventures of Mighty Max,Nintendo Super Nintendo Entertainment System,8121,3680,,,,,,,,,igdb
CAT-19890,Eek! the Cat,Nintendo Super Nintendo Entertainment System,42613,19221,,CTA Developments,Ocean Software Ltd.,,,,,,igdb
CAT-36963,Super Metroid;スーパーメトロイド,Nintendo Super Famicom,1103,8292,,,,,,,,,igdb
CAT-01871,Paperboy 2,Nintendo Super Nintendo Entertainment System,198845,17563,Arcade,Tengen,Mindscape,1992-04-01,,Game Boy,"Apr 01, 1992 <Game Boy> | Jun 01, 1992 <Game Boy>",https://images.igdb.com/igdb/image/upload/t_cover_big/co9i07.jpg,igdb
