object_number,title,title.type,object_name,object_name.type,object_category
60609,SNES Game Converter,Peripheral Description,Nintendo Super Nintendo Entertainment System;Nintendo Super Famicom,;,Peripheral
60645,Parodius,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60646,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60647,Archer Maclean's Super Dropzone,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60648,PGA Tour 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60650,The Smurfs,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60652,Power Piggs of the Dark Age,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60658,Aguri Suzuki F1 Super Driving,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60667,The Pagemaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60668,Super Tennis,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60669,Mickey Mania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60670,Stunt Race FX,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60671,Die Schlümpfe,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60672,Jimmy Connors Pro Tennis Tour,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60673,F1 Pole Position,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60674,Das Dschungelbuch,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60675,Kick Off 3 European Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60676,Shanghai II Dragon's Eye,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60677,Dennis,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60678,Newman/Haas IndyCar featuring Nigel Mansell,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60679,Arkanoid,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60680,NBA Live 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60681,Alien 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60682,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60683,Parodius,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60684,Lamborghini American Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60685,Der König Der Löwen,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60686,International Superstar Soccer Deluxe,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60687,Pac-Attack,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
60688,Aero the Acro-Bat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61143,NHL 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61145,Tetris 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61148,Castlevania Vampire's Kiss,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61149,Izzy's Quest for the Olympic Rings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61150,Dragon The Bruce Lee Story,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61151,Mario is Missing,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61152,Pac-Man 2 The New Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61153,Pitfall The Mayan Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61154,Super Ghouls 'n Ghosts,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61155,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61156,Donkey Kong Country,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61158,Unirally,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
61172,Super Game Boy,Peripheral Description,Nintendo Super Nintendo Entertainment System;Nintendo Game Boy,;,Peripheral;Console
61173,"Super Nintendo Controller, SNES",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral
61175,"ASCII Super Advantage, Arcade controller",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral
63172,"Hyperkin Supaboy, Portable Super Nintendo Entertainment System",Console Description,Nintendo Super Nintendo Entertainment System,"",Console
63797,"ASCII Super Advantage, Arcade controller",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral
64576,R-Type The Third Lightning III & R-Type Super Collectors Edition,Game Title,Nintendo Super Nintendo Entertainment System,"",Game
64694,Joe & Mac Ultimate Caveman Collection,Game Title,Nintendo Super Nintendo Entertainment System,"",Game
66873,The Legend of Zelda A Link to the Past Zelda Gold Pack;The Legend of Zelda A Link to the Past,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
66944,Assault Suits Valken Deluxe Edition;Assault Suits Valken,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
66946,Assault Suits Valken,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68906,Vortex,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68910,Super Star Wars The Empire Strikes Back,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68911,Super Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68912,Mickey Mania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68913,Mohawk & Headphone Jack,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68956,J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
68957,J.R.R. Tolkien's Der Herr der Ringe Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume 1,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
69611,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
69626,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
69636,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
69678,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
300564,J.R.R. Tolkien's The Lord of the Rings Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume One,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
70755,The Chessmaster,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
70954,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
70955,Jurassic Park Collector's Edition;Jurassic Park,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
70956,Jurassic Park Part 2: The Chaos Continues,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
70957,Jurassic Park Part 2: The Chaos Continues Collector's Edition;Jurassic Park Part 2: The Chaos Continues,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
72727,Shockman Zero Kaizou Choujin Schbibinman Zero Collectors Edition;Shockman Zero Kaizou Choujin Schbibinman Zero,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle
300398,Teenage Mutant Ninja Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles 4 Turtles in Time;Teenage Mutant Hero Turtles IV Turtles in Time,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
300399,Street Fighter II Turbo;Street Fighter 2 Turbo,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
300400,Super Star Wars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
300401,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
78070,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
78071,Lufia;Lufia 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301549,Kaizou Choujin Schbibinman Zero Shockman Zero Hardcover set;Kaizou Choujin Schbibinman Zero Shockman Zero,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,"",Game Bundle
301596,240p Test Suite,Software Description,Nintendo Super Nintendo Entertainment System,Cartridge,Software
301597,Jester,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301598,Little Medusa,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301599,Old Towers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301589,Fork Parker's Crunch Out,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301590,Super Excidium Event,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
301689,Rendering Ranger R2 Collector's Edition;Shadow of the Ninja,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,"",Game Bundle
76772,"Trade4less EAXUS Super Controller for Super Nintendo, SNES",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral
78694,Dragon View,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
78862,Pro Action Replay for Super NES,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral
79150,Super Turrican 2 Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79160,"Jim Power The Lost Dimension in 3-D
Limited Edition",Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79161,"Jim Power The Lost Dimension in 3-D
Limited Edition",Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79168,Wild Guns,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79176,Ninja JaJaMaru Super Ninja Kid Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79186,The Cult of Remute,Software Description,Nintendo Super Nintendo Entertainment System,Cartridge,Software
79194,Ninja JaJaMaru Super Ninja Kid Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79209,Super Turrican 2 Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79210,Super Turrican Collection,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79211,Super Turrican Collection,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
79413,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game
