edition_id,gb_game_id,person_name,roles,source
CAT-20412,19507,Akira Ueda,,giantbomb
CAT-20412,19507,Misako Tsutsui,,giantbomb
CAT-20412,19507,Tetsuya Takahashi,,giantbomb
CAT-20412,19507,Yasuhiko Kamata,,giantbomb
CAT-20412,19507,Fumiaki Fukaya,,giantbomb
CAT-20412,19507,Minoru Akao,,giantbomb
CAT-20412,19507,Yoshiyuki Miyagawa,,giantbomb
CAT-20412,19507,Ryo Muto,,giantbomb
CAT-20412,19507,Masaaki Saito,,giantbomb
CAT-20412,19507,Taku Murata,,giantbomb
CAT-20412,19507,Satoru Yoshieda,,giantbomb
CAT-20412,19507,Toshiyuki Inoue,,giantbomb
CAT-20412,19507,Yasushi Matsumura,,giantbomb
CAT-20412,19507,Goro Ohashi,,giantbomb
