edition_id,gb_game_id,name,deck,developers,publishers,site_detail_url,image_super_url
CAT-19768,20205,Bubsy in: Claws Encounters of the Furred Kind,A wise-cracking anthromorphic bobcat tries to stop enemy aliens from stealing Earth's supply of yarn balls in this 2D platformer by Accolade. What could paws-ibly go wrong?,"ATI Technologies, Inc.; Accolade, Inc.; Al Baker & Associates; Solid Software","Accolade, Inc.; Pack-In-Video Co., Ltd",https://www.giantbomb.com/bubsy-in-claws-encounters-of-the-furred-kind/3030-20205/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2369765-genesis_bubsy.jpg
CAT-19772,18664,Super Tennis,"Super Tennis, a 1991 tennis game for the SNES, features a Circuit mode that lets players compete to end the year at number one by accumulating ranking points on eight different tournaments.","Tokyo Shoseki Co., Ltd.",Nintendo,https://www.giantbomb.com/super-tennis/3030-18664/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364854-snes_supertennis.jpg
CAT-19779,6562,Theme Park,A management simulation game from Bullfrog in which the goal is to take control of an amusement park and try to make it as successful as possible.,"Bullfrog Productions, Ltd.; Digital Hearts Co., Ltd. ; EA Studios Japan; Krisalis Software Ltd.",Domark Software; Electronic Arts; Electronic Arts Victor; Ocean Software Ltd.,https://www.giantbomb.com/theme-park/3030-6562/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/298146-theme_park_cover.jpg
CAT-19786,12248,King Arthur's World,King Arthur's World is a side-scrolling strategy game where the player must utilise various units and their abilities to help King Arthur safely reach the end of each level.,Argonaut Games,Jaleco Ltd.,https://www.giantbomb.com/king-arthurs-world/3030-12248/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363900-snes_kingarthursworld.jpg
CAT-19787,19991,Stunt Race FX,A SNES-exclusive racing game that utilizes the Super FX chip to bring stylized vehicles to life in polygonal 3D.,Argonaut Games; Nintendo EAD,Nintendo,https://www.giantbomb.com/stunt-race-fx/3030-19991/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364799-snes_stuntracefx.jpg
CAT-19796,7326,Doom,"In one of the most revolutionary first-person shooters of the 1990s, players control the last remaining space marine in the demon-infested stations on Mars' moons.","David A. Palmer Productions; Infinity Co., Ltd.; Nerve Software, LLC; Zenimax Media Inc; id Software",Bethesda Softworks; Softbank Corp.; id Software,https://www.giantbomb.com/doom/3030-7326/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/3118940-2800078642-72175.jpg
CAT-19799,4692,Super Star Wars: Return of the Jedi,"An arcade-action interpretation of the third film in the original Star Wars trilogy, as Jedi Knight Luke Skywalker and his crew must rescue Han Solo and help destroy a re-built Death Star.","Acclaim Studios Salt Lake City; LucasArts Entertainment Company LLC; Realtime Associates, Inc.","Black Pearl Software; JVC Musical Industries, Inc.; LucasArts Entertainment Company LLC; THQ; Victor Entertainment",https://www.giantbomb.com/super-star-wars-return-of-the-jedi/3030-4692/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1787598-box_sswrotj.png
CAT-19812,6029,Super Punch-Out!!,"The second home adaptation of Nintendo's Punch-Out!! series of boxing arcade games, pitting players against sixteen pugilists from around the world (each with their own variety of techniques, a lot of which are illegal).",Nintendo R&D3,Nintendo,https://www.giantbomb.com/super-punch-out/3030-6029/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364843-snes_superpunchout.jpg
CAT-19814,19134,Street Fighter Alpha 2,"The sequel to (and remake of) Street Fighter Alpha brings five new fighters into the fray including newcomer schoolgirl Sakura while adding a new special ability: the ""Custom Combo"", in which players can trigger a massive timed combo chain using their Super Meter.",Capcom,"Capcom; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/street-fighter-alpha-2/3030-19134/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1791303-box_sfa2.png
CAT-19819,5721,Jurassic Park,An action game to coincide with the release of the 1993 movie and the first game based on the franchise. Take control of Dr. Grant and attempt to escape Jurassic Park.,Limited Run Games; Ocean Software Ltd.,Jaleco Ltd.; Limited Run Games; Ocean Software Ltd.,https://www.giantbomb.com/jurassic-park/3030-5721/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363891-snes_jurassicpark.jpg
CAT-19824,4616,Cliffhanger,"A side-scrolling brawler with a number of precarious action segments, loosely based on the Sylvester Stallone action film of the same name.",Malibu Interactive; Spidersoft Limited,989 Studios,https://www.giantbomb.com/cliffhanger/3030-4616/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361226-nes_cliffhanger.jpg
CAT-19834,5498,World Cup USA '94,A soccer game based on the 1994 FIFA World Cup tournament hosted by the USA.,Tiertex Design Studios,Sunsoft; U.S. Gold Ltd.,https://www.giantbomb.com/world-cup-usa-94/3030-5498/,https://www.giantbomb.com/a/uploads/scale_large/4/48222/1481626-916011_88090_front.jpg
CAT-19846,6921,Disney's Timon & Pumbaa's Jungle Games,A mini-game collection featuring Timon and Pumbaa from Disney's The Lion King aimed at a younger audience. Released for PC and Mac and later ported to the Super Nintendo Entertainment System.,"7th Level, Inc.; Tiertex Design Studios",Disney Interactive; THQ,https://www.giantbomb.com/disneys-timon-pumbaas-jungle-games/3030-6921/,https://www.giantbomb.com/a/uploads/scale_large/0/5129/512595-b4_8.jpg
CAT-19856,45818,American Bass Challenge,A challenging simulation take on virtual fishing,Starfish,Starfish; Ubisoft Entertainment,https://www.giantbomb.com/american-bass-challenge/3030-45818/,https://www.giantbomb.com/a/uploads/scale_large/4/45816/2614419-0250.jpg
CAT-19861,18818,Lemmings 2: The Tribes,"Navigate the fragile little fellas through even trickier levels. The addition of several new lemming ""classes"" is this game's main difference from its predecessor.",Rockstar North,SCEE Studio Liverpool; Sunsoft,https://www.giantbomb.com/lemmings-2-the-tribes/3030-18818/,https://www.giantbomb.com/a/uploads/scale_large/0/7930/658729-lemmings_2_the_tribes_uk_box_art.jpg
CAT-19864,32829,Super Battletank 2,A first-person tank simulator and the third game in Garry Kitchen's Battletank franchise.,Imagineering Inc.,"Absolute Entertainment; Pack-In-Video Co., Ltd",https://www.giantbomb.com/super-battletank-2/3030-32829/,https://www.giantbomb.com/a/uploads/scale_large/0/9493/1542672-sbt2box.jpeg
CAT-19868,19067,Walt Disney's The Jungle Book,"A 2D platformer based on the 1967 animated Disney movie and released on multiple platforms. It was one of four Virgin Interactive platformers based on Disney movies, along with The Lion King, Aladdin and Pinocchio.","Eurocom Entertainment Software; Pencil Test Studios; Virgin Interactive Entertainment, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/walt-disneys-the-jungle-book/3030-19067/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2370671-genesis_junglebook_cropped.jpg
CAT-19869,6805,Tetris & Dr. Mario,"Two of the most popular Nintendo puzzle games, now together on the SNES!","Nintendo R&D1; TOSE Co., Ltd.",Nintendo,https://www.giantbomb.com/tetris-dr-mario/3030-6805/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364657-snes_tetrisanddrmario.jpg
CAT-19870,5740,Jimmy Connors Pro Tennis Tour,"A tennis game that is endorsed by American tennis champion Jimmy Connors. It is also known as ""Great Courts 2"" and ""Pro Tennis Tour 2"", prior to acquiring the Connors endorsement.",Ubisoft Blue Byte,"Misawa Entertainment Co.,Ltd.; The Hit Squad; Ubisoft Entertainment",https://www.giantbomb.com/jimmy-connors-pro-tennis-tour/3030-5740/,https://www.giantbomb.com/a/uploads/scale_large/0/8272/1127978-588403_5344_front.jpg
CAT-19872,13849,Equinox,"An isometric platforming game, and the sequel to Solstice. It features a series of progressively harder dungeons, as well as a number of weapons and spells that the player can use against their foes.",Acclaim Studios Manchester,"989 Studios; Sony Music Entertainment (Japan), Inc.",https://www.giantbomb.com/equinox/3030-13849/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363813-snes_equinox_eu.jpg
CAT-19875,9316,Kirby's Dream Course,Kirby's Dream Course is a mini-golf simulator with a unique Kirby twist. It was released by HAL Laboratory for the SNES and later became available in the Wii Shop's Virtual Console.,"HAL Laboratory, Inc.",Nintendo,https://www.giantbomb.com/kirbys-dream-course/3030-9316/,https://www.giantbomb.com/a/uploads/scale_large/15/150022/2585694-kirby%27s%20dream%20course.jpg
CAT-19876,3826,WWF Super Wrestlemania,A wrestling game based on WWF (now WWE) and the first of the LJN-trilogy of WWF games in the 16-bit era.,"Acclaim Entertainment, Inc.; Acclaim Studios Salt Lake City","Acclaim Entertainment, Inc.; Flying Edge; LJN",https://www.giantbomb.com/wwf-super-wrestlemania/3030-3826/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2389669-genesis_wwfsuperwrestlemania.jpg
CAT-19887,52893,Lucky Luke,An action game based on the French-Belgian comic series of the same name. It was released on SNES and PC in 1997 and published and developed by Infogrames.,Atari SA,Atari SA,https://www.giantbomb.com/lucky-luke/3030-52893/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/2912620-6495870440-29689.jpg
CAT-19888,14727,Pilotwings,A first-party flight simulation game for SNES featuring a variety of aerial vehicles and challenges.,Nintendo EAD,Nintendo,https://www.giantbomb.com/pilotwings/3030-14727/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832012-pilotwings.jpg
CAT-19890,19221,Eek! the Cat,"A 1994 SNES puzzle-platformer based on Savage Steve Holland's animated series about a selfless and luckless purple cat. Eek must protect several companions from harm, usually putting himself in danger in the process.",CTA Developments,Ocean Software Ltd.,https://www.giantbomb.com/eek-the-cat/3030-19221/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2749617-8386092090-50672.jpg
CAT-19903,8853,Stargate,Stargate is loosely based on the movie of the same name. A military team with a civilian archeologist traverse across space with an ancient portal and come to blows with an alien posing as a god.,Probe Entertainment; Torus Games Pty. Ltd.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/stargate/3030-8853/,https://www.giantbomb.com/a/uploads/scale_large/0/4086/226129-boxart.jpg
CAT-19917,16889,Donkey Kong Country 2: Diddy's Kong Quest,"When Donkey Kong is kong-napped by the evil Kaptain K. Rool, it's up to nephew Diddy (and his girlfriend Dixie) to traverse Crocodile Isle to rescue him!","Rare, Ltd.",Nintendo,https://www.giantbomb.com/donkey-kong-country-2-diddys-kong-quest/3030-16889/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832010-dkc2.jpg
CAT-19922,30534,Disney's Beauty and the Beast,The official licensed game of the 1991 movie of the same name.,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/disneys-beauty-and-the-beast/3030-30534/,https://www.giantbomb.com/a/uploads/scale_large/1/14155/1688273-ex8skv807m.jpg
CAT-19924,11992,Super Bomberman,"Super Bomberman was the first Bomberman game to appear on the SNES, and the first game on that system to feature 4 player simultaneous play via the multitap.","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.",https://www.giantbomb.com/super-bomberman/3030-11992/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364810-snes_superbomberman_au.jpg
CAT-19925,19944,Disney's Aladdin,"Disney's Aladdin was the title of several different games from different developers based on the classic Disney film, Aladdin. As the titular character, players venture through many levels inspired by events and locations in the movie.","Capcom; NMS Software Ltd.; SIMS; Virgin Interactive Entertainment, Inc.","Capcom; Sega; Virgin Interactive Entertainment, Inc.; iam8bit",https://www.giantbomb.com/disneys-aladdin/3030-19944/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361667-nes_disneysaladdin_de.jpg
CAT-19928,38982,F1 Pole Position 2,"A Formula One racing game released only in Europe and Japan for the Super Nintendo. Known in Japan as ""Human Grand Prix II"", and is the second of four SNES games in the series.","Human Entertainment, Inc.","Human Entertainment, Inc.; Ubisoft Entertainment",https://www.giantbomb.com/f1-pole-position-2/3030-38982/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2264697-f1_pole_position_2.jpg
CAT-19929,12945,Lagoon,"A top-down, action RPG developed by Zoom. In it, players guide the hero, Nasir, on his quest to restore the purity of Lakeland's water.","Zoom, Inc.",Kemco,https://www.giantbomb.com/lagoon/3030-12945/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363921-snes_lagoon.jpg
CAT-19932,7450,Super Ghouls 'N Ghosts,The third game in the classic Ghosts 'n Goblins series sees the valiant knight Arthur once again embarking on a brutally difficult quest to rescue his beloved from demonic forces.,Capcom,Capcom,https://www.giantbomb.com/super-ghouls-n-ghosts/3030-7450/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364818-snes_superghoulsnghosts.jpg
CAT-19983,14760,Solid Runner,"After his fiancee is murdered, Ion City detective Shuu takes on the city's underworld to get revenge in his customized mech.",Sting Entertainment,ASCII Corporation,https://www.giantbomb.com/solid-runner/3030-14760/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/1855688-box.jpg
CAT-19989,1371,First Samurai,"A 2D action-platforming game that begins in a mystical representation of feudal Japan but travels all over time. It was originally released on European home computers, though the 1993 SNES port by Kemco was published in all regions.",Vivid Image,Image Works; Kemco; Ubisoft Entertainment,https://www.giantbomb.com/first-samurai/3030-1371/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363834-snes_firstsamurai.jpg
CAT-20189,44494,Ashita no Joe,A boxing game based on a critically-acclaimed dramatic manga. It is the follow-up to Legend of Success Joe for the Neo Geo.,Wave Software Ltd.,K. Amusement Leasing Co.,https://www.giantbomb.com/ashita-no-joe/3030-44494/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2570510-ashita_no_joe_sfc.jpg
CAT-20191,28306,Light Fantasy,Light Fantasy is a Japan-exclusive RPG.,Advance Communication Company,Tonkin House,https://www.giantbomb.com/light-fantasy/3030-28306/,https://www.giantbomb.com/a/uploads/scale_large/10/103881/2133573-cover.jpg
CAT-20281,37620,SimCity,"The fifth major installment of the SimCity franchise is a new take on the old city simulation formula. It features asynchronous multiplayer as well as Maxis' new Glassbox engine, allowing for real time customization and upgrading of buildings.",Maxis Software,Electronic Arts,https://www.giantbomb.com/simcity/3030-37620/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2412945-box_simcity.png
CAT-20309,1356,NBA Live 97,"NBA Live '97 featured Mitch Richmond of the Sacramento Kings on the cover, the first in the series to dedicate the cover to a single player.","Electronic Arts; NuFX, Inc.",EA Sports; Electronic Arts,https://www.giantbomb.com/nba-live-97/3030-1356/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371274-genesis_nbalive97.jpg
CAT-20313,11207,FIFA 98: Road to World Cup,"FIFA 98: Road to World Cup is a multiplatform instalment of the popular soccer video game series, allowing players to relive moments from the 1998 FIFA World Cup.",EA Canada; Extended Play Productions,Electronic Arts,https://www.giantbomb.com/fifa-98-road-to-world-cup/3030-11207/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2266513-box_fifa98.png
CAT-20317,5450,NHLPA Hockey '93,"This is the 2nd EA NHL game, although it lacked the NHL license and only had all the player names and city names appearing.",Park Place Productions,EA Sports; Electronic Arts,https://www.giantbomb.com/nhlpa-hockey-93/3030-5450/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371303-genesis_nhlpahockey93.jpg
CAT-20321,15126,NHL 95,The 4th game in the NHL hockey franchise from EA Sports. It was released for the 1994-1995 NHL season.,EA Sports; High Score Productions; Visual Concepts,Electronic Arts,https://www.giantbomb.com/nhl-95/3030-15126/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371293-genesis_nhl95.jpg
CAT-20325,14108,Young Merlin,"A top-down action-adventure SNES game in which Merlin, as a young man, must save a fantasy kingdom from the Shadow King.","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/young-merlin/3030-14108/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364725-snes_youngmerlin_de.jpg
CAT-20327,6763,Skyblazer,"Skyblazer is an action platformer from Sony Imagesoft, released exclusively on the Super Nintendo.","Ukiyotei Company, Ltd.","989 Studios; Sony Interactive Entertainment America; Sony Music Entertainment (Japan), Inc.",https://www.giantbomb.com/skyblazer/3030-6763/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364760-snes_skyblazer_2.jpg
CAT-20329,9847,Rise of the Robots,"An infamous sci-fi fighting game known for its expensive marketing campaign (failing to live up to such lofty expectations). Set in the far future 2043, players control a cyborg that must neutralize an army of robots infected with a powerful computer virus.",Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",https://www.giantbomb.com/rise-of-the-robots/3030-9847/,https://www.giantbomb.com/a/uploads/scale_large/0/1270/637434-470px_riseoftherobots.jpg
CAT-20334,3680,Mighty Max,A 16-bit action platformer game based on the TV show of the same name which in turn was based on the toyline of the same name. Max's friends Bea and Felix are also playable characters.,WJS Design,Ocean Software Ltd.; Sony Electronic Publishing Ltd.,https://www.giantbomb.com/mighty-max/3030-3680/,https://www.giantbomb.com/a/uploads/scale_large/10/103881/2171053-cover.jpg
CAT-20352,13130,Tetris Attack,"One of the progenitors of the ""swap and match"" tile-based action-puzzle games, featuring either a Yoshi theme (for its international ""Tetris Attack"" release) or a cutesy fairy theme (for its Japanese ""Panel de Pon"" release).",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/tetris-attack/3030-13130/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/782521-tetris_attack_box_art.jpg
CAT-20357,9441,Tiny Toon Adventures: Buster Busts Loose!,"Take the role of Buster Bunny from the animated series ""Tiny Toons"" in this crazy SNES action-platformer.",Konami,Konami,https://www.giantbomb.com/tiny-toon-adventures-buster-busts-loose/3030-9441/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364661-snes_tinytoonadventuresbusterbustsloose.jpg
CAT-20362,6329,Indiana Jones' Greatest Adventures,A Super Nintendo game that recreates the classic Indiana Jones film trilogy. Players follow Indiana's steps from Raiders of the Lost Ark up until The Last Crusade in this platformer using Indy's famous whip as well as various guns and grenades.,"Factor 5, LLC; LucasArts Entertainment Company LLC","JVC Musical Industries, Inc.; LucasArts Entertainment Company LLC; Victor Entertainment",https://www.giantbomb.com/indiana-jones-greatest-adventures/3030-6329/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363874-snes_indianajonesgreatestadventures.jpg
CAT-20364,1852,Putty,Whoever thought that a ball of putty could be so tough?,"System 3 Software, Ltd.","System 3 Software, Ltd.; U.S. Gold Ltd.; Varie",https://www.giantbomb.com/putty/3030-1852/,https://www.giantbomb.com/a/uploads/scale_large/7/70593/1448793-putty_amiga.jpg
CAT-20371,2607,Accele Brid,"Accele Brid is a behind-the-back shooter starring three large robots, released only in Japan for the SNES in 1993.","Genki Co., Ltd.",Tomy,https://www.giantbomb.com/accele-brid/3030-2607/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2341778-accele_brid.jpg
CAT-20377,2866,Super Mario World 2: Yoshi's Island,"A spin-off of the Super Mario platforming series, Yoshi's Island puts players in control of a tribe of Yoshies as they guide the infant Mario past the forces of the evil Kamek.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world-2-yoshis-island/3030-2866/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364715-snes_yoshis_island.jpg
CAT-20386,6106,International Superstar Soccer,"The first in the franchise, ISS featured a realistic simulation style soccer game played on a skewed almost isometric grid.","Konami Computer Entertainment Osaka Co., Ltd.",Konami,https://www.giantbomb.com/international-superstar-soccer/3030-6106/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363877-snes_internationalsuperstarsoccer_eu.jpg
CAT-20388,13986,Soul Blazer,An action-RPG published by Enix for the SNES. The player has to restore the world above by delving deeper into an immense dungeon.,"Quintet Co., Ltd.",Enix Corporation; Ubisoft Entertainment,https://www.giantbomb.com/soul-blazer/3030-13986/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364764-snes_soulblazer.jpg
CAT-20390,9463,Mega Man X,"The spiritual successor to the original Mega Man series of platformers, Mega Man X features a more technologically advanced hero and a darker storyline (set a century after the adventures of the original Mega Man).",Capcom,Capcom; Nintendo; iam8bit,https://www.giantbomb.com/mega-man-x/3030-9463/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2586373-box_mmx.png
CAT-20394,11443,Super Castlevania IV,"An enhanced recreation of the original Castlevania, retelling Simon Belmont's crusade against Dracula with new levels, content, and gameplay elements.",Konami,Konami,https://www.giantbomb.com/super-castlevania-iv/3030-11443/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1773386-box_scv4.png
CAT-20408,6665,Super Street Fighter II,"Four new warriors enter the World Warrior tournament in the fourth main iteration of the classic Street Fighter II series. Along with the roster change, the game received numerous graphical and audio upgrades thanks to its more powerful CPS-2 hardware.",Capcom; Freestyle; Rozner Labs Software Group,Capcom; U.S. Gold Ltd.,https://www.giantbomb.com/super-street-fighter-ii/3030-6665/,https://www.giantbomb.com/a/uploads/scale_large/12/121177/1748664-super_street_fighter_ii__flyer_.jpg
CAT-20412,19507,Secret of Mana,"An action RPG for the Super Nintendo and the second game in the Seiken Densetsu series. Secret of Mana can be played by up to three players simultaneously, and is widely regarded as one of the system's finest games.",Squaresoft,Square Enix; Squaresoft,https://www.giantbomb.com/secret-of-mana/3030-19507/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364736-snes_secretofmana.jpg
CAT-20413,4089,Pocky & Rocky,Pocky and Rocky is an arcade style top-down style shooting game starring a girl and a raccoon.,Natsume,Natsume,https://www.giantbomb.com/pocky-rocky/3030-4089/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364593-snes_pockyandrocky.jpg
CAT-20417,16604,Ardy Lightfoot,"A mascot platformer that was developed by ASCII, published my Titus and was released in 1993 in Japan and 1994 for Europe and North America.",ASCII Corporation,"ASCII Corporation; Titus Interactive, S.A.",https://www.giantbomb.com/ardy-lightfoot/3030-16604/,https://www.giantbomb.com/a/uploads/scale_large/0/4495/257968-c0_8.jpg
CAT-20436,4197,Tintin in Tibet,Tintin au Tibet is a platformer based on the comic of the same name.,Atari SA,Atari SA,https://www.giantbomb.com/tintin-in-tibet/3030-4197/,https://www.giantbomb.com/a/uploads/scale_large/1/10831/475076-942205_93557_front.jpg
CAT-20585,38745,Super Dunk Star,"Japan-exclusive basketball video game released in 1993 for the Super Famicom. Like many non-licensed basketball games of the era, it uses fictional US teams. It also switches to dynamic shots whenever a player gets close to the net.",C-Lab,Sammy Corporation,https://www.giantbomb.com/super-dunk-star/3030-38745/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2240768-super_dunk_star.jpg
CAT-20592,37604,Zico Soccer,"Japan-exclusive soccer management game released in 1994 by Electronic Arts Victor. Endorsed by Zico, a famous Brazilian soccer player.",Electronic Arts Victor,Electronic Arts Victor,https://www.giantbomb.com/zico-soccer/3030-37604/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2137677-zico_soccer_sfc.jpg
CAT-21667,9847,Rise of the Robots,"An infamous sci-fi fighting game known for its expensive marketing campaign (failing to live up to such lofty expectations). Set in the far future 2043, players control a cyborg that must neutralize an army of robots infected with a powerful computer virus.",Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",https://www.giantbomb.com/rise-of-the-robots/3030-9847/,https://www.giantbomb.com/a/uploads/scale_large/0/1270/637434-470px_riseoftherobots.jpg
CAT-21668,44689,Stealth,A turn-based military tactics game in which the player controls a squad of soldiers moving through enemy territory. It was released on the Super Famicom in Japan only.,Axes Art Amuse,Hect,https://www.giantbomb.com/stealth/3030-44689/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2578896-stealth_sfc.jpg
CAT-21685,46746,Fortune Quest: Dice o Korogase,"A Super Famicom fantasy virtual board-game that is similar to Asmik's Dokapon Kingdom series. Instead of RPG battles, the player must fight monsters via janken (rock-scissors-paper).",Natsume,Zamuse,https://www.giantbomb.com/fortune-quest-dice-o-korogase/3030-46746/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2649064-fortunequestsfc.jpg
CAT-21704,14860,Casper,A licensed game based on the 1995 movie featuring Christina Ricci and Bill Pullman. Casper and his human friend Kat work together to foil the plans of an evil rich heiress and her assistant.,Absolute Entertainment; Funcom Productions A/S; G3 Interactive Ltd.; Natsume,Interplay Entertainment Corp.; KSS,https://www.giantbomb.com/casper/3030-14860/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2987942-box_casper.png
CAT-21717,16760,Ghoul Patrol,The 1994 sequel to LucasArts' Zombies Ate My Neighbors. Join Zeke and Julie once again as another horrible evil is unleashed upon their town.,LucasArts Entertainment Company LLC,"JVC Musical Industries, Inc.; Victor Entertainment",https://www.giantbomb.com/ghoul-patrol/3030-16760/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363850-snes_ghoulpatrol_eu.jpg
CAT-21791,55213,Battle Submarine,A real-time tactical submarine combat simulator for the Super Famicom.,Office Koukan,"Pack-In-Video Co., Ltd",https://www.giantbomb.com/battle-submarine/3030-55213/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2879847-3168074289-30717.jpg
CAT-21803,28208,Joushou Mahjong Tenpai,"A riichi mahjong game for the Super Famicom, including multiple training tools.","Game Arts Co., Ltd.",Enix Corporation,https://www.giantbomb.com/joushou-mahjong-tenpai/3030-28208/,https://www.giantbomb.com/a/uploads/scale_large/5/59247/1141464-jmt.jpg
CAT-21818,42210,Gekisou Sentai Carranger: Zenkai! Racer Senshi!,"Cartoony action/platformer starring Carranger (Turbo Rangers). Part of Bandai's range of compact ""Sufami Turbo"" series.",Natsume,"Bandai Co., Ltd.",https://www.giantbomb.com/gekisou-sentai-carranger-zenkai-racer-senshi/3030-42210/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/2466355-carranger.jpg
CAT-21879,11992,Super Bomberman,"Super Bomberman was the first Bomberman game to appear on the SNES, and the first game on that system to feature 4 player simultaneous play via the multitap.","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.",https://www.giantbomb.com/super-bomberman/3030-11992/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364810-snes_superbomberman_au.jpg
CAT-22410,6052,Front Mission,"The first video game entry in the Front Mission franchise. Wanzer forces from the USN and OCU clash over Huffman Island, with the protagonist Royd Clive caught in the middle.",G-Craft,Square Enix; Squaresoft,https://www.giantbomb.com/front-mission/3030-6052/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363838-snes_frontmission_jp.jpg
CAT-22645,11461,Nekketsu Tairiku: Burning Heroes,A scenario-based RPG developed by J-Force and published by Enix that tells a story from the vantage point of eight different playable heroes.,J-Force,Enix Corporation,https://www.giantbomb.com/nekketsu-tairiku-burning-heroes/3030-11461/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/2337307-burn.png
CAT-22861,37946,Battle Pinball,A pinball Compati Hero Series game released in 1995 for the Super Famicom.,"Banpresto Co., Ltd.","Banpresto Co., Ltd.",https://www.giantbomb.com/battle-pinball/3030-37946/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2288354-battle_pinball.jpg
CAT-22935,46822,Dekitate High School,A combination school building sim and schoolgirl mentoring sim for the Super Famicom in 1995.,C-Lab,"Bullet-Proof Software, Inc.",https://www.giantbomb.com/dekitate-high-school/3030-46822/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2650901-dekitatehscover.jpg
