edition_id,gb_game_id,name,deck,developers,publishers,site_detail_url,image_super_url,source
CAT-60672,5740,Jimmy Connors Pro Tennis Tour,"A tennis game that is endorsed by American tennis champion Jimmy Connors. It is also known as ""Great Courts 2"" and ""Pro Tennis Tour 2"", prior to acquiring the Connors endorsement.",Ubisoft Blue Byte,"Misawa Entertainment Co.,Ltd.; The Hit Squad; Ubisoft Entertainment",https://www.giantbomb.com/jimmy-connors-pro-tennis-tour/3030-5740/,https://www.giantbomb.com/a/uploads/scale_large/0/8272/1127978-588403_5344_front.jpg,giantbomb
CAT-23153,8375,Der Langrisser,A remake of Langrisser II that was originally released on the SNES in Japan and was later ported to the PC-FX.,Masaya,"Interchannel, Ltd.; Masaya",https://www.giantbomb.com/der-langrisser/3030-8375/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/2557384-untitled.png,giantbomb
CAT-26608,8292,Super Metroid,"Super Metroid is the third game in the Metroid series and the only Metroid game to be released on the Super Nintendo. It has become widely revered for its gameplay, atmosphere, and environmental storytelling, and continues to inspire many action-adventure games.",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/super-metroid/3030-8292/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2831953-ps_wiiuvc_supermetroid.jpg,giantbomb
CAT-01866,3807,Warlock,A young Druid warrior must find the scattered runestones through time and across the world before the Warlock does. A side-scrolling video game adaptation of the 1993 movie Warlock: The Armageddon.,"Realtime Associates, Inc.",LJN,https://www.giantbomb.com/warlock/3030-3807/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364696-snes_warlock.jpg,giantbomb
CAT-23935,57552,Tekichuu Keiba Juku,A horse racing game that allows players to take part in the races or simply gamble on them.,,"Banpresto Co., Ltd.",https://www.giantbomb.com/tekichuu-keiba-juku/3030-57552/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2910027-6037695651-30718.jpg,giantbomb
CAT-01828,2582,Wario's Woods,"A tile-matching puzzle-platformer set in the Mario universe. As Toad, venture into the titular woods and use bombs to stop an invasion of monsters led by the villain Wario.",Intelligent Systems; Nintendo R&D1,Nintendo,https://www.giantbomb.com/warios-woods/3030-2582/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/3014371-box_wwoods.png,giantbomb
CAT-42763,6562,Theme Park,A management simulation game from Bullfrog in which the goal is to take control of an amusement park and try to make it as successful as possible.,"Bullfrog Productions, Ltd.; Digital Hearts Co., Ltd.; EA Studios Japan; Krisalis Software Ltd.",Domark Software; Electronic Arts; Electronic Arts Victor; Ocean Software Ltd.,https://www.giantbomb.com/theme-park/3030-6562/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/298146-theme_park_cover.jpg,giantbomb
CAT-42769,1434,Mortal Kombat 3,"Set in a post-apocalyptic Earthrealm (invaded by Shao Kahn's army of Outworld), Mortal Kombat 3 is the third installment of one of the most violent fighting game franchises of all time.","Acclaim Studios Manchester; Acclaim Studios Salt Lake City; Midway Games; Williams Electronic Games, Inc.","Acclaim Entertainment, Inc.; GT Interactive Software Corp.; Midway Games; Softbank Corp.; Sony Interactive Entertainment America; Sony Interactive Entertainment Europe; Williams Electronic Games, Inc.",https://www.giantbomb.com/mortal-kombat-3/3030-1434/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1338362-mk3_vert.png,giantbomb
CAT-37963,4729,Inindo: Way of the Ninja,A a fantasy RPG set in feudal Japan. The player takes control of a band of warriors on a quest to stop Nobunaga Oda before he can conquer all of Japan.,Koei,Koei,https://www.giantbomb.com/inindo-way-of-the-ninja/3030-4729/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2824737-8332026895-50791.jpg,giantbomb
CAT-26959,4616,Cliffhanger,"A side-scrolling brawler with a number of precarious action segments, loosely based on the Sylvester Stallone action film of the same name.",Malibu Interactive; Spidersoft Limited,989 Studios,https://www.giantbomb.com/cliffhanger/3030-4616/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361226-nes_cliffhanger.jpg,giantbomb
CAT-60556,40040,Super Birdie Rush,Golf video game released in 1992 exclusively for the Super Famicom. It's the sequel to Golf Club: Birdie Rush.,Data East Corporation,Data East Corporation,https://www.giantbomb.com/super-birdie-rush/3030-40040/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2343300-super_birdie_rush.jpg,giantbomb
CAT-34388,4182,Plok,"When the hood-headed head of the island of Akrillic gets his family heirloom flag stolen, Plok embarks on a wacky adventure in this SNES platformer.",Acclaim Studios Manchester,"Activision; Nintendo; Tradewest, Inc.",https://www.giantbomb.com/plok/3030-4182/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/783148-plokbox.jpg,giantbomb
CAT-23880,9288,Super Famicom Wars,A Nintendo Wars (a.k.a. Advance Wars) game for the Broadcast Satellaview that was later added to the Nintendo Power service and Virtual Console.,Intelligent Systems,Nintendo,https://www.giantbomb.com/super-famicom-wars/3030-9288/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2948049-super%20famicom%20wars%20%28j%29%20%28np%29_00003.jpg,giantbomb
CAT-21803,28208,Joushou Mahjong Tenpai,"A riichi mahjong game for the Super Famicom, including multiple training tools.","Game Arts Co., Ltd.",Enix Corporation,https://www.giantbomb.com/joushou-mahjong-tenpai/3030-28208/,https://www.giantbomb.com/a/uploads/scale_large/5/59247/1141464-jmt.jpg,giantbomb
CAT-21818,42210,Gekisou Sentai Carranger: Zenkai! Racer Senshi!,"Cartoony action/platformer starring Carranger (Turbo Rangers). Part of Bandai's range of compact ""Sufami Turbo"" series.",Natsume,"Bandai Co., Ltd.",https://www.giantbomb.com/gekisou-sentai-carranger-zenkai-racer-senshi/3030-42210/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/2466355-carranger.jpg,giantbomb
CAT-26592,9336,Urban Strike,"A millionaire, former presidential candidate, and fanatic cult leader named H. R. Malone plans on toppling the government using a super weapon he is constructing.",Edge Games; Electronic Arts; Foley Hi-Tech Systems; Roklan Corporation; Solid Software,Black Pearl Software; THQ,https://www.giantbomb.com/urban-strike/3030-9336/,https://www.giantbomb.com/a/uploads/scale_large/15/155745/2167540-24268_264672.jpg,giantbomb
CAT-60493,6562,Theme Park,A management simulation game from Bullfrog in which the goal is to take control of an amusement park and try to make it as successful as possible.,"Bullfrog Productions, Ltd.; Digital Hearts Co., Ltd.; EA Studios Japan; Krisalis Software Ltd.",Domark Software; Electronic Arts; Electronic Arts Victor; Ocean Software Ltd.,https://www.giantbomb.com/theme-park/3030-6562/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/298146-theme_park_cover.jpg,giantbomb
CAT-21667,9847,Rise of the Robots,"An infamous sci-fi fighting game known for its expensive marketing campaign (failing to live up to such lofty expectations). Set in the far future 2043, players control a cyborg that must neutralize an army of robots infected with a powerful computer virus.",Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",https://www.giantbomb.com/rise-of-the-robots/3030-9847/,https://www.giantbomb.com/a/uploads/scale_large/0/1270/637434-470px_riseoftherobots.jpg,giantbomb
CAT-01803,52893,Lucky Luke,An action game based on the French-Belgian comic series of the same name. It was released on SNES and PC in 1997 and published and developed by Infogrames.,Atari SA,Atari SA,https://www.giantbomb.com/lucky-luke/3030-52893/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/2912620-6495870440-29689.jpg,giantbomb
CAT-19744,7274,ActRaiser,ActRaiser is a hybrid of two genres: city-building and action platformer. The player takes control of the powerful entity known as the Master in his quest to rebuild civilization.,"Quintet Co., Ltd.",Enix Corporation; Square Enix,https://www.giantbomb.com/actraiser/3030-7274/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363111-snes_actraiser.jpg,giantbomb
CAT-34716,8027,WWF WrestleMania: The Arcade Game,Throw reality out the window as WWF stars fight for the gold in WWF WrestleMania: The Arcade Game.,Acclaim Studios Salt Lake City; Midway Games,"Acclaim Entertainment, Inc.; Midway Games",https://www.giantbomb.com/wwf-wrestlemania-the-arcade-game/3030-8027/,https://www.giantbomb.com/a/uploads/scale_large/0/5166/1559062-wwf_wrestlemania_the_arcade_flyer.jpg,giantbomb
CAT-26603,9186,The Lion King,The Lion King is a platformer released in 1994 for a wide array of systems by Virgin Interactive.,"Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.; iam8bit",https://www.giantbomb.com/the-lion-king/3030-9186/,https://www.giantbomb.com/a/uploads/scale_large/46/462814/3225083-2174794488-UY-vMQM_bUHbX4mnijqIgHA-JVuYAcPpCKUBPk3j_cJ9GClcvm5McQh6UV1FSl07XszFU8V4Wg%3Dw390-h540-nd.jpg,giantbomb
CAT-34625,11100,Pac-in-Time,Guide Pac-Man through five worlds with an assortment of gadgets in this side-scrolling platformer.,Atreid Concept SA; Kalisto Entertainment SA,Mindscape; Namco,https://www.giantbomb.com/pac-in-time/3030-11100/,https://www.giantbomb.com/a/uploads/scale_large/0/1735/456215-pac_in_time_coverart.png,giantbomb
CAT-35553,30534,Disney's Beauty and the Beast,The official licensed game of the 1991 movie of the same name.,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/disneys-beauty-and-the-beast/3030-30534/,https://www.giantbomb.com/a/uploads/scale_large/1/14155/1688273-ex8skv807m.jpg,giantbomb
CAT-19887,52893,Lucky Luke,An action game based on the French-Belgian comic series of the same name. It was released on SNES and PC in 1997 and published and developed by Infogrames.,Atari SA,Atari SA,https://www.giantbomb.com/lucky-luke/3030-52893/,https://www.giantbomb.com/a/uploads/scale_large/16/164924/2912620-6495870440-29689.jpg,giantbomb
CAT-26967,19745,Star Trek: Starfleet Academy: Starship Bridge Simulator,A Star Trek game for the SNES and Sega 32X released in 1995 that focuses on organizing a bridge crew in starship battles. The player must graduate Starfleet Academy via a series of virtual missions.,"High Voltage Software, Inc.; Interplay Entertainment Corp.",Interplay Entertainment Corp.,https://www.giantbomb.com/star-trek-starfleet-academy-starship-bridge-simula/3030-19745/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364786-snes_startrekstarfleetacademy.jpg,giantbomb
CAT-42775,30534,Disney's Beauty and the Beast,The official licensed game of the 1991 movie of the same name.,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/disneys-beauty-and-the-beast/3030-30534/,https://www.giantbomb.com/a/uploads/scale_large/1/14155/1688273-ex8skv807m.jpg,giantbomb
CAT-20585,38745,Super Dunk Star,"Japan-exclusive basketball video game released in 1993 for the Super Famicom. Like many non-licensed basketball games of the era, it uses fictional US teams. It also switches to dynamic shots whenever a player gets close to the net.",C-Lab,Sammy Corporation,https://www.giantbomb.com/super-dunk-star/3030-38745/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2240768-super_dunk_star.jpg,giantbomb
CAT-59715,6210,Populous,"Commonly cited as the founding title in the god game genre, Populous is a computer game from Bullfrog Productions in which the player is a deity that must help its followers become prosperous enough to overcoming rival deities and their followers.","Bullfrog Productions, Ltd.",Electronic Arts,https://www.giantbomb.com/populous/3030-6210/,https://www.giantbomb.com/a/uploads/scale_large/11/118253/2065327-populous_na_box_art.png,giantbomb
CAT-20329,9847,Rise of the Robots,"An infamous sci-fi fighting game known for its expensive marketing campaign (failing to live up to such lofty expectations). Set in the far future 2043, players control a cyborg that must neutralize an army of robots infected with a powerful computer virus.",Data Design Interactive; Instinct Design; Mirage Technologies (Multimedia) Ltd.,"Absolute Entertainment; Acclaim Entertainment, Inc.; Philips Interactive Media, Inc.; T&E Soft, Inc.; Time Warner Interactive, Inc.",https://www.giantbomb.com/rise-of-the-robots/3030-9847/,https://www.giantbomb.com/a/uploads/scale_large/0/1270/637434-470px_riseoftherobots.jpg,giantbomb
CAT-00094,13986,Soul Blazer,An action-RPG published by Enix for the SNES. The player has to restore the world above by delving deeper into an immense dungeon.,"Quintet Co., Ltd.",Enix Corporation; Ubisoft Entertainment,https://www.giantbomb.com/soul-blazer/3030-13986/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364764-snes_soulblazer.jpg,giantbomb
CAT-09009,28375,Natsuki Crisis Battle,An anime licensed fighting game developed by TOSE in 1995.,"TOSE Co., Ltd.",Angel,https://www.giantbomb.com/natsuki-crisis-battle/3030-28375/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/2164901-581978_22058_front.jpg,giantbomb
CAT-42657,19991,Stunt Race FX,A SNES-exclusive racing game that utilizes the Super FX chip to bring stylized vehicles to life in polygonal 3D.,Argonaut Games; Nintendo EAD,Nintendo,https://www.giantbomb.com/stunt-race-fx/3030-19991/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364799-snes_stuntracefx.jpg,giantbomb
CAT-20325,14108,Young Merlin,"A top-down action-adventure SNES game in which Merlin, as a young man, must save a fantasy kingdom from the Shadow King.","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/young-merlin/3030-14108/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364725-snes_youngmerlin_de.jpg,giantbomb
CAT-01798,4692,Super Star Wars: Return of the Jedi,"An arcade-action interpretation of the third film in the original Star Wars trilogy, as Jedi Knight Luke Skywalker and his crew must rescue Han Solo and help destroy a re-built Death Star.","Acclaim Studios Salt Lake City; LucasArts Entertainment Company LLC; Realtime Associates, Inc.","Black Pearl Software; JVC Musical Industries, Inc.; LucasArts Entertainment Company LLC; THQ; Victor Entertainment",https://www.giantbomb.com/super-star-wars-return-of-the-jedi/3030-4692/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1787598-box_sswrotj.png,giantbomb
CAT-26683,18818,Lemmings 2: The Tribes,"Navigate the fragile little fellas through even trickier levels. The addition of several new lemming ""classes"" is this game's main difference from its predecessor.",Rockstar North,SCEE Studio Liverpool; Sunsoft,https://www.giantbomb.com/lemmings-2-the-tribes/3030-18818/,https://www.giantbomb.com/a/uploads/scale_large/0/7930/658729-lemmings_2_the_tribes_uk_box_art.jpg,giantbomb
CAT-26983,12945,Lagoon,"A top-down, action RPG developed by Zoom. In it, players guide the hero, Nasir, on his quest to restore the purity of Lakeland's water.","Zoom, Inc.",Kemco,https://www.giantbomb.com/lagoon/3030-12945/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363921-snes_lagoon.jpg,giantbomb
CAT-42919,18664,Super Tennis,"Super Tennis, a 1991 tennis game for the SNES, features a Circuit mode that lets players compete to end the year at number one by accumulating ranking points on eight different tournaments.","Tokyo Shoseki Co., Ltd.",Nintendo,https://www.giantbomb.com/super-tennis/3030-18664/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364854-snes_supertennis.jpg,giantbomb
CAT-26991,14108,Young Merlin,"A top-down action-adventure SNES game in which Merlin, as a young man, must save a fantasy kingdom from the Shadow King.","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/young-merlin/3030-14108/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364725-snes_youngmerlin_de.jpg,giantbomb
CAT-35405,12945,Lagoon,"A top-down, action RPG developed by Zoom. In it, players guide the hero, Nasir, on his quest to restore the purity of Lakeland's water.","Zoom, Inc.",Kemco,https://www.giantbomb.com/lagoon/3030-12945/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363921-snes_lagoon.jpg,giantbomb
CAT-35488,4385,Spindizzy Worlds,"This sequel to Spindizzy is an isometric, navigation-based puzzle game developed and designed by Paul Shirley.",ASCII Corporation; Codemasters; Electric Dreams Software,"ASCII Corporation; Activision; Arsys Software, Inc.; Codemasters; Electric Dreams Software",https://www.giantbomb.com/spindizzy-worlds/3030-4385/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364784-snes_spindizzyworlds_de.jpg,giantbomb
CAT-69678,1334,Super Mario World,"One of the few launch titles of the SNES (and bundled with the system in North America and Europe), the fifth main game in the Super Mario series brings the Mario brothers into the mysterious Dinosaur Land. It marks the first appearance of Mario's dinosaur companions, known as Yoshi.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world/3030-1334/,https://www.giantbomb.com/a/uploads/scale_large/1/12541/3312460-sq_snes_supermarioworld.jpg,giantbomb
CAT-42926,19134,Street Fighter Alpha 2,"The sequel to (and remake of) Street Fighter Alpha brings five new fighters into the fray including newcomer schoolgirl Sakura while adding a new special ability: the ""Custom Combo"", in which players can trigger a massive timed combo chain using their Super Meter.",Capcom,"Capcom; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/street-fighter-alpha-2/3030-19134/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1791303-box_sfa2.png,giantbomb
CAT-09101,38768,Super Mahjong Taikai,Released in 1992 for the Super Famicom and Turbo CD.,Chat Noir; Koei,Koei,https://www.giantbomb.com/super-mahjong-taikai/3030-38768/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2242606-super_mahjong_taikai.jpg,giantbomb
CAT-19760,18484,Killer Instinct,"Rare's signature fighting game, featuring heavy use of pre-rendered 3D graphics, a unique match format, a special multi-sequence combo system, and C-C-C-COMBO BREAKER","Code Mystics; Rare, Ltd.",Midway Games; Nintendo; Xbox Game Studios,https://www.giantbomb.com/killer-instinct/3030-18484/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2575462-box_ki.png,giantbomb
CAT-26670,12829,Revolution X,"In Revolution X, music is the weapon in this bleak future where Aerosmith is on repeat. Shoot down government helicopters and hurl explosive CDs all during the most bitchin'est night of all time.",Midway Games,Midway Games,https://www.giantbomb.com/revolution-x/3030-12829/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2983196-box_rx.png,giantbomb
CAT-20592,37604,Zico Soccer,"Japan-exclusive soccer management game released in 1994 by Electronic Arts Victor. Endorsed by Zico, a famous Brazilian soccer player.",Electronic Arts Victor,Electronic Arts Victor,https://www.giantbomb.com/zico-soccer/3030-37604/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2137677-zico_soccer_sfc.jpg,giantbomb
CAT-19779,6562,Theme Park,A management simulation game from Bullfrog in which the goal is to take control of an amusement park and try to make it as successful as possible.,"Bullfrog Productions, Ltd.; Digital Hearts Co., Ltd.; EA Studios Japan; Krisalis Software Ltd.",Domark Software; Electronic Arts; Electronic Arts Victor; Ocean Software Ltd.,https://www.giantbomb.com/theme-park/3030-6562/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/298146-theme_park_cover.jpg,giantbomb
CAT-19864,32829,Super Battletank 2,A first-person tank simulator and the third game in Garry Kitchen's Battletank franchise.,Imagineering Inc.,"Absolute Entertainment; Pack-In-Video Co., Ltd",https://www.giantbomb.com/super-battletank-2/3030-32829/,https://www.giantbomb.com/a/uploads/scale_large/0/9493/1542672-sbt2box.jpeg,giantbomb
CAT-34406,6665,Super Street Fighter II,"Four new warriors enter the World Warrior tournament in the fourth main iteration of the classic Street Fighter II series. Along with the roster change, the game received numerous graphical and audio upgrades thanks to its more powerful CPS-2 hardware.",Capcom; Freestyle; Rozner Labs Software Group,Capcom; U.S. Gold Ltd.,https://www.giantbomb.com/super-street-fighter-ii/3030-6665/,https://www.giantbomb.com/a/uploads/scale_large/12/121177/1748664-super_street_fighter_ii__flyer_.jpg,giantbomb
CAT-61149,13750,Izzy's Quest for the Olympic Rings,"A 16-bit platformer based on Izzy, the mascot of the 1996 Olympic Games in Atlanta.","Alexandria, Inc.",U.S. Gold Ltd.,https://www.giantbomb.com/izzys-quest-for-the-olympic-rings/3030-13750/,https://www.giantbomb.com/a/uploads/scale_large/0/4530/282965-6a_8.jpg,giantbomb
CAT-59603,46746,Fortune Quest: Dice o Korogase,"A Super Famicom fantasy virtual board-game that is similar to Asmik's Dokapon Kingdom series. Instead of RPG battles, the player must fight monsters via janken (rock-scissors-paper).",Natsume,Zamuse,https://www.giantbomb.com/fortune-quest-dice-o-korogase/3030-46746/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2649064-fortunequestsfc.jpg,giantbomb
CAT-08985,23452,Angelique,The first game in the popular Angelique series. It is generally acknowledged to have marked the beginning of the otome genre.,Koei; Ruby Party,Koei; Koei Tecmo,https://www.giantbomb.com/angelique/3030-23452/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/3192367-303842_front.jpg,giantbomb
CAT-42321,12347,Pinball Fantasies,"The sequel to Pinball Dreams, this pinball game offers four different tables with four unique themes.",Cowboy Rodeo; DICE; Spidersoft Limited,"21st Century Entertainment Ltd.; Cowboy Rodeo; GameTek, Inc.; Vap Inc.",https://www.giantbomb.com/pinball-fantasies/3030-12347/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/295797-pinball_fantasies_cover.jpg,giantbomb
CAT-34752,19921,Disney's The Lion King 1½,,Blizzard Albany,Disney Interactive; THQ,https://www.giantbomb.com/disneys-the-lion-king-112/3030-19921/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2285731-box_tlk112.png,giantbomb
CAT-19747,9336,Urban Strike,"A millionaire, former presidential candidate, and fanatic cult leader named H. R. Malone plans on toppling the government using a super weapon he is constructing.",Edge Games; Electronic Arts; Foley Hi-Tech Systems; Roklan Corporation; Solid Software,Black Pearl Software; THQ,https://www.giantbomb.com/urban-strike/3030-9336/,https://www.giantbomb.com/a/uploads/scale_large/15/155745/2167540-24268_264672.jpg,giantbomb
CAT-19928,38982,F1 Pole Position 2,"A Formula One racing game released only in Europe and Japan for the Super Nintendo. Known in Japan as ""Human Grand Prix II"", and is the second of four SNES games in the series.","Human Entertainment, Inc.","Human Entertainment, Inc.; Ubisoft Entertainment",https://www.giantbomb.com/f1-pole-position-2/3030-38982/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2264697-f1_pole_position_2.jpg,giantbomb
CAT-34745,22862,Mario & Wario,Guide Mario safely through obstacles using the SNES Mouse in this 1993 Super Famicom game.,"Game Freak, Inc.",Nintendo,https://www.giantbomb.com/mario-wario/3030-22862/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/461592-mariowariosfc_boxart.jpg,giantbomb
CAT-19888,14727,Pilotwings,A first-party flight simulation game for SNES featuring a variety of aerial vehicles and challenges.,Nintendo EAD,Nintendo,https://www.giantbomb.com/pilotwings/3030-14727/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832012-pilotwings.jpg,giantbomb
CAT-19764,2851,Arcade's Greatest Hits: The Atari Collection 1,"A collection of six Atari Arcade games, rereleased for consoles.","Digital Eclipse Software, Inc.","Midway Games; Williams Electronic Games, Inc.",https://www.giantbomb.com/arcades-greatest-hits-the-atari-collection-1/3030-2851/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2983185-box_maghatari1.png,giantbomb
CAT-79413,13828,Terranigma,An Action-RPG from Quintet and Enix about the resurrection of the world. Ark has to fix the mess he made and travels around the globe to take part in the most important events in the history of the planet.,"Quintet Co., Ltd.",Enix Corporation; Nintendo,https://www.giantbomb.com/terranigma/3030-13828/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2190016-terranigma_wlp1_1920x1200.jpg,giantbomb
CAT-40592,17044,AAAHH!!! Real Monsters,"Based on the '90s Nickelodeon cartoon of the same name, players control a trio of young monsters-in-training as they venture out to the human world to evaluate their ability to terrify the population.","Realtime Associates, Inc.",Viacom New Media,https://www.giantbomb.com/aaahh-real-monsters/3030-17044/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2996077-box_arm.png,giantbomb
CAT-26506,13828,Terranigma,An Action-RPG from Quintet and Enix about the resurrection of the world. Ark has to fix the mess he made and travels around the globe to take part in the most important events in the history of the planet.,"Quintet Co., Ltd.",Enix Corporation; Nintendo,https://www.giantbomb.com/terranigma/3030-13828/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2190016-terranigma_wlp1_1920x1200.jpg,giantbomb
CAT-20317,5450,NHLPA Hockey '93,"This is the 2nd EA NHL game, although it lacked the NHL license and only had all the player names and city names appearing.",Park Place Productions,EA Sports; Electronic Arts,https://www.giantbomb.com/nhlpa-hockey-93/3030-5450/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371303-genesis_nhlpahockey93.jpg,giantbomb
CAT-09227,40040,Super Birdie Rush,Golf video game released in 1992 exclusively for the Super Famicom. It's the sequel to Golf Club: Birdie Rush.,Data East Corporation,Data East Corporation,https://www.giantbomb.com/super-birdie-rush/3030-40040/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2343300-super_birdie_rush.jpg,giantbomb
CAT-22861,37946,Battle Pinball,A pinball Compati Hero Series game released in 1995 for the Super Famicom.,"Banpresto Co., Ltd.","Banpresto Co., Ltd.",https://www.giantbomb.com/battle-pinball/3030-37946/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2288354-battle_pinball.jpg,giantbomb
CAT-38562,23452,Angelique,The first game in the popular Angelique series. It is generally acknowledged to have marked the beginning of the otome genre.,Koei; Ruby Party,Koei; Koei Tecmo,https://www.giantbomb.com/angelique/3030-23452/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/3192367-303842_front.jpg,giantbomb
CAT-42333,5740,Jimmy Connors Pro Tennis Tour,"A tennis game that is endorsed by American tennis champion Jimmy Connors. It is also known as ""Great Courts 2"" and ""Pro Tennis Tour 2"", prior to acquiring the Connors endorsement.",Ubisoft Blue Byte,"Misawa Entertainment Co.,Ltd.; The Hit Squad; Ubisoft Entertainment",https://www.giantbomb.com/jimmy-connors-pro-tennis-tour/3030-5740/,https://www.giantbomb.com/a/uploads/scale_large/0/8272/1127978-588403_5344_front.jpg,giantbomb
CAT-19743,13828,Terranigma,An Action-RPG from Quintet and Enix about the resurrection of the world. Ark has to fix the mess he made and travels around the globe to take part in the most important events in the history of the planet.,"Quintet Co., Ltd.",Enix Corporation; Nintendo,https://www.giantbomb.com/terranigma/3030-13828/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2190016-terranigma_wlp1_1920x1200.jpg,giantbomb
CAT-37946,19507,Secret of Mana,"An action RPG for the Super Nintendo and the second game in the Seiken Densetsu series. Secret of Mana can be played by up to three players simultaneously, and is widely regarded as one of the system's finest games.",Squaresoft,Square Enix; Squaresoft,https://www.giantbomb.com/secret-of-mana/3030-19507/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364736-snes_secretofmana.jpg,giantbomb
CAT-43013,16889,Donkey Kong Country 2: Diddy's Kong Quest,"When Donkey Kong is kong-napped by the evil Kaptain K. Rool, it's up to nephew Diddy (and his girlfriend Dixie) to traverse Crocodile Isle to rescue him!","Rare, Ltd.",Nintendo,https://www.giantbomb.com/donkey-kong-country-2-diddys-kong-quest/3030-16889/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2832010-dkc2.jpg,giantbomb
CAT-21685,46746,Fortune Quest: Dice o Korogase,"A Super Famicom fantasy virtual board-game that is similar to Asmik's Dokapon Kingdom series. Instead of RPG battles, the player must fight monsters via janken (rock-scissors-paper).",Natsume,Zamuse,https://www.giantbomb.com/fortune-quest-dice-o-korogase/3030-46746/,https://www.giantbomb.com/a/uploads/scale_large/0/7135/2649064-fortunequestsfc.jpg,giantbomb
CAT-60599,19991,Stunt Race FX,A SNES-exclusive racing game that utilizes the Super FX chip to bring stylized vehicles to life in polygonal 3D.,Argonaut Games; Nintendo EAD,Nintendo,https://www.giantbomb.com/stunt-race-fx/3030-19991/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364799-snes_stuntracefx.jpg,giantbomb
