edition_id,gb_game_id,name,deck,developers,publishers,site_detail_url,image_super_url,source
CAT-60668,18664,Super Tennis,"Super Tennis, a 1991 tennis game for the SNES, features a Circuit mode that lets players compete to end the year at number one by accumulating ranking points on eight different tournaments.","Tokyo Shoseki Co., Ltd.",Nintendo,https://www.giantbomb.com/super-tennis/3030-18664/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364854-snes_supertennis.jpg,giantbomb
CAT-24337,17398,Super Pinball: Behind the Mask,"The first of two Super Pinball games released on the Super Nintendo, this game has three different pinball tables.","KAZe Co., Ltd.",Meldac of Japan; Nintendo,https://www.giantbomb.com/super-pinball-behind-the-mask/3030-17398/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/1743736-588745_85683_front.jpg,giantbomb
CAT-61155,1334,Super Mario World,"One of the few launch titles of the SNES (and bundled with the system in North America and Europe), the fifth main game in the Super Mario series brings the Mario brothers into the mysterious Dinosaur Land. It marks the first appearance of Mario's dinosaur companions, known as Yoshi.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world/3030-1334/,https://www.giantbomb.com/a/uploads/scale_large/1/12541/3312460-sq_snes_supermarioworld.jpg,giantbomb
CAT-22410,6052,Front Mission,"The first video game entry in the Front Mission franchise. Wanzer forces from the USN and OCU clash over Huffman Island, with the protagonist Royd Clive caught in the middle.",G-Craft,Square Enix; Squaresoft,https://www.giantbomb.com/front-mission/3030-6052/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363838-snes_frontmission_jp.jpg,giantbomb
CAT-19868,19067,Walt Disney's The Jungle Book,"A 2D platformer based on the 1967 animated Disney movie and released on multiple platforms. It was one of four Virgin Interactive platformers based on Disney movies, along with The Lion King, Aladdin and Pinocchio.","Eurocom Entertainment Software; Pencil Test Studios; Virgin Interactive Entertainment, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/walt-disneys-the-jungle-book/3030-19067/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2370671-genesis_junglebook_cropped.jpg,giantbomb
CAT-26626,2866,Super Mario World 2: Yoshi's Island,"A spin-off of the Super Mario platforming series, Yoshi's Island puts players in control of a tribe of Yoshies as they guide the infant Mario past the forces of the evil Kamek.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world-2-yoshis-island/3030-2866/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364715-snes_yoshis_island.jpg,giantbomb
CAT-09194,6052,Front Mission,"The first video game entry in the Front Mission franchise. Wanzer forces from the USN and OCU clash over Huffman Island, with the protagonist Royd Clive caught in the middle.",G-Craft,Square Enix; Squaresoft,https://www.giantbomb.com/front-mission/3030-6052/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363838-snes_frontmission_jp.jpg,giantbomb
CAT-19903,8853,Stargate,Stargate is loosely based on the movie of the same name. A military team with a civilian archeologist traverse across space with an ancient portal and come to blows with an alien posing as a god.,Probe Entertainment; Torus Games Pty. Ltd.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/stargate/3030-8853/,https://www.giantbomb.com/a/uploads/scale_large/0/4086/226129-boxart.jpg,giantbomb
CAT-09326,15117,Bahamut Lagoon,"A tactical turn-based strategy game with battles on a grid-based map. Once two units meet in battle, the combat system follows the familiar turn-based structure.",Squaresoft,Square Enix; Squaresoft,https://www.giantbomb.com/bahamut-lagoon/3030-15117/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363646-snes_bahamutlagoon_jp.jpg,giantbomb
CAT-19761,10020,Batman Forever,Foil the plans of Two-Face and The Riddler as either Batman or Robin in this brawler based on the 1995 film of the same name.,Probe Entertainment,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/batman-forever/3030-10020/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2369052-genesis_batmanforever_eu_cropped.jpg,giantbomb
CAT-27026,19067,Walt Disney's The Jungle Book,"A 2D platformer based on the 1967 animated Disney movie and released on multiple platforms. It was one of four Virgin Interactive platformers based on Disney movies, along with The Lion King, Aladdin and Pinocchio.","Eurocom Entertainment Software; Pencil Test Studios; Virgin Interactive Entertainment, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/walt-disneys-the-jungle-book/3030-19067/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2370671-genesis_junglebook_cropped.jpg,giantbomb
CAT-19502,38076,Battle Racers,Compati Hero Series racing game released in 1995 for the Super Famicom. Published by Banpresto.,Minato Giken,"Banpresto Co., Ltd.",https://www.giantbomb.com/battle-racers/3030-38076/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2185432-battle_racers_01.jpg,giantbomb
CAT-26966,9146,Vortex,An experimental shape-shifting robot is humanity's last defense in this Super FX Chip-enhanced SNES mech shooter.,Argonaut Games,"Electro-Brain; Pack-In-Video Co., Ltd",https://www.giantbomb.com/vortex/3030-9146/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364695-snes_vortex.jpg,giantbomb
CAT-26692,3173,RoboCop 3,"A side-scrolling action game based on the movie sequel of the same name. It was published on various consoles by Ocean, and is not to be confused with its FPS PC counterpart RoboCop 3D.",Eden Entertainment; Probe Entertainment,Flying Edge; Ocean Software Ltd.,https://www.giantbomb.com/robocop-3/3030-3173/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2362161-nes_robocop3.jpg,giantbomb
CAT-01876,14982,Kid Klown in Crazy Chase,The klutziest clown Kid Klown must rescue the princess of Klown Planet from the villainous and bomb-happy Blackjack in a series of trap-filled chase levels.,Kemco,Kemco,https://www.giantbomb.com/kid-klown-in-crazy-chase/3030-14982/,https://www.giantbomb.com/a/uploads/scale_large/0/7900/266872-kid_klown.jpg,giantbomb
CAT-23883,60077,Genjuu Ryodan,A fantasy-themed strategy game released late for the Super Famicom through the Nintendo Power cart-writing service.,Crea-Tech,Axela,https://www.giantbomb.com/genjuu-ryodan/3030-60077/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2948073-genjuu%20ryodan%20%28j%29%20%28np%29_00002.jpg,giantbomb
CAT-23187,1815,True Lies,A top-down shooter based on the 1994 action film of the same name starring Arnold Schwarzenegger where he is trying to get to the bottom of a terrorist organization.,Beam Software,"Acclaim Entertainment, Inc.; LJN",https://www.giantbomb.com/true-lies/3030-1815/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364683-snes_truelies.jpg,giantbomb
CAT-01848,8853,Stargate,Stargate is loosely based on the movie of the same name. A military team with a civilian archeologist traverse across space with an ancient portal and come to blows with an alien posing as a god.,Probe Entertainment; Torus Games Pty. Ltd.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/stargate/3030-8853/,https://www.giantbomb.com/a/uploads/scale_large/0/4086/226129-boxart.jpg,giantbomb
CAT-26625,6029,Super Punch-Out!!,"The second home adaptation of Nintendo's Punch-Out!! series of boxing arcade games, pitting players against sixteen pugilists from around the world (each with their own variety of techniques, a lot of which are illegal).",Nintendo R&D3,Nintendo,https://www.giantbomb.com/super-punch-out/3030-6029/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364843-snes_superpunchout.jpg,giantbomb
CAT-23888,6029,Super Punch-Out!!,"The second home adaptation of Nintendo's Punch-Out!! series of boxing arcade games, pitting players against sixteen pugilists from around the world (each with their own variety of techniques, a lot of which are illegal).",Nintendo R&D3,Nintendo,https://www.giantbomb.com/super-punch-out/3030-6029/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364843-snes_superpunchout.jpg,giantbomb
CAT-26526,9441,Tiny Toon Adventures: Buster Busts Loose!,"Take the role of Buster Bunny from the animated series ""Tiny Toons"" in this crazy SNES action-platformer.",Konami,Konami,https://www.giantbomb.com/tiny-toon-adventures-buster-busts-loose/3030-9441/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364661-snes_tinytoonadventuresbusterbustsloose.jpg,giantbomb
CAT-19749,15035,SimCity,The first installment in the highly acclaimed SimCity franchise by Maxis' Will Wright. The gameplay centers around developing and managing a city in a variety of scenarios using a combination of different zones and buildings.,Intelligent Systems; Maxis Software; Nintendo EAD,"Brøderbund Software, Inc.; Electronic Arts; Maxis Software; Nintendo; Superior Software",https://www.giantbomb.com/simcity/3030-15035/,https://www.giantbomb.com/a/uploads/scale_large/0/7622/643387-simcity.jpg,giantbomb
CAT-60676,7286,Shanghai II: Dragon's Eye,"The sequel to the 1986 mahjong solitaire game Shanghai, improving on the original formula by adding multiple tile layouts, custom tile appearances, and a new versus tile-based mode known as Dragon's Eye.","Activision; Genki Co., Ltd.; Hot-B Co., Ltd.; Magical Company","ASK Co. Ltd.; Activision; Hot-B Co., Ltd.; Magical Company",https://www.giantbomb.com/shanghai-ii-dragons-eye/3030-7286/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/3268923-box_s2.png,giantbomb
CAT-01831,12294,Pac-Man 2: The New Adventures,"A side-scrolling adventure game starring the eponymous arcade hero as he sets out to fetch things for his family. Instead of controlling him directly, players help guide the autonomous hero using a slingshot.",Namco,Bandai Namco Entertainment; Namco; Nintendo,https://www.giantbomb.com/pac-man-2-the-new-adventures/3030-12294/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2969048-box_pm2.png,giantbomb
CAT-34617,37176,Super Keirin,A Japan-exclusive Super Famicom video game that allows players to become cyclists.,Betop,I'Max Corp.,https://www.giantbomb.com/super-keirin/3030-37176/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2097892-keirin_front.jpg,giantbomb
CAT-09819,1791,Aretha,A Japanese role-playing game originally released for the Super Famicom in 1993. It follows a trilogy of Aretha RPGs for the Game Boy with a new main character and story.,Japan Art Media,Yanoman Corporation,https://www.giantbomb.com/aretha/3030-1791/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2087560-aretha_snes_cover.jpg,giantbomb
CAT-60680,1356,NBA Live 97,"NBA Live '97 featured Mitch Richmond of the Sacramento Kings on the cover, the first in the series to dedicate the cover to a single player.","Electronic Arts; NuFX, Inc.",EA Sports; Electronic Arts,https://www.giantbomb.com/nba-live-97/3030-1356/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371274-genesis_nbalive97.jpg,giantbomb
CAT-23254,1791,Aretha,A Japanese role-playing game originally released for the Super Famicom in 1993. It follows a trilogy of Aretha RPGs for the Game Boy with a new main character and story.,Japan Art Media,Yanoman Corporation,https://www.giantbomb.com/aretha/3030-1791/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2087560-aretha_snes_cover.jpg,giantbomb
CAT-20309,1356,NBA Live 97,"NBA Live '97 featured Mitch Richmond of the Sacramento Kings on the cover, the first in the series to dedicate the cover to a single player.","Electronic Arts; NuFX, Inc.",EA Sports; Electronic Arts,https://www.giantbomb.com/nba-live-97/3030-1356/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2371274-genesis_nbalive97.jpg,giantbomb
CAT-09232,8375,Der Langrisser,A remake of Langrisser II that was originally released on the SNES in Japan and was later ported to the PC-FX.,Masaya,"Interchannel, Ltd.; Masaya",https://www.giantbomb.com/der-langrisser/3030-8375/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/2557384-untitled.png,giantbomb
CAT-42316,30534,Disney's Beauty and the Beast,The official licensed game of the 1991 movie of the same name.,Probe Entertainment,"Hudson Entertainment, Inc.; Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/disneys-beauty-and-the-beast/3030-30534/,https://www.giantbomb.com/a/uploads/scale_large/1/14155/1688273-ex8skv807m.jpg,giantbomb
CAT-23830,57853,Touge Densetsu: Saisoku Battle,A motorcycle touge racing game for the Super Famicom featuring courses all over Japan.,Lenar,"Bullet-Proof Software, Inc.",https://www.giantbomb.com/touge-densetsu-saisoku-battle/3030-57853/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2914246-3965124275-30720.jpg,giantbomb
CAT-21791,55213,Battle Submarine,A real-time tactical submarine combat simulator for the Super Famicom.,Office Koukan,"Pack-In-Video Co., Ltd",https://www.giantbomb.com/battle-submarine/3030-55213/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2879847-3168074289-30717.jpg,giantbomb
CAT-01859,20350,Micro Machines 2: Turbo Tournament,Micro Machines 2: Turbo tournament is the sequel to Micro Machines. It features a top down perspective in which you race tiny cars around familiar locations such as the breakfast table or the garden.,Codemasters; Supersonic Software Ltd.,Codemasters; Ocean Software Ltd.,https://www.giantbomb.com/micro-machines-2-turbo-tournament/3030-20350/,https://www.giantbomb.com/a/uploads/scale_large/0/9408/746012-micromachines2ttb.jpg,giantbomb
CAT-01806,12002,Wolverine: Adamantium Rage,Wolverine is on a mission to find out more about his past in this 16-bit superhero brawler from Bits Studio that covers multiple comic book arcs featuring the angriest (and Canadian-ist) member of the X-Men.,"Bits Studios Ltd.; Teeny Weeny Games, Ltd.","Acclaim Entertainment, Inc.; LJN",https://www.giantbomb.com/wolverine-adamantium-rage/3030-12002/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2389657-genesis_wolverineadamantiumrage.jpg,giantbomb
CAT-20191,28306,Light Fantasy,Light Fantasy is a Japan-exclusive RPG.,Advance Communication Company,Tonkin House,https://www.giantbomb.com/light-fantasy/3030-28306/,https://www.giantbomb.com/a/uploads/scale_large/10/103881/2133573-cover.jpg,giantbomb
CAT-23143,28375,Natsuki Crisis Battle,An anime licensed fighting game developed by TOSE in 1995.,"TOSE Co., Ltd.",Angel,https://www.giantbomb.com/natsuki-crisis-battle/3030-28375/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/2164901-581978_22058_front.jpg,giantbomb
CAT-34396,5740,Jimmy Connors Pro Tennis Tour,"A tennis game that is endorsed by American tennis champion Jimmy Connors. It is also known as ""Great Courts 2"" and ""Pro Tennis Tour 2"", prior to acquiring the Connors endorsement.",Ubisoft Blue Byte,"Misawa Entertainment Co.,Ltd.; The Hit Squad; Ubisoft Entertainment",https://www.giantbomb.com/jimmy-connors-pro-tennis-tour/3030-5740/,https://www.giantbomb.com/a/uploads/scale_large/0/8272/1127978-588403_5344_front.jpg,giantbomb
CAT-60683,810,Parodius,"The arcade sequel to the original MSX Parodius, Parodius Da builds on its Gradius-style gameplay and its unique comical charm.",Konami,Konami; Palcom Software Ltd.,https://www.giantbomb.com/parodius/3030-810/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2890132-8500574255-29430.jpg,giantbomb
CAT-26574,5498,World Cup USA '94,A soccer game based on the 1994 FIFA World Cup tournament hosted by the USA.,Tiertex Design Studios,Sunsoft; U.S. Gold Ltd.,https://www.giantbomb.com/world-cup-usa-94/3030-5498/,https://www.giantbomb.com/a/uploads/scale_large/4/48222/1481626-916011_88090_front.jpg,giantbomb
CAT-09183,38745,Super Dunk Star,"Japan-exclusive basketball video game released in 1993 for the Super Famicom. Like many non-licensed basketball games of the era, it uses fictional US teams. It also switches to dynamic shots whenever a player gets close to the net.",C-Lab,Sammy Corporation,https://www.giantbomb.com/super-dunk-star/3030-38745/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2240768-super_dunk_star.jpg,giantbomb
CAT-35524,16604,Ardy Lightfoot,"A mascot platformer that was developed by ASCII, published my Titus and was released in 1993 in Japan and 1994 for Europe and North America.",ASCII Corporation,"ASCII Corporation; Titus Interactive, S.A.",https://www.giantbomb.com/ardy-lightfoot/3030-16604/,https://www.giantbomb.com/a/uploads/scale_large/0/4495/257968-c0_8.jpg,giantbomb
CAT-41642,4692,Super Star Wars: Return of the Jedi,"An arcade-action interpretation of the third film in the original Star Wars trilogy, as Jedi Knight Luke Skywalker and his crew must rescue Han Solo and help destroy a re-built Death Star.","Acclaim Studios Salt Lake City; LucasArts Entertainment Company LLC; Realtime Associates, Inc.","Black Pearl Software; JVC Musical Industries, Inc.; LucasArts Entertainment Company LLC; THQ; Victor Entertainment",https://www.giantbomb.com/super-star-wars-return-of-the-jedi/3030-4692/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1787598-box_sswrotj.png,giantbomb
CAT-42312,18484,Killer Instinct,"Rare's signature fighting game, featuring heavy use of pre-rendered 3D graphics, a unique match format, a special multi-sequence combo system, and C-C-C-COMBO BREAKER","Code Mystics; Rare, Ltd.",Midway Games; Nintendo; Xbox Game Studios,https://www.giantbomb.com/killer-instinct/3030-18484/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2575462-box_ki.png,giantbomb
CAT-09222,10486,Fighter's History,Nine martial artists from around the world compete in a tournament in Data East's first fighting game since the genre's Street Fighter II boom. It is best known for being the subject in a lawsuit due to its similarities with Street Fighter II.,Data East Corporation,Data East Corporation; Flying Tiger Entertainment,https://www.giantbomb.com/fighters-history/3030-10486/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1404643-13004401.jpg,giantbomb
CAT-19799,4692,Super Star Wars: Return of the Jedi,"An arcade-action interpretation of the third film in the original Star Wars trilogy, as Jedi Knight Luke Skywalker and his crew must rescue Han Solo and help destroy a re-built Death Star.","Acclaim Studios Salt Lake City; LucasArts Entertainment Company LLC; Realtime Associates, Inc.","Black Pearl Software; JVC Musical Industries, Inc.; LucasArts Entertainment Company LLC; THQ; Victor Entertainment",https://www.giantbomb.com/super-star-wars-return-of-the-jedi/3030-4692/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1787598-box_sswrotj.png,giantbomb
CAT-69611,1334,Super Mario World,"One of the few launch titles of the SNES (and bundled with the system in North America and Europe), the fifth main game in the Super Mario series brings the Mario brothers into the mysterious Dinosaur Land. It marks the first appearance of Mario's dinosaur companions, known as Yoshi.",Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/super-mario-world/3030-1334/,https://www.giantbomb.com/a/uploads/scale_large/1/12541/3312460-sq_snes_supermarioworld.jpg,giantbomb
CAT-42327,1815,True Lies,A top-down shooter based on the 1994 action film of the same name starring Arnold Schwarzenegger where he is trying to get to the bottom of a terrorist organization.,Beam Software,"Acclaim Entertainment, Inc.; LJN",https://www.giantbomb.com/true-lies/3030-1815/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364683-snes_truelies.jpg,giantbomb
CAT-26737,2396,Fatal Fury,"SNK's first fighting game and the first fighting game on the Neo Geo, telling the tale of a trio of martial artists participating in a local tournament to seek revenge on the crime boss that sponsors it.","SNK; TAKARA Co., Ltd.","D4 Enterprise, Inc.; HAMSTER Corporation; SNK",https://www.giantbomb.com/fatal-fury/3030-2396/,https://www.giantbomb.com/a/uploads/scale_large/0/1614/841450-fatal_fury_ng_us.jpg,giantbomb
CAT-20436,4197,Tintin in Tibet,Tintin au Tibet is a platformer based on the comic of the same name.,Atari SA,Atari SA,https://www.giantbomb.com/tintin-in-tibet/3030-4197/,https://www.giantbomb.com/a/uploads/scale_large/1/10831/475076-942205_93557_front.jpg,giantbomb
CAT-23188,640,Emerald Dragon,Emerald Dragon is a traditional Japanese RPG released for various gaming consoles and computers.,Alfa System; Glodia; Right Stuff,"Glodia; Media Works Inc.; NEC Home Electronics, Ltd.",https://www.giantbomb.com/emerald-dragon/3030-640/,https://www.giantbomb.com/a/uploads/scale_large/9/97089/2463615-box.png,giantbomb
CAT-21668,44689,Stealth,A turn-based military tactics game in which the player controls a squad of soldiers moving through enemy territory. It was released on the Super Famicom in Japan only.,Axes Art Amuse,Hect,https://www.giantbomb.com/stealth/3030-44689/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2578896-stealth_sfc.jpg,giantbomb
CAT-42702,6106,International Superstar Soccer,"The first in the franchise, ISS featured a realistic simulation style soccer game played on a skewed almost isometric grid.","Konami Computer Entertainment Osaka Co., Ltd.",Konami,https://www.giantbomb.com/international-superstar-soccer/3030-6106/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363877-snes_internationalsuperstarsoccer_eu.jpg,giantbomb
CAT-42379,12347,Pinball Fantasies,"The sequel to Pinball Dreams, this pinball game offers four different tables with four unique themes.",Cowboy Rodeo; DICE; Spidersoft Limited,"21st Century Entertainment Ltd.; Cowboy Rodeo; GameTek, Inc.; Vap Inc.",https://www.giantbomb.com/pinball-fantasies/3030-12347/,https://www.giantbomb.com/a/uploads/scale_large/0/3413/295797-pinball_fantasies_cover.jpg,giantbomb
CAT-42363,3571,Mortal Kombat II,"The second installment of one of the most violent fighting game franchises of all time, providing a smoother fighting system while adding new fighters, Fatalities, babalities, friendships, and much more.",Acclaim Studios Salt Lake City; Midway Games; Probe Entertainment,"Acclaim Entertainment, Inc.; Midway Games",https://www.giantbomb.com/mortal-kombat-ii/3030-3571/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/1338358-mk2_vert.png,giantbomb
CAT-24068,37539,Battle Cross,"Japan-exclusive action racing video game developed by A-Max and published by Imagineer in 1994, for the Super Famicom.",A-Max,"Imagineer Co., Ltd.",https://www.giantbomb.com/battle-cross/3030-37539/,https://www.giantbomb.com/a/uploads/scale_large/14/149200/2133365-battle_cross.jpg,giantbomb
CAT-34688,168,Mystic Ark,The spiritual successor to The 7th Saga. A mute hero must find their way back to their own world.,"Produce Co., Ltd.",Enix Corporation,https://www.giantbomb.com/mystic-ark/3030-168/,https://www.giantbomb.com/a/uploads/scale_large/6/66248/1441935-mystic_ark_front.jpg,giantbomb
CAT-23989,28373,Nangoku Shounen Papuwa-kun,Brawler platformer game developed by Daft and published by Enix Corporation in 1994 for both the Game Boy and Super Famicom. It is based on the first arc of the Nangoku Shounen Papuwa-kun manga and anime.,"Daft Co., Ltd.",Enix Corporation,https://www.giantbomb.com/nangoku-shounen-papuwa-kun/3030-28373/,https://www.giantbomb.com/a/uploads/scale_large/0/7465/2164935-571056_9166_front.jpg,giantbomb
CAT-00081,12945,Lagoon,"A top-down, action RPG developed by Zoom. In it, players guide the hero, Nasir, on his quest to restore the purity of Lakeland's water.","Zoom, Inc.",Kemco,https://www.giantbomb.com/lagoon/3030-12945/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363921-snes_lagoon.jpg,giantbomb
CAT-37308,49299,Super Gomoku Narabe Renju,"A video game adaptation of the board game Gomoku Narabe, which is played on a Go board but is closer to Connect Four.",Naxat Soft,Naxat Soft,https://www.giantbomb.com/super-gomoku-narabe-renju/3030-49299/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2739326-6903998149-30692.jpg,giantbomb
CAT-26968,10276,The Legend of Zelda: A Link to the Past,The third installment in the Zelda series makes a return to the top-down 2D gameplay of the original. Link must travel between the Light and Dark Worlds in order to set things right in the kingdom of Hyrule.,Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/the-legend-of-zelda-a-link-to-the-past/3030-10276/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2831954-legend_of_zelda_3_-_snes_-_album_art.jpg,giantbomb
CAT-20364,1852,Putty,Whoever thought that a ball of putty could be so tough?,"System 3 Software, Ltd.","System 3 Software, Ltd.; U.S. Gold Ltd.; Varie",https://www.giantbomb.com/putty/3030-1852/,https://www.giantbomb.com/a/uploads/scale_large/7/70593/1448793-putty_amiga.jpg,giantbomb
CAT-61152,12294,Pac-Man 2: The New Adventures,"A side-scrolling adventure game starring the eponymous arcade hero as he sets out to fetch things for his family. Instead of controlling him directly, players help guide the autonomous hero using a slingshot.",Namco,Bandai Namco Entertainment; Namco; Nintendo,https://www.giantbomb.com/pac-man-2-the-new-adventures/3030-12294/,https://www.giantbomb.com/a/uploads/scale_large/8/87790/2969048-box_pm2.png,giantbomb
CAT-20412,19507,Secret of Mana,"An action RPG for the Super Nintendo and the second game in the Seiken Densetsu series. Secret of Mana can be played by up to three players simultaneously, and is widely regarded as one of the system's finest games.",Squaresoft,Square Enix; Squaresoft,https://www.giantbomb.com/secret-of-mana/3030-19507/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364736-snes_secretofmana.jpg,giantbomb
CAT-01834,6210,Populous,"Commonly cited as the founding title in the god game genre, Populous is a computer game from Bullfrog Productions in which the player is a deity that must help its followers become prosperous enough to overcoming rival deities and their followers.","Bullfrog Productions, Ltd.",Electronic Arts,https://www.giantbomb.com/populous/3030-6210/,https://www.giantbomb.com/a/uploads/scale_large/11/118253/2065327-populous_na_box_art.png,giantbomb
CAT-60645,810,Parodius,"The arcade sequel to the original MSX Parodius, Parodius Da builds on its Gradius-style gameplay and its unique comical charm.",Konami,Konami; Palcom Software Ltd.,https://www.giantbomb.com/parodius/3030-810/,https://www.giantbomb.com/a/uploads/scale_large/2/23093/2890132-8500574255-29430.jpg,giantbomb
CAT-01873,19337,Aero the Acro-Bat,"Aero the Acro-bat's gameplay consists of simple platforming elements in which Aero, a red bat, that lives in a circus, must defend it from Edgar Ektor.",Acclaim Studios Austin; Atomic Planet Entertainment Limited,"Metro3D, Inc.; Ratalaika Games S.L.; Shinyuden; Sunsoft",https://www.giantbomb.com/aero-the-acro-bat/3030-19337/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363122-snes_aerotheacrobat.jpg,giantbomb
CAT-19786,12248,King Arthur's World,King Arthur's World is a side-scrolling strategy game where the player must utilise various units and their abilities to help King Arthur safely reach the end of each level.,Argonaut Games,Jaleco Ltd.,https://www.giantbomb.com/king-arthurs-world/3030-12248/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363900-snes_kingarthursworld.jpg,giantbomb
CAT-42715,14108,Young Merlin,"A top-down action-adventure SNES game in which Merlin, as a young man, must save a fantasy kingdom from the Shadow King.","Westwood Studios, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/young-merlin/3030-14108/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364725-snes_youngmerlin_de.jpg,giantbomb
CAT-42946,10276,The Legend of Zelda: A Link to the Past,The third installment in the Zelda series makes a return to the top-down 2D gameplay of the original. Link must travel between the Light and Dark Worlds in order to set things right in the kingdom of Hyrule.,Nintendo EAD; SRD Co. Ltd.,Nintendo,https://www.giantbomb.com/the-legend-of-zelda-a-link-to-the-past/3030-10276/,https://www.giantbomb.com/a/uploads/scale_large/8/82063/2831954-legend_of_zelda_3_-_snes_-_album_art.jpg,giantbomb
CAT-19924,11992,Super Bomberman,"Super Bomberman was the first Bomberman game to appear on the SNES, and the first game on that system to feature 4 player simultaneous play via the multitap.","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.",https://www.giantbomb.com/super-bomberman/3030-11992/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2364810-snes_superbomberman_au.jpg,giantbomb
CAT-35497,8498,The Blues Brothers,Take control of either Jake or Elwood in this platformer.,"Titus Interactive, S.A.","Titus Interactive, S.A.",https://www.giantbomb.com/the-blues-brothers/3030-8498/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2361180-nes_bluesbrothers.jpg,giantbomb
CAT-38279,6210,Populous,"Commonly cited as the founding title in the god game genre, Populous is a computer game from Bullfrog Productions in which the player is a deity that must help its followers become prosperous enough to overcoming rival deities and their followers.","Bullfrog Productions, Ltd.",Electronic Arts,https://www.giantbomb.com/populous/3030-6210/,https://www.giantbomb.com/a/uploads/scale_large/11/118253/2065327-populous_na_box_art.png,giantbomb
CAT-42999,1852,Putty,Whoever thought that a ball of putty could be so tough?,"System 3 Software, Ltd.","System 3 Software, Ltd.; U.S. Gold Ltd.; Varie",https://www.giantbomb.com/putty/3030-1852/,https://www.giantbomb.com/a/uploads/scale_large/7/70593/1448793-putty_amiga.jpg,giantbomb
CAT-19759,12959,Addams Family Values,A top-down action-adventure game based loosely on the events of the movie of the same name.,Ocean Software Ltd.,Ocean Software Ltd.,https://www.giantbomb.com/addams-family-values/3030-12959/,https://www.giantbomb.com/a/uploads/scale_large/9/93770/2363116-snes_addamsfamilyvalues_2.jpg,giantbomb
